"id","code","description"
"product_code_731400_goods","731400","Kain (termasuk ban tanpa ujung), anyaman kisi, jaring dan pagar, dari kawat besi atau baja expanded metal dari besi atau baja."
"product_code_731500_goods","731500","Rantai dan bagianny dari besi atau baja."
"product_code_731600_goods","731600","Jangkar, jangkar kecil dan bagianny dari besi atau baja."
"product_code_731700_goods","731700","Paku, pasak, paku payung, corrugated nail, paku kokot (selain yang dimaksud pos 83.05) dan barang semacam itu, dari besi atau baj dengan kepala dari bahan lain maupun tidak, tetapi tidak termasuk barang seperti itu dengan kepala dari tembaga."
"product_code_731800_goods","731800","Sekrup, baut, mur, sekrup rel, kait sekrup, paku keling, pasak, pasak kunci, cincin pipih (termasuk cincin pipih pegas) dan barang semacam itu, dari besi atau baja."
"product_code_731900_goods","731900","Jarum jahit, jarum rajut, jarum jelujur, jarum kait, jarum bordir dan barang semacam itu, digunakan dengan tangan, dari besi atau baja pin pengaman dan pin lainnya dari besi atau baj tidak dirinci atau termasuk dalam pos lainnya."
"product_code_732000_goods","732000","Pegas dan daun untuk pegas, dari besi atau baja."
"product_code_732100_goods","732100","Tungku, kompor, tungku terbuk alat masak (termasuk tungku dengan ketel tambahan untuk pemanasan sentral), panggangan besar, anglo, gelang gas, piring pemanas, dan peralatan rumah tangga tanpa listrik semacam itu, dan bagianny dari besi atau baja."
"product_code_732200_goods","732200","Radiator untuk pemanasan sentral, tidak dipanaskan dengan listrik, dan bagianny dari besi atau baja pemanas udara dan distributor udara panas (termasuk distributor yang dapat juga mendistribusikan udara segar atau didinginkan), tidak dipanaskan dengan listrik, didalamnya dipasang kipas atau alat tiup yang dijalankan dengan motor, dan bagianny dari besi atau baja."
"product_code_732300_goods","732300","Barang untuk penggunaan di atas mej di dapur atau peralatan rumah tangga lainnya dan bagianny dari besi atau baja wol besi atau wol baja penggosok pot dan bantalan gosok atau pemoles, sarung tangan dan sejenisny dari besi atau baja."
"product_code_732400_goods","732400","Perangkat saniter dan bagianny dari besi atau baja."
"product_code_732500_goods","732500","Barang tuangan lainnya dari besi atau baja."
"product_code_732600_goods","732600","Barang lainnya dari besi atau baja."
"product_code_740000_goods","740000","Tembaga dan barang daripadanya"
"product_code_740100_goods","740100","Mate tembaga tembaga semen (tembaga endapan)."
"product_code_740200_goods","740200","Tembaga tidak dimurnikan anoda tembaga untuk pemurnian secara elektrolisa."
"product_code_740300_goods","740300","Tembaga dimurnikan dan paduan tembag tidak ditempa."
"product_code_740400_goods","740400","Sisa dan skrap tembaga."
"product_code_740500_goods","740500","Paduan utama dari tembaga."
"product_code_740600_goods","740600","Bubuk dan serpih tembaga."
"product_code_740700_goods","740700","Batang, batang kecil dan profil tembaga."
"product_code_740800_goods","740800","Kawat tembaga."
"product_code_740900_goods","740900","Pelat, lembaran dan strip tembag dengan ketebalan melebihi 0,15 mm."
"product_code_741000_goods","741000","Foil tembaga (dicetak atau dengan alas kertas, kertas karton, plastik atau alas semacam itu maupun tidak) dengan ketebalan (tidak termasuk alasnya) tidak melebihi 0,15 mm."
"product_code_741100_goods","741100","Pembuluh dan pipa tembaga."
"product_code_741200_goods","741200","Alat kelengkapan pembuluh atau pipa tembaga (misalny penyambung, siku-siku, selongsong)."
"product_code_741300_goods","741300","Kawat dipilin, kabel, ban anyaman dan sejenisny dari tembag tidak diisolasi elektrik."
"product_code_741500_goods","741500","Paku, tack, paku payung, kokot (selain barang yang dimaksud dalam pos 83.05) dan barang semacam itu, dari tembaga atau besi atau baja dengan kepala tembaga sekrup, baut, mur, kait sekrup, paku keling, pasak, pasak kunci, cincin pipih (termasuk cincin pipih pegas) dan barang semacam itu, dari tembaga."
"product_code_741800_goods","741800","Barang untuk penggunaan di atas mej di dapur atau peralatan rumah tangga lainnya dan bagianny dari tembaga penggosok pot dan bantalan gosok atau poles, sarung tangan dan sejenisny dari tembaga perangkat saniter dan bagianny dari tembaga."
"product_code_741900_goods","741900","Barang lainnya dari tembaga."
"product_code_750000_goods","750000","Nikel dan barang daripadanya"
"product_code_750100_goods","750100","Mate nikel, sinter oksida nikel dan produk-antara lainnya dari metalurgi nikel."
"product_code_750200_goods","750200","Nikel tidak ditempa."
"product_code_750300_goods","750300","Sisa dan skrap nikel."
"product_code_750400_goods","750400","Bubuk dan serpih nikel."
"product_code_750500_goods","750500","Batang, batang kecil, profil dan kawat nikel."
"product_code_750600_goods","750600","Pelat, lembaran, strip dan foil nikel."
"product_code_750700_goods","750700","Pembuluh, pipa dan alat kelengkapan pembuluh atau pipa dari nikel (misalny penyambung, siku-siku, selongsong)."
"product_code_750800_goods","750800","Barang lainnya dari nikel."
"product_code_760000_goods","760000","Aluminium dan barang daripadanya"
"product_code_760100_goods","760100","Aluminium tidak ditempa."
"product_code_760200_goods","760200","Sisa dan skrap aluminium."
"product_code_760300_goods","760300","Bubuk dan serpih aluminium."
"product_code_760400_goods","760400","Batang, batang kecil dan profil aluminium."
"product_code_760500_goods","760500","Kawat aluminium."
"product_code_760600_goods","760600","Pelat, lembaran dan strip aluminium, dengan ketebalan melebihi 0,2 mm."
"product_code_760700_goods","760700","Aluminium foil (dicetak atau diberi alas kertas, kertas karton, plastik atau alas semacam itu maupun tidak) dengan ketebalan (tidak termasuk alasnya) tidak melebihi 0,2 mm."
"product_code_760800_goods","760800","Pembuluh dan pipa aluminium."
"product_code_760900_goods","760900","Alat kelengkapan pembuluh atau pipa aluminium (misalny penyambung, siku-siku, selongsong)."
"product_code_761000_goods","761000","Struktur aluminium (tidak termasuk bangunan prapabrikasi dari pos 94.06) dan bagian dari struktur (misalny jembatan dan bagian jembatan, menar tiang kisi-kisi, atap, rangka atap, pintu dan jendela serta rangkanya dan ambang untuk pintu, langkan, pilar dan tiang) pelat, batang kecil, profil, pembuluh dan sejenisnya dari aluminium, disiapkan untuk keperluan struktur."
"product_code_761100_goods","761100","Reservoir, tangki, tong dan tempat penyimpanan semacam itu, dari aluminium, untuk berbagai jenis bahan (selain gas di bawah tekanan atau gas cair), dengan kapasitas melebihi 300 l, dilapis atau diisolasi panas maupun tidak, tetapi tidak dilengkapi dengan perlengkapan mekanik atau termal."
"product_code_761200_goods","761200","Tahang, drum, kaleng, kotak dan tempat penyimpanan semacam itu dari aluminium (termasuk tempat simpan berbentuk tabung kaku atau dapat dilipat), untuk berbagai jenis bahan (selain gas dibawah tekanan atau gas cair), dengan kapasitas tidak melebihi 300 l, dilapis atau diisolasi panas maupun tidak, tetapi tidak dilengkapi dengan perlengkapan mekanik atau termal."
"product_code_761300_goods","761300","Tempat penyimpanan dari aluminium untuk gas dibawah tekanan atau gas cair."
"product_code_761400_goods","761400","Kawat pilin, kabel, ban anyaman dan sejenisny dari aluminium, tidak diisolasi elektrik."
"product_code_761500_goods","761500","Barang untuk penggunaan di atas mej di dapur atau peralatan rumah tangga lainnya dan bagianny dari aluminium penggosok pot dan bantalan gosok atau pemoles, sarung tangan dan sejenisny dari aluminium perangkat saniter dan bagianny dari aluminium."
"product_code_761600_goods","761600","Barang lainnya dari aluminium."
"product_code_780000_goods","780000","Timbal dan barang daripadanya"
"product_code_780100_goods","780100","Timbal tidak ditempa."
"product_code_780200_goods","780200","Sisa dan skrap timbal."
"product_code_780400_goods","780400","Pelat, lembaran, strip dan foil timbal bubuk dan serpih timbal."
"product_code_780600_goods","780600","Barang lainnya dari timbal."
"product_code_790000_goods","790000","Seng dan barang daripadanya"
"product_code_790100_goods","790100","Seng tidak ditempa."
"product_code_790200_goods","790200","Sisa dan skrap seng."
"product_code_790300_goods","790300","Debu, bubuk dan serpihan seng."
"product_code_790400_goods","790400","Batang, batang kecil, profil dan kawat seng."
"product_code_790500_goods","790500","Pelat, lembaran, strip dan foil seng."
"product_code_790700_goods","790700","Barang lainnya dari seng."
"product_code_800000_goods","800000","Timah dan barang daripadanya"
"product_code_800100_goods","800100","Timah tidak ditempa."
"product_code_800200_goods","800200","Sisa dan skrap timah."
"product_code_800300_goods","800300","Batang, batang kecil, profil dan kawat timah."
"product_code_800700_goods","800700","Barang lainnya dari timah."
"product_code_810000_goods","810000","Logam tidak mulia lainnya sermet barang"
"product_code_810100_goods","810100","Tungsten (wolfram) dan barang dari padany termasuk sisa dan skrap."
"product_code_810200_goods","810200","Molibdenum dan barang daripadany termasuk sisa dan skrap."
"product_code_810300_goods","810300","Tantalum dan barang daripadany termasuk sisa dan skrap."
"product_code_810400_goods","810400","Magnesium dan barang daripadany termasuk sisa dan skrap."
"product_code_810500_goods","810500","Mate kobalt dan produk antara lainnya dari metalurgi kobalt kobalt dan barang daripadany termasuk sisa dan skrap."
"product_code_810600_goods","810600","Bismut dan barang daripadany termasuk sisa dan skrap."
"product_code_810800_goods","810800","Titanium dan barang daripadany termasuk sisa dan skrap."
"product_code_810900_goods","810900","Zirkonium dan barang daripadany termasuk sisa dan skrap."
"product_code_811000_goods","811000","Antimoni dan barang daripadany termasuk sisa dan skrap."
"product_code_811100_goods","811100","Mangan dan barang daripadany termasuk sisa dan skrap."
"product_code_811200_goods","811200","Berilium, kromium, germanium, vanadium, galium, hafnium, indium, niobium (columbium), renium dan talium serta barang dari logam tersebut, termasuk sisa dan skrap."
"product_code_811300_goods","811300","Sermet dan barang daripadany termasuk sisa dan skrap."
"product_code_820000_goods","820000","Perkakas, peralatan, barang tajam, sendok dan garpu, dari logam tidak mulia bagiannya dari logam tidak mulia"
"product_code_820100_goods","820100","Perkakas tangan, sebagai berikut : sekop datar, sekop lengkung, beliung, bajak, cangkul, garu dan pengeruk kapak, sabit paruh dan alat potong semacam itu gunting bunga dan pemangkas dari segala jenis sabit tangkai panjang, sabit, pisau jerami, gunting untuk tanaman pagar, pengiris kayu dan perkakas lainnya dari jenis yang digunakan dalam pertanian, perkebunan atau kehutanan."
"product_code_820200_goods","820200","Gergaji tangan bilah untuk segala jenis gergaji (termasuk bilah gergaji untuk membelah, untuk membuat celah atau tanpa gigi)."
"product_code_820300_goods","820300","Kikir, parut, tang (termasuk tang potong), penjepit, gunting seng, gunting pemotong logam, pemotong pip catok, tang pembuat lobang dan perkakas tangan semacam itu."
"product_code_820400_goods","820400","Kunci sekrup dan kunci inggris yang digerakkan dengan tangan (termasuk kunci inggris yang mempunyai pengukur putaran tetapi tidak termasuk kunci pembuat alur sekrup) kunci sekrup berlobang yang dapat dipertukarkan, dengan atau tanpa gagang."
"product_code_820500_goods","820500","Perkakas tangan (termasuk intan pemotong kaca), tidak dirinci atau termasuk dalam pos lainnya lampu tiup vice, klem dan sejenisny selain aksesori untuk dan bagian dari, perkakas mesin atau mesin pemotong water-jet paron alat tempa portabel roda gerinda yang digerakkan dengan tangan atau pedal dengan rangkanya."
"product_code_820600_goods","820600","Perkakas terdiri dari dua jenis barang atau lebih dimaksud pada pos 82.02 sampai dengan 82.05, disiapkan dalam set untuk penjualan eceran."
"product_code_820700_goods","820700","Perkakas yang dapat dipertukarkan untuk perkakas tangan, digerakkan dengan tenaga maupun tidak, atau untuk mesin perkakas (misalny untuk pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning atau screw driving), termasuk acuan untuk menarik atau mengekstrusi logam, dan perkakas untuk mengebor batu karang atau mengebor tanah."
"product_code_820800_goods","820800","Pisau dan bilah pemotong, untuk mesin atau untuk perkakas mekanik."
"product_code_820900_goods","820900","Pelat, tongkat, ujung dan sejenisnya untuk perkakas, tidak terpasang, dari sermet."
"product_code_821000_goods","821000","Perkakas mekanik yang digerakkan dengan tangan, dengan berat 10 kg atau kurang, digunakan dalam pengolahan, pengkondisian atau penyiapan makanan atau minuman."
"product_code_821100_goods","821100","Pisau dengan bilah pemotong, bergigi atau tidak (termasuk pisau pangkas), selain pisau dari pos 82.08, dan mata pisau untuk barang tersebut."
"product_code_821200_goods","821200","Pisau cukur dan silet (termasuk blank silet dalam bentuk strip)."
"product_code_821300_goods","821300","Gunting, gunting tukang jahit dan gunting semacam itu, serta bilahnya."
"product_code_821400_goods","821400","Barang tajam lainnya (misalny alat pangkas rambut, parang tukang daging atau parang dapur, pisau pemotong dan pisau cincang, pisau kertas) set dan instrumen untuk manikur atau pedikur (termasuk kikir kuku)."
"product_code_821500_goods","821500","Sendok, garpu, sendok sayur, peniris, cake-server, pisau ikan, pisau menteg penjepit gula dan perangkat dapur atau meja semacam itu."
"product_code_830000_goods","830000","Bermacam-macam barang dari logam tidak mulia"
"product_code_830100_goods","830100","Gembok dan kunci (dioperasikan dengan anak kunci, kombinasi atau secara listrik), dari logam tidak mulia kunci jepit dan bingkai dengan kunci jepit, kunci terpasang, dari logam tidak mulia anak kunci untuk semua barang tersebut, dari logam tidak mulia."
"product_code_830200_goods","830200","Penyangg alat kelengkapan dan barang semacam itu dari logam tidak mulia yang cocok untuk perabotan, pintu, tangg jendel tirai, coachwork, saddlery, koper, kotak, kotak perhiasan atau sejenisnya rak topi, gantungan topi, kaitan dan barang semacam itu dari logam tidak mulia castor dengan penyangga dari logam tidak mulia penutup pintu otomatis dari logam tidak mulia."
"product_code_830300_goods","830300","Lemari lapis baja atau yang diperkuat, peti pengaman dan pintu serta laci penyimpan untuk ruangan pengaman, peti dokumen atau uang dan sejenisny dari logam tidak mulia."
"product_code_830400_goods","830400","Lemari arsip, lemari kartu indeks, nampan kertas, sandaran kertas, nampan pen penyangga stempel kantor dan perlengkapan kantor atau meja tulis semacam itu, dari logam tidak muli selain perabotan kantor dari pos 94.03."
"product_code_830500_goods","830500","Alat kelengkapan untuk loose-leaf binder atau arsip, jepitan surat, letter corner, jepitan kertas, pemarka indeks dan barang kantor semacam itu dari logam tidak mulia kokot dalam bentuk strip (misalny untuk kantor, upholstery, pengepakan), dari logam tidak mulia."
"product_code_830600_goods","830600","Lonceng, gong dan sejenisny tanpa listrik, dari logam tidak mulia patung dan ornamen lainny dari logam tidak mulia bingkai foto, gambar dan semacam itu, dari logam tidak mulia cermin dari logam tidak mulia."
"product_code_830700_goods","830700","Pembuluh fleksibel dari logam tidak muli dengan atau tanpa alat kelengkapan."
"product_code_830800_goods","830800","Jepit, bingkai dengan jepit, gesper, jepitan gesper, kait, lubang, lubang tali dan sejenisnya dari logam tidak muli dari jenis yang digunakan untuk pakaian atau aksesoris pakaian, alas kaki, perhiasan, jam tangan, buku, tirai, barang dari kulit, barang untuk bepergian atau saddlery atau barang jadi lainnya paku keling berbentuk tabung atau bercabang, dari logam tidak mulia manik-manik dan spangle, dari logam tidak mulia."
"product_code_830900_goods","830900","Sumbat, penutup dan tutup (termasuk sumbat tajuk, penutup sekrup dan sumbat yang dituangkan), kapsul untuk botol, sumbat berulir, penyingkup sumbat, segel dan aksesori pengepakan lainny dari logam tidak mulia."
"product_code_831000_goods","831000","Papan isyarat, papan nam papan alamat dan papan semacam itu, nomor, huruf dan lambang lainny dari logam tidak muli tidak termasuk yang dimaksud dalam pos 94.05."
"product_code_831100_goods","831100","Kawat, batang kecil, pembuluh, pelat, elektroda dan produk semacam itu, dari logam tidak mulia atau dari karbida logam, dilapisi atau diisi dengan fluks dari jenis yang digunakan untuk menyolder, mematri, mengelas atau mengendapkan logam atau karbida logam kawat dan batang kecil, dari bubuk logam tidak mulia diaglomerasi, digunakan untuk penyemprotan logam."
"product_code_840000_goods","840000","Reaktor nuklir, ketel, mesin dan peralatan mekanis bagian daripadanya"
"product_code_840100_goods","840100","Reaktor nuklir elemen bahan bakar (cartridges), non radiasi, untuk reaktor nuklir mesin dan aparatus untuk separasi isotopik."
"product_code_840200_goods","840200","Ketel uap air atau ketel uap lainnya (selain ketel air panas untuk pemanasan sentral yang juga dapat menghasilkan uap air tekanan rendah) ketel air super-heated."
"product_code_840300_goods","840300","Ketel pemanasan sentral selain yang dimaksud dari pos 84.02."
"product_code_840400_goods","840400","Instalasi pembantu untuk digunakan dengan ketel yang dimaksud dari pos 84.02 atau 84.03 (misalny economiser, super-heater, soot remover, gas recoverer) kondensor untuk unit tenaga uap air atau unit tenaga uap lainnya."
"product_code_840500_goods","840500","Generator pemroduksi gas atau generator gas air, dengan atau tanpa alat pemurnian generator gas asetilena dan generator gas dengan proses air semacam itu, dengan atau tanpa alat pemurnian."
"product_code_840600_goods","840600","Turbin uap air dan turbin uap lainnya."
"product_code_840700_goods","840700","Mesin piston pembakaran dalam cetus api bolak-balik atau berputar."
"product_code_840800_goods","840800","Mesin piston pembakaran dalam nyala kompresi (mesin diesel atau semi diesel)."
"product_code_840900_goods","840900","Bagian yang cocok untuk digunakan semata-mata atau terutama dengan mesin dari pos 84.07 atau 84.08."
"product_code_841000_goods","841000","Turbin hidrolik, kincir air, dan regulatornya."
"product_code_841100_goods","841100","Turbo-jet, turbo-propeller dan turbin gas lainnya."
"product_code_841200_goods","841200","Mesin dan motor lainnya."
"product_code_841300_goods","841300","Pompa untuk cairan, dilengkapi dengan alat ukur maupun tidak elevator cairan."
"product_code_841400_goods","841400","Pompa udara atau pompa vakum, kompresor udara atau kompresor gas lainnya dan kipas angin atau kipas gas lainnya hood ventilasi atau hood daur ulang yang digabung dengan kipas, dilengkapi dengan saringan maupun tidak kabinet pengaman biologis kedap gas, dilengkapi dengan saringan maupun tidak."
"product_code_841500_goods","841500","Mesin pengatur suhu udar terdiri dari kipas yang digerakkan dengan motor dan elemen untuk mengubah suhu dan kelembaban udar termasuk mesin tersebut yang tidak dapat mengatur kelembaban udara secara terpisah."
"product_code_841600_goods","841600","Tanur pembakar untuk bahan bakar cair, untuk bahan bakar padat yang dihancurkan atau untuk gas penyala mekanis, termasuk penggarang mekanisny pembuang abu mekanisnya dan peralatan semacam itu."
"product_code_841700_goods","841700","Tanur dan oven industri atau laboratorium, termasuk incinerator, bukan listrik."
"product_code_841800_goods","841800","Lemari pendingin, lemari pembeku dan perlengkapan pendingin atau pembeku lainny listrik atau lainnya pompa panas selain mesin pengatur suhu udara dari pos 84.15."
"product_code_841900_goods","841900","Perlengkapan mesin, pabrik atau laboratorium, dipanaskan secara elektrik maupun tidak (tidak termasuk tanur, oven dan perlengkapan lain-nya dari pos 85.14), untuk mengolah bahan dengan proses yang memerlukan perubahan suhu seperti memanaskan, memasak, memanggang, menyuling, rektifikasi, mensterilkan, mempasteurisasi, menguapkan, mengeringkan, mengevaporasi, menguapkan, mengkondensasi atau mendinginkan, selain mesin atau instalasi dari jenis yang digunakan untuk keperluan rumah tangga pemanas air instant atau pemanas air dengan tempat penyimpanan, bukan listrik."
"product_code_842000_goods","842000","Mesin calender atau mesin giling lainny selain untuk logam atau kac dan silinder untuk mesin tersebut."
"product_code_842100_goods","842100","Mesin sentrifugal, termasuk pengering sentrifugal mesin dan aparatus penyaring atau pemurni, untuk cairan atau gas."
"product_code_842200_goods","842200","Mesin pencuci piring mesin untuk membersihkan atau mengeringkan botol atau kemasan lainnya mesin untuk mengisi, menutup, menyegel atau memasang label pada botol, kaleng, kotak, kantong atau kemasan lainnya mesin untuk menutup dengan selaput pada botol, guci, tabung dan kemasan semacam itu mesin pengepak atau pembungkus lainnya (termasuk mesin pembungkus heatshrink) mesin untuk mengaerasi minuman."
"product_code_842300_goods","842300","Mesin penimbang (tidak termasuk timbangan dengan kepekaan timbangan sebesar 5 cg atau lebih baik), termasuk mesin penghitung atau mesin pemeriksa yang dioperasikan dengan anak timbangan anak timbangan dari segala jenis mesin timbang."
"product_code_842400_goods","842400","Peralatan mekanis (digerakkan dengan tangan maupun tidak) untuk melemparkan, menyebarkan atau menyemprotkan barang cairan atau bubuk pemadam api, diisi maupun tidak pistol semprot dan peralatan semacam itu mesin penyembur uap air atau pasir dan mesin jet pelempar semacam itu."
"product_code_842500_goods","842500","Katrol dan kerekan, selain kerekan skip derek dan kapstan dongkrak."
"product_code_842600_goods","842600","Derek kapal crane, termasuk crane kabel rangka pengangkat yang dapat berpindah, straddle carrier dan truk kerja yang dilengkapi crane."
"product_code_842700_goods","842700","Truk forklift truk kerja lainnya yang dilengkapi dengan perlengkapan pengangkat atau penanganan."
"product_code_842800_goods","842800","Mesin pengangkat, penanganan, pemuat atau pembongkar lainnya (misalny lift, eskalator, konveyor, teleferic)."
"product_code_842900_goods","842900","Buldoser, angledoser, grader, mesin perat mesin pengikis, shovel mekanik, ekskavator, shovel loader, mesin pemadat dan mesin gilas jalan, berdaya gerak sendiri."
"product_code_843000_goods","843000","Mesin pengolah, grading, perat pengikis, penggali, pemadat, perapi, pengaduk atau pengebor lainny untuk tanah, mineral atau bijih pemancang tiang dan pemancang bor bajak salju dan blower salju."
"product_code_843100_goods","843100","Bagian yang cocok untuk digunakan semata-mata atau terutama dengan mesin dari pos 84.25 sampai dengan 84.30."
"product_code_843200_goods","843200","Mesin pertanian, perkebunan atau kehutanan untuk penyiapan atau kultivasi tanah mesin giling lapangan rumput atau lapangan olah raga."
"product_code_843300_goods","843300","Mesin tuai atau mesin tebah, termasuk pengepak jerami atau rumput makanan ternak mesin pemotong rumput atau rumput kering mesin untuk membersihkan, menyortir atau memilih mutu telur, buah atau produk pertanian lainny selain mesin dari pos 84.37."
"product_code_843400_goods","843400","Mesin perah susu dan mesin produk susu."
"product_code_843500_goods","843500","Pengepres, penghancur dan mesin semacam itu yang digunakan dalam pembuatan wine, cider, jus buah atau minuman semacam itu."
"product_code_843600_goods","843600","Mesin pertanian, perkebunan, kehutanan, mesin pemeliharaan unggas atau lebah lainny termasuk mesin tunas dilengkapi dengan perlengkapan mekanis atau termal inkubator dan penetas untuk unggas."
"product_code_843700_goods","843700","Mesin untuk membersihkan, menyortir atau memilih mutu biji, butir atau sayuran polongan kering mesin yang digunakan dalam industri penggilingan atau untuk pembuatan serealia atau sayuran polongan kering, selain mesin tipe pertanian."
"product_code_843800_goods","843800","Mesin, tidak dirinci atau termasuk dalam pos manapun pada Bab ini, untuk industri pengolahan atau pembuatan makanan atau minuman, selain mesin untuk ekstraksi atau pengolahan lemak atau minyak dari hewan, nabati tertentu atau mikroba."
"product_code_843900_goods","843900","Mesin untuk membuat pulp dari bahan serat selulosa atau untuk membuat atau merampungkan kertas atau kertas karton."
"product_code_844000_goods","844000","Mesin penjilid buku, termasuk mesin penjahit buku."
"product_code_844100_goods","844100","Mesin lainnya untuk membuat pulp kertas, kertas atau kertas karton, termasuk mesin pemotong dari semua jenis."
"product_code_844200_goods","844200","Mesin, aparatus dan perlengkapan (selain mesin yang dimaksud dari pos 84.56 sampai dengan 84.65) untuk menyiapkan atau membuat pelat, silinder cetak atau komponen cetak lainnya pelat, silinder cetak dan komponen cetak lainnya pelat, silinder dan batu litograf, disiapkan untuk keperluan pencetakan (misalny diratakan, dibuat tidak licin atau dipoles)."
"product_code_844300_goods","844300","Mesin cetak digunakan untuk mencetak dengan memakai pelat, silinder dan komponen cetak lainnya dari pos 84.42 mesin cetak, mesin fotocopy dan mesin faksimili lainny dikombinasi atau tidak bagian dan aksesori lainnya."
"product_code_844400_goods","844400","Mesin untuk mengekstrusi, menarik, mentekstur atau memotong bahan tekstil buatan."
"product_code_844500_goods","844500","Mesin untuk pengolahan serat tekstil mesin pemintal, pengganda atau pemilin dan mesin lainnya untuk memproduksi benang tekstil mesin pengikal atau penggulung tekstil (termasuk penggulung benang pakan) dan mesin untuk menyiapkan benang tekstil untuk digunakan pada mesin dari pos 84.46 atau 84.47."
"product_code_844600_goods","844600","Mesin tenun (loom)."
"product_code_844700_goods","844700","Mesin rajut, mesin stitch-bonding dan mesin untuk membuat benang berpalut, tulle, rend bordir, perapih, jalinan atau jaring dan mesin pembuat rumbai."
"product_code_844800_goods","844800","Mesin pembantu untuk digunakan dengan mesin dari pos 84.44, 84.45, 84.46 atau 84.47 (misalny dobi, Jacquard, penghenti gerak otomatis, mekanisme pengubah puntalan) bagian dan aksesori yang cocok digunakan semata-mata atau terutama dengan mesin dalam pos ini atau dari pos 84.44, 84.45, 84.46 atau 84.47 (misalny spindel dan spindel flyer, card clothing, sisir, extruding nipple, puntalan, heald dan heald-frame, jarum rajut)."
"product_code_844900_goods","844900","Mesin untuk membuat atau merampungkan bulu kempa atau bukan tenunan dalam lembaran atau bentuk, termasuk mesin untuk membuat topi bulu kempa blok untuk membuat topi."
"product_code_845000_goods","845000","Mesin cuci tipe rumah tangga atau binatu, termasuk mesin yang dapat digunakan untuk mencuci dan mengeringkan."
"product_code_845100_goods","845100","Mesin (selain mesin dari pos 84.50) untuk mencuci, membersihkan, memeras, mengeringkan, menyetrik mengepres (termasuk pengepres fusi), mengelantang, mencelup, menat merampungkan, melapisi atau meresapi benang tekstil, kain atau barang tekstil sudah jadi dan mesin untuk memberi pasta pada kain dasar atau kain dasar lainnya yang digunakan dalam pembuatan penutup lantai seperti linoleum mesin untuk menggulung, melepas gulungan, melipat, memotong atau memotong bergerigi kain tekstil."
"product_code_845200_goods","845200","Mesin jahit, selain dari mesin penjahit buku yang dimaksud dari pos 84.40 perabotan, dasar dan tutup dirancang secara khusus untuk mesin jahit jarum mesin jahit."
"product_code_845300_goods","845300","Mesin untuk mengolah, menyamak atau mengerjakan jangat, kulit atau kulit samak atau untuk membuat atau memperbaiki alas kaki atau barang lain dari jangat, kulit atau kulit samak, selain mesin jahit."
"product_code_845400_goods","845400","Converter, ladle, mesin cetakan ingot dan mesin tuang, dari jenis yang digunakan dalam metalurgi atau dalam pengecoran logam."
"product_code_845500_goods","845500","Kilang pencanai logam dan gilingannya."
"product_code_845600_goods","845600","Mesin perkakas untuk mengerjakan berbagai bahan dengan penghilangan bahan, melalui proses penyinaran laser atau sinar lainnya atau sinar foton, ultrasonik, pelucutan elektro, elektro kimi sinar elektron, sinar ionik atau busur plasma mesin pemotong water-jet."
"product_code_845700_goods","845700","Machining center, mesin konstruksi unit (single station) dan mesin transfer multi-station, untuk mengerjakan logam."
"product_code_845800_goods","845800","Mesin bubut (termasuk turning centre) untuk menghilangkan logam."
"product_code_845900_goods","845900","Mesin perkakas (termasuk mesin way-type unit head) untuk mengebor, menggurdi, menggiling, membuat ulir atau alur dengan menghilangkan logam, selain mesin bubut (termasuk turning centre) dari pos 84.58."
"product_code_846000_goods","846000","Mesin perkakas untuk menghaluskan, menajamkan, menggerind menggosok, mengasah, memoles atau merampungkan logam atau cermet secara lain dengan memakai batu gerind amplas atau produk pemoles, selain mesin pemotong gir, penggerinda gir atau mesin untuk merampungkan gir dari pos 84.61."
"product_code_846100_goods","846100","Mesin perkakas untuk mengetam, membentuk, menyerut, menggerek, memotong gir, menggerinda gir atau merampungkan gir, menggergaji, memotong dan mesin perkakas lainnya yang bekerja dengan menghilangkan logam atau sermet, tidak dirinci atau termasuk dalam pos lainnya."
"product_code_846200_goods","846200","Mesin perkakas (termasuk pengepres) untuk mengerjakan logam dengan menemp memalu atau menempa dengan cetakan (tidak termasuk rolling mill) mesin perkakas (termasuk pengepres, slitting line dan cut-to-length line) untuk mengerjakan logam dengan membengkokkan, melipat, meluruskan, memipihkan, menggunting, melubangi, menakik atau menggigit (tidak termasuk bangku tarik) pengepres untuk mengerjakan logam atau karbida logam, tidak dirinci di atas."
"product_code_846300_goods","846300","Mesin perkakas lainnya untuk mengerjakan logam atau sermet, tanpa menghilangkan bahannya."
"product_code_846400_goods","846400","Mesin perkakas untuk mengerjakan batu, keramik, beton, asbes semen atau bahan mineral sejenisnya atau untuk mengerjakan kaca secara dingin."
"product_code_846500_goods","846500","Mesin perkakas untuk mengerjakan batu, keramik, beton, asbes semen atau bahan mineral sejenisnya atau untuk mengerjakan kaca secara dingin."
"product_code_846600_goods","846600","Bagian dan aksesori yang cocok untuk digunakan semata-mata atau terutama dengan mesin dari pos 84.56 sampai dengan 84.65, termasuk pemegang barang yang dikerjakan atau pemegang perkakas, self-opening die head, dividing head dan kelengkapan khusus lain untuk mesin perkakas pemegang perkakas untuk semua tipe perkakas tangan."
"product_code_846700_goods","846700","Perkakas tangan, digerakkan secara pneumatik, hidraulik atau dengan motor listrik atau bukan listrik terpasang."
