"id","code","name","tag_ids","account_type","description","reconcile","active","depreciation_model_id","non_trade","parent_id","name@ko_KR","description@ko_KR"
"l10n_kr_914000","914000","Cash Difference Gain","account.account_tag_operating","income_other","Gains established when physical cash on hand exceeds recorded ledger balances.","False","True","","False","","현금과부족이익","실제 현금 잔액이 장부금액보다 많으나 그 원인을 알 수 없어 결산 시 수익으로 대체하는 현금과부족이익입니다."
"l10n_kr_951000","951000","Interest Expense","account.account_tag_operating","expense_other","Interest expenses disbursed for bank loans or corporate bonds.","False","True","","False","","이자비용","금융기관 차입금, 사채 발행 등 타인 자본을 사용한 대가로 지급하는 이자비용입니다."
"l10n_kr_952000","952000","Other Bad Debt Expense","account.account_tag_operating","expense_other","Bad debt expenses recognized on non-trade items like non-trade receivables.","False","True","","False","","기타의대손상각비","미수금, 대여금 등 영업활동 외에서 발생한 채권 중 회수 불가능한 금액을 비용 처리하는 기타의대손상각비입니다."
"l10n_kr_953000","953000","Loss on Disp of Short-term Investments","account.account_tag_investing","expense_other","Losses sustained upon disposing of short-term financial instruments.","False","True","","False","","단기투자자산처분손실","단기매매증권 등 단기투자자산을 장부금액보다 낮은 가액으로 처분하여 발생한 단기투자자산처분손실입니다."
"l10n_kr_954000","954000","Loss on Val of Short-term Investments","account.account_tag_investing","expense_other","Unrealized evaluation losses on short-term marketable securities.","False","True","","False","","단기투자자산평가손실","기말에 단기매매증권 등 단기투자자산을 공정가치로 평가하여 하락한 미실현 단기투자자산평가손실입니다."
"l10n_kr_955000","955000","Inventory Obsolescence Loss","account.account_tag_operating","expense_other","Losses recognized for missing, damaged, or obsolete inventory.","False","True","","False","","재고자산감모손실","파손, 부패, 도난 등으로 인해 재고자산의 실제 수량이 장부 수량보다 부족할 때 인식하는 재고자산감모손실입니다."
"l10n_kr_956000","956000","Loss on Foreign Exchange","account.account_tag_operating","expense_other","Realized losses incurred due to unfavorable rates during foreign currency settlements.","False","True","","False","","외환차손","외화 채무 상환이나 채권 회수 시 결제 환율의 차이로 인해 실제로 발생한 외환차손입니다."
"l10n_kr_957000","957000","Loss on Foreign Currency Translation","account.account_tag_operating","expense_other","Unrealized translation losses computed over foreign currency items at closing.","False","True","","False","","외화환산손실","기말 결산 시 환율 변동에 따라 외화 자산 및 부채를 원화로 환산할 때 발생하는 외화환산손실입니다."
"l10n_kr_958000","958000","Donations","account.account_tag_operating","expense_other","Charitable donations or free asset transfers to external causes.","False","True","","False","","기부금","기업의 영업활동과 무관하게 반대급부 없이 무상으로 국가, 기부단체 등에 기증하는 기부금입니다."
"l10n_kr_959000","959000","Equity in Losses of Affiliates","account.account_tag_investing","expense_other","Net loss share attributed from equity-method investee entities.","False","True","","False","","지분법손실","지분법을 적용하는 피투자회사가 당기순손실을 기록함에 따라 회사의 지분율만큼 인식하는 지분법손실입니다."
"l10n_kr_960000","960000","Impairment Loss on Long-term Inv","account.account_tag_investing","expense_other","Impairment losses recorded when non-current investment values permanently drop.","False","True","","False","","장기투자증권손상차손","시장가치 급락 등으로 인해 장기투자증권의 회수가능액이 장부금액에 미달할 때 인식하는 장기투자증권손상차손입니다."
"l10n_kr_961000","961000","Loss on Disp of Tangible Assets","account.account_tag_investing","expense_other","Losses sustained upon disposing of fixed assets below net book values.","False","True","","False","","유형자산처분손실","토지, 건물, 차량 등 유형자산을 장부금액보다 낮은 가액으로 처분하여 발생한 유형자산처분손실입니다."
"l10n_kr_962000","962000","Loss on Redemption of Bonds","account.account_tag_financing","expense_other","Losses incurred by redeeming issued corporate bonds early.","False","True","","False","","사채상환손실","회사가 발행한 사채를 만기 전에 장부금액보다 높은 상환 할증금액을 주고 조기 상환하여 발생한 사채상환손실입니다."
"l10n_kr_963000","963000","Loss on Prior Period Error Corrections","account.account_tag_operating","expense_other","Losses resulting from correcting accounting errors from prior fiscal years.","False","True","","False","","전기오류수정손실","전기 이전의 회계적 오류를 당기에 발견하여 수정할 때 발생하는 중대하지 않은 전기오류수정손실입니다."
"l10n_kr_964000","964000","Miscellaneous Expense","account.account_tag_operating","expense_other","Miscellaneous minor expenses not classified elsewhere.","False","True","","False","","잡손실","금액이 중요하지 않고 영업활동과 무관하게 발생하는 기타 영업외비용(잡손실)입니다."
"l10n_kr_965000","965000","Cash Difference Loss","account.account_tag_operating","expense_other","Losses established when physical cash on hand falls below recorded ledger balances.","False","True","","False","","현금과부족손실","실제 현금 잔액이 장부금액보다 부족하나 그 원인을 알 수 없어 결산 시 비용으로 대체하는 현금과부족손실입니다."
"l10n_kr_998000","998000","Income Tax Expense","l10n_kr.l10n_kr_account_tag_income_tax_expense","expense_other","Corporate income tax and local income tax expenses recognized for the period.","False","True","","False","","법인세비용","당기 사업연도 과세소득에 대해 부담해야 할 법인세 및 지방소득세 등을 반영한 법인세비용입니다."
