"id","name","code","account_type","tag_ids","reconcile","non_trade","name@nl","name@de"
"8044","Turnover Intercompany work third parties","8044","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Omzet Intercompany werk derden","Umsatz konzerninterne Arbeiten Dritte"
"8065","Payment discount debtors","8065","income_other","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Betalingskorting debiteuren","Skonto Debitoren"
"8090","Sundry other income","8090","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Diverse overige opbrengsten","Übrige sonstige Erträge"
"8110","Installation/remote sales within EU trade goods 1","80011","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Installatie/afstandsverkopen binnen EU handelsgoederen 1","Installation/Fernabsatz innerhalb der EU Handelswaren 1"
"8120","Installation/remote sales within EU trade goods 2","80012","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Installatie/afstandsverkopen binnen EU handelsgoederen 2","Installation/Fernabsatz innerhalb der EU Handelswaren 2"
"8130","Installation/remote sales within EU trade goods 3","80013","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Installatie/afstandsverkopen binnen EU handelsgoederen 3","Installation/Fernabsatz innerhalb der EU Handelswaren 3"
"8920","Exchange rate differences","8920","income","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_net","False","","Koersverschillen","Wechselkursdifferenzen"
"9011","Result of participating interests 1","9011","income_other","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_16","False","","Resultaat deelneming 1","Ergebnis der Beteiligungen 1"
"9012","Result of participating interests 2","9012","income_other","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_16","False","","Resultaat deelneming 2","Ergebnis der Beteiligungen 2"
"9013","Result of participating interests 3","9013","income_other","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_16","False","","Resultaat deelneming 3","Ergebnis der Beteiligungen 3"
"9150","Reorganisation costs","9150","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_8","False","","Reorganisatiekosten","Kosten der Umstrukturierung"
"9200","Error account","9200","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_29","False","","Foutenrekening","Fehler Konto"
"9900","Corporate tax","9900","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_33","False","","Vennootschapsbelasting","Körperschaftssteuer"
"9950","Corporation tax previous years","9950","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_33","False","","Vennootschapsbelasting voorgaande jaren","Corporation tax previous years"
"9999","Undistributed Profits/Losses","99999","equity_unaffected","l10n_nl.account_tag_undist_profit","False","","Niet-uitgekeerde winsten/verliezen","Unverteilte Gewinne/Verluste"
