id,code_prefix_start,code_prefix_end,name,chart_template_id/id
account_group_65224,65224,,"Loss on disposal of amounts owed by undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_652241,652241,,"Book value of yielded amounts owed by undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_652242,652242,,"Disposal proceeds of amounts owed by undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_65225,65225,,"Loss on disposal of securities held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_652251,652251,,"Book value of yielded securities held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_652252,652252,,"Disposal proceeds of securities held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_65226,65226,,"Loss on disposal of loans, deposits and claims held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_652261,652261,,"Book value of yielded loans, deposits and claims held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_652262,652262,,"Disposal proceeds of loans, deposits and claims held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_653,653,,"Allocations to value adjustment (AVA) and fair-value adjustments (FVA) on transferable securities",l10n_lu.lu_2011_chart_1
account_group_6531,6531,,"AVA on transferable securities",l10n_lu.lu_2011_chart_1
account_group_65311,65311,,"AVA on shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65312,65312,,"AVA on own shares or own corporate units",l10n_lu.lu_2011_chart_1
account_group_65313,65313,,"AVA on shares in undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_65318,65318,,"AVA on other transferable securities",l10n_lu.lu_2011_chart_1
account_group_6532,6532,,"FVA on transferable securities",l10n_lu.lu_2011_chart_1
account_group_654,654,,"Loss on disposal of receivables and transferable securities from current assets",l10n_lu.lu_2011_chart_1
account_group_6541,6541,,"Loss on disposal of receivables from current assets",l10n_lu.lu_2011_chart_1
account_group_65411,65411,,"From affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65412,65412,,"From undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_65413,65413,,"from other receivables from current assets",l10n_lu.lu_2011_chart_1
account_group_6542,6542,,"Loss on disposal of transferable securities",l10n_lu.lu_2011_chart_1
account_group_65421,65421,,"Shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65422,65422,,"Own shares or corporate units",l10n_lu.lu_2011_chart_1
account_group_65423,65423,,"Shares in in undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_65428,65428,,"Other transferable securities",l10n_lu.lu_2011_chart_1
account_group_655,655,,"Interest and discounts",l10n_lu.lu_2011_chart_1
account_group_6551,6551,,"Interest on debenture loans",l10n_lu.lu_2011_chart_1
account_group_65511,65511,,"Interest on debenture loans - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65512,65512,,"Interest on debenture loans - other",l10n_lu.lu_2011_chart_1
account_group_6552,6552,,"Banking and similar interest",l10n_lu.lu_2011_chart_1
account_group_65521,65521,,"Banking interest on current accounts",l10n_lu.lu_2011_chart_1
account_group_65522,65522,,"Banking interest on financing operations",l10n_lu.lu_2011_chart_1
account_group_65523,65523,,"Interest on financial leases",l10n_lu.lu_2011_chart_1
account_group_655231,655231,,"Interest on financial leases - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_655232,655232,,"Interest on financial leases - other",l10n_lu.lu_2011_chart_1
account_group_6553,6553,,"Interest on trade payables",l10n_lu.lu_2011_chart_1
account_group_6554,6554,,"Interest payable to affiliated undertakings and undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_65541,65541,,"Interest payable to affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65542,65542,,"Interest payable to undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_6555,6555,,"Discounts and charges on bills of exchange",l10n_lu.lu_2011_chart_1
account_group_65551,65551,,"Discounts and charges on bills of exchange - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65552,65552,,"Discounts and charges on bills of exchange - other",l10n_lu.lu_2011_chart_1
account_group_6556,6556,,"Granted discounts",l10n_lu.lu_2011_chart_1
account_group_65561,65561,,"Granted discounts - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65562,65562,,"Granted discounts - other",l10n_lu.lu_2011_chart_1
account_group_6558,6558,,"Interest payable on other loans and debts",l10n_lu.lu_2011_chart_1
account_group_65581,65581,,"Interest payable on other loans and debts - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_65582,65582,,"Interest payable on other loans and debts - other",l10n_lu.lu_2011_chart_1
account_group_656,656,,"Foreign currency exchange losses",l10n_lu.lu_2011_chart_1
account_group_6561,6561,,"Foreign currency exchange losses - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_6562,6562,,"Foreign currency exchange losses - other",l10n_lu.lu_2011_chart_1
account_group_657,657,,"Share in the losses of undertakings accounted for under the equity method",l10n_lu.lu_2011_chart_1
account_group_658,658,,"Other financial charges",l10n_lu.lu_2011_chart_1
account_group_6581,6581,,"Other financial charges - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_6582,6582,,"Other financial charges - other",l10n_lu.lu_2011_chart_1
account_group_659,659,,"Allocations to financial provisions",l10n_lu.lu_2011_chart_1
account_group_6591,6591,,"Allocations to financial provisions - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_6592,6592,,"Allocations to financial provisions - other",l10n_lu.lu_2011_chart_1
account_group_67,67,,"Income taxes",l10n_lu.lu_2011_chart_1
account_group_671,671,,"Corporate income tax (CIT)",l10n_lu.lu_2011_chart_1
account_group_6711,6711,,"CIT - current financial year",l10n_lu.lu_2011_chart_1
account_group_6712,6712,,"CIT - previous financial years",l10n_lu.lu_2011_chart_1
account_group_672,672,,"Municipal business tax",l10n_lu.lu_2011_chart_1
account_group_6721,6721,,"MBT - current financial year",l10n_lu.lu_2011_chart_1
account_group_6722,6722,,"MBT - previous financial years",l10n_lu.lu_2011_chart_1
account_group_673,673,,"Foreign income taxes",l10n_lu.lu_2011_chart_1
account_group_6731,6731,,"Withholding taxes",l10n_lu.lu_2011_chart_1
account_group_6732,6732,,"Taxes levied on permanent establishments",l10n_lu.lu_2011_chart_1
account_group_67321,67321,,"Current financial year",l10n_lu.lu_2011_chart_1
account_group_67322,67322,,"Previous financial years",l10n_lu.lu_2011_chart_1
account_group_6733,6733,,"Taxes levied on non-resident undertakings",l10n_lu.lu_2011_chart_1
account_group_6738,6738,,"Other foreign income taxes",l10n_lu.lu_2011_chart_1
account_group_679,679,,"Allocations to provisions for deferred taxes",l10n_lu.lu_2011_chart_1
account_group_68,68,,"Other taxes not included in the previous caption",l10n_lu.lu_2011_chart_1
account_group_681,681,,"Net wealth tax (NWT)",l10n_lu.lu_2011_chart_1
account_group_6811,6811,,"NWT - current financial year",l10n_lu.lu_2011_chart_1
account_group_6812,6812,,"NWT - previous financial years",l10n_lu.lu_2011_chart_1
account_group_682,682,,"Subscription tax",l10n_lu.lu_2011_chart_1
account_group_683,683,,"Foreign taxes",l10n_lu.lu_2011_chart_1
account_group_688,688,,"Other taxes",l10n_lu.lu_2011_chart_1
account_group_7,7,,"INCOME ACCOUNTS",l10n_lu.lu_2011_chart_1
account_group_70,70,,"Net turnover",l10n_lu.lu_2011_chart_1
account_group_702,702,,"Sales of goods",l10n_lu.lu_2011_chart_1
account_group_7021,7021,,"Sales of finished goods",l10n_lu.lu_2011_chart_1
account_group_7022,7022,,"Sales of semi-finished goods",l10n_lu.lu_2011_chart_1
account_group_7023,7023,,"Sales of residual products",l10n_lu.lu_2011_chart_1
account_group_7029,7029,,"Sales of work in progress",l10n_lu.lu_2011_chart_1
account_group_703,703,,"Sales of services",l10n_lu.lu_2011_chart_1
account_group_7031,7031,,"Fees and royalties for concessions, patents, licences, trademarks and similar rights and assets",l10n_lu.lu_2011_chart_1
account_group_70311,70311,,"Concessions",l10n_lu.lu_2011_chart_1
account_group_70312,70312,,"Patents",l10n_lu.lu_2011_chart_1
account_group_70313,70313,,"Software licences",l10n_lu.lu_2011_chart_1
account_group_70314,70314,,"Trademarks and franchises",l10n_lu.lu_2011_chart_1
account_group_70315,70315,,"Similar rights and assets",l10n_lu.lu_2011_chart_1
account_group_703151,703151,,"Copyrights and reproduction rights",l10n_lu.lu_2011_chart_1
account_group_703158,703158,,"Other similar rights and assets",l10n_lu.lu_2011_chart_1
account_group_7032,7032,,"Rental income",l10n_lu.lu_2011_chart_1
account_group_70321,70321,,"Rental income from real property",l10n_lu.lu_2011_chart_1
account_group_70322,70322,,"Rental income from movable property",l10n_lu.lu_2011_chart_1
account_group_7033,7033,,"Sales of services not mentioned above",l10n_lu.lu_2011_chart_1
account_group_7039,7039,,"Sales of services in the course of completion",l10n_lu.lu_2011_chart_1
account_group_704,704,,"Sales of packaging",l10n_lu.lu_2011_chart_1
account_group_705,705,,"Commissions and brokerage fees",l10n_lu.lu_2011_chart_1
account_group_706,706,,"Sales of merchandise and other goods for resale",l10n_lu.lu_2011_chart_1
account_group_7061,7061,,"Sales of merchandise",l10n_lu.lu_2011_chart_1
account_group_7062,7062,,"Sales of land resale",l10n_lu.lu_2011_chart_1
account_group_7063,7063,,"Sales of buildings for resale",l10n_lu.lu_2011_chart_1
account_group_708,708,,"Other components of turnover",l10n_lu.lu_2011_chart_1
account_group_709,709,,"Rebates, discounts and refunds (RDR) granted and not immediately deducted from sales",l10n_lu.lu_2011_chart_1
account_group_7092,7092,,"RDR on sales of goods",l10n_lu.lu_2011_chart_1
account_group_7093,7093,,"RDR on sales of services",l10n_lu.lu_2011_chart_1
account_group_7094,7094,,"RDR on sales of packages",l10n_lu.lu_2011_chart_1
account_group_7095,7095,,"RDR on commissions and brokerage fees",l10n_lu.lu_2011_chart_1
account_group_7096,7096,,"RDR on sales of merchandise and other goods for resale",l10n_lu.lu_2011_chart_1
account_group_7098,7098,,"RDR on other components of turnover",l10n_lu.lu_2011_chart_1
account_group_7099,7099,,"Not allocated rebates, discounts and refunds",l10n_lu.lu_2011_chart_1
account_group_71,71,,"Change in inventories of goods and of work in progress",l10n_lu.lu_2011_chart_1
account_group_711,711,,"Change in inventories of work and contracts in progress",l10n_lu.lu_2011_chart_1
account_group_7111,7111,,"Change in inventories of work in progress",l10n_lu.lu_2011_chart_1
account_group_7112,7112,,"Change in inventories: contracts in progress - goods",l10n_lu.lu_2011_chart_1
account_group_7113,7113,,"Change in inventories: contracts in progress - services",l10n_lu.lu_2011_chart_1
account_group_7114,7114,,"Change in inventories: buildings under construction",l10n_lu.lu_2011_chart_1
account_group_712,712,,"Change in inventories of goods",l10n_lu.lu_2011_chart_1
account_group_7121,7121,,"Change in inventories of finished goods",l10n_lu.lu_2011_chart_1
account_group_7122,7122,,"Change in inventories of semi-finished goods",l10n_lu.lu_2011_chart_1
account_group_7123,7123,,"Change in inventories of residual goods",l10n_lu.lu_2011_chart_1
account_group_72,72,,"Capitalised production",l10n_lu.lu_2011_chart_1
account_group_721,721,,"Intangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_7211,7211,,"Development costs",l10n_lu.lu_2011_chart_1
account_group_7212,7212,,"Concessions, patents, licences, trademarks and similar rights and assets",l10n_lu.lu_2011_chart_1
account_group_72121,72121,,"Concessions",l10n_lu.lu_2011_chart_1
account_group_72122,72122,,"Patents",l10n_lu.lu_2011_chart_1
account_group_72123,72123,,"Software licences",l10n_lu.lu_2011_chart_1
account_group_72124,72124,,"Trademarks and franchises",l10n_lu.lu_2011_chart_1
account_group_72125,72125,,"Similar rights and assets",l10n_lu.lu_2011_chart_1
account_group_721251,721251,,"Copyrights and reproduction rights",l10n_lu.lu_2011_chart_1
account_group_721258,721258,,"Other similar rights and assets",l10n_lu.lu_2011_chart_1
account_group_722,722,,"Tangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_7221,7221,,"Land, fittings and buildings",l10n_lu.lu_2011_chart_1
account_group_7222,7222,,"Plant and machinery",l10n_lu.lu_2011_chart_1
account_group_7223,7223,,"Other fixtures and fittings, tools and equipment (included motor vehicles)",l10n_lu.lu_2011_chart_1
account_group_73,73,,"Reversals of value adjustments (RVA) on intangible, tangible and current assets (except transferable securities)",l10n_lu.lu_2011_chart_1
account_group_732,732,,"RVA on intangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_7321,7321,,"RVA on development costs",l10n_lu.lu_2011_chart_1
account_group_7322,7322,,"RVA on concessions, patents, licences, trademarks and similar rights and assets",l10n_lu.lu_2011_chart_1
account_group_7324,7324,,"RVA on down payments and intangible fixed assets under development",l10n_lu.lu_2011_chart_1
account_group_733,733,,"RVA on tangible fixed assets and fair value adjustments (FVA) on investment properties",l10n_lu.lu_2011_chart_1
account_group_7331,7331,,"RVA on land, fixtures and fittings-out and buildings and FVA on investment properties",l10n_lu.lu_2011_chart_1
account_group_73311,73311,,"RVA on land",l10n_lu.lu_2011_chart_1
account_group_73312,73312,,"RVA on fixtures and fittings-out of land",l10n_lu.lu_2011_chart_1
account_group_73313,73313,,"RVA on buildings",l10n_lu.lu_2011_chart_1
account_group_73314,73314,,"RVA on fixtures and fittings-out of buildings",l10n_lu.lu_2011_chart_1
account_group_73315,73315,,"FVA on investment properties",l10n_lu.lu_2011_chart_1
account_group_7332,7332,,"RVA on plant and machinery",l10n_lu.lu_2011_chart_1
account_group_7333,7333,,"Other fixtures and fittings, tools and equipment (included motor vehicles)",l10n_lu.lu_2011_chart_1
account_group_7334,7334,,"RVA on down payments and tangible fixed assets under development",l10n_lu.lu_2011_chart_1
account_group_734,734,,"RVA on inventories",l10n_lu.lu_2011_chart_1
account_group_7341,7341,,"RVA on inventories of raw materials and consumables",l10n_lu.lu_2011_chart_1
account_group_7342,7342,,"RVA on inventories of work and contracts in progress",l10n_lu.lu_2011_chart_1
account_group_7343,7343,,"RVA on inventories of goods",l10n_lu.lu_2011_chart_1
account_group_7344,7344,,"RVA on inventories of merchandise and other goods for resale",l10n_lu.lu_2011_chart_1
account_group_7345,7345,,"RVA on down payments on inventories",l10n_lu.lu_2011_chart_1
account_group_735,735,,"RVA and FVA on receivables from current assets",l10n_lu.lu_2011_chart_1
account_group_7351,7351,,"RVA on trade receivables",l10n_lu.lu_2011_chart_1
account_group_7352,7352,,"RVA on amounts owed by affiliated undertakings and undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_7353,7353,,"RVA on other receivables",l10n_lu.lu_2011_chart_1
account_group_7354,7354,,"FVA on receivables from current assets",l10n_lu.lu_2011_chart_1
account_group_74,74,,"Other operating income",l10n_lu.lu_2011_chart_1
account_group_741,741,,"Fees and royalties for concessions, patents, licences, trademarks and similar rights and assets from ancillary activities",l10n_lu.lu_2011_chart_1
account_group_7411,7411,,"Concessions",l10n_lu.lu_2011_chart_1
account_group_7412,7412,,"Patents",l10n_lu.lu_2011_chart_1
account_group_7413,7413,,"Software licences",l10n_lu.lu_2011_chart_1
account_group_7414,7414,,"Trademarks and franchises",l10n_lu.lu_2011_chart_1
account_group_7415,7415,,"Similar rights and assets",l10n_lu.lu_2011_chart_1
account_group_74151,74151,,"Copyrights and reproduction rights",l10n_lu.lu_2011_chart_1
account_group_74158,74158,,"Other similar rights and assets",l10n_lu.lu_2011_chart_1
account_group_742,742,,"Rental income from ancillary activities",l10n_lu.lu_2011_chart_1
account_group_7421,7421,,"Rental income on real property",l10n_lu.lu_2011_chart_1
account_group_7422,7422,,"Rental income on movable property",l10n_lu.lu_2011_chart_1
account_group_743,743,,"Attendance fees, director's fees and similar remunerations",l10n_lu.lu_2011_chart_1
account_group_744,744,,"Gain on disposal of intangible and tangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_7441,7441,,"Gain on disposal of intangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_74411,74411,,"Book value of yielded intangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_74412,74412,,"Disposal proceeds of intangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_7442,7442,,"Income of yielded tangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_74421,74421,,"Book value of yielded tangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_74422,74422,,"Disposal proceeds of tangible fixed assets",l10n_lu.lu_2011_chart_1
account_group_745,745,,"Subsidies for operating activities",l10n_lu.lu_2011_chart_1
account_group_7451,7451,,"Product subsidies",l10n_lu.lu_2011_chart_1
account_group_7452,7452,,"Interest subsidies",l10n_lu.lu_2011_chart_1
account_group_7453,7453,,"Compensatory allowances",l10n_lu.lu_2011_chart_1
account_group_7454,7454,,"Subsidies in favour of employment development",l10n_lu.lu_2011_chart_1
account_group_7458,7458,,"Other subsidies for operating activities",l10n_lu.lu_2011_chart_1
account_group_746,746,,"Benefits in kind",l10n_lu.lu_2011_chart_1
account_group_747,747,,"Reversals of temporarily not taxable capital gains and of investment subsidies",l10n_lu.lu_2011_chart_1
account_group_7471,7471,,"Temporarily not taxable capital gains not reinvested",l10n_lu.lu_2011_chart_1
account_group_7472,7472,,"Temporarily not taxable capital gains reinvested",l10n_lu.lu_2011_chart_1
account_group_7473,7473,,"Capital investment subsidies",l10n_lu.lu_2011_chart_1
account_group_748,748,,"Other miscellaneous operating income",l10n_lu.lu_2011_chart_1
account_group_7481,7481,,"Insurance indemnities",l10n_lu.lu_2011_chart_1
account_group_7488,7488,,"Miscellaneous operating income",l10n_lu.lu_2011_chart_1
account_group_749,749,,"Reversals of provisions",l10n_lu.lu_2011_chart_1
account_group_7491,7491,,"Reversals of provisions for taxes",l10n_lu.lu_2011_chart_1
account_group_7492,7492,,"Reversals of operating provisions",l10n_lu.lu_2011_chart_1
account_group_75,75,,"Financial income",l10n_lu.lu_2011_chart_1
account_group_751,751,,"Reversals of value adjustments (RVA) and fair-value adjustments (FVA) on financial fixed assets",l10n_lu.lu_2011_chart_1
account_group_7511,7511,,"RVA on financial fixed assets",l10n_lu.lu_2011_chart_1
account_group_75111,75111,,"RVA on shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75112,75112,,"RVA on amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75113,75113,,"RVA on participating interests",l10n_lu.lu_2011_chart_1
account_group_75114,75114,,"RVA on amounts owed by undertakings with which the company is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_75115,75115,,"RVA on securities held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_75116,75116,,"RVA on loans, deposits and claims held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_7512,7512,,"FVA on financial fixed assets",l10n_lu.lu_2011_chart_1
account_group_752,752,,"Income and gain on disposal of financial fixed assets",l10n_lu.lu_2011_chart_1
account_group_7521,7521,,"Income from financial fixed assets",l10n_lu.lu_2011_chart_1
account_group_75211,75211,,"Shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75212,75212,,"Amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75213,75213,,"Participating interests",l10n_lu.lu_2011_chart_1
account_group_75214,75214,,"Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_75215,75215,,"Securities held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_75216,75216,,"Loans, deposits and claims held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_7522,7522,,"Gain on disposal of financial fixed assets",l10n_lu.lu_2011_chart_1
account_group_75221,75221,,"Shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_752211,752211,,"Book value of yielded shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_752212,752212,,"Disposal proceeds of shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75222,75222,,"Amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_752221,752221,,"Book value of yielded amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_752222,752222,,"Disposal proceeds of amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75223,75223,,"Participating interests",l10n_lu.lu_2011_chart_1
account_group_752231,752231,,"Book value of yielded participating interests",l10n_lu.lu_2011_chart_1
account_group_752232,752232,,"Disposal proceeds of participating interests",l10n_lu.lu_2011_chart_1
account_group_75224,75224,,"Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_752241,752241,,"Book value of yielded amounts owed by undertakings with which the undertaking is linked by virtue of participating  interests",l10n_lu.lu_2011_chart_1
account_group_752242,752242,,"Disposal proceeds of amounts owed by undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_75225,75225,,"Securities held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_752251,752251,,"Book value of yielded securities held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_752252,752252,,"Disposal proceeds of securities held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_75226,75226,,"Loans, deposits and claims held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_752261,752261,,"Book value of yielded loans, deposits and claims held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_752262,752262,,"Disposal proceed of loans, deposits and claims held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_753,753,,"Reversals of value adjustments (RVA) and fair-value adjustments (FVA) on transferable securities",l10n_lu.lu_2011_chart_1
account_group_7531,7531,,"RVA on transferable securities",l10n_lu.lu_2011_chart_1
account_group_75311,75311,,"RVA on shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75312,75312,,"RVA on own shares or corporate units",l10n_lu.lu_2011_chart_1
account_group_75313,75313,,"RVA on shares in undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_75318,75318,,"RVA on other transferable securities",l10n_lu.lu_2011_chart_1
account_group_7532,7532,,"FVA on transferable securities",l10n_lu.lu_2011_chart_1
account_group_754,754,,"Gain on disposal and other income from current receivables and transferable securities of current assets",l10n_lu.lu_2011_chart_1
account_group_7541,7541,,"Gain on disposal of receivables from current assets",l10n_lu.lu_2011_chart_1
account_group_75411,75411,,"on affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75412,75412,,"on undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_75413,75413,,"on other current receivables",l10n_lu.lu_2011_chart_1
account_group_7542,7542,,"Gain on disposal of transferable securities",l10n_lu.lu_2011_chart_1
account_group_75421,75421,,"Shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75422,75422,,"Own shares or corporate units",l10n_lu.lu_2011_chart_1
account_group_75423,75423,,"Shares in undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_75428,75428,,"Other transferable securities",l10n_lu.lu_2011_chart_1
account_group_7548,7548,,"Other income from transferable securities",l10n_lu.lu_2011_chart_1
account_group_75481,75481,,"Shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75482,75482,,"Own shares or corporate units",l10n_lu.lu_2011_chart_1
account_group_75483,75483,,"Shares in undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_75488,75488,,"Other transferable securities",l10n_lu.lu_2011_chart_1
account_group_755,755,,"Other interest income from current assets and discounts",l10n_lu.lu_2011_chart_1
account_group_7552,7552,,"Bank and similar interest",l10n_lu.lu_2011_chart_1
account_group_75521,75521,,"Interest on bank accounts",l10n_lu.lu_2011_chart_1
account_group_75523,75523,,"Interest on financial leases",l10n_lu.lu_2011_chart_1
account_group_755231,755231,,"from affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_755232,755232,,"from other",l10n_lu.lu_2011_chart_1
account_group_7553,7553,,"Interest on trade receivables",l10n_lu.lu_2011_chart_1
account_group_7554,7554,,"Interest on amounts owed by affiliated undertakings and undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_75541,75541,,"Interest on amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75542,75542,,"Interest on amounts owed by undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_7555,7555,,"Discounts on bills of exchange",l10n_lu.lu_2011_chart_1
account_group_75551,75551,,"Discounts on bills of exchange - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75552,75552,,"Discounts on bills of exchange - other",l10n_lu.lu_2011_chart_1
account_group_7556,7556,,"Discounts received",l10n_lu.lu_2011_chart_1
account_group_75561,75561,,"Discounts received - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75562,75562,,"Discounts received - other",l10n_lu.lu_2011_chart_1
account_group_7558,7558,,"Interest on other amounts receivable",l10n_lu.lu_2011_chart_1
account_group_75581,75581,,"Interest on other amounts receivable - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_75582,75582,,"Interest on other amounts receivable - other",l10n_lu.lu_2011_chart_1
account_group_756,756,,"Foreign currency exchange gains",l10n_lu.lu_2011_chart_1
account_group_7561,7561,,"Foreign currency exchange gains - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_7562,7562,,"Foreign currency exchange gains - other",l10n_lu.lu_2011_chart_1
account_group_757,757,,"Share of profit from undertakings accounted for under the equity method",l10n_lu.lu_2011_chart_1
account_group_758,758,,"Other financial income",l10n_lu.lu_2011_chart_1
account_group_7581,7581,,"Other financial income - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_7582,7582,,"Other financial income - other",l10n_lu.lu_2011_chart_1
account_group_759,759,,"Reversals of financial provisions",l10n_lu.lu_2011_chart_1
account_group_7591,7591,,"Reversals of financial provisions - affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_7592,7592,,"Reversals of financial provisions - other",l10n_lu.lu_2011_chart_1
account_group_77,77,,"Adjustments of income taxes",l10n_lu.lu_2011_chart_1
account_group_771,771,,"Adjustments of corporate income tax (CIT)",l10n_lu.lu_2011_chart_1
account_group_772,772,,"Adjustments of municipal business tax (MBT)",l10n_lu.lu_2011_chart_1
account_group_773,773,,"Adjustments of foreign income taxes",l10n_lu.lu_2011_chart_1
account_group_779,779,,"Reversals of provisions for deferred taxes",l10n_lu.lu_2011_chart_1
account_group_78,78,,"Adjustments of other taxes not included in the previous caption",l10n_lu.lu_2011_chart_1
account_group_781,781,,"Adjustments of net wealth tax (NWT)",l10n_lu.lu_2011_chart_1
account_group_782,782,,"Adjustments of subscription tax",l10n_lu.lu_2011_chart_1
account_group_783,783,,"Adjustments of foreign taxes",l10n_lu.lu_2011_chart_1
account_group_788,788,,"Adjustments of other taxes",l10n_lu.lu_2011_chart_1
