id,code,name,account_type,reconcile,chart_template_id:id
lu_2011_account_7114,7114,Change in inventories: buildings under construction,income,FALSE,lu_2011_chart_1
lu_2011_account_7121,7121,Change in inventories of finished goods,income,FALSE,lu_2011_chart_1
lu_2011_account_7122,7122,Change in inventories of semi-finished goods,income,FALSE,lu_2011_chart_1
lu_2011_account_7123,7123,Change in inventories of residual goods,income,FALSE,lu_2011_chart_1
lu_2011_account_7211,7211,Development costs,income,FALSE,lu_2011_chart_1
lu_2011_account_72121,72121,Concessions,income,FALSE,lu_2011_chart_1
lu_2011_account_72122,72122,Patents,income,FALSE,lu_2011_chart_1
lu_2011_account_72123,72123,Software licences,income,FALSE,lu_2011_chart_1
lu_2011_account_72124,72124,Trademarks and franchises,income,FALSE,lu_2011_chart_1
lu_2011_account_721251,721251,Copyrights and reproduction rights,income,FALSE,lu_2011_chart_1
lu_2011_account_721258,721258,Other similar rights and assets,income,FALSE,lu_2011_chart_1
lu_2011_account_7221,7221,"Land, fittings and buildings",income,FALSE,lu_2011_chart_1
lu_2011_account_7222,7222,Plant and machinery,income,FALSE,lu_2011_chart_1
lu_2011_account_7223,7223,"Other fixtures and fittings, tools and equipment (included motor vehicles)",income,FALSE,lu_2011_chart_1
lu_2020_account_7321,7321,RVA on development costs,income,FALSE,lu_2011_chart_1
lu_2011_account_7322,7322,"RVA on concessions, patents, licences, trademarks and similar rights and assets",income,FALSE,lu_2011_chart_1
lu_2011_account_7324,7324,RVA on down payments and intangible fixed assets under development,income,FALSE,lu_2011_chart_1
lu_2011_account_73311,73311,RVA on land,income,FALSE,lu_2011_chart_1
lu_2011_account_73312,73312,RVA on fixtures and fittings-out of land,income,FALSE,lu_2011_chart_1
lu_2011_account_73313,73313,RVA on buildings,income,FALSE,lu_2011_chart_1
lu_2011_account_73314,73314,RVA on fixtures and fittings-out of buildings,income,FALSE,lu_2011_chart_1
lu_2020_account_73315,73315,FVA on investment properties,income,FALSE,lu_2011_chart_1
lu_2011_account_7332,7332,RVA on plant and machinery,income,FALSE,lu_2011_chart_1
lu_2011_account_7333,7333,"Other fixtures and fittings, tools and equipment (included motor vehicles)",income,FALSE,lu_2011_chart_1
lu_2011_account_7334,7334,RVA on down payments and tangible fixed assets under development,income,FALSE,lu_2011_chart_1
lu_2011_account_7341,7341,RVA on inventories of raw materials and consumables,income,FALSE,lu_2011_chart_1
lu_2011_account_7342,7342,RVA on inventories of work and contracts in progress,income,FALSE,lu_2011_chart_1
lu_2011_account_7343,7343,RVA on inventories of goods,income,FALSE,lu_2011_chart_1
lu_2011_account_7344,7344,RVA on inventories of merchandise and other goods for resale,income,FALSE,lu_2011_chart_1
lu_2011_account_7345,7345,RVA on down payments on inventories,income,FALSE,lu_2011_chart_1
lu_2011_account_7351,7351,RVA on trade receivables,income,FALSE,lu_2011_chart_1
lu_2011_account_7352,7352,RVA on amounts owed by affiliated undertakings and undertakings with which the undertaking is linked by virtue of participating interests,income,FALSE,lu_2011_chart_1
lu_2011_account_7353,7353,RVA on other receivables,income,FALSE,lu_2011_chart_1
lu_2020_account_7354,7354,FVA on receivables from current assets,income,FALSE,lu_2011_chart_1
lu_2011_account_7411,7411,Concessions,income_other,FALSE,lu_2011_chart_1
lu_2011_account_7412,7412,Patents,income_other,FALSE,lu_2011_chart_1
lu_2011_account_7413,7413,Software licences,income_other,FALSE,lu_2011_chart_1
lu_2011_account_7414,7414,Trademarks and franchises,income_other,FALSE,lu_2011_chart_1
lu_2011_account_74151,74151,Copyrights and reproduction rights,income_other,FALSE,lu_2011_chart_1
lu_2011_account_74158,74158,Other similar rights and assets,income_other,FALSE,lu_2011_chart_1
lu_2020_account_7421,7421,Rental income on real property,income_other,FALSE,lu_2011_chart_1
lu_2020_account_7422,7422,Rental income on movable property,income_other,FALSE,lu_2011_chart_1
lu_2011_account_743,743,"Attendance fees, director's fees and similar remunerations",income_other,FALSE,lu_2011_chart_1
lu_2020_account_74411,74411,Book value of yielded intangible fixed assets,income_other,FALSE,lu_2011_chart_1
lu_2020_account_74412,74412,Disposal proceeds of intangible fixed assets,income_other,FALSE,lu_2011_chart_1
lu_2020_account_74421,74421,Book value of yielded tangible fixed assets,income_other,FALSE,lu_2011_chart_1
lu_2020_account_74422,74422,Disposal proceeds of tangible fixed assets,income_other,FALSE,lu_2011_chart_1
lu_2020_account_7451,7451,Product subsidies,income_other,FALSE,lu_2011_chart_1
lu_2020_account_7452,7452,Interest subsidies,income_other,FALSE,lu_2011_chart_1
lu_2020_account_7453,7453,Compensatory allowances,income_other,FALSE,lu_2011_chart_1
lu_2020_account_7454,7454,Subsidies in favour of employment development,income_other,FALSE,lu_2011_chart_1
lu_2020_account_7458,7458,Other subsidies for operating activities,income_other,FALSE,lu_2011_chart_1
lu_2011_account_746,746,Benefits in kind,income_other,FALSE,lu_2011_chart_1
lu_2011_account_7471,7471,Temporarily not taxable capital gains not reinvested,income_other,FALSE,lu_2011_chart_1
lu_2011_account_7472,7472,Temporarily not taxable capital gains reinvested,income_other,FALSE,lu_2011_chart_1
lu_2011_account_7473,7473,Capital investment subsidies,income_other,FALSE,lu_2011_chart_1
lu_2020_account_7481,7481,Insurance indemnities,income_other,FALSE,lu_2011_chart_1
lu_2020_account_7488,7488,Miscellaneous operating income,income_other,FALSE,lu_2011_chart_1
lu_2020_account_7491,7491,Reversals of provisions for taxes,income_other,FALSE,lu_2011_chart_1
lu_2020_account_7492,7492,Reversals of operating provisions,income_other,FALSE,lu_2011_chart_1
lu_2011_account_75111,75111,Shares in affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2011_account_75112,75112,Amounts owed by affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2011_account_75113,75113,Participating interests,income,FALSE,lu_2011_chart_1
lu_2011_account_75114,75114,Amounts owed by undertakings with which the company is linked by virtue of participating interests,income,FALSE,lu_2011_chart_1
lu_2011_account_75115,75115,Securities held as fixed assets,income,FALSE,lu_2011_chart_1
lu_2011_account_75116,75116,"Loans, deposits and claims held as fixed assets",income,FALSE,lu_2011_chart_1
lu_2011_account_7512,7512,FVA on financial fixed assets,income,FALSE,lu_2011_chart_1
lu_2020_account_75211,75211,Shares in affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_75212,75212,Amounts owed by affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_75213,75213,Participating interests,income,FALSE,lu_2011_chart_1
lu_2020_account_75214,75214,Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests,income,FALSE,lu_2011_chart_1
lu_2020_account_75215,75215,Securities held as fixed assets,income,FALSE,lu_2011_chart_1
lu_2020_account_75216,75216,"Loans, deposits and claims held as fixed assets",income,FALSE,lu_2011_chart_1
lu_2020_account_752211,752211,Book value of yielded shares in affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_752212,752212,Disposal proceeds of shares in affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_752221,752221,Book value of yielded amounts owed by affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_752222,752222,Disposal proceeds of amounts owed by affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_752231,752231,Book value of yielded participating interests,income,FALSE,lu_2011_chart_1
lu_2020_account_752232,752232,Disposal proceeds of participating interests,income,FALSE,lu_2011_chart_1
lu_2020_account_752241,752241,Book value of yielded amounts owed by undertakings with which the undertaking is linked by virtue of participating interests,income,FALSE,lu_2011_chart_1
lu_2020_account_752242,752242,Disposal proceeds of amounts owed by undertakings with which the undertaking is linked by virtue of participating interests,income,FALSE,lu_2011_chart_1
lu_2020_account_752251,752251,Book value of yielded securities held as fixed assets,income,FALSE,lu_2011_chart_1
lu_2020_account_752252,752252,Disposal proceeds of securities held as fixed assets,income,FALSE,lu_2011_chart_1
lu_2020_account_752261,752261,"Book value of yielded loans, deposits and claims held as fixed assets",income,FALSE,lu_2011_chart_1
lu_2020_account_752262,752262,"Disposal proceed of loans, deposits and claims held as fixed assets",income,FALSE,lu_2011_chart_1
lu_2020_account_75311,75311,Shares in affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_75312,75312,Own shares or corporate units,income,FALSE,lu_2011_chart_1
lu_2020_account_75313,75313,Shares in undertakings with which the undertaking is linked by virtue of participating interests,income,FALSE,lu_2011_chart_1
lu_2020_account_75318,75318,Other transferable securities,income,FALSE,lu_2011_chart_1
lu_2011_account_7532,7532,Fair value adjustments on transferable securities,income,FALSE,lu_2011_chart_1
lu_2011_account_75411,75411,On affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2011_account_75412,75412,On undertakings with which the undertaking is linked by virtue of participating interests,income,FALSE,lu_2011_chart_1
lu_2011_account_75413,75413,On other current receivables,income,FALSE,lu_2011_chart_1
lu_2020_account_75421,75421,Shares in affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_75422,75422,Own shares or corporate units,income,FALSE,lu_2011_chart_1
lu_2020_account_75423,75423,Shares in undertakings with which the undertaking is linked by virtue of participating interests,income,FALSE,lu_2011_chart_1
lu_2020_account_75428,75428,Other transferable securities,income,FALSE,lu_2011_chart_1
lu_2011_account_75481,75481,Shares in affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2011_account_75482,75482,Own shares or corporate units,income,FALSE,lu_2011_chart_1
lu_2011_account_75483,75483,Shares in undertakings with which the undertaking is linked by virtue of participating interests,income,FALSE,lu_2011_chart_1
lu_2011_account_75488,75488,Other transferable securities,income,FALSE,lu_2011_chart_1
lu_2011_account_75521,75521,Interest on bank accounts,income,FALSE,lu_2011_chart_1
lu_2020_account_755231,755231,From affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_755232,755232,From other,income,FALSE,lu_2011_chart_1
lu_2011_account_7553,7553,Interest on trade receivables,income,FALSE,lu_2011_chart_1
lu_2020_account_75541,75541,Interest on amounts owed by affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_75542,75542,Interest on amounts owed by undertakings with which the undertaking is linked by virtue of participating interests,income,FALSE,lu_2011_chart_1
lu_2020_account_75551,75551,Discounts on bills of exchange - affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_75552,75552,Discounts on bills of exchange - other,income,FALSE,lu_2011_chart_1
lu_2020_account_75561,75561,Discounts received - affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_75562,75562,Discounts received - other,income,FALSE,lu_2011_chart_1
lu_2020_account_75581,75581,Interest on other amounts receivable - affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_75582,75582,Interest on other amounts receivable - other,income,FALSE,lu_2011_chart_1
lu_2020_account_7561,7561,Foreign currency exchange gains - affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_7562,7562,Foreign currency exchange gains - other,income,FALSE,lu_2011_chart_1
lu_2011_account_757,757,Share of profit from undertakings accounted for under the equity method,income,FALSE,lu_2011_chart_1
lu_2020_account_7581,7581,Other financial income - affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_7582,7582,Other financial income - other,income,FALSE,lu_2011_chart_1
lu_2020_account_7591,7591,Reversals of financial provisions - affiliated undertakings,income,FALSE,lu_2011_chart_1
lu_2020_account_7592,7592,Reversals of financial provisions - other,income,FALSE,lu_2011_chart_1
lu_2011_account_771,771,Adjustments of corporate income tax (CIT),income,FALSE,lu_2011_chart_1
lu_2011_account_772,772,Adjustments of municipal business tax (MBT),income,FALSE,lu_2011_chart_1
lu_2011_account_773,773,Adjustments of foreign income taxes,income,FALSE,lu_2011_chart_1
lu_2020_account_779,779,Reversals of provisions for deferred taxes,income,FALSE,lu_2011_chart_1
lu_2011_account_781,781,Adjustments of net wealth tax (NWT),income,FALSE,lu_2011_chart_1
lu_2011_account_782,782,Adjustments of subscription tax,income,FALSE,lu_2011_chart_1
lu_2011_account_783,783,Adjustments of foreign taxes,income,FALSE,lu_2011_chart_1
lu_2011_account_788,788,Adjustments of other taxes,income,FALSE,lu_2011_chart_1
