id,name,description,type_tax_use,amount_type,amount,account_id:id,refund_account_id:id,chart_template_id:id,sequence,children_tax_ids:id,tag_ids:id,tax_group_id:id
lu_2015_tax_FP-PA-14,Expenses Services 14% - Country,FP-PA-14,purchase,percent,14,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,347,,"tag_lu_470,tag_lu_246",tax_group_14
lu_2011_tax_FP-PA-15,Expenses Services 15% - Country,FP-PA-15,purchase,percent,15,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,348,,"tag_lu_247,tag_lu_471",tax_group_15
lu_2015_tax_FP-PA-17,Expenses Services 17% - Country,FP-PA-17,purchase,percent,17,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,349,,"tag_lu_248,tag_lu_472",tax_group_17
lu_2011_tax_FP-PA-3,Expenses Services 3% - Country,FP-PA-3,purchase,percent,3,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,350,,"tag_lu_473,tag_lu_249",tax_group_3
lu_2011_tax_FP-PA-6,Expenses Services 6% - Country,FP-PA-6,purchase,percent,6,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,351,,"tag_lu_474,tag_lu_250",tax_group_6
lu_2015_tax_FP-PA-8,Expenses Services 8% - Country,FP-PA-8,purchase,percent,8,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,352,,"tag_lu_475,tag_lu_251",tax_group_8
lu_2011_tax_IB-EC-0,Investment Goods Exempted - Extra-Community,IB-EC-0,purchase,percent,0,,,lu_2011_chart_1,353,,tag_lu_71,tax_group_0
lu_2011_tax_IB-EC-12-n,Investment Goods 12% - Extra-Community (-),IB-EC-12-n,none,percent,-12,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1355,,tag_lu_541,tax_group_12
lu_2011_tax_IB-EC-12-p,Investment Goods 12% - Extra-Community (+),IB-EC-12-p,none,percent,12,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1356,,tag_lu_340,tax_group_12
lu_2011_tax_IB-EC-12,Investment Goods 12% - Extra-Community,IB-EC-12,purchase,group,100,,,lu_2011_chart_1,354,"lu_2011_tax_IB-EC-12-n,lu_2011_tax_IB-EC-12-p",tag_lu_51,tax_group_12
lu_2015_tax_IB-EC-14-n,Investment Goods 14% - Extra-Community (-),IB-EC-14-n,none,percent,-14,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1358,,tag_lu_542,tax_group_14
lu_2015_tax_IB-EC-14-p,Investment Goods 14% - Extra-Community (+),IB-EC-14-p,none,percent,14,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1359,,tag_lu_364,tax_group_14
lu_2015_tax_IB-EC-14,Investment Goods 14% - Extra-Community,IB-EC-14,purchase,group,100,,,lu_2011_chart_1,357,"lu_2015_tax_IB-EC-14-n,lu_2015_tax_IB-EC-14-p",tag_lu_83,tax_group_14
lu_2011_tax_IB-EC-15-n,Investment Goods 15% - Extra-Community (-),IB-EC-15-n,none,percent,-15,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1361,,tag_lu_543,tax_group_15
lu_2011_tax_IB-EC-15-p,Investment Goods 15% - Extra-Community (+),IB-EC-15-p,none,percent,15,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1362,,tag_lu_328,tax_group_15
lu_2011_tax_IB-EC-15,Investment Goods 15% - Extra-Community,IB-EC-15,purchase,group,100,,,lu_2011_chart_1,360,"lu_2011_tax_IB-EC-15-n,lu_2011_tax_IB-EC-15-p",tag_lu_39,tax_group_15
lu_2015_tax_IB-EC-17-n,Investment Goods 17% - Extra-Community (-),IB-EC-17-n,none,percent,-17,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1364,,tag_lu_544,tax_group_17
lu_2015_tax_IB-EC-17-p,Investment Goods 17% - Extra-Community (+),IB-EC-17-p,none,percent,17,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1365,,tag_lu_360,tax_group_17
lu_2015_tax_IB-EC-17,Investment Goods 17% - Extra-Community,IB-EC-17,purchase,group,100,,,lu_2011_chart_1,363,"lu_2015_tax_IB-EC-17-n,lu_2015_tax_IB-EC-17-p",tag_lu_79,tax_group_17
lu_2011_tax_IB-EC-3-n,Investment Goods 3% - Extra-Community (-),IB-EC-3-n,none,percent,-3,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1367,,tag_lu_545,tax_group_3
lu_2011_tax_IB-EC-3-p,Investment Goods 3% - Extra-Community (+),IB-EC-3-p,none,percent,3,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1368,,tag_lu_336,tax_group_3
lu_2011_tax_IB-EC-3,Investment Goods 3% - Extra-Community,IB-EC-3,purchase,group,100,,,lu_2011_chart_1,366,"lu_2011_tax_IB-EC-3-n,lu_2011_tax_IB-EC-3-p",tag_lu_47,tax_group_3
lu_2011_tax_IB-EC-6-n,Investment Goods 6% - Extra-Community (-),IB-EC-6-n,none,percent,-6,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1370,,tag_lu_546,tax_group_6
lu_2011_tax_IB-EC-6-p,Investment Goods 6% - Extra-Community (+),IB-EC-6-p,none,percent,6,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1371,,tag_lu_332,tax_group_6
lu_2011_tax_IB-EC-6,Investment Goods 6% - Extra-Community,IB-EC-6,purchase,group,100,,,lu_2011_chart_1,369,"lu_2011_tax_IB-EC-6-n,lu_2011_tax_IB-EC-6-p",tag_lu_43,tax_group_6
lu_2015_tax_IB-EC-8-n,Investment Goods 8% - Extra-Community (-),IB-EC-8-n,none,percent,-8,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1373,,tag_lu_547,tax_group_8
lu_2015_tax_IB-EC-8-p,Investment Goods 8% - Extra-Community (+),IB-EC-8-p,none,percent,8,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1374,,tag_lu_368,tax_group_8
lu_2015_tax_IB-EC-8,Investment Goods 8% - Extra-Community,IB-EC-8,purchase,group,100,,,lu_2011_chart_1,372,"lu_2015_tax_IB-EC-8-n,lu_2015_tax_IB-EC-8-p",tag_lu_87,tax_group_8
lu_2015_tax_IB-ECP-0,Investment Goods Exempted - Extra-Community fin privées,IB-ECP-0,purchase,percent,0,,,lu_2011_chart_1,375,,tag_lu_75,tax_group_0
lu_2015_tax_IB-ECP-12-n,Investment Goods 12% - Extra-Community fin privées (-),IB-ECP-12-n,none,percent,-12,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1377,,tag_lu_548,tax_group_12
lu_2015_tax_IB-ECP-12-p,Investment Goods 12% - Extra-Community fin privées (+),IB-ECP-12-p,none,percent,12,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1378,,tag_lu_356,tax_group_12
lu_2015_tax_IB-ECP-12,Investment Goods 12% - Extra-Community fin privées,IB-ECP-12,purchase,group,100,,,lu_2011_chart_1,376,"lu_2015_tax_IB-ECP-12-n,lu_2015_tax_IB-ECP-12-p",tag_lu_67,tax_group_12
lu_2015_tax_IB-ECP-14-n,Investment Goods 14% - Extra-Community fin privées (-),IB-ECP-14-n,none,percent,-14,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1380,,tag_lu_549,tax_group_14
lu_2015_tax_IB-ECP-14-p,Investment Goods 14% - Extra-Community fin privées (+),IB-ECP-14-p,none,percent,14,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1381,,tag_lu_376,tax_group_14
lu_2015_tax_IB-ECP-14,Investment Goods 14% - Extra-Community fin privées,IB-ECP-14,purchase,group,100,,,lu_2011_chart_1,379,"lu_2015_tax_IB-ECP-14-n,lu_2015_tax_IB-ECP-14-p",tag_lu_95,tax_group_14
lu_2015_tax_IB-ECP-15-n,Investment Goods 15% - Extra-Community fin privées (-),IB-ECP-15-n,none,percent,-15,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1383,,tag_lu_550,tax_group_15
lu_2015_tax_IB-ECP-15-p,Investment Goods 15% - Extra-Community fin privées (+),IB-ECP-15-p,none,percent,15,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1384,,tag_lu_344,tax_group_15
lu_2015_tax_IB-ECP-15,Investment Goods 15% - Extra-Community fin privées,IB-ECP-15,purchase,group,100,,,lu_2011_chart_1,382,"lu_2015_tax_IB-ECP-15-n,lu_2015_tax_IB-ECP-15-p",tag_lu_55,tax_group_15
lu_2015_tax_IB-ECP-17-n,Investment Goods 17% - Extra-Community fin privées (-),IB-ECP-17-n,none,percent,-17,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1386,,tag_lu_551,tax_group_17
lu_2015_tax_IB-ECP-17-p,Investment Goods 17% - Extra-Community fin privées (+),IB-ECP-17-p,none,percent,17,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1387,,tag_lu_372,tax_group_17
lu_2015_tax_IB-ECP-17,Investment Goods 17% - Extra-Community fin privées,IB-ECP-17,purchase,group,100,,,lu_2011_chart_1,385,"lu_2015_tax_IB-ECP-17-n,lu_2015_tax_IB-ECP-17-p",tag_lu_91,tax_group_17
lu_2015_tax_IB-ECP-3-n,Investment Goods 3% - Extra-Community fin privées (-),IB-ECP-3-n,none,percent,-3,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1389,,tag_lu_552,tax_group_3
lu_2015_tax_IB-ECP-3-p,Investment Goods 3% - Extra-Community fin privées (+),IB-ECP-3-p,none,percent,3,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1390,,tag_lu_352,tax_group_3
lu_2015_tax_IB-ECP-3,Investment Goods 3% - Extra-Community fin privées,IB-ECP-3,purchase,group,100,,,lu_2011_chart_1,388,"lu_2015_tax_IB-ECP-3-n,lu_2015_tax_IB-ECP-3-p",tag_lu_63,tax_group_3
lu_2015_tax_IB-ECP-6-n,Investment Goods 6% - Extra-Community fin privées (-),IB-ECP-6-n,none,percent,-6,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1392,,tag_lu_553,tax_group_6
lu_2015_tax_IB-ECP-6-p,Investment Goods 6% - Extra-Community fin privées (+),IB-ECP-6-p,none,percent,6,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1393,,tag_lu_348,tax_group_6
lu_2015_tax_IB-ECP-6,Investment Goods 6% - Extra-Community fin privées,IB-ECP-6,purchase,group,100,,,lu_2011_chart_1,391,"lu_2015_tax_IB-ECP-6-n,lu_2015_tax_IB-ECP-6-p",tag_lu_59,tax_group_6
lu_2015_tax_IB-ECP-8-n,Investment Goods 8% - Extra-Community fin privées (-),IB-ECP-8-n,none,percent,-8,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1395,,tag_lu_554,tax_group_8
lu_2015_tax_IB-ECP-8-p,Investment Goods 8% - Extra-Community fin privées (+),IB-ECP-8-p,none,percent,8,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1396,,tag_lu_380,tax_group_8
lu_2015_tax_IB-ECP-8,Investment Goods 8% - Extra-Community fin privées,IB-ECP-8,purchase,group,100,,,lu_2011_chart_1,394,"lu_2015_tax_IB-ECP-8-n,lu_2015_tax_IB-ECP-8-p",tag_lu_99,tax_group_8
lu_2011_tax_IB-IC-0,Investment Goods Exempted - Intra-Community,IB-IC-0,purchase,percent,0,,,lu_2011_chart_1,397,,tag_lu_22,tax_group_0
lu_2011_tax_IB-IC-12-n,Investment Goods 12% - Intra-Community (-),IB-IC-12-n,none,percent,-12,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1399,,tag_lu_505,tax_group_12
lu_2011_tax_IB-IC-12-p,Investment Goods 12% - Intra-Community (+),IB-IC-12-p,none,percent,12,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1400,,tag_lu_311,tax_group_12
lu_2011_tax_IB-IC-12,Investment Goods 12% - Intra-Community,IB-IC-12,purchase,group,100,,,lu_2011_chart_1,398,"lu_2011_tax_IB-IC-12-n,lu_2011_tax_IB-IC-12-p",tag_lu_18,tax_group_12
lu_2015_tax_IB-IC-14-n,Investment Goods 14% - Intra-Community (-),IB-IC-14-n,none,percent,-14,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1402,,tag_lu_506,tax_group_14
lu_2015_tax_IB-IC-14-p,Investment Goods 14% - Intra-Community (+),IB-IC-14-p,none,percent,14,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1403,,tag_lu_319,tax_group_14
lu_2015_tax_IB-IC-14,Investment Goods 14% - Intra-Community,IB-IC-14,purchase,group,100,,,lu_2011_chart_1,401,"lu_2015_tax_IB-IC-14-n,lu_2015_tax_IB-IC-14-p",tag_lu_30,tax_group_14
lu_2011_tax_IB-IC-15-n,Investment Goods 15% - Intra-Community (-),IB-IC-15-n,none,percent,-15,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1405,,tag_lu_507,tax_group_15
lu_2011_tax_IB-IC-15-p,Investment Goods 15% - Intra-Community (+),IB-IC-15-p,none,percent,15,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1406,,tag_lu_299,tax_group_15
lu_2011_tax_IB-IC-15,Investment Goods 15% - Intra-Community,IB-IC-15,purchase,group,100,,,lu_2011_chart_1,404,"lu_2011_tax_IB-IC-15-n,lu_2011_tax_IB-IC-15-p",tag_lu_06,tax_group_15
lu_2015_tax_IB-IC-17-n,Investment Goods 17% - Intra-Community (-),IB-IC-17-n,none,percent,-17,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1408,,tag_lu_508,tax_group_17
lu_2015_tax_IB-IC-17-p,Investment Goods 17% - Intra-Community (+),IB-IC-17-p,none,percent,17,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1409,,tag_lu_315,tax_group_17
lu_2015_tax_IB-IC-17,Investment Goods 17% - Intra-Community,IB-IC-17,purchase,group,100,,,lu_2011_chart_1,407,"lu_2015_tax_IB-IC-17-n,lu_2015_tax_IB-IC-17-p",tag_lu_26,tax_group_17
lu_2011_tax_IB-IC-3-n,Investment Goods 3% - Intra-Community (-),IB-IC-3-n,none,percent,-3,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1411,,tag_lu_509,tax_group_3
lu_2011_tax_IB-IC-3-p,Investment Goods 3% - Intra-Community (+),IB-IC-3-p,none,percent,3,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1412,,tag_lu_307,tax_group_3
lu_2011_tax_IB-IC-3,Investment Goods 3% - Intra-Community,IB-IC-3,purchase,group,100,,,lu_2011_chart_1,410,"lu_2011_tax_IB-IC-3-n,lu_2011_tax_IB-IC-3-p",tag_lu_14,tax_group_3
lu_2011_tax_IB-IC-6-n,Investment Goods 6% - Intra-Community (-),IB-IC-6-n,none,percent,-6,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1414,,tag_lu_510,tax_group_6
lu_2011_tax_IB-IC-6-p,Investment Goods 6% - Intra-Community (+),IB-IC-6-p,none,percent,6,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1415,,tag_lu_303,tax_group_6
lu_2011_tax_IB-IC-6,Investment Goods 6% - Intra-Community,IB-IC-6,purchase,group,100,,,lu_2011_chart_1,413,"lu_2011_tax_IB-IC-6-n,lu_2011_tax_IB-IC-6-p",tag_lu_10,tax_group_6
lu_2015_tax_IB-IC-8-n,Investment Goods 8% - Intra-Community (-),IB-IC-8-n,none,percent,-8,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1417,,tag_lu_511,tax_group_8
lu_2015_tax_IB-IC-8-p,Investment Goods 8% - Intra-Community (+),IB-IC-8-p,none,percent,8,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1418,,tag_lu_323,tax_group_8
lu_2015_tax_IB-IC-8,Investment Goods 8% - Intra-Community,IB-IC-8,purchase,group,100,,,lu_2011_chart_1,416,"lu_2015_tax_IB-IC-8-n,lu_2015_tax_IB-IC-8-p",tag_lu_34,tax_group_8
lu_2011_tax_IB-PA-0,Investment Goods 0% - Country,IB-PA-0,purchase,percent,0,,,lu_2011_chart_1,419,,tag_lu_252,tax_group_0
lu_2011_tax_IB-PA-12,Investment Goods 12% - Country,IB-PA-12,purchase,percent,12,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,420,,"tag_lu_476,tag_lu_253",tax_group_12
lu_2015_tax_IB-PA-14,Investment Goods 14% - Country,IB-PA-14,purchase,percent,14,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,421,,"tag_lu_477,tag_lu_254",tax_group_14
lu_2011_tax_IB-PA-15,Investment Goods 15% - Country,IB-PA-15,purchase,percent,15,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,422,,"tag_lu_255,tag_lu_478",tax_group_15
lu_2015_tax_IB-PA-17,Investment Goods 17% - Country,IB-PA-17,purchase,percent,17,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,423,,"tag_lu_479,tag_lu_256",tax_group_17
lu_2011_tax_IB-PA-3,Investment Goods 3% - Country,IB-PA-3,purchase,percent,3,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,424,,"tag_lu_480,tag_lu_257",tax_group_3
lu_2011_tax_IB-PA-6,Investment Goods 6% - Country,IB-PA-6,purchase,percent,6,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,425,,"tag_lu_481,tag_lu_258",tax_group_6
lu_2015_tax_IB-PA-8,Investment Goods 8% - Country,IB-PA-8,purchase,percent,8,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,426,,"tag_lu_482,tag_lu_259",tax_group_8
lu_2011_tax_IP-EC-0,Investment Services Exempted - Extra-Community,IP-EC-0,purchase,percent,0,,,lu_2011_chart_1,427,,tag_lu_155,tax_group_0
lu_2011_tax_IP-EC-12-n,Investment Services 12% - Extra-Community (-),IP-EC-12-n,none,percent,-12,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1429,,tag_lu_584,tax_group_12
lu_2011_tax_IP-EC-12-p,Investment Services 12% - Extra-Community (+),IP-EC-12-p,none,percent,12,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1430,,tag_lu_427,tax_group_12
lu_2011_tax_IP-EC-12,Investment Services 12% - Extra-Community,IP-EC-12,purchase,group,100,,,lu_2011_chart_1,428,"lu_2011_tax_IP-EC-12-n,lu_2011_tax_IP-EC-12-p",tag_lu_151,tax_group_12
lu_2015_tax_IP-EC-14-n,Investment Services 14% - Extra-Community (-),IP-EC-14-n,none,percent,-14,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1432,,tag_lu_585,tax_group_14
lu_2015_tax_IP-EC-14-p,Investment Services 14% - Extra-Community (+),IP-EC-14-p,none,percent,14,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1433,,tag_lu_435,tax_group_14
lu_2015_tax_IP-EC-14,Investment Services 14% - Extra-Community,IP-EC-14,purchase,group,100,,,lu_2011_chart_1,431,"lu_2015_tax_IP-EC-14-n,lu_2015_tax_IP-EC-14-p",tag_lu_163,tax_group_14
lu_2011_tax_IP-EC-15-n,Investment Services 15% - Extra-Community (-),IP-EC-15-n,none,percent,-15,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1435,,tag_lu_586,tax_group_15
lu_2011_tax_IP-EC-15-p,Investment Services 15% - Extra-Community (+),IP-EC-15-p,none,percent,15,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1436,,tag_lu_415,tax_group_15
lu_2011_tax_IP-EC-15,Investment Services 15% - Extra-Community,IP-EC-15,purchase,group,100,,,lu_2011_chart_1,434,"lu_2011_tax_IP-EC-15-n,lu_2011_tax_IP-EC-15-p",tag_lu_139,tax_group_15
lu_2015_tax_IP-EC-17-n,Investment Services 17% - Extra-Community (-),IP-EC-17-n,none,percent,-17,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1438,,tag_lu_587,tax_group_17
lu_2015_tax_IP-EC-17-p,Investment Services 17% - Extra-Community (+),IP-EC-17-p,none,percent,17,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1439,,tag_lu_431,tax_group_17
lu_2015_tax_IP-EC-17,Investment Services 17% - Extra-Community,IP-EC-17,purchase,group,100,,,lu_2011_chart_1,437,"lu_2015_tax_IP-EC-17-n,lu_2015_tax_IP-EC-17-p",tag_lu_159,tax_group_17
lu_2011_tax_IP-EC-3-n,Investment Services 3% - Extra-Community (-),IP-EC-3-n,none,percent,-3,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1441,,tag_lu_588,tax_group_3
lu_2011_tax_IP-EC-3-p,Investment Services 3% - Extra-Community (+),IP-EC-3-p,none,percent,3,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1442,,tag_lu_423,tax_group_3
lu_2011_tax_IP-EC-3,Investment Services 3% - Extra-Community,IP-EC-3,purchase,group,100,,,lu_2011_chart_1,440,"lu_2011_tax_IP-EC-3-n,lu_2011_tax_IP-EC-3-p",tag_lu_147,tax_group_3
lu_2011_tax_IP-EC-6-n,Investment Services 6% - Extra-Community (-),IP-EC-6-n,none,percent,-6,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1444,,tag_lu_589,tax_group_6
lu_2011_tax_IP-EC-6-p,Investment Services 6% - Extra-Community (+),IP-EC-6-p,none,percent,6,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1445,,tag_lu_419,tax_group_6
lu_2011_tax_IP-EC-6,Investment Services 6% - Extra-Community,IP-EC-6,purchase,group,100,,,lu_2011_chart_1,443,"lu_2011_tax_IP-EC-6-n,lu_2011_tax_IP-EC-6-p",tag_lu_143,tax_group_6
lu_2015_tax_IP-EC-8-n,Investment Services 8% - Extra-Community (-),IP-EC-8-n,none,percent,-8,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1447,,tag_lu_590,tax_group_8
lu_2015_tax_IP-EC-8-p,Investment Services 8% - Extra-Community (+),IP-EC-8-p,none,percent,8,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1448,,tag_lu_439,tax_group_8
lu_2015_tax_IP-EC-8,Investment Services 8% - Extra-Community,IP-EC-8,purchase,group,100,,,lu_2011_chart_1,446,"lu_2015_tax_IP-EC-8-n,lu_2015_tax_IP-EC-8-p",tag_lu_167,tax_group_8
lu_2011_tax_IP-IC-0,Investment Services Exempted - Intra-Community,IP-IC-0,purchase,percent,0,,,lu_2011_chart_1,449,,tag_lu_122,tax_group_0
lu_2011_tax_IP-IC-12-n,Investment Services 12% - Intra-Community (-),IP-IC-12-n,none,percent,-12,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1451,,tag_lu_591,tax_group_12
lu_2011_tax_IP-IC-12-p,Investment Services 12% - Intra-Community (+),IP-IC-12-p,none,percent,12,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1452,,tag_lu_398,tax_group_12
lu_2011_tax_IP-IC-12,Investment Services 12% - Intra-Community,IP-IC-12,purchase,group,100,,,lu_2011_chart_1,450,"lu_2011_tax_IP-IC-12-n,lu_2011_tax_IP-IC-12-p",tag_lu_118,tax_group_12
lu_2015_tax_IP-IC-14-n,Investment Services 14% - Intra-Community (-),IP-IC-14-n,none,percent,-14,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1454,,tag_lu_592,tax_group_14
lu_2015_tax_IP-IC-14-p,Investment Services 14% - Intra-Community (+),IP-IC-14-p,none,percent,14,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1455,,tag_lu_406,tax_group_14
lu_2015_tax_IP-IC-14,Investment Services 14% - Intra-Community,IP-IC-14,purchase,group,100,,,lu_2011_chart_1,453,"lu_2015_tax_IP-IC-14-n,lu_2015_tax_IP-IC-14-p",tag_lu_130,tax_group_14
lu_2011_tax_IP-IC-15-n,Investment Services 15% - Intra-Community (-),IP-IC-15-n,none,percent,-15,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1457,,tag_lu_593,tax_group_15
lu_2011_tax_IP-IC-15-p,Investment Services 15% - Intra-Community (+),IP-IC-15-p,none,percent,15,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1458,,tag_lu_386,tax_group_15
lu_2011_tax_IP-IC-15,Investment Services 15% - Intra-Community,IP-IC-15,purchase,group,100,,,lu_2011_chart_1,456,"lu_2011_tax_IP-IC-15-n,lu_2011_tax_IP-IC-15-p",tag_lu_106,tax_group_15
lu_2015_tax_IP-IC-17-n,Investment Services 17% - Intra-Community (-),IP-IC-17-n,none,percent,-17,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1460,,tag_lu_594,tax_group_17
lu_2015_tax_IP-IC-17-p,Investment Services 17% - Intra-Community (+),IP-IC-17-p,none,percent,17,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1461,,tag_lu_402,tax_group_17
lu_2015_tax_IP-IC-17,Investment Services 17% - Intra-Community,IP-IC-17,purchase,group,100,,,lu_2011_chart_1,459,"lu_2015_tax_IP-IC-17-n,lu_2015_tax_IP-IC-17-p",tag_lu_126,tax_group_17
lu_2011_tax_IP-IC-3-n,Investment Services 3% - Intra-Community (-),IP-IC-3-n,none,percent,-3,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1463,,tag_lu_595,tax_group_3
lu_2011_tax_IP-IC-3-p,Investment Services 3% - Intra-Community (+),IP-IC-3-p,none,percent,3,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1464,,tag_lu_394,tax_group_3
lu_2011_tax_IP-IC-3,Investment Services 3% - Intra-Community,IP-IC-3,purchase,group,100,,,lu_2011_chart_1,462,"lu_2011_tax_IP-IC-3-n,lu_2011_tax_IP-IC-3-p",tag_lu_114,tax_group_3
lu_2011_tax_IP-IC-6-n,Investment Services 6% - Intra-Community (-),IP-IC-6-n,none,percent,-6,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1466,,tag_lu_596,tax_group_6
lu_2011_tax_IP-IC-6-p,Investment Services 6% - Intra-Community (+),IP-IC-6-p,none,percent,6,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1467,,tag_lu_390,tax_group_6
lu_2011_tax_IP-IC-6,Investment Services 6% - Intra-Community,IP-IC-6,purchase,group,100,,,lu_2011_chart_1,465,"lu_2011_tax_IP-IC-6-n,lu_2011_tax_IP-IC-6-p",tag_lu_110,tax_group_6
lu_2015_tax_IP-IC-8-n,Investment Services 8% - Intra-Community (-),IP-IC-8-n,none,percent,-8,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1469,,tag_lu_597,tax_group_8
lu_2015_tax_IP-IC-8-p,Investment Services 8% - Intra-Community (+),IP-IC-8-p,none,percent,8,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1470,,tag_lu_410,tax_group_8
lu_2015_tax_IP-IC-8,Investment Services 8% - Intra-Community,IP-IC-8,purchase,group,100,,,lu_2011_chart_1,468,"lu_2015_tax_IP-IC-8-n,lu_2015_tax_IP-IC-8-p",tag_lu_134,tax_group_8
lu_2011_tax_IP-PA-0,Investment Services 0% - Country,IP-PA-0,purchase,percent,0,,,lu_2011_chart_1,471,,tag_lu_260,tax_group_0
