"id","name","bic","country:id"
"bank_fr_geagfrp1","GEORGE V ASSET MANAGEMENT","GEAGFRP1","base.fr"
"bank_fr_gceufr21","GEORGET COURTAGE EUROPEEN SA","GCEUFR21","base.fr"
"bank_fr_gpprfrp1","GERANCE PARISIENNE PRIVEE - G.P.P.","GPPRFRP1","base.fr"
"bank_fr_geclfrp1","GERER CONSEIL","GECLFRP1","base.fr"
"bank_fr_gerpfr21","GERPRO","GERPFR21","base.fr"
"bank_fr_gemmfrp1","GESMOB SA","GEMMFRP1","base.fr"
"bank_fr_gisgfrp1","GESTEPARGNE INVESTISSEMENTS SERVICES - GIS SA","GISGFRP1","base.fr"
"bank_fr_cccafr21","GESTION D'ENCOURS DE CREDITS IMMOBILIERS GECI SAS","CCCAFR21","base.fr"
"bank_fr_ergifr21","GESTION D'EQUIPEMENTS TOURISTIQUES INDUSTRIELS ET COMMERCIAUX-GETIC SA","ERGIFR21","base.fr"
"bank_fr_gfpgfrp1","GESTION FINANCIERE PRIVEE GEFIP SA","GFPGFRP1","base.fr"
"bank_fr_gsstfrp1","GESTION SA","GSSTFRP1","base.fr"
"bank_fr_gvgcfrp1","GESTION VALOR","GVGCFRP1","base.fr"
"bank_fr_gesffrp1","GESTOR FINANCE","GESFFRP1","base.fr"
"bank_fr_getyfrp1","GESTYS SA","GETYFRP1","base.fr"
"bank_fr_gfigfrp1","GFI SECURITIES LTD PARIS BRANCH","GFIGFRP1","base.fr"
"bank_fr_arrcfrp1","GIE AGIRC-ARRCO GROUPEMENT D'INTERET ECONOMIQUE","ARRCFRP1","base.fr"
"bank_fr_axaffrpp","GIE AXA FRANCE","AXAFFRPP","base.fr"
"bank_fr_gigffrp1","GIE GROUPE LA FRANCAISE","GIGFFRP1","base.fr"
"bank_fr_giepfrp1","GIE PSA TRESORERIE","GIEPFRP1","base.fr"
"bank_fr_giinfr21","GIFAO INVESTISSEMENT SA","GIINFR21","base.fr"
"bank_fr_gifsfrp1","GIMAR FINANCE SCA","GIFSFRP1","base.fr"
"bank_fr_gifnfrp1","GINALFI FINANCE","GIFNFRP1","base.fr"
"bank_fr_ginjfrp1","GINJER AM","GINJFRP1","base.fr"
"bank_fr_girafrp1","GIRARDET S.A.","GIRAFRP1","base.fr"
"bank_fr_euckfrp1","GLOBAL EQUITIES CAPITAL MARKETS","EUCKFRP1","base.fr"
"bank_fr_glgefrp1","GLOBAL GESTION SA","GLGEFRP1","base.fr"
"bank_fr_gosbfrp1","GLOBAL OVERSEAS BANK A.D.","GOSBFRP1","base.fr"
"bank_fr_glsnfr21","GLON SANDERS","GLSNFR21","base.fr"
"bank_fr_gmacfr21","GMAC BANQUE","GMACFR21","base.fr"
"bank_fr_gmasfrp1","GMF ASSURANCE","GMASFRP1","base.fr"
"bank_fr_asemfrp1","GO.FX ASSET MANAGEMENT","ASEMFRP1","base.fr"
"bank_fr_gofifr21","GOFFIN BANK NV","GOFIFR21","base.fr"
"bank_fr_goldfrpp","GOLDMAN SACHS PARIS INC. ET CIE","GOLDFRPP","base.fr"
"bank_fr_gopkfrp1","GORGEU PERQUEL KRUCKER","GOPKFRP1","base.fr"
"bank_fr_gohafrp1","GOY HAUVETTE, S.A.","GOHAFRP1","base.fr"
"bank_fr_gpavfrp1","GPA VIE","GPAVFRP1","base.fr"
"bank_fr_gpasfrp1","GPM ASSURANCE","GPASFRP1","base.fr"
"bank_fr_grcofrp1","GRAMONT CONTREPARTIE S.A.","GRCOFRP1","base.fr"
"bank_fr_grekfrp1","GRENKE 2","GREKFRP1","base.fr"
"bank_fr_grnkfr21","GRENKE 3","GRNKFR21","base.fr"
"bank_fr_legrfrp1","GRESHAM BANQUE","LEGRFRP1","base.fr"
"bank_fr_gpamfrpp","GROUPAMA ASSET MANAGEMENT","GPAMFRPP","base.fr"
"bank_fr_gcatfr21","GROUPAMA CENTRE ATLANTIQUE","GCATFR21","base.fr"
"bank_fr_grerfrp1","GROUPAMA EPARGNE SALARIALE SA","GRERFRP1","base.fr"
"bank_fr_grfpfrp1","GROUPAMA FUND PICKERS","GRFPFRP1","base.fr"
"bank_fr_grgefr21","GROUPAMA GRAND EST","GRGEFR21","base.fr"
"bank_fr_grhafr21","GROUPAMA RHONE-ALPES-AUVERGNE","GRHAFR21","base.fr"
"bank_fr_gpsifrp1","GROUPAMA SYSTEMES D'INFORMATION","GPSIFRP1","base.fr"
"bank_fr_grddfr22","GROUPE ADEO","GRDDFR22","base.fr"
"bank_fr_grddfrp1","GROUPE ADEO","GRDDFRP1","base.fr"
"bank_fr_gagrfrp1","GROUPE AG2R","GAGRFRP1","base.fr"
"bank_fr_gpanfrpp","GROUPE ARNAULT","GPANFRPP","base.fr"
"bank_fr_auchfr22","GROUPE AUCHAN","AUCHFR22","base.fr"
"bank_fr_grmafr21","GROUPE CAMACTE","GRMAFR21","base.fr"
"bank_fr_gcarfr21","GROUPE CARRE","GCARFR21","base.fr"
"bank_fr_grdofrp1","GROUPE DUMAS OREPA - D ET O","GRDOFRP1","base.fr"
"bank_fr_fcsafrp1","GROUPE FINANCIERE CENTURIA SAS","FCSAFRP1","base.fr"
"bank_fr_grhufrp1","GROUPE HUMANIS","GRHUFRP1","base.fr"
"bank_fr_grjcfr21","GROUPE JCB","GRJCFR21","base.fr"
"bank_fr_gmonfrp1","GROUPE MONCEAU","GMONFRP1","base.fr"
"bank_fr_grpmfrp1","GROUPE PASTEUR MUTUALITE","GRPMFRP1","base.fr"
"bank_fr_sipffr22","GROUPE PETIT FORESTIER","SIPFFR22","base.fr"
"bank_fr_grobfrp1","GROUPE ROBECO (FRANCE)","GROBFRP1","base.fr"
"bank_fr_segufr21","GROUPE SEGULA TECHNOLOGIES","SEGUFR21","base.fr"
"bank_fr_gsmafr21","GROUPE SMISO MUTUELLE DES CADRES","GSMAFR21","base.fr"
"bank_fr_gufgfrp1","GROUPE UFG-LFP","GUFGFRP1","base.fr"
"bank_fr_grvafr21","GROUPE VAUBAN","GRVAFR21","base.fr"
"bank_fr_gcbafrp1","GROUPEMENT DES CARTES BANCAIRES GIE","GCBAFRP1","base.fr"
"bank_fr_ggesfrp1","GSD GESTION SA","GGESFRP1","base.fr"
"bank_fr_gsmcfrp1","GSM CONSULTING","GSMCFRP1","base.fr"
"bank_fr_fneafrp1","GT FINANCE","FNEAFRP1","base.fr"
"bank_fr_fnnefrp1","GT FINANCE SA","FNNEFRP1","base.fr"
"bank_fr_iceffrp1","GT ICEFUND","ICEFFRP1","base.fr"
"bank_fr_muaefrp1","GT MULTI ALTERNATIVE RECOVERY","MUAEFRP1","base.fr"
"bank_fr_muasfrp1","GT MULTI ALTERNATIVE SELECT","MUASFRP1","base.fr"
"bank_fr_oblifrp1","GT OBLIPLUS","OBLIFRP1","base.fr"
"bank_fr_opptfrp1","GT OPPORTUNITIES","OPPTFRP1","base.fr"
"bank_fr_rhrofrp1","GT RHIN RHONE","RHROFRP1","base.fr"
"bank_fr_gufifrp1","GUARDIAN FINANCES","GUFIFRP1","base.fr"
"bank_fr_ecorfr22","GUY DAUPHIN ENVIRONNEMENT","ECORFR22","base.fr"
"bank_fr_hetafrp1","H ET ASSOCIES SA","HETAFRP1","base.fr"
"bank_fr_hgaafrp1","HAAS GESTION","HGAAFRP1","base.fr"
"bank_fr_habbfrpp","HABIBSONS BANK LIMITED","HABBFRPP","base.fr"
"bank_fr_hcmnfrp1","HALBIS CAPITAL MANAGEMENT (FRANCE) SA","HCMNFRP1","base.fr"
"bank_fr_hamtfrp1","HAMANT","HAMTFRP1","base.fr"
"bank_fr_hadifr21","HANDIMUT SA","HADIFR21","base.fr"
"bank_fr_haaafrp1","HAREWOOD ASSET MANAGEMENT","HAAAFRP1","base.fr"
"bank_fr_harmfr21","HARMONIE MUTUELLE","HARMFR21","base.fr"
"bank_fr_hinmfrp1","HAUSSMANN INVESTISSEMENT MANAGERS","HINMFRP1","base.fr"
"bank_fr_hvasfr21","HAVAS","HVASFR21","base.fr"
"bank_fr_hafifrp1","HAW FINANCE","HAFIFRP1","base.fr"
"bank_fr_hatifrp1","HAYAUX DU TILLY S.A. SOCIETE DE BOURSE","HATIFRP1","base.fr"
"bank_fr_ivvnfr21","HD INVESTISSEMENT","IVVNFR21","base.fr"
"bank_fr_hdfifrp1","HDF FINANCE SA","HDFIFRP1","base.fr"
"bank_fr_heptfrp1","HEDIOS PATRIMOINE","HEPTFRP1","base.fr"
"bank_fr_hegvfrp1","HENDERSON GLOBAL INVESTORS LIMITED","HEGVFRP1","base.fr"
"bank_fr_hennfrpp","HENNER SAS","HENNFRPP","base.fr"
"bank_fr_hechfr21","HENRY DE CHAMPSAVIN S.A.","HECHFR21","base.fr"
"bank_fr_heppfrp1","HEPPNER","HEPPFRP1","base.fr"
"bank_fr_hrmsfrpp","HERMES INTERNATIONAL","HRMSFRPP","base.fr"
"bank_fr_hertfrp1","HERMITAGE","HERTFRP1","base.fr"
"bank_fr_hcrefr21","HERVET CREDITERME","HCREFR21","base.fr"
"bank_fr_hpfffr21","HEWLETT PACKARD FRANCE FINANCE","HPFFFR21","base.fr"
"bank_fr_hglgfrp1","HGL GESTION","HGLGFRP1","base.fr"
"bank_fr_hicxfr21","HIGH CONNEXION","HICXFR21","base.fr"
"bank_fr_hixafrp1","HIXANCE","HIXAFRP1","base.fr"
"bank_fr_hmgffrpp","HMG FINANCE SA","HMGFFRPP","base.fr"
"bank_fr_hmygfr22","HMY GROUP SAS","HMYGFR22","base.fr"
"bank_fr_hhgpfrp1","HOGEP - HOCHE GESTION PRIVEE SA","HHGPFRP1","base.fr"
"bank_fr_holdfr22","HOLDHAM","HOLDFR22","base.fr"
"bank_fr_homefrp1","HOME 7/7","HOMEFRP1","base.fr"
"bank_fr_hostfrp1","HOSTA FI SA","HOSTFRP1","base.fr"
"bank_fr_hotefrp1","HOTELIM","HOTEFRP1","base.fr"
"bank_fr_hlhzfrp1","HOULIHAN LOKEY HOWARD ET ZUKIN EUROPE","HLHZFRP1","base.fr"
"bank_fr_hpcpfrp1","HPC SA","HPCPFRP1","base.fr"
"bank_fr_getnfrp1","HR GESTION SA","GETNFRP1","base.fr"
"bank_fr_midlfrpx","HSBC BANK PLC","MIDLFRPX","base.fr"
"bank_fr_hcamfr21","HSBC CCF ASSET MANAGEMENT GROUP","HCAMFR21","base.fr"
"bank_fr_hciffrp1","HSBC CCF INVESTMENT BANK (FRANCE)","HCIFFRP1","base.fr"
"bank_fr_heeffrp1","HSBC EPARGNE ENTREPRISE (FRANCE) SA","HEEFFRP1","base.fr"
"bank_fr_elfafrp1","HSBC FACTORING FRANCE","ELFAFRP1","base.fr"
"bank_fr_hfpffrp1","HSBC FINANCIAL PRODUCTS (FRANCE) SNC","HFPFFRP1","base.fr"
"bank_fr_ccfrfrpp","HSBC FRANCE","CCFRFRPP","base.fr"
"bank_fr_hsiffr21","HSBC GLOBAL ASSET MANAGEMENT (FRANCE)","HSIFFR21","base.fr"
"bank_fr_hamffrpp","HSBC GLOBAL ASSET MANAGEMENT FRANCE","HAMFFRPP","base.fr"
"bank_fr_samffrpp","HSBC GLOBAL ASSET MANAGEMENT FRANCE","SAMFFRPP","base.fr"
"bank_fr_hiblfrp1","HSBC INVESTMENT BANK PLC","HIBLFRP1","base.fr"
"bank_fr_hslffrp1","HSBC LEASING (FRANCE) S.A.S","HSLFFRP1","base.fr"
"bank_fr_logsfrp1","HSBC PRIVATE WEALTH MANAGERS","LOGSFRP1","base.fr"
"bank_fr_hrelfrp1","HSBC REAL ESTATE LEASING (FRANCE) SA","HRELFRP1","base.fr"
"bank_fr_hsfhfrpp","HSBC SFH (FRANCE)","HSFHFRPP","base.fr"
"bank_fr_hugefrp1","HUGAU GESTION SAS","HUGEFRP1","base.fr"
"bank_fr_fxbbfrpp","IBANFIRST","FXBBFRPP","base.fr"
"bank_fr_ibfffr21","IBM FRANCE FINANCEMENT SA","IBFFFR21","base.fr"
"bank_fr_aiamfrp1","ICMOS FRANCE","AIAMFRP1","base.fr"
"bank_fr_icpefr21","ICSO PRIVATE EQUITY","ICPEFR21","base.fr"
"bank_fr_idmufrp1","IDENTITES MUTUELLE","IDMUFRP1","base.fr"
"bank_fr_idlsfr21","IDES INVESTISSEMENTS SA","IDLSFR21","base.fr"
"bank_fr_idagfrp1","IDI ASSET MANAGEMENT","IDAGFRP1","base.fr"
"bank_fr_idiafrp1","IDIA","IDIAFRP1","base.fr"
"bank_fr_idiffrp1","IDIFINE SA","IDIFFRP1","base.fr"
"bank_fr_idpafrp1","IDINVEST PARTNERS","IDPAFRP1","base.fr"
"bank_fr_ifbofrp1","IFF BOURSE","IFBOFRP1","base.fr"
"bank_fr_iffifr21","IFN FINANCE SA","IFFIFR21","base.fr"
"bank_fr_maktfrp1","IG MARKETS","MAKTFRP1","base.fr"
"bank_fr_igfifrp1","IGEA FINANCE","IGFIFRP1","base.fr"
"bank_fr_imerfrpp","IMERYS SA","IMERFRPP","base.fr"
"bank_fr_imelfrp1","IMMOBILIER ELYBAIL","IMELFRP1","base.fr"
"bank_fr_imgefrp1","IMMOVALOR GESTION","IMGEFRP1","base.fr"
"bank_fr_imacfr21","IMPERIO ASSURANCES ET CAPITALISATION SA","IMACFR21","base.fr"
"bank_fr_ichcfr21","INCHCAPE FRANCE FINANCE","ICHCFR21","base.fr"
"bank_fr_inmpfrp1","INDEP'AM","INMPFRP1","base.fr"
"bank_fr_vpksfr21","INDIGO PARK","VPKSFR21","base.fr"
"bank_fr_icbkfrpp","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (EUROPE) S.A., PARIS BRANCH","ICBKFRPP","base.fr"
"bank_fr_istafr22","INFOVISTA HOLDING","ISTAFR22","base.fr"
"bank_fr_ingbfrpp","ING BANK FRANCE COMMERCIAL BANKING","INGBFRPP","base.fr"
"bank_fr_ingbfr21","ING BANK FRANCE-RETAIL BANKING (ING DIRECT)","INGBFR21","base.fr"
"bank_fr_igfefr21","ING FERRI SA","IGFEFR21","base.fr"
"bank_fr_igiafr21","ING INVESTMENT MANAGEMENT","IGIAFR21","base.fr"
"bank_fr_inlffrp1","ING LEASE FRANCE S.A.","INLFFRP1","base.fr"
"bank_fr_igrefrp1","ING REAL ESTATE FINANCE (FRANCE)","IGREFRP1","base.fr"
"bank_fr_igenfr22","INGENICO","IGENFR22","base.fr"
"bank_fr_iogefrp1","INNOVACOM GESTION","IOGEFRP1","base.fr"
"bank_fr_iopafrp1","INNOVEN PARTENAIRES","IOPAFRP1","base.fr"
"bank_fr_iocpfrp1","INOCAP","IOCPFRP1","base.fr"
"bank_fr_isntfrp1","INSTINET FRANCE S.A.","ISNTFRP1","base.fr"
"bank_fr_inddfrp1","INSTITUT D'EMISSION D'OUTRE-MER","INDDFRP1","base.fr"
"bank_fr_idecfrp1","INSTITUT DE DEVELOPPEMENT COOPERATIF","IDECFRP1","base.fr"
"bank_fr_idpcfrp1","INSTITUT DE DEVELOPPEMENT ET DE PARTICIPATION AU CAPITAL SA","IDPCFRP1","base.fr"
"bank_fr_inpyfr21","INSTITUT DE PREVOYANCE VALMY","INPYFR21","base.fr"
"bank_fr_iesufrp1","INSTITUT ETUDE SECURITE UNION EUROPEEN","IESUFRP1","base.fr"
"bank_fr_ipasfrp1","INSTITUT PASTEUR","IPASFRP1","base.fr"
"bank_fr_ifcifrp1","INSTITUT POUR FINANCEMENT CINEMA ET INDUSTRIES CULTURELLES SA","IFCIFRP1","base.fr"
"bank_fr_inpzfrp1","INSTITUTION DE PREVOYANCE AUSTERLITZ","INPZFRP1","base.fr"
"bank_fr_irclfrp1","INSTITUTION DE RETRAITE COMPLEMENTAIRE DE L'ENSEIGNEMENT ET DE LA CREATION","IRCLFRP1","base.fr"
"bank_fr_iirsfr21","INSTITUTION INTERPROFESSIONNELLE RETRAITE SALARIES","IIRSFR21","base.fr"
"bank_fr_irpsfrp1","INSTITUTION RETRAITE ET PREVOYANCE SALARIES","IRPSFRP1","base.fr"
"bank_fr_idamfrp1","INTEGRAL DEVELOPMENT ASSET MANAGEMENT","IDAMFRP1","base.fr"
"bank_fr_inoofr21","INTER COOP","INOOFR21","base.fr"
"bank_fr_inelfrpp","INTER EUROPE CONSEIL","INELFRPP","base.fr"
"bank_fr_inepfr21","INTER EXPANSION SOCIETE ANONYME","INEPFR21","base.fr"
"bank_fr_ifiofr21","INTER FINANCES DE L'OUEST","IFIOFR21","base.fr"
"bank_fr_itiefrp1","INTER INVEST","ITIEFRP1","base.fr"
"bank_fr_itmafr21","INTER MUTUELLE ASSISTANCE SA","ITMAFR21","base.fr"
"bank_fr_iparfrpp","INTER PARFUMS S.A","IPARFRPP","base.fr"
"bank_fr_inrffrp1","INTERFIMO SOCIETE ANONYME","INRFFRP1","base.fr"
"bank_fr_ittifrp1","INTERIALE","ITTIFRP1","base.fr"
"bank_fr_inrmfrp1","INTERMEDIA BANQUE","INRMFRP1","base.fr"
"bank_fr_icagfrp1","INTERNATIONAL CAPITAL GESTION SA","ICAGFRP1","base.fr"
"bank_fr_icssfr21","INTERNATIONAL CREDIT SERVICES SAS","ICSSFR21","base.fr"
"bank_fr_idsrfr21","INTERNATIONAL DEVELOPEMENT SERVICES","IDSRFR21","base.fr"
"bank_fr_infffrp1","INTERNATIONAL FINANCE FUTURES - IFF SNC","INFFFRP1","base.fr"
"bank_fr_ingnfrp1","INTERNATIONALE NEDERLANDEN BOURSE S.A.","INGNFRP1","base.fr"
"bank_fr_icpofr22","INTERPOL SERVICE FINANCIER","ICPOFR22","base.fr"
"bank_fr_inudfr21","INTERSELECTION ACTUARIAT ADVISER","INUDFR21","base.fr"
"bank_fr_bcitfrpp","INTESA SANPAOLO SPA","BCITFRPP","base.fr"
"bank_fr_inrafrp1","INVESCO FRANCE SA","INRAFRP1","base.fr"
"bank_fr_invzfrpp","INVESCO GESTION","INVZFRPP","base.fr"
"bank_fr_imiffrp1","INVESCO MIM FRANCE","IMIFFRP1","base.fr"
"bank_fr_ievsfrp1","INVEST AM","IEVSFRP1","base.fr"
"bank_fr_inuufrp1","INVEST SECURITIES SOCIETE ANONYME","INUUFRP1","base.fr"
"bank_fr_iniufrp1","INVESTIMUR","INIUFRP1","base.fr"
"bank_fr_ideifrp1","INVESTISSEURS DANS L'ENTREPRISE SA","IDEIFRP1","base.fr"
"bank_fr_ivelfr21","INVESTLIFE","IVELFR21","base.fr"
"bank_fr_irevfrp1","INVISTA REAL ESTATE INVESTMENT MANAGEMENT","IREVFRP1","base.fr"
"bank_fr_orunfrpp","IPAGOO LLP FRENCH BRANCH","ORUNFRPP","base.fr"
"bank_fr_ippsfr21","IPANEVA PAYMENT ASSOCIATION","IPPSFR21","base.fr"
"bank_fr_ipbmfrp1","IPBM SA","IPBMFRP1","base.fr"
"bank_fr_ippefrp1","IPECA-PREVOYANCE","IPPEFRP1","base.fr"
"bank_fr_ipicfrp1","IPICAS","IPICFRP1","base.fr"
"bank_fr_ipsnfrpp","IPSEN","IPSNFRPP","base.fr"
"bank_fr_ipsofrpp","IPSOS","IPSOFRPP","base.fr"
"bank_fr_irprfr21","IRCEM PREVOYANCE","IRPRFR21","base.fr"
"bank_fr_irfnfrp1","IRIS FINANCE","IRFNFRP1","base.fr"
"bank_fr_irfifrp1","IRIS FINANCE SARL","IRFIFRP1","base.fr"
"bank_fr_isgefrp1","ISAI GESTION","ISGEFRP1","base.fr"
"bank_fr_isacfrp1","ISATIS CAPITAL","ISACFRP1","base.fr"
"bank_fr_isbkfrpp","ISBANK AG","ISBKFRPP","base.fr"
"bank_fr_isanfrp1","ISIS ASSET MANAGEMENT","ISANFRP1","base.fr"
"bank_fr_iskafrp1","ISKANDER","ISKAFRP1","base.fr"
"bank_fr_assgfrp1","IT ASSET MANAGEMENT SA","ASSGFRP1","base.fr"
"bank_fr_ttcefrpp","IT-CE","TTCEFRPP","base.fr"
"bank_fr_ivcafrp1","IVO CAPITAL PARTNERS","IVCAFRP1","base.fr"
"bank_fr_ixmifrp1","IXIS MIDCAPS","IXMIFRP1","base.fr"
"bank_fr_ixipfrp1","IXIS PCM","IXIPFRP1","base.fr"
"bank_fr_ipcmfrp1","IXIS PRIVATE CAPITAL MANAGEMENT","IPCMFRP1","base.fr"
"bank_fr_degtfrp1","J. DE DEMANDOLX GESTION SA","DEGTFRP1","base.fr"
"bank_fr_mmivfrp1","J.P. MORGAN MANSART INVESTMENTS","MMIVFRP1","base.fr"
"bank_fr_jcppfrp1","JAMES CAPEL S.A.","JCPPFRP1","base.fr"
"bank_fr_drahfrp1","JB DRAX HONORE SAS","DRAHFRP1","base.fr"
"bank_fr_jcdxfr22","JC DECAUX SA","JCDXFR22","base.fr"
"bank_fr_jclffrp1","JCL FINANCE","JCLFFRP1","base.fr"
"bank_fr_jcgrfrpp","JEAN CASSEGRAIN","JCGRFRPP","base.fr"
"bank_fr_jodcfr21","JOHN DEERE CREDIT SAS","JODCFR21","base.fr"
"bank_fr_jolifr21","JOHN LOCKE INVESTMENTS","JOLIFR21","base.fr"
"bank_fr_kleifr21","JP KLEIN INVESTISSEMENT SA","KLEIFR21","base.fr"
"bank_fr_jamffrp1","JPMORGAN ASSET MANAGEMENT FRANCE","JAMFFRP1","base.fr"
"bank_fr_chasfrpb","JPMORGAN CHASE BANK, N.A.","CHASFRPB","base.fr"
"bank_fr_chasfrpp","JPMORGAN CHASE BANK, N.A.","CHASFRPP","base.fr"
"bank_fr_jyskfr21","JYSKE BANK A/S","JYSKFR21","base.fr"
"bank_fr_karofrp1","KARAKORAM","KAROFRP1","base.fr"
"bank_fr_kaupfrp1","KAUPTHING BANK HF","KAUPFRP1","base.fr"
"bank_fr_kbbffr21","KBC BAIL FRANCE SAS","KBBFFR21","base.fr"
"bank_fr_kbiafrp1","KBC BAIL IMMOBILIER FRANCE","KBIAFRP1","base.fr"
"bank_fr_kbsefrp1","KBC SECURITIES SUCCURSALE FRANCAISE","KBSEFRP1","base.fr"
"bank_fr_kbfgfrpp","KBL FRANCE GESTION","KBFGFRPP","base.fr"
"bank_fr_kblxfrpp","KBL RICHELIEU BANQUE PRIVEE","KBLXFRPP","base.fr"
"bank_fr_koexfrpp","KEB HANA BANK","KOEXFRPP","base.fr"
"bank_fr_kmbffr21","KEMPF BFSC","KMBFFR21","base.fr"
"bank_fr_jbbrfrpp","KEPLER CAPITAL MARKETS","JBBRFRPP","base.fr"
"bank_fr_kerffrp1","KEREN FINANCE SAS","KERFFRP1","base.fr"
"bank_fr_pprffrpp","KERING FINANCE","PPRFFRPP","base.fr"
"bank_fr_rersfrp1","KIPLINK FINANCE","RERSFRP1","base.fr"
"bank_fr_kirafrp1","KIRAO","KIRAFRP1","base.fr"
"bank_fr_klelfrp1","KLELINE GESTION SAS","KLELFRP1","base.fr"
"bank_fr_klpifrpp","KLEPIERRE MANAGEMENT","KLPIFRPP","base.fr"
"bank_fr_kleafrp1","KLESIA","KLEAFRP1","base.fr"
"bank_fr_momufrp1","KLESIA FINANCES","MOMUFRP1","base.fr"
"bank_fr_kmgefrp1","KMS GESTION S A","KMGEFRP1","base.fr"
"bank_fr_kofffrp1","KOMATSU FINANCIAL FRANCE SAS","KOFFFRP1","base.fr"
"bank_fr_baskfr21","KUTXABANK","BASKFR21","base.fr"
"bank_fr_kyrifrpp","KYRIBA SAS","KYRIFRPP","base.fr"
"bank_fr_cpmgfrp1","L CAPITAL MANAGEMENT","CPMGFRP1","base.fr"
"bank_fr_lauxfr21","L'AUXILIAIRE","LAUXFR21","base.fr"
"bank_fr_acfffrp1","L'AUXILIAIRE DU CREDIT FONCIER DE FRANCE","ACFFFRP1","base.fr"
"bank_fr_lionfrp1","L'LIONE FINANCE CONSEIL","LIONFRP1","base.fr"
"bank_fr_lbgafrpp","LA BANQUE POSTALE ASSET MANAGEMENT","LBGAFRPP","base.fr"
"bank_fr_crnpfrp1","LA BANQUE POSTALE CREDIT ENTREPRISES","CRNPFRP1","base.fr"
"bank_fr_bpfifrp1","LA BANQUE POSTALE FINANCEMENT","BPFIFRP1","base.fr"
"bank_fr_hlbpfrpp","LA BANQUE POSTALE HOME LOAN SFH","HLBPFRPP","base.fr"
"bank_fr_stenfrp1","LA BANQUE POSTALE STRUCTURED ASSET MANAGEMENT","STENFRP1","base.fr"
"bank_fr_cobpfrp1","LA BANQUE PRIVEE 1818","COBPFRP1","base.fr"
"bank_fr_ccbifrp1","LA COMPAGNIE DE BANQUES INTERNATIONALES DE PARIS SA","CCBIFRP1","base.fr"
"bank_fr_cmftfrp1","LA COMPAGNIE FINANCIERE ALCATEL-LUCENT","CMFTFRP1","base.fr"
"bank_fr_crogfrp1","LA CROIX ROUGE","CROGFRP1","base.fr"
"bank_fr_fecofrp1","LA FEDERATION CONTINENTALE S.A.","FECOFRP1","base.fr"
"bank_fr_fnlufrp1","LA FINANCIERE DE L'EUROPE","FNLUFRP1","base.fr"
"bank_fr_fmagfrp1","LA FINANCIERE MAGELLAN SAS","FMAGFRP1","base.fr"
"bank_fr_frcifr21","LA FINANCIERE REGIONALE DE CREDIT IMMOBILIER DE BRETAGNE SA","FRCIFR21","base.fr"
"bank_fr_fipofrp1","LA FINANCIERE RESPONSABLE","FIPOFRP1","base.fr"
"bank_fr_fiolfr21","LA FINANCIERE TIEPOLO","FIOLFR21","base.fr"
"bank_fr_frncfrp1","LA FRANCAISE AM","FRNCFRP1","base.fr"
"bank_fr_mutffrp1","LA FRANCAISE AM","MUTFFRP1","base.fr"
"bank_fr_frupfrp1","LA FRANCAISE BANK SUCCURSALE DE PARIS","FRUPFRP1","base.fr"
"bank_fr_fjeufrp1","LA FRANCAISE DES JEUX","FJEUFRP1","base.fr"
"bank_fr_frplfrp1","LA FRANCAISE DES PLACEMENTS","FRPLFRP1","base.fr"
"bank_fr_fpgpfr21","LA FRANCAISE DES PLACEMENTS GESTION PRIVEE","FPGPFR21","base.fr"
"bank_fr_friofrp1","LA FRANCAISE INVESTMENT SOLUTIONS","FRIOFRP1","base.fr"
"bank_fr_frrmfrp1","LA FRANCAISE REM","FRRMFRP1","base.fr"
"bank_fr_fmutfrp1","LA FRANCE MUTUALISTE","FMUTFRP1","base.fr"
"bank_fr_agrgfrp1","LA MEDICALE DE FRANCE","AGRGFRP1","base.fr"
"bank_fr_mcaifr21","LA MONDIALE CASH GROUPEMENT D INTERET ECONOMIQUE","MCAIFR21","base.fr"
"bank_fr_mogdfr21","LA MONDIALE GESTION D'ACTIFS SA","MOGDFR21","base.fr"
"bank_fr_grmofrp1","LA MONDIALE GROUPE","GRMOFRP1","base.fr"
"bank_fr_moprfrp1","LA MONDIALE PARTENAIRE SA","MOPRFRP1","base.fr"
"bank_fr_mparfr21","LA MONDIALE PARTICIPATIONS SA","MPARFR21","base.fr"
"bank_fr_mudofrp1","LA MUTUELLE DES DOUANES","MUDOFRP1","base.fr"
"bank_fr_mutsfrp1","LA MUTUELLE DU TRESOR","MUTSFRP1","base.fr"
"bank_fr_mugefrp1","LA MUTUELLE GENERALE","MUGEFRP1","base.fr"
"bank_fr_nofcfrp1","LA NOUVELLE FINANCE","NOFCFRP1","base.fr"
"bank_fr_pfoafrp1","LA PERENNITE CIE FAVOR OPERAT ASSUR CA","PFOAFRP1","base.fr"
"bank_fr_scorfr21","LA RUCHE SA","SCORFR21","base.fr"
"bank_fr_lagefrpp","LABCO GESTION GIE","LAGEFRPP","base.fr"
"bank_fr_lathfr22","LABORATOIRES THEA","LATHFR22","base.fr"
"bank_fr_lafafrpp","LAFARGE SA","LAFAFRPP","base.fr"
"bank_fr_lcmafrp1","LAFFITTE CAPITAL MANAGEMENT SAS","LCMAFRP1","base.fr"
"bank_fr_lgspfrpp","LAGARDERE UNLIMITED","LGSPFRPP","base.fr"
