"id","name","name@es","name@ca","code","account_type","reconcile","non_trade","description","description@es","description@ca","asset_model_ids"
"account_common_6061","Prompt payment discounts on raw materials purchased","Descuentos sobre compras por pronto pago de materias primas","Descomptes sobre compres per pagament immediat de primeres matèries","6061","expense_other","False","","","","",""
"account_common_6062","Prompt payment discounts on other supplies purchased","Descuentos sobre compras por pronto pago de otros aprovisionamientos","Descomptes sobre compres per pagament immediat d’altres aprovisionaments","6062","expense_other","False","","","","",""
"account_common_607","Subcontracted work","Trabajos realizados por otras empresas","Treballs realitzats per altres empreses","607","expense","False","","Costs for outsourced work or specific projects by external firms","Costos de trabajos subcontratados o proyectos específicos realizados por empresas externas","Costos per treballs externalitzats o projectes específics per part d'empreses externes",""
"account_common_6080","Returns of merchandise purchased","Devoluciones de compras de mercaderías","Devolucions de compres de mercaderies","6080","expense","False","","","","",""
"account_common_6081","Returns of raw materials purchased","Devoluciones de compras de materias primas","Devolucions de compres de primeres matèries","6081","expense","False","","","","",""
"account_common_6082","Returns of other supplies purchased","Devoluciones de compras de otros aprovisionamientos","Devolucions de compres d’altres aprovisionaments","6082","expense","False","","","","",""
"account_common_6090","""Rappels"" of merchandise purchased","""Rappels"" por compras de mercaderías","Ràpels per compres de mercaderies","6090","expense","False","","","","",""
"account_common_6091","""Rappels"" of raw materials purchased","""Rappels"" por compras de materias primas","Ràpels per compres de primeres matèries","6091","expense","False","","","","",""
"account_common_6092","""Rappels"" of other supplies purchased","""Rappels"" por compras de otros aprovisionamientos","Ràpels per compres d’altres aprovisionaments","6092","expense","False","","","","",""
"account_common_610","Changes in inventories of merchandise","Variación de existencias de mercaderías","Variació d’existències de mercaderies","610","expense_other","False","","","","",""
"account_common_611","Changes in inventories of raw materials","Variación de existencias de materias primas","Variació d’existències de primeres matèries","611","expense_other","False","","","","",""
"account_common_612","Changes in inventories of other supplies","Variación de existencias de otros aprovisionamientos","Variació d’existències d’altres aprovisionaments","612","expense_other","False","","","","",""
"account_common_620","Research and development expenses for the period","Gastos en investigación y desarrollo del ejercicio","Despeses en recerca i desenvolupament de l’exercici","620","expense","False","","Research and development expenses not capitalized as assets","Gastos de investigación y desarrollo no capitalizados como activos","Despeses de recerca i desenvolupament no capitalitzades com a actius",""
"account_common_621","Leases and royalties","Arrendamientos y cánones","Arrendaments i cànons","621","expense","False","","Costs for renting property, equipment, or use of intellectual property","Costos por alquiler de propiedad, equipo o uso de propiedad intelectual","Costos de lloguer de béns immobles, equipament o ús de la propietat intel·lectual",""
"account_common_622","Repairs and maintenance","Reparaciones y conservación","Reparacions i conservació","622","expense","False","","Costs to maintain fixed assets in working condition","Costos para mantener activos fijos en condiciones de funcionamiento","Costos per mantenir els actius fixos en condicions de funcionament",""
"account_common_623","Independent professional services","Servicios de profesionales independientes","Serveis de professionals independents","623","expense","False","","External professional services","Servicios profesionales externos","Serveis professionals externs",""
"account_common_6231","Accounting","Contabilidad","Comptabilitat","6231","expense","False","","Accounting and tax services","Servicios contables e fiscales","Serveis de comptabilitat i impostos",""
"account_common_6232","Legal Expenses","Gastos legales","Despeses legals","6232","expense","False","","Legal services (lawyers, representation, ...)","Servicios jurídicos (abogados, representación, ...)","Serveis jurídics (advocats, representació, ...)",""
"account_common_6233","Import fees","Tarifas de importación","Taxes d'importació","6233","expense","False","","Importing services (transport, customs, ...)","Servicios de importación (transporte, aduanas, ...)","Serveis d'importació (transport, duanes, ...)",""
"account_common_624","Transports","Transportes","Transports","624","expense","False","","General costs related to the transport of goods or people for business","Costos generales relacionados con el transporte de mercancías o personas para fines empresariales","Costos generals relacionats amb el transport de mercaderies o persones per a empreses",""
"account_common_6241","Flights","Vuelos","Vols","6241","expense","False","","Flight travels of people","Viajes en avión de personas","Viatges en avió de persones",""
"account_common_6242","Public transportation","Transporte público","Transport públic","6242","expense","False","","Regular public transportation of people","Transporte público regular de personas","Transport públic regular de persones",""
"account_common_625","Insurance premiums","Primas de seguros","Primes d’assegurances","625","expense","False","","Payments for various types of business insurance","Pagos de diversos tipos de seguros comerciales","Pagaments per a diversos tipus d'assegurances empresarials",""
"account_common_6251","Fire insurance","Seguro contra incendios","Assegurança contra incendis","6251","expense","False","","Fire insurance","Seguro contra incendios","Assegurança contra incendis",""
"account_common_6252","Professional insurance","Seguros profesionales","Assegurances professionals","6252","expense","False","","Professional insurance payments","Pagos de seguros profesionales","Pagaments d'assegurances professionals",""
"account_common_6253","Legal Protection insurance","Seguro de Protección Legal","Assegurança de protecció jurídica","6253","expense","False","","Legal Protection insurance payments","Pagos del seguro de Protección Legal","Pagaments d'assegurança de protecció jurídica",""
"account_common_6254","Professional liability insurance","Seguro de responsabilidad civil profesional","Assegurança de responsabilitat civil professional","6254","expense","False","","Professional liability insurance payments","Pagos del seguro de responsabilidad profesional","Pagaments d'assegurança de responsabilitat civil professional",""
"account_common_626","Banking and similar services","Servicios bancarios y similares","Serveis bancaris i similars","626","expense","False","","Fees and commissions charged by banks and financial institutions","Tarifas y comisiones cobradas por bancos e instituciones financieras","Tarifes i comissions cobrades per bancs i entitats financeres",""
"account_common_627","Advertising, publicity and public relations","Publicidad, propaganda y relaciones públicas","Publicitat, propaganda i relacions públiques","627","expense","False","","Expenses for marketing, advertising, and public relations activities","Gastos de actividades de marketing, publicidad y relaciones públicas","Despeses per a activitats de màrqueting, publicitat i relacions públiques",""
"account_common_6271","Business gifts","Regalos de empresa","Regals d'empresa","6271","expense","False","","Business gifts offered to partners","Regalos empresariales ofrecidos a los socios","Regals empresarials oferts als socis",""
"account_common_628","Utilities","Suministros","Subministraments","628","expense","False","","Costs for essential services","Costos de los servicios esenciales","Costos dels serveis essencials",""
"account_common_6281","Water, Electricity, Gas","Agua, electricidad, gas","Aigua, Electricitat, Gas","6281","expense","False","","Water, Electricity and Gas expenses incurred in the context of your company","Gastos de Agua, Electricidad y Gas incurridos en el contexto de su empresa","Despeses d'aigua, electricitat i gas en què s'hagi incorregut en el context de la vostra empresa",""
"account_common_6282","Fuel","Combustible","Combustible","6282","expense","False","","Fuel expenses for cars","Gastos de combustible para automóviles","Despeses de combustible per a cotxes",""
"account_common_6283","Phone & internet","Teléfono e internet","Telèfon i internet","6283","expense","False","","Phone & Internet bills from your providers","Facturas de teléfono e Internet de sus proveedores","Factures de telèfon i Internet dels vostres proveïdors",""
"account_common_629","Other services","Otros servicios","Altres serveis","629","expense","False","","General category for various external services not specifically listed","Categoría general para diversos servicios externos no enumerados específicamente","Categoria general per a diversos serveis externs no enumerats específicament",""
"account_common_6291","Software expenses","Gastos de software","Despeses de programari","6291","expense","False","","General expenses for softwares used in your company","Gastos generales de software utilizados en su empresa","Despeses generals del programari utilitzat a la vostra empresa",""
"account_common_6292","Administration fees","Gastos de administración","Tarifes d'administració","6292","expense","False","","Various expenses incurred for the administration of your company","Diversos gastos incurridos para la administración de su empresa","Diverses despeses derivades de l'administració de la vostra empresa",""
"account_common_6293","Office maintenance costs","Costos de mantenimiento de oficina","Costos de manteniment d'oficines","6293","expense","False","","Various expenses incurred for the maintenance of offices and buildings used by your company","Diversos gastos incurridos para el mantenimiento de las oficinas y edificios utilizados por su empresa","Diverses despeses derivades del manteniment d'oficines i edificis utilitzats per la vostra empresa",""
"account_common_6294","Membership fees","Cuotas de membresía","Quotes de soci","6294","expense","False","","Membership feeds to groups, clubs and associations","La membresía alimenta a grupos, clubes y asociaciones","Canals de membres per a grups, clubs i associacions",""
"account_common_6295","Food & Restaurant","Comida y restaurante","Menjar i restaurant","6295","expense","False","","General expenses for food, reception, canteen, bar & restaurant","Gastos generales de alimentación, recepción, comedor, bar y restaurante.","Despeses generals de menjar, recepció, cantina, bar i restaurant",""
"account_common_6296","Training and documentation","Formación y documentación","Formació i documentació","6296","expense","False","","Training expenses including books, subscriptions and occasional expenses","Gastos de formación incluyendo libros, suscripciones y gastos ocasionales.","Despeses de formació, incloent-hi llibres, subscripcions i despeses ocasionals",""
"account_common_6300","Current tax","Impuesto corriente","Impost corrent","6300","expense","False","","Expense for corporate income tax","Gasto por impuesto sobre la renta de sociedades","Despesa per impost sobre la renda de societats",""
"account_common_6301","Deferred tax","Impuesto diferido","Impost diferit","6301","expense","False","","Delayed corporate income tax","Impuesto sobre la renta corporativa retrasado","Impost sobre la renda de societats endarrerit",""
"account_common_631","Other taxes","Otros tributos","Altres tributs","631","expense","False","","Other taxes and fees not related to income or VAT","Otros impuestos y tasas no relacionados con la renta o el IVA","Altres impostos i taxes no relacionats amb la renda o l'IVA",""
"account_common_633","Negative adjustments to income tax","Ajustes negativos en la imposición sobre beneficios","Ajustos negatius en la imposició sobre beneficis","633","expense_other","False","","Adjustments that increase tax expense","Ajustes que incrementan el gasto fiscal","Ajustos que augmenten la despesa fiscal",""
"account_common_6341","Negative adjustments to VAT on current assets","Ajustes negativos en IVA de activo corriente","Ajustos negatius en IVA d’actiu corrent","6341","expense_other","False","","","","",""
"account_common_6342","Negative adjustments to VAT on investments","Ajustes negativos en IVA de inversiones","Ajustos negatius en IVA d’inversions","6342","expense_other","False","","","","",""
"account_common_636","Tax refunds","Devolución de impuestos","Devolució d’impostos","636","expense_other","False","","Reductions in tax expense from tax refunds received","Reducciones en el gasto fiscal por devoluciones de impuestos recibidas","Reduccions en la despesa fiscal derivades de les devolucions d'impostos rebudes",""
"account_common_638","Positive adjustment to income tax","Ajustes positivos en la imposición sobre beneficios","Ajustos positius en la imposició sobre beneficis","638","expense_other","False","","Losses arising from consolidation adjustments","Pérdidas derivadas de ajustes de consolidación","Pèrdues derivades d'ajustos de consolidació",""
"account_common_6391","Positive adjustments to VAT on current assets","Ajustes positivos en IVA de activo corriente","Ajustos positius en IVA d’actiu corrent","6391","expense_other","False","","","","",""
"account_common_6392","Positive adjustments to VAT on investments","Ajustes positivos en IVA de inversiones","Ajustos positius en IVA d’inversions","6392","expense_other","False","","","","",""
"account_common_640","Salaries and wages","Sueldos y salarios","Sous i salaris","640","expense","False","","Gross pay for employees","Salario bruto para los empleados","Salari brut dels empleats",""
"account_common_641","Termination benefits","Indemnizaciones","Indemnitzacions","641","expense","False","","Payments to employees due to dismissal or contract termination","Pagos a empleados por despido o terminación de contrato","Pagaments a empleats per acomiadament o finalització de contracte",""
"account_common_642","Social security payable by the company","Seguridad Social a cargo de la empresa","Seguretat Social a càrrec de l’empresa","642","expense","False","","Employer's share of social security contributions for employees","Participación del empleador en las contribuciones a la seguridad social de los empleados","Quota de l'empresari en les cotitzacions a la seguretat social dels empleats",""
"account_common_649","Employee benefits expense","Otros gastos sociales","Altres despeses socials","649","expense","False","","Miscellaneous staff-related expenses not specified","Gastos varios relacionados con el personal no especificados","Despeses diverses relacionades amb el personal no especificades",""
"account_common_660","Finance expense arising from provision adjustments","Gastos financieros por actualización de provisiones","Despeses financeres per actualització de provisions","660","expense_other","False","","","","",""
"account_common_6610","Interest on non-current bonds and obligations, group companies","Intereses de obligaciones y bonos, empresas del grupo","Interessos d’obligacions i bons a llarg termini, empreses del grup","6610","expense_other","False","","","","",""
"account_common_6611","Interest on non-current bonds and obligations, associates","Intereses de obligaciones y bonos, empresas asociadas","Interessos d’obligacions i bons a llarg termini, empreses associades","6611","expense_other","False","","","","",""
"account_common_6612","Interest on non-current bonds and obligations, other related parties","Intereses de obligaciones y bonos, otras partes vinculadas","Interessos d’obligacions i bons a llarg termini, altres parts vinculades","6612","expense_other","False","","","","",""
"account_common_6613","Interest on non-current bonds and obligations, other companies","Intereses de obligaciones y bonos, otras empresas","Interessos d’obligacions i bons a llarg termini, altres empreses","6613","expense_other","False","","","","",""
"account_common_6615","Interest on current bonds and obligations, group companies","Intereses de obligaciones y bonos a corto plazo, empresas del grupo","Interessos d’obligacions i bons a curt termini, empreses del grup","6615","expense_other","False","","","","",""
"account_common_6616","Interest on current bonds and obligations, associates","Intereses de obligaciones y bonos a corto plazo, empresas asociadas","Interessos d’obligacions i bons a curt termini, empreses associades","6616","expense_other","False","","","","",""
"account_common_6617","Interest on current bonds and obligations, other related parties","Intereses de obligaciones y bonos a corto plazo, otras partes vinculadas","Interessos d’obligacions i bons a curt termini, altres parts vinculades","6617","expense_other","False","","","","",""
"account_common_6618","Interest on current bonds and obligations, other companies","Intereses de obligaciones y bonos a corto plazo, otras empresas","Interessos d’obligacions i bons a curt termini, altres empreses","6618","expense_other","False","","","","",""
"account_common_6620","Interest on payables, group companies","Intereses de deudas, empresas del grupo","Interessos de deutes, empreses del grup","6620","expense_other","False","","","","",""
"account_common_6621","Interest on payables, associates","Intereses de deudas, empresas asociadas","Interessos de deutes, empreses associades","6621","expense_other","False","","","","",""
"account_common_6622","Interest on payables, other related parties","Intereses de deudas, otras partes vinculadas","Interessos de deutes, altres parts vinculades","6622","expense_other","False","","","","",""
"account_common_6623","Interest on debt with financial institutions","Intereses de deudas con entidades de crédito","Interessos de deutes amb entitats de crèdit","6623","expense_other","False","","","","",""
"account_common_6624","Interest on payables, other companies","Intereses de deudas, otras empresas","Interessos de deutes, altres empreses","6624","expense_other","False","","","","",""
"account_common_6640","Dividends on liability-classified instruments, group companies","Dividendos de pasivos, empresas del grupo","Dividends de passius, empreses del grup","6640","expense_other","False","","","","",""
"account_common_6641","Dividends on liability-classified instruments, associates","Dividendos de pasivos, empresas asociadas","Dividends de passius, empreses associades","6641","expense_other","False","","","","",""
"account_common_6642","Dividends on liability-classified instruments, other related parties","Dividendos de pasivos, otras partes vinculadas","Dividends de passius, altres parts vinculades","6642","expense_other","False","","","","",""
"account_common_6643","Dividends on liability-classified instruments, other companies","Dividendos de pasivos, otras empresas","Dividends de passius, altres empreses","6643","expense_other","False","","","","",""
"account_common_6650","Interest on bills discounted by group financial institutions","Intereses por descuento de efectos en entidades de crédito del grupo","Interessos per descompte d’efectes en entitats de crèdit del grup","6650","expense_other","False","","","","",""
"account_common_6651","Interest on bills discounted by associate financial institutions","Intereses por descuento de efectos en entidades de crédito asociadas","Interessos per descompte d’efectes en entitats de crèdit associades","6651","expense_other","False","","","","",""
"account_common_6652","Interest on bills discounted by other related financial institutions","Intereses por descuento de efectos en entidades de crédito vinculadas","Interessos per descompte d’efectes en altres entitats de crèdit vinculades","6652","expense_other","False","","","","",""
"account_common_6653","Interest on bills discounted by other financial institutions","Intereses por descuento de efectos en otras entidades de crédito","Interessos per descompte d’efectes en altres entitats de crèdit","6653","expense_other","False","","","","",""
"account_common_6654","Interest on factoring transactions with group financial institutions","Intereses por operaciones de ""factoring"" con entidades de crédito del grupo","Interessos per operacions de facturatge amb entitats de crèdit del grup","6654","expense_other","False","","","","",""
"account_common_6655","Interest on factoring transactions with associate financial institutions","Intereses por operaciones de ""factoring"" con entidades de crédito asociadas","Interessos per operacions de facturatge amb entitats de crèdit associades","6655","expense_other","False","","","","",""
"account_common_6656","Interest on factoring transactions with other related financial institutions","Intereses por operaciones de ""factoring"" con entidades de crédito vinculadas","Interessos per operacions de facturatge amb altres entitats de crèdit vinculades","6656","expense_other","False","","","","",""
"account_common_6657","Interest on factoring transactions with other financial institutions","Intereses por operaciones de ""factoring"" con otras entidades de crédito","Interessos per operacions de facturatge amb altres entitats de crèdit","6657","expense_other","False","","","","",""
"account_common_6660","Losses on non-current debt securities, group companies","Pérdidas en valores representativos de deuda, empresas del grupo","Pèrdues en valors representatius de deute a llarg termini, empreses del grup","6660","expense_other","False","","","","",""
"account_common_6661","Losses on non-current debt securities, associates","Pérdidas en valores representativos de deuda, empresas asociadas","Pèrdues en valors representatius de deute a llarg termini, empreses associades","6661","expense_other","False","","","","",""
"account_common_6662","Losses on non-current debt securities, other related parties","Pérdidas en valores representativos de deuda, otras partes vinculadas","Pèrdues en valors representatius de deute a llarg termini, altres parts vinculades","6662","expense_other","False","","","","",""
"account_common_6663","Losses on non-current investments and debt securities, other companies","Pérdidas en valores representativos de deuda, otras empresas","Pèrdues en participacions i valors representatius de deute a llarg termini, altres empreses","6663","expense_other","False","","","","",""
"account_common_6665","Losses on current investments and debt securities, group companies","Pérdidas en valores representativos de deuda a corto plazo, empresas del grupo","Pèrdues en participacions i valors representatius de deute a curt termini, empreses del grup","6665","expense_other","False","","","","",""
"account_common_6666","Losses on current investments and debt securities, associates","Pérdidas en valores representativos de deuda a corto plazo, empresas asociadas","Pèrdues en participacions i valors representatius de deute a curt termini, empreses associades","6666","expense_other","False","","","","",""
"account_common_6667","Losses on current debt securities, other related parties","Pérdidas en valores representativos de deuda a corto plazo, otras partes vinculadas","Pèrdues en valors representatius de deute a curt termini, altres parts vinculades","6667","expense_other","False","","","","",""
"account_common_6668","Losses on current debt securities, other companies","Pérdidas en valores representativos de deuda a corto plazo, otras empresas","Pèrdues en valors representatius de deute a curt termini, altres empreses","6668","expense_other","False","","","","",""
"account_common_6670","Losses on non-current non-trade receivables, group companies","Pérdidas de créditos, empresas del grupo","Pèrdues de crèdits a llarg termini, empreses del grup","6670","expense_other","False","","","","",""
"account_common_6671","Losses on non-current non-trade receivables, associates","Pérdidas de créditos, empresas asociadas","Pèrdues de crèdits a llarg termini, empreses associades","6671","expense_other","False","","","","",""
"account_common_6672","Losses on non-current non-trade receivables, other related parties","Pérdidas de créditos, otras partes vinculadas","Pèrdues de crèdits a llarg termini, altres parts vinculades","6672","expense_other","False","","","","",""
"account_common_6673","Losses on non-current non-trade receivables, other companies","Pérdidas de créditos, otras empresas","Pèrdues de crèdits a llarg termini, altres empreses","6673","expense_other","False","","","","",""
"account_common_6675","Losses on current non-trade receivables, group companies","Pérdidas de créditos a corto plazo, empresas del grupo","Pèrdues de crèdits a curt termini, empreses del grup","6675","expense_other","False","","","","",""
"account_common_6676","Losses on current non-trade receivables, associates","Pérdidas de créditos a corto plazo, empresas asociadas","Pèrdues de crèdits a curt termini, empreses associades","6676","expense_other","False","","","","",""
"account_common_6677","Losses on current non-trade receivables, other related parties","Pérdidas de créditos a corto plazo, otras partes vinculadas","Pèrdues de crèdits a curt termini, altres parts vinculades","6677","expense_other","False","","","","",""
"account_common_6678","Losses on current non-trade receivables, other companies","Pérdidas de créditos a corto plazo, otras empresas","Pèrdues de crèdits a curt termini, altres empreses","6678","expense_other","False","","","","",""
"account_common_668","Exchange losses","Diferencias negativas de cambio","Diferències negatives de canvi","668","expense_other","False","","Financial costs related to other types of debts","Costos financieros relacionados con otros tipos de deudas","Costos financers relacionats amb altres tipus de deutes",""
"account_common_669","Other finance expenses","Otros gastos financieros","Altres despeses financeres","669","expense_other","False","","Miscellaneous financial costs (e.g., bank commissions not specific to other financial operations)","Costes financieros diversos (por ejemplo, comisiones bancarias no específicas de otras operaciones financieras)","Costos financers diversos (per exemple, comissions bancàries no específiques d'altres operacions financeres)",""
"account_common_670","Losses on intangible assets","Pérdidas procedentes del inmovilizado intangible","Pèrdues procedents de l’immobilitzat intangible","670","expense_other","False","","","","",""
"account_common_672","Losses on investment property","Pérdidas procedentes de las inversiones inmobiliarias","Pèrdues procedents de les inversions immobiliàries","672","expense_other","False","","","","",""
"account_common_6733","Losses on non-current investments, group companies","Pérdidas procedentes de participaciones en, empresas del grupo","Pèrdues procedents de participacions a llarg termini, empreses del grup","6733","expense_other","False","","","","",""
"account_common_6734","Losses on non-current investments, associates","Pérdidas procedentes de participaciones, empresas asociadas","Pèrdues procedents de participacions a llarg termini, empreses associades","6734","expense_other","False","","","","",""
"account_common_6735","Losses on non-current investments, other related parties","Pérdidas procedentes de participaciones, otras partes vinculadas","Pèrdues procedents de participacions a llarg termini, altres parts vinculades","6735","expense_other","False","","","","",""
"account_common_675","Losses on transactions with own bonds","Pérdidas por operaciones con obligaciones propias","Pèrdues per operacions amb obligacions pròpies","675","expense_other","False","","","","",""
"account_common_678","Exceptional expenses","Gastos excepcionales","Despeses excepcionals","678","expense_other","False","","","","",""
"account_common_680","Amortisation of intangible assets","Amortización del inmovilizado intangible","Amortització de l’immobilitzat intangible","680","expense_depreciation","False","","","","",""
"account_common_681","Depreciation of property, plant and equipment","Amortización del inmovilizado material","Amortització de l’immobilitzat material","681","expense_depreciation","False","","","","",""
"account_common_682","Depreciation of investment property","Amortización de las inversiones inmobiliarias","Amortització de les inversions immobiliàries","682","expense_depreciation","False","","","","",""
"account_common_690","Impairment losses on intangible assets","Pérdidas por deterioro del inmovilizado intangible","Pèrdues per deteriorament de l’immobilitzat intangible","690","expense_other","False","","","","",""
"account_common_692","Impairment losses on investment property","Pérdidas por deterioro de las inversiones inmobiliarias","Pèrdues per deteriorament de les inversions immobiliàries","692","expense_other","False","","","","",""
"account_common_6930","Impairment losses on finished goods and work in progress","Pérdidas por deterioro de productos terminados y en curso de fabricación","Pèrdues per deteriorament de productes acabats i en curs de fabricació","6930","expense_other","False","","","","",""
"account_common_6931","Impairment losses on merchandise","Pérdidas por deterioro de mercaderías","Pèrdues per deteriorament de mercaderies","6931","expense_other","False","","","","",""
"account_common_6932","Impairment losses on raw materials","Pérdidas por deterioro de materias primas","Pèrdues per deteriorament de primeres matèries","6932","expense_other","False","","","","",""
"account_common_6933","Impairment losses on other supplies","Pérdidas por deterioro de otros aprovisionamientos","Pèrdues per deteriorament d’altres aprovisionaments","6933","expense_other","False","","","","",""
"account_common_6954","Provisions for onerous contracts","Dotación a la provisión por contratos onerosos","Dotació a la provisió per contractes onerosos","6954","expense_other","False","","","","",""
"account_common_6959","Provisions for other trade operations","Dotación a la provisión para otras operaciones comerciales","Dotació a la provisió per a altres operacions comercials","6959","expense_other","False","","","","",""
"account_common_6960","Impairment losses on non-current investments, group companies","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto, empresas del grupo","Pèrdues per deteriorament de participacions en instruments de patrimoni net a llarg termini, empreses del grup","6960","expense_other","False","","","","",""
"account_common_6961","Impairment losses on non-current investments, associates","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto, empresas asociadas","Pèrdues per deteriorament de participacions en instruments de patrimoni net a llarg termini, empreses associades","6961","expense_other","False","","","","",""
"account_common_6962","Impairment losses on non-current investments, other related parties","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto, otras partes vinculadas","Pèrdues per deteriorament de participacions en instruments de patrimoni net a llarg termini, altres parts vinculades","6962","expense_other","False","","","","",""
"account_common_6963","Impairment losses on non-current investments, other companies","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto, otras empresas","Pèrdues per deteriorament de participacions en instruments de patrimoni net a llarg termini, altres empreses","6963","expense_other","False","","","","",""
"account_common_6965","Impairment losses on non-current debt securities, group companies","Pérdidas por deterioro en valores representativos de deuda, empresas del grupo","Pèrdues per deteriorament en valors representatius de deute a llarg termini, empreses del grup","6965","expense_other","False","","","","",""
"account_common_6966","Impairment losses on non-current debt securities, associates","Pérdidas por deterioro en valores representativos de deuda, empresas asociadas","Pèrdues per deteriorament en valors representatius de deute a llarg termini, empreses associades","6966","expense_other","False","","","","",""
"account_common_6967","Impairment losses on non-current debt securities, other related parties","Pérdidas por deterioro en valores representativos de deuda, otras partes vinculadas","Pèrdues per deteriorament en valors representatius de deute a llarg termini, altres parts vinculades","6967","expense_other","False","","","","",""
"account_common_6968","Impairment losses on non-current debt securities, other companies","Pérdidas por deterioro en valores representativos de deuda, otras empresas","Pèrdues per deteriorament en valors representatius de deute a llarg termini, d’altres empreses","6968","expense_other","False","","","","",""
"account_common_6970","Impairment losses on non-current loans, group companies","Pérdidas por deterioro de créditos, empresas del grupo","Pèrdues per deteriorament de crèdits a llarg termini, empreses del grup","6970","expense_other","False","","","","",""
"account_common_6971","Impairment losses on non-current loans, associates","Pérdidas por deterioro de créditos, empresas asociadas","Pèrdues per deteriorament de crèdits a llarg termini, empreses associades","6971","expense_other","False","","","","",""
"account_common_6972","Impairment losses on non-current loans, other related parties","Pérdidas por deterioro de créditos, otras partes vinculadas","Pèrdues per deteriorament de crèdits a llarg termini, altres parts vinculades","6972","expense_other","False","","","","",""
"account_common_6973","Impairment losses on non-current loans, other companies","Pérdidas por deterioro de créditos, otras empresas","Pèrdues per deteriorament de crèdits a llarg termini, altres empreses","6973","expense_other","False","","","","",""
"account_common_6980","Impairment losses on current investments, group companies","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo","Pèrdues per deteriorament de participacions en instruments de patrimoni net a curt termini, empreses del grup","6980","expense_other","False","","","","",""
"account_common_6981","Impairment losses on current investments, associates","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas","Pèrdues per deteriorament de participacions en instruments de patrimoni net a curt termini, empreses associades","6981","expense_other","False","","","","",""
"account_common_6985","Impairment losses on current debt securities, group companies","Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas del grupo","Pèrdues per deteriorament en valors representatius de deute a curt termini, empreses del grup","6985","expense_other","False","","","","",""
"account_common_6986","Impairment losses on current debt securities, associates","Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas asociadas","Pèrdues per deteriorament en valors representatius de deute a curt termini, empreses associades","6986","expense_other","False","","","","",""
"account_common_6987","Impairment losses on current debt securities, other related parties","Pérdidas por deterioro en valores representativos de deuda a corto plazo, otras partes vinculadas","Pèrdues per deteriorament en valors representatius de deute a curt termini, altres parts vinculades","6987","expense_other","False","","","","",""
"account_common_6988","Impairment losses on current debt securities, other companies","Pérdidas por deterioro en valores representativos de deuda a corto plazo, otras empresas","Pèrdues per deteriorament en valors representatius de deute a curt termini, d’altres empreses","6988","expense_other","False","","","","",""
"account_common_6990","Impairment losses on current loans, group companies","Pérdidas por deterioro de créditos a corto plazo, empresas del grupo","Pèrdues per deteriorament de crèdits a curt termini, empreses del grup","6990","expense_other","False","","","","",""
"account_common_6991","Impairment losses on current loans, associates","Pérdidas por deterioro de créditos a corto plazo, empresas asociadas","Pèrdues per deteriorament de crèdits a curt termini, empreses associades","6991","expense_other","False","","","","",""
"account_common_6992","Impairment losses on current loans, other related parties","Pérdidas por deterioro de créditos a corto plazo, otras partes vinculadas","Pèrdues per deteriorament de crèdits a curt termini, altres parts vinculades","6992","expense_other","False","","","","",""
"account_common_6993","Impairment losses on current loans, other companies","Pérdidas por deterioro de créditos a corto plazo, otras empresas","Pèrdues per deteriorament de crèdits a curt termini, altres empreses","6993","expense_other","False","","","","",""
"account_common_7000","Merchandise sold","Ventas de mercaderías","Vendes de mercaderies","7000","income","False","","","","",""
"account_common_7010","Finished goods sold","Ventas de productos terminados","Vendes de productes acabats","7010","income","False","","","","",""
"account_common_7020","Semi-finished goods sold","Ventas de productos semiterminados","Vendes de productes semiacabats","7020","income","False","","","","",""
"account_common_7030","By-products and wastes sold","Ventas de subproductos y residues","Vendes de subproductes i residus","7030","income","False","","","","",""
"account_common_7040","Containers and packaging sold","Ventas de envases y embalajes","Vendes d’envasos i embalatges","7040","income","False","","","","",""
"account_common_7050","Services rendered","Prestaciones de servicios","Prestació de serveis","7050","income","False","","","","",""
"account_common_7060","Prompt payment discounts on merchandise sold","Descuentos sobre ventas por pronto pago de mercaderías","Descomptes sobre vendes per pagament immediat de mercaderies","7060","income","False","","","","",""
"account_common_7061","Prompt payment discounts on finished goods sold","Descuentos sobre ventas por pronto pago de productos terminados","Descomptes sobre vendes per pagament immediat de productes acabats","7061","income","False","","","","",""
"account_common_7062","Prompt payment discounts on semi-finished goods sold","Descuentos sobre ventas por pronto pago de productos semiterminados","Descomptes sobre vendes per pagament immediat de productes semiacabats","7062","income","False","","","","",""
"account_common_7063","Prompt payment discounts on by-products and waste sold","Descuentos sobre ventas por pronto pago de subproductos y residuos","Descomptes sobre vendes per pagament immediat de subproductes i residus","7063","income","False","","","","",""
"account_common_7080","Returns of merchandise sold","Devoluciones de ventas de mercaderías","Devolucions de vendes de mercaderies","7080","income","False","","","","",""
"account_common_7081","Returns of finished goods sold","Devoluciones de ventas de productos terminados","Devolucions de vendes de productes acabats","7081","income","False","","","","",""
