"id","code","name","account_type","account_class"
"9160","9160","Einlage atypischer stiller Gesellschafter (Eigenkapital)","2","9"
"9161","9161","Sacheinlage atypischer stiller Gesellschafter (Eigenkapital)","2","9"
"9162","9162","Gewinn atypischer stiller Gesellschafter (Eigenkapital)","2","9"
"9163","9163","Entnahmen atypischer stiller Gesellschafter (Eigenkapital)","2","9"
"9190","9190","Nicht eingeforderte ausstehende Einlagen","2","9"
"9191","9191","Nicht eingeforderte Einlagen (Kommanditist)","2","9"
"9192","9192","Nicht eingefordertes ausstehendes Grundkapital","2","9"
"9200","9200","Gebundene Rücklagen","2","9"
"9210","9210","Rücklage für eigene Anteile","2","9"
"9220","9220","Rücklage für Anteile an herrschenden Unternehmen (Kapitalrücklage)","2","9"
"9240","9240","Nicht gebundene Rücklagen","2","9"
"9300","9300","Gesetzliche Rücklagen","2","9"
"9310","9310","Rücklage für eigene Anteile","2","9"
"9320","9320","Rücklage für Anteile an herrschenden Unternehmen (Gewinnrücklage)","2","9"
"9330","9330","Satzungsmäßige Rücklagen","2","9"
"9340","9340","Andere Rücklagen (freie Rücklagen)","2","9"
"9345","9345","Freie Rücklage aus Auflösung IFB","2","9"
"9350","9350","Jahresgewinn/-verlust","2","9"
"9351","9351","Gewinn-/Verlustverrechnung N.N. (OHG)","2","9"
"9360","9360","Gewinn-/Verlustverrechnung (Komplementär)","2","9"
"9361","9361","Gewinnanteil N.N. (Kommanditist)","2","9"
"9370","9370","Jahresgewinn","2","9"
"9371","9371","Jahresverlust","2","9"
"9380","9380","Gewinnvortrag aus Vorjahren","2","9"
"9381","9381","Verlustvortrag aus Vorjahren","2","9"
"9385","9385","Gewinnausschüttung","2","9"
"9389","9389","Geplante Gewinnausschüttung","2","9"
"9390","9390","Bilanzgewinn (-verlust)","2","9"
"9392","9392","Verwendung IFB","2","9"
"9393","9393","Verwendung IFB N.N. (OHG)","2","9"
"9396","9396","Verwendung IFB (Komplementär)","2","9"
"9397","9397","Verwendung IFB N.N. (Kommanditist)","2","9"
"9400","9400","Übertragung stiller Reserven § 12 EStG","2","9"
"9410","9410","Vorzeitige Abschreibung § 8 EStG","2","9"
"9420","9420","Abschreibung § 8 Abs. 2 EStG","2","9"
"9430","9430","Sofortabschreibung GWG § 13 EStG","2","9"
"9450","9450","Sonstige unversteuerte Rücklagen","2","9"
"9501","9501","Investitionsfreibeträge Vorjahre","2","9"
"9502","9502","Investitionsbegünstigungen","2","9"
"9550","9550","Investitionszuschüsse","2","9"
"9570","9570","Unterschiedsbetrag Kapitalkonsolidierung","2","9"
"9580","9580","Genussrechtskapital (Eigenkapital)","2","9"
"9581","9581","Nachrangiges Genussrechtskapital","2","9"
"9600","9600","Privat","2","9"
"9601","9601","Gesellschafterverrechnung N.N.(OHG)","2","9"
"9610","9610","Privatentnahmen","2","9"
"9611","9611","Warenentnahmen","2","9"
"9612","9612","Privatanteile","2","9"
"9613","9613","Sonderausgaben, außergewöhnliche Belastungen","2","9"
"9614","9614","Private Steuern","2","9"
"9618","9618","Privateinlagen","2","9"
"9620","9620","Genehmigte Entnahmen (Kommanditist)","2","9"
"9630","9630","Anteile anderer Gesellschafter","2","9"
"9640","9640","Sacheinlagen (Einzelunternehmen)","2","9"
"9641","9641","Sacheinlagen (N.N. Ges. OHG/OEG)","2","9"
"9644","9644","Sacheinlagen (Komplementär)","2","9"
"9700","9700","Einlagen stiller Gesellschafter","2","9"
"9710","9710","Ausstehende Einlagen stiller Gesellschafter","2","9"
"9720","9720","Verlustverrechnung stiller Gesellschafter","2","9"
"9730","9730","Entnahme atypischer stiller Gesellschafter","2","9"
"9800","9800","Eröffnungsbilanzkonto","2","9"
"9810","9810","Saldenübernahme","2","9"
"9850","9850","Schlussbilanz","2","9"
"9880","9880","Automatische Finanzplankorrektur Forderungen","2","9"
"9881","9881","Automatische Finanzplankorrektur Verbindlichkeiten","2","9"
"9882","9882","Automatische Finanzplankorrektur USt","2","9"
"9883","9883","Automatische Finanzplankorrektur VSt","2","9"
"9884","9884","Finanzplan Bankrahmen","2","9"
"9890","9890","Gewinn laufendes Jahr (Schattenkonto)","3","9"
"9891","9891","Verlust laufendes Jahr (Schattenkonto)","4","9"
"9990","9990","Unklare Buchungsfälle","2","9"
"9991","9991","Gewinnvortrag (Schattenkonto)","3","9"
"9992","9992","Gewinnvortrag","3","9"
"9993","9993","Verlustvortrag (Schattenkonto)","4","9"
"9994","9994","Verlustvortrag","4","9"
