"id","name","code_prefix_start","name@es"
"account_subgroup_resultado_integral_de_ejercicios_anteriores","Comprehensive income (loss) from prior years","304.03","Resultado integral de ejercicios anteriores"
"account_subgroup_déficit_o_remanente_de_ejercicio_anteriores","Deficit or carryover from previous years","304.04","Déficit o remanente de ejercicio anteriores"
"account_subgroup_resultado_del_ejercicio","Result for the year","305","Resultado del ejercicio"
"account_subgroup_utilidad_del_ejercicio","Profit for the year","305.01","Utilidad del ejercicio"
"account_subgroup_pérdida_del_ejercicio","Loss of exercise","305.02","Pérdida del ejercicio"
"account_subgroup_resultado_integral","Comprehensive income","305.03","Resultado integral"
"account_subgroup_otras_cuentas_de_capital","Other capital accounts","306","Otras cuentas de capital"
"account_subgroup_otras_cuentas_de_capital_1","Other capital accounts","306.01","Otras cuentas de capital"
"account_group_ingresos","Income","4","Ingresos"
"account_subgroup_ingresos","Income","401","Ingresos"
"account_subgroup_ventas_y/o_servicios_gravados_a_la_tasa_general","Sales and/or services taxed at the general rate","401.01","Ventas y/o servicios gravados a la tasa general"
"account_subgroup_ventas_y/o_servicios_gravados_a_la_tasa_general_de_contado","Sales and/or services taxed at general cash rate","401.02","Ventas y/o servicios gravados a la tasa general de contado"
"account_subgroup_ventas_y/o_servicios_gravados_a_la_tasa_general_a_crédito","Sales and/or services taxed at the general rate on credit","401.03","Ventas y/o servicios gravados a la tasa general a crédito"
"account_subgroup_ventas_y/o_servicios_gravados_al_0%","Sales and/or services taxed at 0%","401.04","Ventas y/o servicios gravados al 0%"
"account_subgroup_ventas_y/o_servicios_gravados_al_0%_de_contado","Sales and/or services taxed at 0% cash","401.05","Ventas y/o servicios gravados al 0% de contado"
"account_subgroup_ventas_y/o_servicios_gravados_al_0%_a_crédito","Sales and/or services taxed at 0% on credit","401.06","Ventas y/o servicios gravados al 0% a crédito"
"account_subgroup_ventas_y/o_servicios_exentos","Exempt sales and/or services","401.07","Ventas y/o servicios exentos"
"account_subgroup_ventas_y/o_servicios_exentos_de_contado","Cash exempt sales and/or services","401.08","Ventas y/o servicios exentos de contado"
"account_subgroup_ventas_y/o_servicios_exentos_a_crédito","Sales and/or services exempted on credit","401.09","Ventas y/o servicios exentos a crédito"
"account_subgroup_ventas_y/o_servicios_gravados_a_la_tasa_general_nacionales_partes_relacionadas","Domestic sales and/or services taxed at the general rate related parties","401.10","Ventas y/o servicios gravados a la tasa general nacionales partes relacionadas"
"account_subgroup_ventas_y/o_servicios_gravados_a_la_tasa_general_extranjeros_partes_relacionadas","Sales and/or services taxed at the general foreign related party rate","401.11","Ventas y/o servicios gravados a la tasa general extranjeros partes relacionadas"
"account_subgroup_ventas_y/o_servicios_gravados_al_0%_nacionales_partes_relacionadas","Domestic sales and/or services taxed at 0% related parties","401.12","Ventas y/o servicios gravados al 0% nacionales partes relacionadas"
"account_subgroup_ventas_y/o_servicios_gravados_al_0%_extranjeros_partes_relacionadas","Foreign sales and/or services taxed at 0% foreign related parties","401.13","Ventas y/o servicios gravados al 0% extranjeros partes relacionadas"
"account_subgroup_ventas_y/o_servicios_exentos_nacionales_partes_relacionadas","Domestic exempt sales and/or services related parties","401.14","Ventas y/o servicios exentos nacionales partes relacionadas"
"account_subgroup_ventas_y/o_servicios_exentos_extranjeros_partes_relacionadas","Foreign exempt sales and/or services related parties","401.15","Ventas y/o servicios exentos extranjeros partes relacionadas"
"account_subgroup_ingresos_por_servicios_administrativos","Income from administrative services","401.16","Ingresos por servicios administrativos"
"account_subgroup_ingresos_por_servicios_administrativos_nacionales_partes_relacionadas","Income from domestic administrative services related parties","401.17","Ingresos por servicios administrativos nacionales partes relacionadas"
"account_subgroup_ingresos_por_servicios_administrativos_extranjeros_partes_relacionadas","Foreign administrative services income related parties","401.18","Ingresos por servicios administrativos extranjeros partes relacionadas"
"account_subgroup_ingresos_por_servicios_profesionales","Income from professional services","401.19","Ingresos por servicios profesionales"
"account_subgroup_ingresos_por_servicios_profesionales_nacionales_partes_relacionadas","Income from domestic professional services related parties","401.20","Ingresos por servicios profesionales nacionales partes relacionadas"
"account_subgroup_ingresos_por_servicios_profesionales_extranjeros_partes_relacionadas","Income from foreign professional services related parties","401.21","Ingresos por servicios profesionales extranjeros partes relacionadas"
"account_subgroup_ingresos_por_arrendamiento","Rental income","401.22","Ingresos por arrendamiento"
"account_subgroup_ingresos_por_arrendamiento_nacionales_partes_relacionadas","Domestic lease income related parties","401.23","Ingresos por arrendamiento nacionales partes relacionadas"
"account_subgroup_ingresos_por_arrendamiento_extranjeros_partes_relacionadas","Foreign lease income related parties","401.24","Ingresos por arrendamiento extranjeros partes relacionadas"
"account_subgroup_ingresos_por_exportación","Export revenues","401.25","Ingresos por exportación"
"account_subgroup_ingresos_por_comisiones","Commission income","401.26","Ingresos por comisiones"
"account_subgroup_ingresos_por_maquila","Maquila income","401.27","Ingresos por maquila"
"account_subgroup_ingresos_por_coordinados","Income from co-ordinates","401.28","Ingresos por coordinados"
"account_subgroup_ingresos_por_regalías","Royalty income","401.29","Ingresos por regalías"
"account_subgroup_ingresos_por_asistencia_técnica","Technical assistance income","401.30","Ingresos por asistencia técnica"
"account_subgroup_ingresos_por_donativos","Donation income","401.31","Ingresos por donativos"
"account_subgroup_ingresos_por_intereses_(actividad_propia)","Interest income (own activity)","401.32","Ingresos por intereses (actividad propia)"
"account_subgroup_ingresos_de_copropiedad","Co-ownership income","401.33","Ingresos de copropiedad"
"account_subgroup_ingresos_por_fideicomisos","Trust income","401.34","Ingresos por fideicomisos"
"account_subgroup_ingresos_por_factoraje_financiero","Income from financial factoring","401.35","Ingresos por factoraje financiero"
"account_subgroup_ingresos_por_arrendamiento_financiero","Leasing income","401.36","Ingresos por arrendamiento financiero"
"account_subgroup_ingresos_de_extranjeros_con_establecimiento_en_el_país","Income of foreigners with an establishment in the country","401.37","Ingresos de extranjeros con establecimiento en el país"
"account_subgroup_otros_ingresos_propios","Other own revenue","401.38","Otros ingresos propios"
"account_subgroup_ventas_y/o_servicios_gravados_realizados_en_zona_fronteriza_norte","Taxable sales and/or services made in the northern border area","401.39","Ventas y/o servicios gravados realizados en zona fronteriza norte"
"account_subgroup_ventas_y/o_servicios_gravados_realizados_en_zona_fronteriza_norte_de_contado","Taxable sales and/or services made in the northern cash border area","401.40","Ventas y/o servicios gravados realizados en zona fronteriza norte de contado"
"account_subgroup_ventas_y/o_servicios_gravados_realizados_en_zona_fronteriza_norte_a_crédito","Taxable sales and/or services made in the northern border zone on credit","401.41","Ventas y/o servicios gravados realizados en zona fronteriza norte a crédito"
"account_subgroup_devoluciones,_descuentos_o_bonificaciones_sobre_ingresos","Refunds, discounts or rebates on income","402","Devoluciones, descuentos o bonificaciones sobre ingresos"
"account_subgroup_devoluciones,_descuentos_o_bonificaciones_sobre_ventas_y/o_servicios_a_la_tasa_general","Refunds, discounts or rebates on sales and/or services at the general rate","402.01","Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios a la tasa general"
"account_subgroup_devoluciones,_descuentos_o_bonificaciones_sobre_ventas_y/o_servicios_al_0%","Returns, discounts or rebates on sales and/or services at 0%.","402.02","Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios al 0%"
"account_subgroup_devoluciones,_descuentos_o_bonificaciones_sobre_ventas_y/o_servicios_exentos","Refunds, discounts or rebates on exempted sales and/or services","402.03","Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios exentos"
"account_subgroup_devoluciones,_descuentos_o_bonificaciones_de_otros_ingresos","Refunds, discounts or rebates of other income","402.04","Devoluciones, descuentos o bonificaciones de otros ingresos"
"account_subgroup_devoluciones,_descuentos_o_bonificaciones_sobre_ventas_y/o_servicios_en_zona_fronteriza_norte","Refunds, discounts or rebates on sales and/or services in the northern border area","402.05","Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios en zona fronteriza norte"
"account_subgroup_otros_ingresos","Other income","403","Otros ingresos"
"account_subgroup_otros_ingresos_1","Other Income","403.01","Otros Ingresos"
"account_subgroup_otros_ingresos_nacionales_parte_relacionada","Other national income related party","403.02","Otros ingresos nacionales parte relacionada"
"account_subgroup_otros_ingresos_extranjeros_parte_relacionada","Other foreign income related party","403.03","Otros ingresos extranjeros parte relacionada"
"account_subgroup_ingresos_por_operaciones_discontinuas","Income from discontinued operations","403.04","Ingresos por operaciones discontinuas"
"account_subgroup_ingresos_por_condonación_de_adeudo","Proceeds from debt write-offs","403.05","Ingresos por condonación de adeudo"
"account_group_costos","Costs","5","Costos"
"account_subgroup_costo_de_venta_y/o_servicio","Cost of sale and/or service","501","Costo de venta y/o servicio"
"account_subgroup_costo_de_venta","Cost of sales","501.01","Costo de venta"
"account_subgroup_costo_de_servicios_(mano_de_obra)","Cost of services (labour)","501.02","Costo de servicios (Mano de obra)"
"account_subgroup_materia_prima_directa_utilizada_para_la_producción","Direct raw material used for production","501.03","Materia prima directa utilizada para la producción"
"account_subgroup_materia_prima_consumida_en_el_proceso_productivo","Raw materials consumed in the production process","501.04","Materia prima consumida en el proceso productivo"
"account_subgroup_mano_de_obra_directa_consumida","Direct labour consumed","501.05","Mano de obra directa consumida"
"account_subgroup_mano_de_obra_directa","Direct labour","501.06","Mano de obra directa"
"account_subgroup_cargos_indirectos_de_producción","Indirect production overheads","501.07","Cargos indirectos de producción"
"account_subgroup_otros_conceptos_de_costo","Other cost items","501.08","Otros conceptos de costo"
"account_subgroup_compras","Shopping","502","Compras"
"account_subgroup_compras_nacionales","Domestic purchases","502.01","Compras nacionales"
"account_subgroup_compras_nacionales_parte_relacionada","Domestic purchases related party","502.02","Compras nacionales parte relacionada"
"account_subgroup_compras_de_importación","Import Purchases","502.03","Compras de Importación"
"account_subgroup_compras_de_importación_partes_relacionadas","Import purchases related parties","502.04","Compras de Importación partes relacionadas"
"account_subgroup_devoluciones,_descuentos_o_bonificaciones_sobre_compras","Returns, discounts or rebates on purchases","503","Devoluciones, descuentos o bonificaciones sobre compras"
"account_subgroup_devoluciones,_descuentos_o_bonificaciones_sobre_compras_1","Returns, discounts or rebates on purchases","503.01","Devoluciones, descuentos o bonificaciones sobre compras"
"account_subgroup_otras_cuentas_de_costos","Other cost accounts","504","Otras cuentas de costos"
"account_subgroup_gastos_indirectos_de_fabricación","Indirect manufacturing overheads","504.01","Gastos indirectos de fabricación"
"account_subgroup_gastos_indirectos_de_fabricación_de_partes_relacionadas_nacionales","Indirect manufacturing overheads of domestic related parties","504.02","Gastos indirectos de fabricación de partes relacionadas nacionales"
"account_subgroup_gastos_indirectos_de_fabricación_de_partes_relacionadas_extranjeras","Indirect manufacturing overheads of foreign related parties","504.03","Gastos indirectos de fabricación de partes relacionadas extranjeras"
"account_subgroup_otras_cuentas_de_costos_incurridos","Other cost incurred accounts","504.04","Otras cuentas de costos incurridos"
"account_subgroup_otras_cuentas_de_costos_incurridos_con_partes_relacionadas_nacionales","Other accounts for costs incurred with domestic related parties","504.05","Otras cuentas de costos incurridos con partes relacionadas nacionales"
"account_subgroup_otras_cuentas_de_costos_incurridos_con_partes_relacionadas_extranjeras","Other cost accounts incurred with foreign related parties","504.06","Otras cuentas de costos incurridos con partes relacionadas extranjeras"
"account_subgroup_depreciación_de_edificios","Depreciation of buildings","504.07","Depreciación de edificios"
"account_subgroup_depreciación_de_maquinaria_y_equipo","Depreciation of machinery and equipment","504.08","Depreciación de maquinaria y equipo"
"account_subgroup_depreciación_de_automóviles,_autobuses,_camiones_de_carga,_tractocamiones,_montacargas_y_remolques","Depreciation of cars, buses, cargo trucks, tractor-trailers, forklifts and trailers","504.09","Depreciación de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques"
"account_subgroup_depreciación_de_mobiliario_y_equipo_de_oficina","Depreciation of office furniture and equipment","504.10","Depreciación de mobiliario y equipo de oficina"
"account_subgroup_depreciación_de_equipo_de_cómputo","Depreciation of computer equipment","504.11","Depreciación de equipo de cómputo"
"account_subgroup_depreciación_de_equipo_de_comunicación","Depreciation of communication equipment","504.12","Depreciación de equipo de comunicación"
"account_subgroup_depreciación_de_activos_biológicos,_vegetales_y_semovientes","Depreciation of biological, plant and livestock assets","504.13","Depreciación de activos biológicos, vegetales y semovientes"
"account_subgroup_depreciación_de_otros_activos_fijos","Depreciation of other fixed assets","504.14","Depreciación de otros activos fijos"
"account_subgroup_depreciación_de_ferrocarriles","Railway depreciation","504.15","Depreciación de ferrocarriles"
"account_subgroup_depreciación_de_embarcaciones","Depreciation of ships","504.16","Depreciación de embarcaciones"
"account_subgroup_depreciación_de_aviones","Aircraft depreciation","504.17","Depreciación de aviones"
"account_subgroup_depreciación_de_troqueles,_moldes,_matrices_y_herramental","Depreciation of dies, moulds, dies and tooling","504.18","Depreciación de troqueles, moldes, matrices y herramental"
"account_subgroup_depreciación_de_equipo_de_comunicaciones_telefónicas","Depreciation of telephone communications equipment","504.19","Depreciación de equipo de comunicaciones telefónicas"
"account_subgroup_depreciación_de_equipo_de_comunicación_satelital","Depreciation of satellite communication equipment","504.20","Depreciación de equipo de comunicación satelital"
"account_subgroup_depreciación_de_equipo_de_adaptaciones_para_personas_con_capacidades_diferentes","Depreciation of adaptive equipment for disabled persons","504.21","Depreciación de equipo de adaptaciones para personas con capacidades diferentes"
"account_subgroup_depreciación_de_maquinaria_y_equipo_de_generación_de_energía_de_fuentes_renovables_o_de_sistemas_de_cogeneración_de_electricidad_eficiente","Depreciation of machinery and equipment for the generation of energy from renewable sources or efficient cogeneration systems","504.22","Depreciación de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente"
"account_subgroup_depreciación_de_adaptaciones_y_mejoras","Depreciation of adaptations and improvements","504.23","Depreciación de adaptaciones y mejoras"
"account_subgroup_depreciación_de_otra_maquinaria_y_equipo","Depreciation of other machinery and equipment","504.24","Depreciación de otra maquinaria y equipo"
"account_subgroup_otras_cuentas_de_costos_1","Other cost accounts","504.25","Otras cuentas de costos"
"account_subgroup_costo_de_activo_fijo","Cost of fixed assets","505","Costo de activo fijo"
"account_subgroup_costo_por_venta_de_activo_fijo","Cost of fixed asset sales","505.01","Costo por venta de activo fijo"
"account_subgroup_costo_por_baja_de_activo_fijo","Cost of asset retirement","505.02","Costo por baja de activo fijo"
"account_group_gastos","Expenditure","6","Gastos generales"
"account_subgroup_gastos_generales","Overheads","601","Gastos generales"
"account_subgroup_sueldos_y_salarios","Wages and salaries","601.01","Sueldos y Salarios"
"account_subgroup_compensaciones","Compensation","601.02","Compensaciones"
"account_subgroup_tiempos_extras","Overtime","601.03","Tiempos extras"
"account_subgroup_premios_de_asistencia","Attendance awards","601.04","Premios de asistencia"
"account_subgroup_premios_de_puntualidad","Punctuality awards","601.05","Premios de puntualidad"
"account_subgroup_vacaciones","Holidays","601.06","Vacaciones"
"account_subgroup_prima_vacacional","Holiday bonus","601.07","Prima vacacional"
"account_subgroup_prima_dominical","Sunday premium","601.08","Prima dominical"
"account_subgroup_días_festivos","Public holidays","601.09","Días festivos"
"account_subgroup_gratificaciones","Gratuities","601.10","Gratificaciones"
"account_subgroup_primas_de_antigüedad","Seniority premiums","601.11","Primas de antigüedad"
"account_subgroup_aguinaldo","Aguinaldo","601.12","Aguinaldo"
"account_subgroup_indemnizaciones","Indemnities","601.13","Indemnizaciones"
"account_subgroup_destajo","Uncovering","601.14","Destajo"
"account_subgroup_despensa","Pantry","601.15","Despensa"
"account_subgroup_transporte","Transport","601.16","Transporte"
"account_subgroup_servicio_médico","Medical service","601.17","Servicio médico"
"account_subgroup_ayuda_en_gastos_funerarios","Assistance with funeral expenses","601.18","Ayuda en gastos funerarios"
"account_subgroup_fondo_de_ahorro","Savings fund","601.19","Fondo de ahorro"
"account_subgroup_cuotas_sindicales","Union dues","601.20","Cuotas sindicales"
"account_subgroup_ptu","OCT","601.21","PTU"
"account_subgroup_estímulo_al_personal","Encouragement for staff","601.22","Estímulo al personal"
"account_subgroup_previsión_social","Social welfare","601.23","Previsión social"
"account_subgroup_aportaciones_para_el_plan_de_jubilación","Contributions to the retirement plan","601.24","Aportaciones para el plan de jubilación"
"account_subgroup_otras_prestaciones_al_personal","Other staff benefits","601.25","Otras prestaciones al personal"
"account_subgroup_cuotas_al_imss","IMSS contributions","601.26","Cuotas al IMSS"
"account_subgroup_aportaciones_al_infonavit","Infonavit contributions","601.27","Aportaciones al infonavit"
"account_subgroup_aportaciones_al_sar","SAR contributions","601.28","Aportaciones al SAR"
"account_subgroup_impuesto_estatal_sobre_nóminas","State payroll tax","601.29","Impuesto estatal sobre nóminas"
"account_subgroup_otras_aportaciones","Other contributions","601.30","Otras aportaciones"
"account_subgroup_asimilados_a_salarios","Assimilated to salaries","601.31","Asimilados a salarios"
"account_subgroup_servicios_administrativos","Administrative services","601.32","Servicios administrativos"
"account_subgroup_servicios_administrativos_partes_relacionadas","Administrative services related parties","601.33","Servicios administrativos partes relacionadas"
"account_subgroup_honorarios_a_personas_físicas_residentes_nacionales","Fees to domestic resident individuals","601.34","Honorarios a personas físicas residentes nacionales"
"account_subgroup_honorarios_a_personas_físicas_residentes_nacionales_partes_relacionadas","Fees to domestic resident individuals related parties","601.35","Honorarios a personas físicas residentes nacionales partes relacionadas"
"account_subgroup_honorarios_a_personas_físicas_residentes_del_extranjero","Fees to individuals resident abroad","601.36","Honorarios a personas físicas residentes del extranjero"
"account_subgroup_honorarios_a_personas_físicas_residentes_del_extranjero_partes_relacionadas","Fees to individuals resident abroad related parties","601.37","Honorarios a personas físicas residentes del extranjero partes relacionadas"
"account_subgroup_honorarios_a_personas_morales_residentes_nacionales","Fees to domestic resident legal entities","601.38","Honorarios a personas morales residentes nacionales"
"account_subgroup_honorarios_a_personas_morales_residentes_nacionales_partes_relacionadas","Fees to domestic resident legal entities related parties","601.39","Honorarios a personas morales residentes nacionales partes relacionadas"
"account_subgroup_honorarios_a_personas_morales_residentes_del_extranjero","Fees to legal entities resident abroad","601.40","Honorarios a personas morales residentes del extranjero"
"account_subgroup_honorarios_a_personas_morales_residentes_del_extranjero_partes_relacionadas","Fees to legal entities resident abroad related parties","601.41","Honorarios a personas morales residentes del extranjero partes relacionadas"
"account_subgroup_honorarios_aduanales_personas_físicas","Customs fees natural persons","601.42","Honorarios aduanales personas físicas"
"account_subgroup_honorarios_aduanales_personas_morales","Customs fees legal persons","601.43","Honorarios aduanales personas morales"
"account_subgroup_honorarios_al_consejo_de_administración","Fees to the Board of Directors","601.44","Honorarios al consejo de administración"
"account_subgroup_arrendamiento_a_personas_físicas_residentes_nacionales","Leasing to domestic resident individuals","601.45","Arrendamiento a personas físicas residentes nacionales"
"account_subgroup_arrendamiento_a_personas_morales_residentes_nacionales","Leasing to domestic resident legal entities","601.46","Arrendamiento a personas morales residentes nacionales"
"account_subgroup_arrendamiento_a_residentes_del_extranjero","Leasing to foreign residents","601.47","Arrendamiento a residentes del extranjero"
"account_subgroup_combustibles_y_lubricantes","Fuels and lubricants","601.48","Combustibles y lubricantes"
"account_subgroup_viáticos_y_gastos_de_viaje","Per diems and travel expenses","601.49","Viáticos y gastos de viaje"
"account_subgroup_teléfono,_internet","Telephone, internet","601.50","Teléfono, internet"
"account_subgroup_agua","Water","601.51","Agua"
"account_subgroup_energía_eléctrica","Electric power","601.52","Energía eléctrica"
"account_subgroup_vigilancia_y_seguridad","Surveillance and security","601.53","Vigilancia y seguridad"
"account_subgroup_limpieza","Cleaning","601.54","Limpieza"
"account_subgroup_papelería_y_artículos_de_oficina","Stationery and office supplies","601.55","Papelería y artículos de oficina"
"account_subgroup_mantenimiento_y_conservación","Maintenance and upkeep","601.56","Mantenimiento y conservación"
"account_subgroup_seguros_y_fianzas","Insurance and bonds","601.57","Seguros y fianzas"
"account_subgroup_otros_impuestos_y_derechos","Other taxes and duties","601.58","Otros impuestos y derechos"
"account_subgroup_recargos_fiscales","Tax surcharges","601.59","Recargos fiscales"
"account_subgroup_cuotas_y_suscripciones","Fees and subscriptions","601.60","Cuotas y suscripciones"
"account_subgroup_propaganda_y_publicidad","Propaganda and advertising","601.61","Propaganda y publicidad"
"account_subgroup_capacitación_al_personal","Staff training","601.62","Capacitación al personal"
"account_subgroup_donativos_y_ayudas","Donations and grants","601.63","Donativos y ayudas"
"account_subgroup_asistencia_técnica","Technical assistance","601.64","Asistencia técnica"
"account_subgroup_regalías_sujetas_a_otros_porcentajes","Royalties subject to other percentages","601.65","Regalías sujetas a otros porcentajes"
"account_subgroup_regalías_sujetas_al_5%","Royalties subject to 5%","601.66","Regalías sujetas al 5%"
"account_subgroup_regalías_sujetas_al_10%","Royalties subject to 10%","601.67","Regalías sujetas al 10%"
"account_subgroup_regalías_sujetas_al_15%","Royalties subject to 15%","601.68","Regalías sujetas al 15%"
"account_subgroup_regalías_sujetas_al_25%","Royalties subject to 25%","601.69","Regalías sujetas al 25%"
"account_subgroup_regalías_sujetas_al_30%","Royalties subject to 30%","601.70","Regalías sujetas al 30%"
"account_subgroup_regalías_sin_retención","Royalties without withholding","601.71","Regalías sin retención"
"account_subgroup_fletes_y_acarreos","Freight and haulage","601.72","Fletes y acarreos"
"account_subgroup_gastos_de_importación","Import charges","601.73","Gastos de importación"
"account_subgroup_comisiones_sobre_ventas","Commissions on sales","601.74","Comisiones sobre ventas"
"account_subgroup_comisiones_por_tarjetas_de_crédito","Credit card fees","601.75","Comisiones por tarjetas de crédito"
"account_subgroup_patentes_y_marcas","Patents and trademarks","601.76","Patentes y marcas"
"account_subgroup_uniformes","Uniforms","601.77","Uniformes"
"account_subgroup_prediales","Predials","601.78","Prediales"
"account_subgroup_gastos_generales_de_urbanización","General development costs","601.79","Gastos generales de urbanización"
"account_subgroup_gastos_generales_de_construcción","Construction overheads","601.80","Gastos generales de construcción"
"account_subgroup_fletes_del_extranjero","Freight from abroad","601.81","Fletes del extranjero"
"account_subgroup_recolección_de_bienes_del_sector_agropecuario_y/o_ganadero","Collection of goods from the agricultural and/or livestock sector","601.82","Recolección de bienes del sector agropecuario y/o ganadero"
"account_subgroup_gastos_no_deducibles_(sin_requisitos_fiscales)","Non-deductible expenses (without fiscal requirements)","601.83","Gastos no deducibles (sin requisitos fiscales)"
"account_subgroup_otros_gastos_generales","Other overheads","601.84","Otros gastos generales"
"account_subgroup_gastos_de_venta","Cost of sales","602","Costo de venta"
"account_subgroup_sueldos_y_salarios_1","Wages and salaries","602.01","Sueldos y Salarios"
"account_subgroup_compensaciones_1","Compensation","602.02","Compensaciones"
"account_subgroup_tiempos_extras_1","Overtime","602.03","Tiempos extras"
"account_subgroup_premios_de_asistencia_1","Attendance awards","602.04","Premios de asistencia"
"account_subgroup_premios_de_puntualidad_1","Punctuality awards","602.05","Premios de puntualidad"
"account_subgroup_vacaciones_1","Holidays","602.06","Vacaciones"
"account_subgroup_prima_vacacional_1","Holiday bonus","602.07","Prima vacacional"
"account_subgroup_prima_dominical_1","Sunday premium","602.08","Prima dominical"
"account_subgroup_días_festivos_1","Public holidays","602.09","Días festivos"
"account_subgroup_gratificaciones_1","Gratuities","602.10","Gratificaciones"
"account_subgroup_primas_de_antigüedad_1","Seniority premiums","602.11","Primas de antigüedad"
"account_subgroup_aguinaldo_1","Christmas bonus","602.12","Aguinaldo"
"account_subgroup_indemnizaciones_1","Indemnities","602.13","Indemnizaciones"
"account_subgroup_destajo_1","Uncovering","602.14","Destajo"
"account_subgroup_despensa_1","Pantry","602.15","Despensa"
"account_subgroup_transporte_1","Transport","602.16","Transporte"
"account_subgroup_servicio_médico_1","Medical service","602.17","Servicio médico"
"account_subgroup_ayuda_en_gastos_funerarios_1","Assistance with funeral expenses","602.18","Ayuda en gastos funerarios"
"account_subgroup_fondo_de_ahorro_1","Savings fund","602.19","Fondo de ahorro"
"account_subgroup_cuotas_sindicales_1","Union dues","602.20","Cuotas sindicales"
"account_subgroup_ptu_1","OCT","602.21","PTU"
"account_subgroup_estímulo_al_personal_1","Encouragement for staff","602.22","Estímulo al personal"
"account_subgroup_previsión_social_1","Social welfare","602.23","Previsión social"
"account_subgroup_aportaciones_para_el_plan_de_jubilación_1","Contributions to the retirement plan","602.24","Aportaciones para el plan de jubilación"
"account_subgroup_otras_prestaciones_al_personal_1","Other staff benefits","602.25","Otras prestaciones al personal"
"account_subgroup_cuotas_al_imss_1","IMSS contributions","602.26","Cuotas al IMSS"
"account_subgroup_aportaciones_al_infonavit_1","Infonavit contributions","602.27","Aportaciones al infonavit"
"account_subgroup_aportaciones_al_sar_1","SAR contributions","602.28","Aportaciones al SAR"
"account_subgroup_impuesto_estatal_sobre_nóminas_1","State payroll tax","602.29","Impuesto estatal sobre nóminas"
"account_subgroup_otras_aportaciones_1","Other contributions","602.30","Otras aportaciones"
"account_subgroup_asimilados_a_salarios_1","Assimilated to salaries","602.31","Asimilados a salarios"
"account_subgroup_servicios_administrativos_1","Administrative services","602.32","Servicios administrativos"
"account_subgroup_servicios_administrativos_partes_relacionadas_1","Administrative services related parties","602.33","Servicios administrativos partes relacionadas"
"account_subgroup_honorarios_a_personas_físicas_residentes_nacionales_1","Fees to domestic resident individuals","602.34","Honorarios a personas físicas residentes nacionales"
"account_subgroup_honorarios_a_personas_físicas_residentes_nacionales_partes_relacionadas_1","Fees to domestic resident individuals related parties","602.35","Honorarios a personas físicas residentes nacionales partes relacionadas"
"account_subgroup_honorarios_a_personas_físicas_residentes_del_extranjero_1","Fees to individuals resident abroad","602.36","Honorarios a personas físicas residentes del extranjero"
"account_subgroup_honorarios_a_personas_físicas_residentes_del_extranjero_partes_relacionadas_1","Fees to individuals resident abroad related parties","602.37","Honorarios a personas físicas residentes del extranjero partes relacionadas"
"account_subgroup_honorarios_a_personas_morales_residentes_nacionales_1","Fees to domestic resident legal entities","602.38","Honorarios a personas morales residentes nacionales"
"account_subgroup_honorarios_a_personas_morales_residentes_nacionales_partes_relacionadas_1","Fees to domestic resident legal entities related parties","602.39","Honorarios a personas morales residentes nacionales partes relacionadas"
"account_subgroup_honorarios_a_personas_morales_residentes_del_extranjero_1","Fees to legal entities resident abroad","602.40","Honorarios a personas morales residentes del extranjero"
"account_subgroup_honorarios_a_personas_morales_residentes_del_extranjero_partes_relacionadas_1","Fees to legal entities resident abroad related parties","602.41","Honorarios a personas morales residentes del extranjero partes relacionadas"
"account_subgroup_honorarios_aduanales_personas_físicas_1","Customs fees natural persons","602.42","Honorarios aduanales personas físicas"
"account_subgroup_honorarios_aduanales_personas_morales_1","Customs fees legal persons","602.43","Honorarios aduanales personas morales"
"account_subgroup_honorarios_al_consejo_de_administración_1","Fees to the Board of Directors","602.44","Honorarios al consejo de administración"
"account_subgroup_arrendamiento_a_personas_físicas_residentes_nacionales_1","Leasing to domestic resident individuals","602.45","Arrendamiento a personas físicas residentes nacionales"
"account_subgroup_arrendamiento_a_personas_morales_residentes_nacionales_1","Leasing to domestic resident legal entities","602.46","Arrendamiento a personas morales residentes nacionales"
"account_subgroup_arrendamiento_a_residentes_del_extranjero_1","Leasing to foreign residents","602.47","Arrendamiento a residentes del extranjero"
"account_subgroup_combustibles_y_lubricantes_1","Fuels and lubricants","602.48","Combustibles y lubricantes"
"account_subgroup_viáticos_y_gastos_de_viaje_1","Per diems and travel expenses","602.49","Viáticos y gastos de viaje"
"account_subgroup_teléfono,_internet_1","Telephone, internet","602.50","Teléfono, internet"
"account_subgroup_agua_1","Water","602.51","Agua"
"account_subgroup_energía_eléctrica_1","Electric power","602.52","Energía eléctrica"
"account_subgroup_vigilancia_y_seguridad_1","Surveillance and security","602.53","Vigilancia y seguridad"
"account_subgroup_limpieza_1","Cleaning","602.54","Limpieza"
"account_subgroup_papelería_y_artículos_de_oficina_1","Stationery and office supplies","602.55","Papelería y artículos de oficina"
"account_subgroup_mantenimiento_y_conservación_1","Maintenance and upkeep","602.56","Mantenimiento y conservación"
