"id","name","code","account_type","reconcile","non_trade","name@cs","description","description@cs","tax_ids","depreciation_model_id"
"chart_cz_527000","Statutory social costs","527000","expense","False","","Zákonné sociální náklady","Legally mandated employee benefits, such as compensation during initial sick leave days.","Zákonem stanovené zaměstnanecké výhody, jako je náhrada mzdy v prvních dnech nemoci.","l10n_cz_not_subject_vat",""
"chart_cz_528000","Other social costs","528000","expense","False","","Ostatní sociální náklady","Voluntary employee benefits like gym memberships, team-building events, and supplementary pensions.","Dobrovolné zaměstnanecké výhody, jako jsou permanentky do posilovny, teambuildingy a připojištění.","",""
"chart_cz_531000","Road tax","531000","expense","False","","Daň silniční","State road taxes paid for commercial vehicles registered and utilized for business operations.","Státní silniční daň placená za užitková vozidla registrovaná a využívaná k podnikání.","",""
"chart_cz_532000","Real estate tax","532000","expense","False","","Daň z nemovitých věcí","Taxes paid to the government related to the outright ownership of land and commercial buildings.","Daně placené státu v souvislosti s přímým vlastnictvím pozemků a komerčních budov.","l10n_cz_not_subject_vat",""
"chart_cz_538000","Other taxes and charges","538000","expense","False","","Ostatní daně a poplatky","Miscellaneous non-income taxes like environmental emission fees, customs duties, or local levies.","Různé daně, které nejsou daněmi z příjmu, např. ekologické poplatky, cla nebo místní dávky.","",""
"chart_cz_541000","Residual value of intangible and tangible fixed assets sold","541000","expense","False","","Zůstatková cena prodaného dlouhodobého nehmotného a hmotného majetku","The unamortized remaining book value of a fixed asset written off exactly when it is sold.","Neodepsaná zbývající účetní hodnota dlouhodobého majetku odepsaná přesně v okamžiku jeho prodeje.","",""
"chart_cz_542000","Materials sold","542000","expense","False","","Prodaný materiál","The book value cost of raw materials sold directly to a third party rather than used in production.","Účetní hodnota surovin prodaných přímo třetí straně namísto použití ve vlastní výrobě.","",""
"chart_cz_543000","Donations","543000","expense","False","","Dary","Charitable contributions and gifts given to non-profits, hospitals, or social organizations.","Charitativní příspěvky a dary poskytnuté neziskovým organizacím, nemocnicím nebo sociálním organizacím.","",""
"chart_cz_544000","Contractual penalties and default interest","544000","expense","False","","Smluvní pokuty a úroky z prodlení","Fines paid to vendors or business partners due to late invoice payments or contract breaches.","Pokuty placené dodavatelům nebo partnerům z důvodu opožděných úhrad faktur nebo porušení smluv.","",""
"chart_cz_545000","Other fines and penalties","545000","expense","False","","Ostatní pokuty a penále","Penalties imposed by state authorities, such as tax audit fines or labor inspection tickets.","Sankce uložené státními orgány, jako jsou pokuty z daňových kontrol nebo inspekcí práce.","",""
"chart_cz_546000","Write-off of receivables","546000","expense","False","","Odpis pohledávky","Expense booked when a customer invoice is officially declared uncollectible (e.g., due to bankruptcy).","Náklad účtovaný při oficiálním prohlášení faktury za nedobytnou (např. z důvodu úpadku zákazníka).","",""
"chart_cz_547000","Extraordinary operating expenses","547000","expense","False","","Mimořádné provozní náklady","Highly unusual and infrequent costs entirely outside the scope of regular business activities.","Zcela neobvyklé a zřídka se vyskytující náklady zcela mimo rozsah běžných obchodních činností.","",""
"chart_cz_548000","Other operating expenses","548000","expense","False","","Ostatní provozní náklady","Minor operating expenses that cannot be reasonably grouped into any other standard cost category.","Drobné provozní náklady, které nelze rozumně zařadit do žádné jiné standardní nákladové kategorie.","",""
"chart_cz_548100","Membership fees","548100","expense","False","","Členské příspěvky","Dues paid to industry associations, chambers of commerce, and professional syndicates.","Příspěvky placené průmyslovým sdružením, hospodářským komorám a profesním svazům.","l10n_cz_not_subject_vat",""
"chart_cz_548200","Fire insurance","548200","expense","False","","Pojištění proti požáru","Premiums paid to protect company property, warehouses, and inventory against fire or natural disasters.","Pojistné placené na ochranu firemního majetku, skladů a zásob proti požáru nebo živelným pohromám.","l10n_cz_not_subject_vat",""
"chart_cz_548300","Professional insurance","548300","expense","False","","Profesní pojištění","Premiums for corporate liability, legal protection, and business interruption insurance policies.","Pojistné za pojištění odpovědnosti podniku, právní ochrany a přerušení provozu.","l10n_cz_not_subject_vat",""
"chart_cz_548400","Legal protection ins.","548400","expense","False","","Pojištění právní ochrany","Insurance covering legal costs, lawyer fees, and court expenses in case of business disputes.","Pojištění kryjící právní náklady, odměny advokátů a soudní výlohy v případě obchodních sporů.","l10n_cz_not_subject_vat",""
"chart_cz_548500","Prof. Liability Ins.","548500","expense","False","","Pojištění profesní odpovědnosti","Insurance policies protecting the company against damage claims made by external third parties.","Pojistky chránící společnost před nároky na náhradu škody uplatňovanými externími třetími stranami.","l10n_cz_not_subject_vat",""
"chart_cz_549000","Deficits and losses from operating activities","549000","expense","False","","Manka a škody z provozní činnosti","Costs arising from stolen inventory, warehouse counting shortages, or catastrophic physical damage.","Náklady vzniklé zcizením zásob, manky při inventurách skladu nebo katastrofálními fyzickými škodami.","",""
"chart_cz_551000","Amortisation of intangible and tangible fixed assets","551000","expense_depreciation","False","","Odpisy dlouhodobého nehmotného a hmotného majetku","The monthly or annual calculated expense recognizing the wear and tear of active fixed assets.","Měsíční nebo roční vypočtený náklad uznávající opotřebení aktivního dlouhodobého majetku.","",""
"chart_cz_552000","Creation and settlement of legal reserves under special legislation","552000","expense","False","","Tvorba a zúčtování zákonných rezerv podle zvláštních právních předpisů","Expense booked when locking away funds specifically mandated by heavy industry or banking laws.","Náklad účtovaný při vyčlenění prostředků specificky nařízených zákony o těžkém průmyslu nebo bankovnictví.","",""
"chart_cz_554000","Creation and settlement of other provisions","554000","expense","False","","Tvorba a zúčtování ostatních rezerv","Expense reflecting funds set aside to cover probable future losses or restructuring costs.","Náklad odrážející prostředky vyčleněné na pokrytí pravděpodobných budoucích ztrát nebo nákladů na restrukturalizaci.","",""
"chart_cz_555000","Formation and settlement of comprehensive accrued expenses","555000","expense","False","","Tvorba a zúčtování komplexních nákladů příštích období","Periodic aggregation of long-term projected expenses recognized gradually over multiple accounting periods.","Pravidelná agregace dlouhodobých projektovaných nákladů uznávaných postupně v několika účetních obdobích.","",""
"chart_cz_557000","Recognition of valuation allowance on acquired assets","557000","expense","False","","Zúčtování oprávky k oceňovacímu rozdílu k nabytému majetku","Expense booked to systematically write down the valuation gap calculated during a corporate acquisition.","Náklad účtovaný pro systematické odepisování oceňovacího rozdílu vypočteného při akvizici podniku.","",""
"chart_cz_558000","Generation and recognition of legal provisions in operating activities","558000","expense","False","","Tvorba a zúčtování zákonných opravných položek v provozní činnosti","Expense booking mandated provisions shielding the company against specific operational risks.","Náklad účtující povinné opravné položky chránící společnost před specifickými provozními riziky.","",""
"chart_cz_559000","Generation and recognition of valuation allowances in operating activities","559000","expense","False","","Tvorba a zúčtování opravných položek v provozní činnosti","Expense recognizing the temporary impairment of inventory or receivables to accurately reflect fair value.","Náklad uznávající přechodné snížení hodnoty zásob nebo pohledávek k přesnému odrazu reálné hodnoty.","",""
"chart_cz_561000","Securities and shares sold","561000","expense","False","","Prodané cenné papíry a podíly","The original acquisition cost of financial securities written off exactly when they are sold.","Původní pořizovací cena finančních cenných papírů odepsaná přesně v okamžiku jejich prodeje.","",""
"chart_cz_562000","Interest","562000","expense","False","","Úroky","Interest paid on short-term/long-term bank loans, overdrafts, and delayed vendor payments.","Úroky placené z krátkodobých/dlouhodobých bankovních úvěrů, kontokorentů a opožděných plateb dodavatelům.","",""
"chart_cz_563000","Exchange losses","563000","expense","False","","Kursové ztráty","Realized and unrealized losses occurring when foreign currency invoices are paid or revalued.","Realizované a nerealizované ztráty vznikající při úhradě nebo přecenění faktur v cizí měně.","",""
"chart_cz_564000","Securities revaluation charges","564000","expense","False","","Náklady na přecenění cenných papírů","Expense booked when trading securities or stocks lose market value at the end of the fiscal period.","Náklad účtovaný, když obchodovatelné cenné papíry nebo akcie ztratí tržní hodnotu na konci účetního období.","",""
"chart_cz_565000","Donations made in the financial area","565000","expense","False","","Poskytnuté dary ve finanční oblasti","Specific financial aid or debt forgiveness granted voluntarily to associated companies or partners.","Specifická finanční výpomoc nebo odpuštění dluhu poskytnuté dobrovolně přidruženým společnostem nebo partnerům.","",""
"chart_cz_566000","Cost of financial assets","566000","expense","False","","Náklady z finančního majetku","Fees specifically tied to managing investment portfolios or issuing company bonds.","Poplatky konkrétně vázané na správu investičních portfolií nebo vydávání firemních dluhopisů.","",""
"chart_cz_567000","Cost of derivative transactions","567000","expense","False","","Náklady z derivátových operací","Losses and settlements paid out due to hedging strategies, options, and futures contracts.","Ztráty a vyrovnání vyplacené v důsledku zajišťovacích strategií, opcí a termínových smluv.","",""
"chart_cz_568000","Other financial expenses","568000","expense","False","","Ostatní finanční náklady","Standard bank account maintenance fees, wire transfer costs, and payment gateway charges (Stripe/PayPal).","Standardní poplatky za vedení bankovního účtu, náklady na převody a poplatky platebním bránám (Stripe).","l10n_cz_not_subject_vat",""
"chart_cz_569000","Deficits and losses on financial assets","569000","expense","False","","Manka a škody na finančním majetku","Total loss of an investment due to corporate bankruptcy or unrecoverable financial fraud.","Úplná ztráta investice z důvodu bankrotu společnosti nebo nenahraditelného finančního podvodu.","",""
"chart_cz_574000","Creation and settlement of financial provisions","574000","expense","False","","Tvorba a zúčtování finančních rezerv","Expense recognizing funds locked away to cover impending heavy financial risks or expected loan defaults.","Náklad uznávající prostředky zablokované na pokrytí hrozících těžkých finančních rizik nebo očekávaných selhání úvěrů.","",""
"chart_cz_579000","Provisioning and settlement of provisions in financial activities","579000","expense","False","","Tvorba a zúčtování opravných položek ve finanční činnosti","Expense tracking the temporary drop in value of long-term strategic investments.","Náklad sledující přechodný pokles hodnoty dlouhodobých strategických investic.","",""
"chart_cz_581000","Change in work in progress","581000","expense","False","","Změna stavu nedokončené výroby","Technical expense account adjusting the profit based on the increase or decrease of unfinished goods.","Technický nákladový účet upravující zisk na základě nárůstu nebo poklesu nedokončených výrobků.","",""
"chart_cz_582000","Change in semi-finished goods","582000","expense","False","","Změna stavu polotovarů","Technical expense account capturing the shifting inventory value of intermediate manufactured parts.","Technický nákladový účet zachycující měnící se hodnotu zásob mezistupňových vyráběných dílů.","",""
"chart_cz_583000","Change in products","583000","expense","False","","Změna stavu výrobků","Technical expense adjusting the income statement based on whether finished goods inventory grew or shrank.","Technický náklad upravující výsledovku podle toho, zda zásoby hotových výrobků vzrostly, nebo se zmenšily.","",""
"chart_cz_584000","Change in young and other animals","584000","expense","False","","Změna stavu mladých a ostatních zvířat","Technical expense account reflecting the natural growth or decline of the livestock inventory pool.","Technický nákladový účet odrážející přirozený růst nebo úbytek stavu hospodářských zvířat.","",""
"chart_cz_585000","Activation of materials and goods","585000","expense","False","","Aktivace materiálu a zboží","Reversal account used when self-manufactured items are consumed internally instead of sold.","Storno účet používaný, když jsou vlastní výrobky spotřebovány interně namísto prodeje.","",""
"chart_cz_586000","Activation of in-house services","586000","expense","False","","Aktivace vnitropodnikových služeb","Reversal account capitalizing the cost of internal employees performing services for the company's own assets.","Storno účet kapitalizující náklady na interní zaměstnance provádějící služby pro vlastní majetek společnosti.","",""
"chart_cz_587000","Activation of intangible fixed assets","587000","expense","False","","Aktivace dlouhodobého nehmotného majetku","Reversal account capitalizing internal payroll spent on successfully developing proprietary software.","Storno účet kapitalizující interní mzdové náklady vynaložené na úspěšný vývoj vlastního softwaru.","",""
"chart_cz_588000","Activation of tangible fixed assets","588000","expense","False","","Aktivace dlouhodobého hmotného majetku","Reversal account capitalizing raw materials and payroll spent building a physical asset internally.","Storno účet kapitalizující suroviny a mzdy vynaložené na interní výstavbu hmotného majetku.","",""
"chart_cz_591000","Income tax payable","591000","expense","False","","Daň z příjmů splatná","The final calculated corporate tax burden for the fiscal year recorded as an expense against profits.","Konečné vypočtené daňové zatížení podniku za fiskální rok účtované jako náklad proti zisku.","",""
"chart_cz_592000","Deferred income tax","592000","expense","False","","Daň z příjmů odložená","Expense adjusting current profits for tax burdens that will legally hit in a future accounting period.","Náklad upravující aktuální zisky o daňové zatížení, které legálně dopadne až v budoucím účetním období.","",""
"chart_cz_593000","Income tax on extraordinary activities - payable","593000","expense","False","","Daň z příjmů z mimořádné činnosti - splatná","Tax expense specifically isolated to reflect massive, unrepeatable business events like a plant sale.","Daňový náklad specificky izolovaný pro odraz masivních, neopakovatelných událostí, jako je prodej závodu.","",""
"chart_cz_595000","Additional income tax payments","595000","expense","False","","Dodatečné odvody daně z příjmů","Expense booked when a state tax audit uncovers underpaid corporate taxes from a previous year.","Náklad účtovaný, když státní daňová kontrola odhalí nedoplatky na dani z příjmů právnických osob z minulého roku.","",""
"chart_cz_596000","Transfer of share of profit or loss to partners of v.o.s. and general partners of k.s.","596000","expense","False","","Převod podílu na výsledku hospodaření společníkům v.o.s. a komplementářům k.s.","Expense allocating generated profit directly to general partners before final corporate taxation.","Náklad alokující vygenerovaný zisk přímo komplementářům před konečným zdaněním korporace.","",""
"chart_cz_597000","Transfer of operating expenses","597000","expense","False","","Převod provozních nákladů","Technical account shifting operating costs between partnered entities or internal economic centers.","Technický účet přesouvající provozní náklady mezi partnerskými subjekty nebo interními hospodářskými středisky.","",""
"chart_cz_598000","Transfer of finance costs","598000","expense","False","","Převod finančních nákladů","Technical account shifting financial costs (like shared interest) between associated corporate entities.","Technický účet přesouvající finanční náklady (např. sdílené úroky) mezi přidruženými firemními subjekty.","",""
"chart_cz_599000","Change in income tax provision","599000","expense","False","","Změna stavu rezervy na daň z příjmů","Expense booked to stash funds aside for an estimated but unconfirmed corporate tax bill.","Náklad účtovaný k odložení prostředků na odhadovaný, ale dosud nepotvrzený daňový účet společnosti.","",""
"chart_cz_601000","Revenue from own products","601000","income","False","","Tržby za vlastní výrobky","Primary income generated strictly from selling products that the company manufactures itself.","Hlavní příjem generovaný výhradně prodejem výrobků, které společnost sama vyrábí.","",""
"chart_cz_602000","Revenue from sale of services","602000","income","False","","Tržby z prodeje služeb","Income derived from billing clients for time, consulting, project work, and professional services.","Příjmy plynoucí z účtování klientům za čas, poradenství, projektové práce a odborné služby.","",""
"chart_cz_602100","Revenues from domestic services","602100","income","False","","Tržby z prodeje služeb v tuzemsku","Service income generated exclusively from clients located within the borders of the Czech Republic.","Příjmy ze služeb generované výhradně od klientů nacházejících se na území České republiky.","",""
"chart_cz_602200","Revenues from services to the EU","602200","income","False","","Tržby z prodeje služeb do EU","Service income generated from clients registered in other member states of the European Union.","Příjmy ze služeb generované od klientů registrovaných v jiných členských státech Evropské unie.","",""
"chart_cz_602300","Revenues from services to third countries/Export","602300","income","False","","Tržby z prodeje služeb do třetích zemí","Service income generated from international clients located outside of the European Union.","Příjmy ze služeb generované od mezinárodních klientů nacházejících se mimo Evropskou unii.","",""
"chart_cz_604000","Sales of goods","604000","income","False","","Tržby za zboží","Income from reselling standard merchandise to customers where no internal manufacturing took place.","Příjmy z dalšího prodeje standardního zboží zákazníkům, aniž by probíhala interní výroba.","",""
"chart_cz_604100","Revenues from domestic goods sales","604100","income","False","","Tržby za zboží v tuzemsku","Income from reselling merchandise to retail or wholesale customers within the Czech Republic.","Příjmy z dalšího prodeje zboží maloobchodním nebo velkoobchodním zákazníkům v České republice.","",""
"chart_cz_604200","Revenues from goods to other EU states","604200","income","False","","Tržby za zboží do ostatních států EU","Income from reselling merchandise exported to businesses located in other European Union states.","Příjmy z dalšího prodeje zboží vyváženého do podniků nacházejících se v jiných státech Evropské unie.","",""
"chart_cz_604300","Revenues from goods to third countries / Export","604300","income","False","","Tržby za zboží do třetích zemí","Income from reselling merchandise exported to international customers completely outside the EU.","Příjmy z dalšího prodeje zboží vyváženého mezinárodním zákazníkům zcela mimo EU.","",""
"chart_cz_641000","Revenue from the sale of intangible and tangible fixed assets","641000","income","False","","Tržby z prodeje dlouhodobého nehmotného a hmotného majetku","Income generated when the company sells off an old machine, vehicle, or patent to a third party.","Příjem generovaný při prodeji starého stroje, vozidla nebo patentu třetí straně.","",""
"chart_cz_642000","Revenue from the sale of materials","642000","income","False","","Tržby z prodeje materiálu","Income generated when excess raw manufacturing materials are sold to third parties instead of consumed.","Příjem generovaný při prodeji přebytečných výrobních surovin třetím stranám namísto jejich spotřeby.","",""
"chart_cz_643000","Donations received in operating activities","643000","income","False","","Přijaté dary v provozní oblasti","Gifts and non-repayable grants given to the company to support its standard operational work.","Dary a nevratné dotace poskytnuté společnosti na podporu její standardní provozní činnosti.","",""
"chart_cz_644000","Contractual penalties and interest on late payments","644000","income","False","","Smluvní pokuty a úroky z prodlení","Fines charged to clients who breached contract terms or failed to pay their invoices on time.","Pokuty účtované klientům, kteří porušili smluvní podmínky nebo nezaplatili faktury včas.","",""
"chart_cz_645000","Proceeds from assigned receivables","645000","income","False","","Výnosy z postoupených pohledávek","Income received from factoring companies when unpaid customer invoices are sold to them.","Příjmy přijaté od factoringových společností při prodeji nezaplacených zákaznických faktur.","",""
"chart_cz_646000","Revenue from written-off receivables","646000","income","False","","Výnosy z odepsaných pohledávek","Unexpected payments from customers whose bad debt had already been written off the books.","Neočekávané platby od zákazníků, jejichž nedobytný dluh byl již z účetnictví odepsán.","",""
"chart_cz_647000","Extraordinary operating income","647000","income","False","","Mimořádné provozní výnosy","Massive, unrepeatable inflows of operational cash, such as large lawsuit settlements.","Masivní, neopakovatelné přílivy provozní hotovosti, jako jsou velká soudní vyrovnání.","",""
"chart_cz_648000","Other operating income","648000","income","False","","Ostatní provozní výnosy","Minor operational income streams that cannot be classified under standard product/service sales.","Drobné toky provozních příjmů, které nelze klasifikovat jako standardní prodej produktů/služeb.","",""
"chart_cz_649000","Amortisation of negative goodwill and recognition of valuation allowance on acquired assets","649000","income","False","","Odpis záporného goodwillu a zúčtování oprávky k oceň. rozdílu k nabytému majetku","Accounting income recognized progressively when a business was acquired below its fair market value.","Účetní výnos vykazovaný postupně, když byl podnik koupen pod svou reálnou tržní hodnotou.","",""
"chart_cz_661000","Proceeds from sale of securities and shares","661000","income","False","","Tržby z prodeje cenných papírů a podílů","Cash incoming from the liquidation and sale of stocks or bonds the company held for investment.","Hotovost přicházející z likvidace a prodeje akcií nebo dluhopisů, které společnost držela jako investici.","",""
"chart_cz_662000","Interest","662000","income","False","","Úroky","Money earned directly from high-yield corporate bank accounts or loans given out to third parties.","Peníze vydělané přímo z vysokoúročených firemních bankovních účtů nebo půjček třetím stranám.","",""
"chart_cz_663000","Foreign exchange gains","663000","income","False","","Kurzové zisky","Realized and unrealized profits occurring when foreign currency invoices are paid or revalued at favorable rates.","Realizované a nerealizované zisky vznikající při úhradě nebo přecenění faktur v cizí měně příznivým kurzem.","",""
"chart_cz_664000","Gains on revaluation of securities","664000","income","False","","Výnosy z přecenění cenných papírů","Accounting profit recognized when trading stocks or securities gain value at the fiscal year-end.","Účetní zisk vykázaný, když obchodovatelné akcie nebo cenné papíry získají hodnotu ke konci fiskálního roku.","",""
"chart_cz_665000","Proceeds from non-current financial assets","665000","income","False","","Výnosy z dlouhodobého finančního majetku","Dividends and long-term investment payouts received from holding shares in external businesses.","Dividendy a výplaty dlouhodobých investic přijaté z držení podílů v externích podnicích.","",""
"chart_cz_666000","Proceeds from short-term financial assets","666000","income","False","","Výnosy z krátkodobého finančního majetku","Quick dividends or interest payouts received strictly from short-term tradable securities.","Rychlé dividendy nebo výplaty úroků přijaté výhradně z krátkodobých obchodovatelných cenných papírů.","",""
"chart_cz_667000","Income from derivative transactions","667000","income","False","","Výnosy z derivátových operací","Profits settled and paid to the company resulting from successful currency or commodity hedging.","Zisky vyrovnané a vyplacené společnosti v důsledku úspěšného zajištění proti měnovým nebo komoditním rizikům.","",""
"chart_cz_668000","Other financial income","668000","income","False","","Ostatní finanční výnosy","Minor financial yields that cannot be officially categorized as interest, FX gains, or dividends.","Drobné finanční výnosy, které nelze oficiálně kategorizovat jako úroky, kurzové zisky nebo dividendy.","",""
"chart_cz_669000","Donations received in the financial area","669000","income","False","","Přijaté dary ve finanční oblasti","Debts voluntarily forgiven by external partners or sudden financial injections from associated entities.","Dluhy dobrovolně odpuštěné externími partnery nebo náhlé finanční injekce od přidružených subjektů.","",""
"chart_cz_697000","Transfer of operating income","697000","income","False","","Převod provozních výnosů","Technical account shifting operating revenues between partnered entities or internal economic centers.","Technický účet přesouvající provozní výnosy mezi partnerskými subjekty nebo interními hospodářskými středisky.","",""
"chart_cz_698000","Transfer of financial income","698000","income","False","","Převod finančních výnosů","Technical account shifting financial yields (like shared interest) between associated corporate entities.","Technický účet přesouvající finanční výnosy (např. sdílené úroky) mezi přidruženými firemními subjekty.","",""
"chart_cz_699000","Revenue from economic centres","699000","income","False","","Výnosy hospodářských středisek","Internal accounting account used strictly to distribute overall company revenues to specific departments.","Interní účetní účet používaný výhradně k rozdělení celkových výnosů společnosti do konkrétních oddělení.","",""
"chart_cz_701000","Initial balance sheet account","701000","off_balance","False","","Počáteční účet rozvažný","Technical transit account used strictly on January 1st to pull in balances from the previous year.","Technický tranzitní účet používaný výhradně 1. ledna ke stažení zůstatků z předchozího roku.","",""
"chart_cz_702000","Closing balance sheet account","702000","off_balance","False","","Konečný účet rozvažný","Technical transit account used strictly on December 31st to zero out asset and liability accounts.","Technický tranzitní účet používaný výhradně 31. prosince k vynulování účtů aktiv a pasiv.","",""
"chart_cz_710000","Profit and loss account","710000","off_balance","False","","Účet zisků a ztrát","Technical transit account dumping all 5xx and 6xx balances to calculate the final economic profit.","Technický tranzitní účet překlápějící všechny zůstatky 5xx a 6xx pro výpočet konečného hospodářského zisku.","",""
"chart_cz_022100","Technology","022100","asset_fixed","False","","Technologie","High-value IT infrastructure, servers, networking hardware, and expensive computer systems.","Drahá IT infrastruktura, servery, síťový hardware a drahé počítačové systémy.","l10n_cz_21_receipt_domestic_supplies","asset_3_year_linear"
"chart_cz_082100","Accumulated depreciations","082100","asset_non_current","False","","Empty","Contra-asset accounts tracking the cumulative depreciation of tangible fixed assets over their useful life.","Účty oprávek sledující kumulované odpisy dlouhodobého hmotného majetku za dobu jeho životnosti.","",""
"chart_cz_082200","Accumulated depreciations - Installations","082200","asset_non_current","False","","Oprávky - Installations","Contra-asset accounts tracking the cumulative depreciation of tangible fixed assets over their useful life.","Účty oprávek sledující kumulované odpisy dlouhodobého hmotného majetku za dobu jeho životnosti.","",""
"chart_cz_082300","Accumulated depreciations - Machines & tools","082300","asset_non_current","False","","Oprávky - Machines & tools","Contra-asset accounts tracking the cumulative depreciation of tangible fixed assets over their useful life.","Účty oprávek sledující kumulované odpisy dlouhodobého hmotného majetku za dobu jeho životnosti.","",""
"chart_cz_082400","Accumulated depreciations - Furniture & material","082400","asset_non_current","False","","Oprávky - Furniture & material","Contra-asset accounts tracking the cumulative depreciation of tangible fixed assets over their useful life.","Účty oprávek sledující kumulované odpisy dlouhodobého hmotného majetku za dobu jeho životnosti.","",""
"chart_cz_082500","Accumulated depreciations - Vehicle","082500","asset_non_current","False","","Oprávky - Vehicle","Contra-asset accounts tracking the cumulative depreciation of tangible fixed assets over their useful life.","Účty oprávek sledující kumulované odpisy dlouhodobého hmotného majetku za dobu jeho životnosti.","",""
"chart_cz_082510","Accumulated depreciations - Vehicle accessories","082510","asset_non_current","False","","Oprávky - Vehicle accessories","Contra-asset accounts tracking the cumulative depreciation of tangible fixed assets over their useful life.","Účty oprávek sledující kumulované odpisy dlouhodobého hmotného majetku za dobu jeho životnosti.","",""
"chart_cz_082900","Accumulated depreciations - Other property","082900","asset_non_current","False","","Oprávky - Other property","Contra-asset accounts tracking the cumulative depreciation of tangible fixed assets over their useful life.","Účty oprávek sledující kumulované odpisy dlouhodobého hmotného majetku za dobu jeho životnosti.","",""
"chart_cz_022200","Installations","022200","asset_fixed","False","","Instalace","Long-term building installations like HVAC systems, solar panels, and heavy security systems.","Dlouhodobé instalace v budovách, jako jsou systémy HVAC, solární panely a těžké bezpečnostní systémy.","l10n_cz_21_receipt_domestic_supplies","asset_10_year_linear"
"chart_cz_022300","Machines & tools","022300","asset_fixed","False","","Stroje a nástroje","Industrial equipment, CNC machines, forklifts, and heavy tools directly related to business production.","Průmyslová zařízení, CNC stroje, vysokozdvižné vozíky a těžké nástroje přímo související s výrobou.","l10n_cz_21_receipt_domestic_supplies","asset_5_year_linear"
"chart_cz_022900","Other property","022900","asset_fixed","False","","Ostatní majetek","Long-term physical assets used in company operations. Subject to regular depreciation over their useful life.","Dlouhodobý hmotný majetek využívaný k činnosti podniku. Podléhá pravidelným odpisům po dobu své životnosti.","l10n_cz_21_receipt_domestic_supplies","asset_5_year_linear"
"chart_cz_022400","Furniture & material","022400","asset_fixed","False","","Nábytek a vybavení","Office desks, chairs, conference tables, and other long-term workspace furnishings.","Kancelářské stoly, židle, konferenční stoly a další dlouhodobé vybavení pracovního prostoru.","l10n_cz_21_receipt_domestic_supplies","asset_5_year_linear"
"chart_cz_022500","Vehicle","022500","asset_fixed","False","","Vozidlo","Acquisition value of company cars, commercial vans, and trucks used for business travel or delivery.","Pořizovací hodnota firemních osobních automobilů, dodávek a nákladních automobilů pro služební cesty nebo rozvoz.","l10n_cz_21_receipt_domestic_supplies","asset_5_year_linear"
"chart_cz_022510","Vehicle accessories","022510","asset_fixed","False","","Příslušenství k vozidlům","High-value aftermarket additions to vehicles (e.g., custom racking, roof boxes, towing equipment).","Drahé doplňky k vozidlům (např. regálové systémy, střešní boxy, tažná zařízení).","l10n_cz_21_receipt_domestic_supplies","asset_3_year_linear"
"chart_cz_501100","Raw materials","501100","expense","False","","Suroviny","Direct materials and raw components purchased to be manufactured or transformed into finished products.","Přímé materiály a suroviny nakoupené k výrobě nebo přeměně na hotové výrobky.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_501200","Consumables","501200","expense","False","","Spotřební materiál","Packaging, safety gear, small tools, and disposable items consumed during standard business operations.","Obaly, ochranné pomůcky, drobné nářadí a jednorázové předměty spotřebované při běžném provozu.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_511100","Office Maintenance","511100","expense","False","","Údržba kanceláře","Cleaning services, HVAC repairs, plumbing, and general upkeep of the company's premises.","Úklidové služby, opravy klimatizace, instalatérské práce a celková údržba prostor společnosti.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_511200","Vehicle maintenance","511200","expense","False","","Údržba vozidla","Routine car servicing, tire changes, oil replacement, and repairs for the company fleet.","Běžný servis vozidel, výměna pneumatik, oleje a opravy firemního vozového parku.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_501300","Office supplies","501300","expense","False","","Kancelářské potřeby","Everyday workplace supplies: printer ink, paper, pens, notebooks, and small desk accessories.","Každodenní kancelářské potřeby: inkoust do tiskárny, papír, pera, sešity a drobné doplňky.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_501400","Fuel","501400","expense","False","","Pohonné hmoty","Gasoline, diesel, and electric charging costs for company-owned or leased vehicles.","Náklady na benzín, naftu a nabíjení pro firemní nebo pronajatá vozidla.","l10n_cz_21_receipt_domestic_supplies",""
"chart_cz_548100","Membership fees","548100","expense","False","","Členské příspěvky","Dues paid to industry associations, chambers of commerce, and professional syndicates.","Příspěvky placené průmyslovým sdružením, hospodářským komorám a profesním svazům.","l10n_cz_not_subject_vat",""
"chart_cz_548200","Fire insurance","548200","expense","False","","Pojištění proti požáru","Premiums paid to protect company property, warehouses, and inventory against fire or natural disasters.","Pojistné placené na ochranu firemního majetku, skladů a zásob proti požáru nebo živelným pohromám.","l10n_cz_not_subject_vat",""
"chart_cz_548300","Professional insurance","548300","expense","False","","Profesní pojištění","Premiums for corporate liability, legal protection, and business interruption insurance policies.","Pojistné za pojištění odpovědnosti podniku, právní ochrany a přerušení provozu.","l10n_cz_not_subject_vat",""
"chart_cz_548400","Legal protection ins.","548400","expense","False","","Pojištění právní ochrany","Insurance covering legal costs, lawyer fees, and court expenses in case of business disputes.","Pojištění kryjící právní náklady, odměny advokátů a soudní výlohy v případě obchodních sporů.","l10n_cz_not_subject_vat",""
