id,code,name,note,account_type,reconcile,chart_template_id:id
account_template_201011390,2.01.01.13.90,"Subconta – Adoção Inicial - Títulos de Dívida - Circulante","Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do passivo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores deverão ser computados na apuração Lucro Real à medida que o passivo for baixado ou liquidado (arts. 165 e 168, Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I, exemplos 1/2). Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo. Apenas no caso da conta contábil que registra o passivo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",liability_current,,l10n_br_account_chart_template
account_template_201011501,2.01.01.15.01,"Provisão para o Imposto de Renda","Contas que registram o valor da provisão para o imposto de renda a pagar.",liability_current,,l10n_br_account_chart_template
account_template_201011502,2.01.01.15.02,"Provisão para a Contribuição Social sobre o Lucro Líquido","Contas que registram o valor da provisão para a contribuição social sobre o lucro líquido a pagar.",liability_current,,l10n_br_account_chart_template
account_template_201011503,2.01.01.15.03,"Férias a Pagar","Contas que registram o valor de férias a pagar de administradores e empregados.",liability_current,,l10n_br_account_chart_template
account_template_201011504,2.01.01.15.04,"13º Salário a Pagar","Contas que registram o valor de 13º salário a pagar de administradores e empregados.",liability_current,,l10n_br_account_chart_template
account_template_201011505,2.01.01.15.05,"Provisões de Natureza Trabalhista - Circulante","Contas que registram o valor da provisão de natureza trabalhista.",liability_current,,l10n_br_account_chart_template
account_template_201011506,2.01.01.15.06,"Provisões de Natureza Tributária – Circulante","Contas que registram o valor da provisão de natureza tributária.",liability_current,,l10n_br_account_chart_template
account_template_201011507,2.01.01.15.07,"Provisões de Natureza Cível – Circulante","Contas que registram o valor da provisão de natureza cível.",liability_current,,l10n_br_account_chart_template
account_template_201011528,2.01.01.15.28,"Outras Provisões","Contas que registram o valor das demais provisões não classificadas em contas mais específicas.",liability_current,,l10n_br_account_chart_template
account_template_201011550,2.01.01.15.50,"(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Provisões - Circulante","Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados nas provisões. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real(art. 38, §2º, Instrução Normativa SRF nº 1.515/2014). Em sendo as contrapartidas registradas em subcontas vinculadas a ativos, poderão ser excluídas no período em que os ativos forem realizados, nos termos do art. 37, Instrução Normativa SRF nº 1.515/2014.",liability_current,,l10n_br_account_chart_template
account_template_201011701,2.01.01.17.01,"Mútuos – Partes Não Relacionadas – No País - Ciculante","Contas que registram os empréstimos tomados de partes não relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no país. Juros e encargos decorrentes também devem ser registrados nesta conta.",liability_current,,l10n_br_account_chart_template
account_template_201011702,2.01.01.17.02,"Mútuos - Partes Não Relacionadas – No Exterior - Ciculante","Contas que registram os empréstimos tomados de partes não relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no exterior. Juros e encargos decorrentes também devem ser registrados nesta conta.",liability_current,,l10n_br_account_chart_template
account_template_201011703,2.01.01.17.03,"Mútuos – Partes Relacionadas – No País – Circulante","Contas que registram os empréstimos tomados de partes relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no país. Juros e encargos decorrentes também devem ser registrados nesta conta.",liability_current,,l10n_br_account_chart_template
account_template_201011704,2.01.01.17.04,"Mútuos - Partes Relacionadas – No Exterior - Circulante","Contas que registram os empréstimos tomados de partes relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no exterior. Juros e encargos decorrentes também devem ser registrados nesta conta.",liability_current,,l10n_br_account_chart_template
account_template_201011709,2.01.01.17.09,"Contraprestação Contingente Passiva - Combinação de Negócios - Circulante","Contas que registram a contraprestação contingente passiva, em uma combinação de negócios. Em termos gerais, constitui cláusula assumida pelo adquirente de transferir ativos ou participações societárias adicionais , aos ex-proprietários da adquirida, se certas condições específicas venham a ocorrer. Para fins de gerar efeito sobre tratamento fiscal das parcelas integrantes do custo de aquisição de participação societária, deve-se observar os arts. 110/111, Instrução Normativa SRF Nº 1.515/2014 .",liability_current,,l10n_br_account_chart_template
account_template_201011710,2.01.01.17.10,"Passivo Contingente Assumido em Combinação de Negócios - Circulante","Contas que registram o passivo contingente assumido de curto prazo em uma combinação de negócios.",liability_current,,l10n_br_account_chart_template
account_template_201011711,2.01.01.17.11,"Faturamento para Entrega Futura - Circulante","Contas que registram os faturamentos antecipados, por conta de futuros fornecimentos, não gerando nenhum direito, portanto retificando o saldo de duplicatas a receber.",liability_current,,l10n_br_account_chart_template
account_template_201011712,2.01.01.17.12,"Juros sobre o Capital Próprio a Pagar - Circulante","Contas que registram o valor dos juros sobre o capital próprio a serem pagos no exercício subsequente aos sócios ou acionistas.",liability_current,,l10n_br_account_chart_template
account_template_201011713,2.01.01.17.13,"Dividendos a Pagar – Circulante","Contas que registram o valor dos dividendos aprovados pela Assembleia, creditados aos acionistas ou propostos pela administração da pessoa jurídica na data do balanço, como parte da destinação proposta para os lucros.",liability_current,,l10n_br_account_chart_template
account_template_201011715,2.01.01.17.15,"Conta de Controle de Custo Contratado - Circulante","Contas que registram o controle de custo contratado, utilizadas pelas pessoas jurídicas da atividade imobiliária.",liability_current,,l10n_br_account_chart_template
account_template_201011716,2.01.01.17.16,"Conta de Controle de Custo Orçado - Circulante","Contas que registram o controle de custo orçado, utilizadas pelas pessoas jurídicas da atividade imobiliária.",liability_current,,l10n_br_account_chart_template
account_template_201011725,2.01.01.17.25,"Direitos Creditórios a Pagar - Circulante","Contas que registram os direitos creditórios a pagar, utilizadas por pessoa jurídica que exerça ativididade de securitização.",liability_current,,l10n_br_account_chart_template
account_template_201011728,2.01.01.17.28,"Outras Obrigações – Circulante","Contas que registram outras obrigações na classificadas em contas mais específicas.",liability_current,,l10n_br_account_chart_template
account_template_201011750,2.01.01.17.50,"(-)Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Outras Contas a Pagar - Circulante","Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados em outras obrigações. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real(art. 38, §2º, Instrução Normativa SRF nº 1.515/2014). Em sendo as contrapartidas registradas em subcontas vinculadas a ativos, poderão ser excluídas no período em que os ativos forem realizados, nos termos do art. 37, Instrução Normativa SRF nº 1.515/2014.",liability_current,,l10n_br_account_chart_template
account_template_201011760,2.01.01.17.60,"CPC 47 - Passivos de Contrato - Circulante","Contas que registram os efeitos no passivo circulante decorrentes da adoção do Pronunciamento Técnico CPC 47 - Receita de Contrato com Cliente.",liability_current,,l10n_br_account_chart_template
account_template_201011901,2.01.01.19.01,"Receitas Diferidas","Contas que registram o valor das receitas faturadas e recebidas antecipadamente decorrente da venda de bens e serviços, cuja a execução e entrega ocorrem até o término do ano-calendário subsequente. Também se considera como receitas de exercícios futuros os juros e demais receitas financeiras recebidas antecipadamente em transações financeiras.",liability_current,,l10n_br_account_chart_template
account_template_201011902,2.01.01.19.02,"(-) Custos Correspondentes às Receitas Diferidas","Contas que registram o valor dos custos e despesas de exercícios futuros referentes às receitas diferidas.",liability_current,,l10n_br_account_chart_template
account_template_201011903,2.01.01.19.03,"Subvenção Governamental a Apropriar","Contas que registram o valor das doações e subvenções governamentais, enquanto não transferidas para o resultado do exercício.",liability_current,,l10n_br_account_chart_template
account_template_201011950,2.01.01.19.50,"(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Receitas Diferidas","Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados em outras obrigações. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real(art. 38, §2º, Instrução Normativa SRF nº 1.515/2014). Em sendo as contrapartidas registradas em subcontas vinculadas a ativos, poderão ser excluídas no período em que os ativos forem realizados, nos termos do art. 37, Instrução Normativa SRF nº 1.515/2014.",liability_current,,l10n_br_account_chart_template
account_template_202010101,2.02.01.01.01,"Fornecedores - No País - Longo Prazo","Contas que registram o valor a pagar correspondentes à compra de bens, direitos e serviços de fornecedores nacionais, seja relacionado ou não com declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12.",liability_non_current,,l10n_br_account_chart_template
account_template_202010102,2.02.01.01.02,"Fornecedores - No Exterior - Longo Prazo","Contas que registram o valor a pagar correspondentes à compra de bens, direitos e serviços de fornecedores estrangeiros, seja relacionado ou não com declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12.",liability_non_current,,l10n_br_account_chart_template
account_template_202010103,2.02.01.01.03,"Credores por Financiamento - Longo Prazo","Contas que registram obrigações resultantes de financiamentos de bens e equipamentos do ativo imobilizado concedidos à empresa pelos próprios fornecedores de tais bens.",liability_non_current,,l10n_br_account_chart_template
account_template_202010104,2.02.01.01.04,"Títulos a Pagar - Longo Prazo","Contas que registram outras títulos a pagar não classificados em contas mais específicas, principalmente no grupo 2.02.01.07",liability_non_current,,l10n_br_account_chart_template
account_template_202010105,2.02.01.01.05,"Duplicatas Descontadas - Longo Prazo","Contas que registram o valor das parcelas a serem subtraídas do longo prazo, correspondentes a valores das duplicatas descontadas que retificam o grupo de clientes. Ainda que represente uma dívida, caso a pessoa jurídica registre esta conta no ativo, deve ser classificada neste referencial junto com a conta que retifique na contabilidade societária.",liability_non_current,,l10n_br_account_chart_template
account_template_202010106,2.02.01.01.06,"Empréstimos ou Financiamentos - no País - Longo Prazo","Contas que registram o valor dos financiamentos e empréstimos a longo prazo, obtidos com instituição financeira no país. Encargos financeiros a transcorrer e juros a pagar decorrentes devem ser classificadas nesta conta. As obrigações por empréstimos tomados com pessoa jurídica não financeira e física deverão ser informados na conta de mútuos.",liability_non_current,,l10n_br_account_chart_template
account_template_202010107,2.02.01.01.07,"Empréstimos ou Financiamentos - no Exterior - Longo Prazo","Contas que registram o valor dos financiamentos e empréstimos a longo prazo, obtidos com instituição financeira no exterior. Encargos financeiros a transcorrer e juros a pagar decorrentes devem ser classificadas nesta conta. As obrigações por empréstimos tomados com pessoa jurídica não financeira e física deverão ser informados na conta de mútuos",liability_non_current,,l10n_br_account_chart_template
account_template_202010108,2.02.01.01.08,"Adiantamentos de Contrato de Câmbio - Longo Prazo","Contas que registram o valor das operações de crédito na modalidade de adiantamento de contrato de câmbio, vencíveis a longo prazo.",liability_non_current,,l10n_br_account_chart_template
account_template_202010109,2.02.01.01.09,"Arrendamento no País - Longo Prazo","Contas que registram o valor das obrigações relativas a arrendamento contratado no país, vencíveis a longo prazo.",liability_non_current,,l10n_br_account_chart_template
account_template_202010110,2.02.01.01.10,"Arrendamento no Exterior - Longo Prazo","Contas que registram o valor das obrigações relativas a arrendamento contratado no exterior, vencíveis a longo prazo.",liability_non_current,,l10n_br_account_chart_template
account_template_202010111,2.02.01.01.11,"Adiantamentos de Clientes - no País – Longo Prazo","Contas que registram o valor correspondente a adiantamentos de clientes no país de longo prazo.",liability_non_current,,l10n_br_account_chart_template
account_template_202010112,2.02.01.01.12,"Adiantamentos de Clientes - no Exterior – Longo Prazo","Contas que registram o valor correspondente a adiantamentos de clientes no exterior de longo prazo.",liability_non_current,,l10n_br_account_chart_template
account_template_202010150,2.02.01.01.50,"(-)Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Empréstimos e Financiamentos - Longo Prazo","Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados nos instrumentos de dívidas vinculados a empréstimos e financiamentos. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real(art. 38, §2º, Instrução Normativa SRF nº 1.515/2014). Exceto para as operações de leasing financeiro(art. 89, Instrução Normativa SRF nº 1.515/2014) em sendo as contrapartidas registradas em subcontas vinculadas aos ativos adquiridos, poderão ser excluídas no período em que os ativos forem realizados, nos termos do art. 37, Instrução Normativa SRF nº 1.515/2014.",liability_non_current,,l10n_br_account_chart_template
account_template_202010170,2.02.01.01.70,"Subconta - Ajuste a Valor Justo - Empréstimos e Financiamentos - Longo Prazo","Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os passivos financeiros, inclusive decorrentes apenas de sua mensuração inicial. Referidos valores deverão ser computados na apuração Lucro Real quando da baixa ou liquidação do passivo(arts. 49/53, Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I, exemplos 5/6). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",liability_non_current,,l10n_br_account_chart_template
account_template_202010190,2.02.01.01.90,"Subconta – Adoção Inicial - Empréstimos e Financiamentos - Longo Prazo","Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do passivo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores deverão ser computados na apuração Lucro Real à medida que o passivo for baixado ou liquidado (arts. 165 e 168, Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I, exemplos 1/2). Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo. Apenas no caso da conta contábil que registra o passivo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",liability_non_current,,l10n_br_account_chart_template
account_template_202010201,2.02.01.02.01,"Benefícios Pós Emprego - Longo Prazo","Contas que registram os benefícios pós-emprego a pagar no longo prazo. Nos termos do item 26, CPC 33(R1), aqueles pagos após o período de emprego, tais como aposentadoria, pensões, seguro de via e assistência médica pós-emprego.",liability_non_current,,l10n_br_account_chart_template
account_template_202010202,2.02.01.02.02,"Outro Benefícios de Longo Prazo - Longo Prazo","Contas que registram outros benefícios de longo prazo a pagar no longo prazo. Nos termos do item 5(c), CPC 33(R1), são aqueles que não se espera sejam integralmente liquidados em até doze meses após o fim do exercício em que os empregados prestarem o respectivo serviço, tais como ausências remuneradas de longo prazo, licenças por tempo de serviço, jubileu , benefícios por invalidez de longo prazo.",liability_non_current,,l10n_br_account_chart_template
account_template_202010203,2.02.01.02.03,"Benefícios Rescisórios - Longo Prazo","Contas que registram os benefícios rescisórios a pagar no longo prazo. Nos termos do item 8, CPC 33(R1), são aqueles fornecidos pela rescisão do contrato de trabalho de empregado, seja decisão da pessoa jurídica de terminar o vínculo empregatício do empregado antes da data normal da aposentadoria, seja decisão do empregado de aceitar uma oferta de benefícios em troca da rescisão do contrato de trabalho.",liability_non_current,,l10n_br_account_chart_template
account_template_202010301,2.02.01.03.01,"Parcelamentos Especiais e Ordinários a Recolher - Tributos Federais - Longo Prazo","Contas que registram o valor de parcelamentos especiais e ordinários de tributos federais vencíveis a longo prazo.",liability_non_current,,l10n_br_account_chart_template
account_template_202010302,2.02.01.03.02,"Parcelamentos Especiais e Ordinários a Recolher - Tributos Estaduais e Municipais - Longo Prazo","Contas que registram o valor de parcelamentos especiais e ordinários de tributos estaduais e municipais vencíveis a longo prazo.",liability_non_current,,l10n_br_account_chart_template
account_template_202010328,2.02.01.03.28,"Outros Tributos a Recolher - Longo Prazo","Contas que registram o valor de outras obrigações tributárias vencíveis a longo prazo, não classificadas em contas mais específicas.",liability_non_current,,l10n_br_account_chart_template
account_template_202010501,2.02.01.05.01,"Débitos Fiscais IRPJ - Diferenças Temporárias - Longo Prazo","Contas que registram o valor do tributo devido em período futuro relacionado a diferenças temporárias tributáveis. Diferenças temporárias são divergências no valor contábil de ativo ou passivo no balanço e sua base fiscal, nos termos do CPC32.",liability_non_current,,l10n_br_account_chart_template
account_template_202010502,2.02.01.05.02,"Débitos Fiscais CSLL - Diferenças Temporárias - Longo Prazo","Contas que registram o valor do tributo devido em período futuro relacionado a diferenças temporárias tributáveis. Diferenças temporárias são divergências no valor contábil de ativo ou passivo no balanço e sua base fiscal, nos termos do CPC32.",liability_non_current,,l10n_br_account_chart_template
account_template_202010701,2.02.01.07.01,"Debêntures a Pagar - Longo Prazo","Contas que registram o valor das debêntures a pagar no longo prazo. Havendo contas societárias específicas para juros e encargos decorrentes, também devem ser classificados nesta conta.",liability_non_current,,l10n_br_account_chart_template
account_template_202010702,2.02.01.07.02,"Prêmio na Emissão de Debêntures - Longo Prazo","Contas que registram o valor do prêmio na emissão de debêntures a pagar no longo prazo. Havendo contas societárias específicas para juros e encargos decorrentes, também devem ser classificados nesta conta.",liability_non_current,,l10n_br_account_chart_template
account_template_202010704,2.02.01.07.04,"Notas Promissórias a Pagar – Longo Prazo","Contas que registram o valor notas promissórias(“commercial papers”) a pagar no longo prazo. Havendo contas societárias específicas para juros e encargos decorrentes, também devem ser classificados nesta conta.",liability_non_current,,l10n_br_account_chart_template
account_template_202010705,2.02.01.07.05,"Bonds a Pagar","Contas que registram o valor de Bonds a pagar no longo prazo. Havendo contas societárias específicas para juros e encargos decorrentes, também devem ser classificados nesta conta.",liability_non_current,,l10n_br_account_chart_template
account_template_202010706,2.02.01.07.06,"Certificados de Recebíveis Imobiliários(CRI) – Longo Prazo","Contas que registram o valor de Certificados de Recebíveis Imobiliários a pagar no longo prazo. Havendo contas societárias específicas para juros e encargos decorrentes, também devem ser classificados nesta conta.",liability_non_current,,l10n_br_account_chart_template
account_template_202010707,2.02.01.07.07,"Certificados de Recebíveis do Agronegócio(CRA) – Longo Prazo","Contas que registram o valor de Certificados de Recebíveis do Agronegócio a pagar no longo prazo. Havendo contas societárias específicas para juros e encargos decorrentes, também devem ser classificados nesta conta.",liability_non_current,,l10n_br_account_chart_template
account_template_202010725,2.02.01.07.25,"Outros Títulos de Dívida a Pagar - – Pelo Custo Amortizado - Longo Prazo","Contas que registram outros títulos emitidos para a captação de recursos financeiros, não classificados em contas mais específicas, mensurados pelo custo amortizado. Havendo contas societárias específicas para juros e encargos decorrentes, também devem ser classificados nesta conta.",liability_non_current,,l10n_br_account_chart_template
account_template_202010727,2.02.01.07.27,"(-) Custos a Amortizar - Títulos de Dívida - Longo Prazo","Contas que registram o valor do custo a amortizar a longo prazo dos títulos de dívidas.",liability_non_current,,l10n_br_account_chart_template
account_template_202010728,2.02.01.07.28,"Outros Títulos de Dívida a Pagar – Pelo Pelo Valor Justo(VJPR) - – Longo Prazo","Contas que registram outros títulos emitidos para a captação de recursos financeiros, não classificados em contas mais específicas, mensurados pelo valor justo reconhecido diretamente no resultado.",liability_non_current,,l10n_br_account_chart_template
account_template_202010729,2.02.01.07.29,"(-) Deságio a Apropriar - Debêntures - Longo Prazo","Contas que registram o valor do deságio aplicado a títulos de dívida.",liability_non_current,,l10n_br_account_chart_template
account_template_202010770,2.02.01.07.70,"Subconta - Ajuste a Valor Justo – Títulos de Dívida a Pagar - – Longo Prazo","Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os passivos financeiros, inclusive decorrentes apenas de sua mensuração inicial. Referidos valores deverão ser computados na apuração Lucro Real quando da baixa ou liquidação do passivo(arts. 44 e 48, Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I, exemplos 5/6). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",liability_non_current,,l10n_br_account_chart_template
account_template_202010901,2.02.01.09.01,"Provisões de Natureza Trabalhista - Longo Prazo","Contas que registram o valor da provisão de natureza trabalhista.",liability_non_current,,l10n_br_account_chart_template
account_template_202010902,2.02.01.09.02,"Provisões de Natureza Tributária - Longo Prazo","Contas que registram o valor da provisão de natureza tributária.",liability_non_current,,l10n_br_account_chart_template
account_template_202010903,2.02.01.09.03,"Provisões de Natureza Cível - Longo Prazo","Contas que registram o valor da provisão de natureza cível.",liability_non_current,,l10n_br_account_chart_template
account_template_202010928,2.02.01.09.28,"Outras Provisões - Longo Prazo","Contas que registram o valor das provisões de longo prazo não classificáveis em contas específicas nesse plano de contas.",liability_non_current,,l10n_br_account_chart_template
account_template_202011001,2.02.01.10.01,"IRRF a Recolher - Longo Prazo","Contas que registram o valor referentes ao IRRF a Recolher após o final do período de apuração seguinte (longo prazo).",liability_non_current,,l10n_br_account_chart_template
account_template_202011002,2.02.01.10.02,"IPI a Recolher - Longo Prazo","Contas que registram o valor referentes ao IPI a Recolher após o final do período de apuração seguinte (longo prazo).",liability_non_current,,l10n_br_account_chart_template
account_template_202011003,2.02.01.10.03,"ICMS a Recolher - Longo Prazo","Contas que registram o valor referente ao ICMS a Recolher após o final do período de apuração seguinte (longo prazo).",liability_non_current,,l10n_br_account_chart_template
account_template_202011004,2.02.01.10.04,"PIS a Recolher - Longo Prazo","Contas que registram o valor do PIS a recolher após após o final do período de apuração seguinte (longo prazo).",liability_non_current,,l10n_br_account_chart_template
account_template_202011005,2.02.01.10.05,"COFINS a Recolher - Longo Prazo","Contas que registram o valor da COFINS a recolher após o final do período de apuração seguinte (longo prazo).",liability_non_current,,l10n_br_account_chart_template
account_template_202011006,2.02.01.10.06,"IOF a Recolher - Longo Prazo","Contas que registram o valor do IOF a recolher após o final do período de apuração seguinte (longo prazo).",liability_non_current,,l10n_br_account_chart_template
account_template_202011007,2.02.01.10.07,"CIDE a Recolher - Longo Prazo","Contas que registram o valor da CIDE a recolher após o final do período de apuração seguinte (longo prazo).",liability_non_current,,l10n_br_account_chart_template
account_template_202011008,2.02.01.10.08,"Tributos Municipais a Recolher - Longo Prazo","Contas que registram o valor dos tributos municipais a Recolher após o final do período de apuração seguinte (longo prazo).",liability_non_current,,l10n_br_account_chart_template
account_template_202011009,2.02.01.10.09,"Parcelamentos Especiais a Recolher - Tributos Federais – Longo Prazo","Contas que registram o valor dos saldos de parcelamentos especiais e ordinários de tributos federais a Recolher após o final do período de apuração seguinte (longo prazo).",liability_non_current,,l10n_br_account_chart_template
account_template_202011010,2.02.01.10.10,"Parcelamentos Especiais a Recolher - Tributos Estaduais e Municipais – Longo Prazo","Contas que registram o valor dos saldos de parcelamentos especiais e ordinários de tributos estaduais e municipais a recolher após o final do período de apuração seguinte (longo prazo).",liability_non_current,,l10n_br_account_chart_template
account_template_202011011,2.02.01.10.11,"Contribuição a Recolher - Desoneração da Folha de Pagamento - Longo Prazo","Contas que registram o valor referente à contribuição sobre o faturamento em substituição ao INSS sobre a folha. Informar o saldo a recolher após o final do período de apuração seguinte (longo prazo).",liability_non_current,,l10n_br_account_chart_template
account_template_202011028,2.02.01.10.28,"Outros Tributos a Recolher - Longo Prazo","Contas que registram o valor dos tributos a recolher não classificáveis em contas específicas após o final do período de apuração seguinte (longo prazo).",liability_non_current,,l10n_br_account_chart_template
account_template_202011101,2.02.01.11.01,"Mútuos - Partes Não Relacionadas – No País - Longo Prazo","Contas que registram os empréstimos tomados de partes não relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no país. Juros e encargos decorrentes também devem ser registrados nesta conta.",liability_non_current,,l10n_br_account_chart_template
account_template_202011102,2.02.01.11.02,"Mútuos - Partes Não Relacionadas - No Exterior - Longo Prazo","Contas que registram os empréstimos tomados de partes não relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no exterior. Juros e encargos decorrentes também devem ser registrados nesta conta.",liability_non_current,,l10n_br_account_chart_template
account_template_202011103,2.02.01.11.03,"Mútuos – Partes Relacionadas – No País - Longo Prazo","Contas que registram os empréstimos tomados de partes relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no país. Juros e encargos decorrentes também devem ser registrados nesta conta.",liability_non_current,,l10n_br_account_chart_template
account_template_202011104,2.02.01.11.04,"Mútuos - Partes Relacionadas – No Exterior - Longo Prazo","Contas que registram os empréstimos tomados de partes relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no exterior. Juros e encargos decorrentes também devem ser registrados nesta conta.",liability_non_current,,l10n_br_account_chart_template
account_template_202011110,2.02.01.11.10,"Passivo Contingente Assumido em Combinação de Negócios - Longo Prazo","Contas que registram o passivo contingente de longo prazo assumido em uma combinação de negócios.",liability_non_current,,l10n_br_account_chart_template
account_template_202011113,2.02.01.11.13,"Adiantamento para Futuro Aumento de Capital - Passivo - Longo Prazo","Contas que registram o valor dos recursos recebidos pela empresa de seus acionistas ou quotistas destinados a serem utilizados para aumento de capital.",liability_non_current,,l10n_br_account_chart_template
account_template_202011115,2.02.01.11.15,"Conta de Controle de Custo Contratado - Longo Prazo","Contas que registram o controle de custo contratado de longo prazo, utilizadas pelas pessoas jurídicas da atividade imobiliária.",liability_non_current,,l10n_br_account_chart_template
account_template_202011116,2.02.01.11.16,"Conta de Controle de Custo Orçado - Longo Prazo","Contas que registram o controle de custo orçado de longo prazo, utilizadas pelas pessoas jurídicas da atividade imobiliária.",liability_non_current,,l10n_br_account_chart_template
account_template_202011122,2.02.01.11.22,"Direitos Creditórios a Pagar – Longo Prazo","Contas que registram os direitos creditórios a pagar no longo prazo, utilizadas por pessoa jurídica que exerça ativididade de securitização.",liability_non_current,,l10n_br_account_chart_template
account_template_202011128,2.02.01.11.28,"Outras Obrigações - Longo Prazo","Contas que registram outras obrigações na classificadas em contas mais específicas.",liability_non_current,,l10n_br_account_chart_template
account_template_202011150,2.02.01.11.50,"(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) Outras Obrigações - Longo Prazo","Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados em outras obrigações. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real(art. 38, §2º, Instrução Normativa SRF nº 1.515/2014). Em sendo as contrapartidas registradas em subcontas vinculadas a ativos, poderão ser excluídas no período em que os ativos forem realizados, nos termos do art. 37, Instrução Normativa SRF nº 1.515/2014.",liability_non_current,,l10n_br_account_chart_template
account_template_202011160,2.02.01.11.60,"CPC 47 - Passivos de Contrato - Longo Prazo","Contas que registram os efeitos no passivo não circulante decorrentes da adoção do Pronunciamento Técnico CPC 47 - Receita de Contrato com Cliente.",liability_non_current,,l10n_br_account_chart_template
account_template_202011170,2.02.01.11.70,"Subconta - Ajuste a Valor Justo – Outras Obrigações - Longo Prazo","Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre outras obrigações, inclusive decorrentes apenas de sua mensuração inicial. Referidos valores deverão ser computados na apuração Lucro Real quando da baixa ou liquidação do passivo(arts. 44 e 48, Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I, exemplos 5/6). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",liability_non_current,,l10n_br_account_chart_template
