id,city_id:id,start,end
zip_range_2644,city_br_2806,57270-000,57274-999
zip_range_2645,city_br_2807,17890-000,17899-999
zip_range_2646,city_br_2808,55395-000,55397-999
zip_range_2647,city_br_2809,89839-000,89839-999
zip_range_2648,city_br_2810,11800-000,11849-999
zip_range_2649,city_br_2811,06950-000,06999-999
zip_range_2650,city_br_2812,39590-000,39591-999
zip_range_2651,city_br_2813,87355-000,87359-999
zip_range_2652,city_br_2814,55480-000,55489-999
zip_range_2653,city_br_2815,64782-000,64782-999
zip_range_2654,city_br_2816,58330-000,58333-999
zip_range_2655,city_br_2817,58750-000,58752-999
zip_range_2656,city_br_2818,69520-000,69529-999
zip_range_2657,city_br_2819,37805-000,37809-999
zip_range_2658,city_br_2820,78340-000,78344-999
zip_range_2659,city_br_2821,68170-000,68179-999
zip_range_2660,city_br_2822,78810-000,78819-999
zip_range_2661,city_br_2823,44925-000,44929-999
zip_range_2662,city_br_2824,76270-000,76279-999
zip_range_2663,city_br_2825,87230-000,87234-999
zip_range_2664,city_br_2826,45622-000,45624-999
zip_range_2665,city_br_2827,46670-000,46689-999
zip_range_2666,city_br_2828,69660-000,69669-999
zip_range_2667,city_br_2829,79955-000,79959-999
zip_range_2668,city_br_2830,39467-000,39469-999
zip_range_2669,city_br_2831,86920-000,86924-999
zip_range_2670,city_br_2832,69830-000,69849-999
zip_range_2671,city_br_2833,89660-000,89662-999
zip_range_2672,city_br_2834,39825-000,39826-999
zip_range_2673,city_br_2835,79370-000,79379-999
zip_range_2674,city_br_2836,45215-000,45219-999
zip_range_2675,city_br_2837,38785-000,38789-999
zip_range_2676,city_br_317,49400-000,49479-999
zip_range_2677,city_br_182,88500-001,88534-999
zip_range_2678,city_br_2838,65715-000,65715-999
zip_range_2679,city_br_2839,65710-000,65711-999
zip_range_2680,city_br_2840,65712-000,65713-999
zip_range_2681,city_br_2841,65705-000,65705-999
zip_range_2682,city_br_2842,58835-000,58839-999
zip_range_2683,city_br_2843,64138-000,64139-999
zip_range_2684,city_br_2844,96920-000,96924-999
zip_range_2685,city_br_2845,59227-000,59229-999
zip_range_2686,city_br_2846,57330-000,57339-999
zip_range_2687,city_br_2847,77493-000,77494-999
zip_range_2688,city_br_2848,35590-000,35594-999
zip_range_2689,city_br_2849,58250-000,58252-999
zip_range_2690,city_br_2850,55840-000,55844-999
zip_range_2691,city_br_2851,59244-000,59244-999
zip_range_2692,city_br_2852,64258-000,64259-999
zip_range_2693,city_br_2853,59430-000,59439-999
zip_range_2694,city_br_2854,64768-000,64769-999
zip_range_2695,city_br_2855,55820-000,55824-999
zip_range_2696,city_br_2856,65683-000,65684-999
zip_range_2697,city_br_2857,55320-000,55324-999
zip_range_2698,city_br_2858,64388-000,64389-999
zip_range_2699,city_br_2859,64308-000,64309-999
zip_range_2700,city_br_2860,77613-000,77614-999
zip_range_2701,city_br_2861,55450-000,55459-999
zip_range_2702,city_br_2862,39360-000,39362-999
zip_range_2703,city_br_2863,99495-000,99499-999
zip_range_2704,city_br_2864,36345-000,36349-999
zip_range_2705,city_br_2865,38720-000,38729-999
zip_range_2706,city_br_2866,38755-000,38759-999
zip_range_2707,city_br_2867,56395-000,56399-999
zip_range_2708,city_br_2868,65718-000,65719-999
zip_range_2709,city_br_2869,59390-000,59394-999
zip_range_2710,city_br_2870,46425-000,46429-999
zip_range_2711,city_br_2871,59247-000,59249-999
zip_range_2712,city_br_2872,75819-000,75819-999
zip_range_2713,city_br_2873,33400-000,33499-999
zip_range_2714,city_br_2874,58117-000,58118-999
zip_range_2715,city_br_2875,95300-000,95304-999
zip_range_2716,city_br_2876,99340-000,99344-999
zip_range_2717,city_br_2877,12130-000,12139-999
zip_range_2718,city_br_2878,64465-000,64467-999
zip_range_2719,city_br_2879,88790-000,88797-999
zip_range_2720,city_br_2880,79920-000,79924-999
zip_range_2721,city_br_2881,45490-000,45499-999
zip_range_2722,city_br_2882,28350-000,28359-999
zip_range_2723,city_br_2883,95900-001,95914-999
zip_range_2724,city_br_2884,77645-000,77649-999
zip_range_2725,city_br_2885,98320-000,98322-999
zip_range_2726,city_br_2886,89828-000,89829-999
zip_range_2727,city_br_2887,65937-000,65937-999
zip_range_2728,city_br_2888,45950-000,45954-999
zip_range_2729,city_br_2889,46825-000,46829-999
zip_range_2730,city_br_2890,55385-000,55389-999
zip_range_2731,city_br_2891,45365-000,45369-999
zip_range_2732,city_br_2892,59535-000,59539-999
zip_range_2733,city_br_2893,59235-000,59239-999
zip_range_2734,city_br_2894,36980-000,36984-999
zip_range_2735,city_br_2895,48720-000,48724-999
zip_range_2736,city_br_2896,37480-000,37483-999
zip_range_2737,city_br_2897,78278-000,78279-999
zip_range_2738,city_br_2898,36455-000,36459-999
zip_range_2739,city_br_2899,64850-000,64854-999
zip_range_2740,city_br_2900,83750-000,83799-999
zip_range_2741,city_br_2901,44905-000,44909-999
zip_range_2742,city_br_2902,29615-000,29619-999
zip_range_2743,city_br_2903,36760-000,36769-999
zip_range_2744,city_br_2904,85275-000,85279-999
zip_range_2745,city_br_2905,68920-000,68923-999
zip_range_2746,city_br_2906,18500-000,18519-999
zip_range_2747,city_br_2907,49170-000,49179-999
zip_range_2748,city_br_2908,85300-001,85339-999
zip_range_2749,city_br_2909,39250-000,39259-999
zip_range_2750,city_br_2910,58820-000,58821-999
zip_range_2751,city_br_2911,89170-000,89171-999
zip_range_2752,city_br_148,42700-001,42799-999
zip_range_2753,city_br_2912,88880-000,88889-999
zip_range_2754,city_br_2913,77328-000,77329-999
zip_range_2755,city_br_2914,16850-000,16879-999
zip_range_2756,city_br_300,37200-000,37209-999
zip_range_2757,city_br_2915,63300-000,63309-999
zip_range_2758,city_br_2916,97390-000,97399-999
zip_range_2759,city_br_2917,12760-000,12799-999
zip_range_2760,city_br_2918,35657-000,35659-999
zip_range_2761,city_br_2919,89515-000,89517-999
zip_range_2762,city_br_2920,13610-001,13624-999
zip_range_2763,city_br_2921,39655-000,39659-999
zip_range_2764,city_br_2922,46960-000,46969-999
zip_range_2765,city_br_2923,18680-001,18689-999
zip_range_2766,city_br_2924,88445-000,88449-999
zip_range_2767,city_br_2925,36700-000,36709-999
zip_range_2768,city_br_2926,75190-000,75194-999
zip_range_2769,city_br_2927,86330-000,86339-999
zip_range_2770,city_br_2928,99690-000,99697-999
zip_range_2771,city_br_2929,37350-000,37359-999
zip_range_2772,city_br_2930,46330-000,46349-999
zip_range_2773,city_br_2931,86865-000,86869-999
zip_range_2774,city_br_2932,65728-000,65729-999
zip_range_2775,city_br_2933,36140-000,36144-999
zip_range_2776,city_br_094,13480-001,13489-999
zip_range_2777,city_br_2934,38295-000,38299-999
zip_range_2778,city_br_2935,55700-000,55714-999
zip_range_2779,city_br_2936,57260-000,57264-999
zip_range_2780,city_br_2937,68415-000,68419-999
zip_range_2781,city_br_2938,62930-000,62939-999
zip_range_2782,city_br_2939,85826-000,85829-999
zip_range_2783,city_br_2940,13950-000,13959-999
zip_range_2784,city_br_2941,89735-000,89739-999
zip_range_2785,city_br_2942,93940-000,93944-999
zip_range_2786,city_br_2943,95768-000,95769-999
zip_range_2787,city_br_177,29900-001,29919-999
zip_range_2788,city_br_2944,16400-001,16429-999
zip_range_2789,city_br_2945,58690-000,58694-999
zip_range_2790,city_br_2946,46140-000,46164-999
zip_range_2791,city_br_2947,77630-000,77634-999
zip_range_2792,city_br_2948,87900-000,87909-999
zip_range_2793,city_br_2949,86790-000,86799-999
zip_range_2794,city_br_2950,58254-000,58254-999
zip_range_2795,city_br_037,86000-001,86124-999
zip_range_2796,city_br_2951,39437-000,39439-999
zip_range_2797,city_br_2952,89182-000,89183-999
zip_range_2798,city_br_2953,12600-001,12614-999
zip_range_2799,city_br_2954,65895-000,65899-999
zip_range_2800,city_br_2955,15285-000,15289-999
zip_range_2801,city_br_2956,13290-000,13294-999
zip_range_2802,city_br_2957,78455-000,78459-999
zip_range_2803,city_br_2958,17780-000,17789-999
zip_range_2804,city_br_2959,58315-000,58319-999
zip_range_2805,city_br_2960,17475-000,17479-999
zip_range_2806,city_br_2961,78660-000,78662-999
zip_range_2807,city_br_2962,59805-000,59807-999
zip_range_2808,city_br_2963,14210-000,14229-999
zip_range_2809,city_br_2964,64220-000,64221-999
zip_range_2810,city_br_2965,65290-000,65291-999
zip_range_2811,city_br_288,47850-000,47859-999
zip_range_2812,city_br_2966,59940-000,59944-999
zip_range_2813,city_br_2967,36923-000,36924-999
zip_range_2814,city_br_2968,39336-000,39337-999
zip_range_2815,city_br_2969,89128-000,89129-999
zip_range_2816,city_br_2970,87290-000,87299-999
zip_range_2817,city_br_2971,16340-000,16349-999
zip_range_2818,city_br_2972,37240-000,37244-999
zip_range_2819,city_br_2973,86935-000,86937-999
zip_range_2820,city_br_2974,17420-000,17429-999
zip_range_2821,city_br_2975,86635-000,86639-999
zip_range_2822,city_br_2976,19750-000,19769-999
zip_range_2823,city_br_2977,35595-000,35599-999
zip_range_2824,city_br_2978,89609-000,89609-999
zip_range_2825,city_br_146,72800-001,72859-999
zip_range_2826,city_br_2979,64160-000,64164-999
zip_range_2827,city_br_2980,77903-000,77904-999
zip_range_2828,city_br_117,27900-001,27997-999
zip_range_2829,city_br_2981,59280-000,59289-999
zip_range_2830,city_br_2982,46805-000,46809-999
zip_range_2831,city_br_2983,97645-000,97649-999
zip_range_2832,city_br_2984,49565-000,49569-999
zip_range_2833,city_br_052,68900-001,68914-999
zip_range_2834,city_br_2985,55865-000,55869-999
zip_range_2835,city_br_2986,45760-000,45769-999
zip_range_2836,city_br_2987,17290-000,17299-999
zip_range_2837,city_br_2988,59500-000,59503-999
zip_range_2838,city_br_2989,15270-000,15274-999
zip_range_2839,city_br_2990,46500-000,46529-999
zip_range_2840,city_br_2991,15620-000,15624-999
zip_range_2841,city_br_016,57000-001,57099-999
zip_range_2842,city_br_2992,39873-000,39873-999
zip_range_2843,city_br_2993,99880-000,99889-999
zip_range_2844,city_br_2994,76868-000,76869-999
zip_range_2845,city_br_2995,37750-000,37756-999
zip_range_2846,city_br_2996,55740-000,55744-999
zip_range_2847,city_br_2997,89518-000,89519-999
zip_range_2848,city_br_2998,28545-000,28549-999
zip_range_2849,city_br_2999,48650-000,48659-999
zip_range_2850,city_br_3000,63860-000,63869-999
zip_range_2851,city_br_3001,64168-000,64169-999
zip_range_2852,city_br_3002,42600-000,42699-999
zip_range_2853,city_br_3003,37305-000,37309-999
zip_range_2854,city_br_3004,58740-000,58744-999
zip_range_2855,city_br_3005,68675-000,68679-999
zip_range_2856,city_br_3006,46255-000,46269-999
zip_range_2857,city_br_3007,89300-000,89339-999
zip_range_2858,city_br_3008,68722-000,68724-999
zip_range_2859,city_br_3009,65560-000,65569-999
zip_range_2860,city_br_3010,15310-000,15312-999
zip_range_2861,city_br_132,25900-001,25939-999
zip_range_2862,city_br_3011,45770-000,45779-999
zip_range_2863,city_br_3012,44630-000,44634-999
zip_range_2864,city_br_3013,18120-000,18124-999
zip_range_2865,city_br_3014,07600-000,07699-999
zip_range_2866,city_br_3015,75630-000,75634-999
zip_range_2867,city_br_3016,88260-000,88269-999
zip_range_2868,city_br_3017,57580-000,57599-999
zip_range_2869,city_br_3018,59945-000,59949-999
zip_range_2870,city_br_3019,89480-000,89489-999
zip_range_2871,city_br_3020,39690-000,39694-999
zip_range_2872,city_br_3021,46440-000,46444-999
zip_range_2873,city_br_3022,46110-000,46129-999
zip_range_2874,city_br_3023,49940-000,49944-999
zip_range_2875,city_br_3024,49570-000,49579-999
zip_range_2876,city_br_3025,84570-000,84599-999
zip_range_2877,city_br_3026,58713-000,58713-999
zip_range_2878,city_br_3027,58280-000,58286-999
zip_range_2879,city_br_3028,73970-000,73974-999
zip_range_2880,city_br_3029,87340-000,87344-999
zip_range_2881,city_br_3030,39516-000,39516-999
zip_range_2882,city_br_3031,95572-000,95574-999
zip_range_2883,city_br_315,69400-001,69414-999
zip_range_2884,city_br_3032,58995-000,58996-999
zip_range_2885,city_br_3033,69435-000,69439-999
zip_range_2886,city_br_3034,56565-000,56579-999
zip_range_2887,city_br_007,69000-001,69099-999
zip_range_2888,city_br_3035,69990-000,69999-999
zip_range_2889,city_br_3036,87160-000,87169-999
zip_range_2890,city_br_3037,86975-000,86989-999
zip_range_2891,city_br_3038,83800-000,83819-999
zip_range_2892,city_br_3039,18780-000,18789-999
zip_range_2893,city_br_3040,85628-000,85629-999
zip_range_2894,city_br_3041,39460-000,39464-999
zip_range_2895,city_br_3042,23860-000,23889-999
zip_range_2896,city_br_3043,85540-000,85547-999
zip_range_2897,city_br_3044,36900-000,36912-999
zip_range_2898,city_br_3045,36970-000,36971-999
zip_range_2899,city_br_3046,69280-000,69299-999
zip_range_2900,city_br_3047,64875-000,64879-999
zip_range_2901,city_br_3048,85260-000,85269-999
zip_range_2902,city_br_3049,69950-000,69954-999
zip_range_2903,city_br_3050,97640-000,97644-999
zip_range_2904,city_br_3051,45240-000,45249-999
zip_range_2905,city_br_3052,47160-000,47199-999
zip_range_2906,city_br_3053,35290-000,35297-999
zip_range_2907,city_br_3054,29770-000,29779-999
zip_range_2908,city_br_3055,95530-000,95534-999
zip_range_2909,city_br_3056,36640-000,36649-999
zip_range_2910,city_br_3057,57730-000,57739-999
zip_range_2911,city_br_3058,76490-000,76492-999
zip_range_2912,city_br_3059,69490-000,69494-999
zip_range_2913,city_br_105,68500-001,68514-999
zip_range_2914,city_br_3060,19430-000,19449-999
zip_range_2915,city_br_3061,65289-000,65289-999
zip_range_2916,city_br_3062,19840-000,19859-999
zip_range_2917,city_br_3063,88915-000,88919-999
zip_range_2918,city_br_3064,79150-000,79169-999
zip_range_2919,city_br_3065,68710-000,68718-999
zip_range_2920,city_br_128,61900-001,61939-999
zip_range_2921,city_br_3066,45360-000,45364-999
zip_range_2922,city_br_3067,57955-000,57959-999
zip_range_2923,city_br_3068,44420-000,44449-999
zip_range_2924,city_br_3069,55405-000,55408-999
zip_range_2925,city_br_3070,65714-000,65714-999
zip_range_2926,city_br_298,61940-001,61999-999
zip_range_2927,city_br_3071,65283-000,65283-999
zip_range_2928,city_br_3072,68760-000,68769-999
zip_range_2929,city_br_3073,15845-000,15849-999
zip_range_2930,city_br_3074,95793-000,95794-999
zip_range_2931,city_br_3075,29345-000,29349-999
zip_range_2932,city_br_3076,99150-000,99154-999
zip_range_2933,city_br_3077,45520-000,45529-999
zip_range_2934,city_br_3078,57520-000,57524-999
zip_range_2935,city_br_3079,89874-000,89874-999
zip_range_2936,city_br_3080,35666-000,35666-999
zip_range_2937,city_br_3081,58294-000,58294-999
zip_range_2938,city_br_3082,78535-000,78539-999
zip_range_2939,city_br_3083,99800-000,99809-999
zip_range_2940,city_br_3084,59970-000,59979-999
zip_range_2941,city_br_3085,46780-000,46789-999
zip_range_2942,city_br_3086,62560-000,62569-999
zip_range_2943,city_br_3087,64685-000,64687-999
zip_range_2944,city_br_3088,64845-000,64849-999
zip_range_2945,city_br_3089,85960-000,85979-999
zip_range_2946,city_br_3090,57160-000,57179-999
zip_range_2947,city_br_3091,29255-000,29259-999
zip_range_2948,city_br_3092,69983-000,69984-999
zip_range_2949,city_br_3093,89860-000,89861-999
zip_range_2950,city_br_3094,58345-000,58347-999
zip_range_2951,city_br_3095,37517-000,37519-999
zip_range_2952,city_br_3096,87480-000,87484-999
zip_range_2953,city_br_3097,86990-000,86999-999
zip_range_2954,city_br_3098,35420-000,35429-999
zip_range_2955,city_br_3099,92900-000,92989-999
zip_range_2956,city_br_3100,99790-000,99794-999
zip_range_2957,city_br_3101,77675-000,77679-999
zip_range_2958,city_br_3102,17810-000,17829-999
zip_range_2959,city_br_3103,57670-000,57679-999
zip_range_2960,city_br_154,24900-001,24999-999
zip_range_2961,city_br_3104,35115-000,35115-999
zip_range_2962,city_br_3105,29725-000,29729-999
zip_range_2963,city_br_3106,86825-000,86827-999
zip_range_2964,city_br_3107,87960-000,87969-999
zip_range_2965,city_br_123,17500-001,17539-999
zip_range_2966,city_br_3108,87470-000,87479-999
zip_range_2967,city_br_061,87000-001,87109-999
zip_range_2968,city_br_3109,15730-000,15734-999
zip_range_2969,city_br_3110,32470-000,32499-999
zip_range_2970,city_br_3111,85525-000,85529-999
zip_range_2971,city_br_3112,85955-000,85959-999
zip_range_2972,city_br_3113,36608-000,36609-999
zip_range_2973,city_br_285,67200-000,67999-999
zip_range_2974,city_br_3114,58819-000,58819-999
zip_range_2975,city_br_3115,35185-000,35187-999
zip_range_2976,city_br_3116,85615-000,85617-999
zip_range_2977,city_br_3117,37516-000,37516-999
zip_range_2978,city_br_3118,95923-000,95924-999
zip_range_2979,city_br_3119,85168-000,85169-999
zip_range_2980,city_br_3120,35606-000,35609-999
zip_range_2981,city_br_3121,62450-000,62459-999
zip_range_2982,city_br_3122,19500-000,19529-999
zip_range_2983,city_br_3123,59800-000,59804-999
zip_range_2984,city_br_3124,36972-000,36973-999
zip_range_2985,city_br_3125,49770-000,49779-999
zip_range_2986,city_br_3126,86910-000,86919-999
zip_range_2987,city_br_3127,75670-000,75679-999
zip_range_2988,city_br_3128,45870-000,45879-999
zip_range_2989,city_br_3129,62140-000,62149-999
zip_range_2990,city_br_3130,64573-000,64574-999
zip_range_2991,city_br_3131,58120-000,58122-999
zip_range_2992,city_br_3132,89108-000,89109-999
zip_range_2993,city_br_3133,97410-000,97417-999
zip_range_2994,city_br_3134,48280-000,48289-999
zip_range_2995,city_br_3135,57540-000,57544-999
zip_range_2996,city_br_3136,65510-000,65514-999
zip_range_2997,city_br_3137,39915-000,39916-999
zip_range_2998,city_br_3138,15990-001,15999-999
zip_range_2999,city_br_3139,58292-000,58293-999
zip_range_3000,city_br_3140,77593-000,77599-999
zip_range_3001,city_br_3141,85887-000,85887-999
zip_range_3002,city_br_3142,39755-000,39764-999
zip_range_3003,city_br_3143,35670-000,35674-999
zip_range_3004,city_br_3144,35110-000,35111-999
zip_range_3005,city_br_3145,36120-000,36122-999
zip_range_3006,city_br_3146,39478-000,39479-999
zip_range_3007,city_br_3147,64150-000,64154-999
zip_range_3008,city_br_3148,46480-000,46489-999
zip_range_3009,city_br_3149,65218-000,65219-999
zip_range_3010,city_br_3150,58128-000,58134-999
zip_range_3011,city_br_3151,83260-000,83279-999
zip_range_3012,city_br_3152,35367-000,35367-999
zip_range_3013,city_br_3153,99180-000,99189-999
zip_range_3014,city_br_3154,58832-000,58834-999
zip_range_3015,city_br_3155,95835-000,95839-999
zip_range_3016,city_br_3156,97935-000,97939-999
zip_range_3017,city_br_3157,85240-000,85249-999
zip_range_3018,city_br_3158,39527-000,39528-999
zip_range_3019,city_br_3159,65645-000,65649-999
zip_range_3020,city_br_3160,65468-000,65469-999
zip_range_3021,city_br_3161,89420-000,89429-999
zip_range_3022,city_br_3162,35720-000,35729-999
zip_range_3023,city_br_3163,76730-000,76739-999
zip_range_3024,city_br_3164,57910-000,57919-999
zip_range_3025,city_br_3165,78525-000,78527-999
zip_range_3026,city_br_3166,58737-000,58739-999
zip_range_3027,city_br_3167,38870-000,38879-999
zip_range_3028,city_br_057,09300-001,09399-999
zip_range_3029,city_br_3168,86828-000,86829-999
zip_range_3030,city_br_3169,69190-000,69194-999
zip_range_3031,city_br_3170,75930-000,75934-999
zip_range_3032,city_br_3171,77918-000,77919-999
zip_range_3033,city_br_3172,63210-000,63219-999
zip_range_3034,city_br_3173,59580-000,59581-999
zip_range_3035,city_br_3174,99890-000,99894-999
zip_range_3036,city_br_3175,68940-000,68944-999
zip_range_3037,city_br_3176,38930-000,38949-999
zip_range_3038,city_br_3177,45960-000,45969-999
zip_range_3039,city_br_3178,85884-000,85884-999
zip_range_3040,city_br_3179,68145-000,68147-999
zip_range_3041,city_br_3180,39620-000,39624-999
zip_range_3042,city_br_3181,88920-000,88924-999
zip_range_3043,city_br_3182,68490-000,68499-999
zip_range_3044,city_br_3183,26700-000,26899-999
zip_range_3045,city_br_3184,35270-000,35274-999
zip_range_3046,city_br_3185,15220-000,15224-999
zip_range_3047,city_br_3186,85998-000,85999-999
zip_range_3048,city_br_3187,36190-000,36194-999
zip_range_3049,city_br_3188,15625-000,15629-999
zip_range_3050,city_br_3189,62130-000,62139-999
zip_range_3051,city_br_3190,15748-000,15749-999
zip_range_3052,city_br_3191,35116-000,35116-999
zip_range_3053,city_br_176,26550-001,26599-999
zip_range_3054,city_br_3192,57990-000,57994-999
zip_range_3055,city_br_3193,59775-000,59779-999
zip_range_3056,city_br_3194,64130-000,64137-999
zip_range_3057,city_br_3195,44720-000,44729-999
zip_range_3058,city_br_3196,64445-000,64449-999
zip_range_3059,city_br_3197,26900-000,26949-999
zip_range_3060,city_br_3198,14530-000,14539-999
zip_range_3061,city_br_3199,45315-000,45319-999
zip_range_3062,city_br_3200,63250-000,63259-999
zip_range_3063,city_br_3201,65545-000,65549-999
zip_range_3064,city_br_3202,63635-000,63639-999
zip_range_3065,city_br_3203,64253-000,64254-999
zip_range_3066,city_br_3204,73730-000,73739-999
zip_range_3067,city_br_3205,29400-000,29449-999
zip_range_3068,city_br_3206,76450-000,76459-999
zip_range_3069,city_br_3207,57615-000,57619-999
zip_range_3070,city_br_3208,96755-000,96759-999
zip_range_3071,city_br_3209,39650-000,39654-999
zip_range_3072,city_br_3210,37447-000,37449-999
zip_range_3073,city_br_3211,75830-000,75834-999
zip_range_3074,city_br_3212,17320-000,17339-999
zip_range_3075,city_br_3213,76919-000,76919-999
zip_range_3076,city_br_3214,15580-000,15599-999
zip_range_3077,city_br_3215,39373-000,39377-999
zip_range_3078,city_br_3216,11850-000,11899-999
zip_range_3079,city_br_3217,28460-000,28469-999
zip_range_3080,city_br_3218,77650-000,77654-999
zip_range_3081,city_br_3219,65850-000,65859-999
zip_range_3082,city_br_3220,87840-000,87849-999
zip_range_3083,city_br_3221,36893-000,36894-999
zip_range_3084,city_br_3222,98540-000,98549-999
zip_range_3085,city_br_3223,36790-000,36792-999
zip_range_3086,city_br_3224,62530-000,62539-999
zip_range_3087,city_br_3225,79380-000,79389-999
zip_range_3088,city_br_3226,65495-000,65499-999
zip_range_3089,city_br_3227,56980-000,56999-999
zip_range_3090,city_br_3228,16800-000,16849-999
zip_range_3091,city_br_3229,44745-000,44749-999
zip_range_3092,city_br_3230,77660-000,77664-999
zip_range_3093,city_br_3231,45255-000,45259-999
zip_range_3094,city_br_3232,76926-000,76927-999
zip_range_3095,city_br_3233,19260-000,19272-999
zip_range_3096,city_br_3234,86615-000,86617-999
zip_range_3097,city_br_3235,15130-000,15139-999
zip_range_3098,city_br_3236,78280-000,78284-999
zip_range_3099,city_br_3237,15145-000,15149-999
zip_range_3100,city_br_3238,39465-000,39466-999
zip_range_3101,city_br_3239,89194-000,89195-999
zip_range_3102,city_br_3240,65265-000,65266-999
zip_range_3103,city_br_3241,85890-000,85891-999
zip_range_3104,city_br_3242,63200-000,63209-999
zip_range_3105,city_br_3243,68420-000,68429-999
zip_range_3106,city_br_3244,13730-001,13759-999
zip_range_3107,city_br_3245,89872-000,89872-999
zip_range_3108,city_br_3246,35470-000,35472-999
zip_range_3109,city_br_3247,35604-000,35605-999
zip_range_3110,city_br_3248,58375-000,58377-999
zip_range_3111,city_br_050,08700-001,08899-999
zip_range_3112,city_br_196,13840-001,13856-999
zip_range_3113,city_br_3249,13800-001,13819-999
zip_range_3114,city_br_3250,76135-000,76139-999
zip_range_3115,city_br_3251,49560-000,49564-999
zip_range_3116,city_br_3252,68450-000,68454-999
zip_range_3117,city_br_3253,68129-000,68129-999
zip_range_3118,city_br_3254,63610-000,63619-999
zip_range_3119,city_br_3255,13375-000,13379-999
zip_range_3120,city_br_3256,65360-000,65362-999
zip_range_3121,city_br_3257,15275-000,15279-999
zip_range_3122,city_br_3258,89893-000,89894-999
zip_range_3123,city_br_3259,11730-000,11739-999
zip_range_3124,city_br_3260,39215-000,39218-999
zip_range_3125,city_br_3261,64450-000,64452-999
zip_range_3126,city_br_3262,64650-000,64654-999
zip_range_3127,city_br_3263,37405-000,37406-999
zip_range_3128,city_br_3264,63780-000,63799-999
zip_range_3129,city_br_3265,58145-000,58149-999
zip_range_3130,city_br_3266,39495-000,39499-999
zip_range_3131,city_br_3267,29890-000,29899-999
zip_range_3132,city_br_3268,59198-000,59199-999
zip_range_3133,city_br_3269,99255-000,99259-999
zip_range_3134,city_br_3270,68220-000,68229-999
zip_range_3135,city_br_3271,59182-000,59183-999
zip_range_3136,city_br_3272,73830-000,73839-999
zip_range_3137,city_br_3273,38475-000,38479-999
zip_range_3138,city_br_3274,49690-000,49699-999
zip_range_3139,city_br_3275,64940-000,64944-999
zip_range_3140,city_br_3276,13910-000,13919-999
zip_range_3141,city_br_3277,95236-000,95239-999
zip_range_3142,city_br_3278,15910-000,15919-999
zip_range_3143,city_br_3279,15150-000,15154-999
zip_range_3144,city_br_3280,39500-000,39504-999
zip_range_3145,city_br_3281,14730-000,14734-999
zip_range_3146,city_br_3282,37115-000,37119-999
zip_range_3147,city_br_3283,95718-000,95719-999
zip_range_3148,city_br_3284,89618-000,89619-999
zip_range_3149,city_br_3285,38500-000,38509-999
zip_range_3150,city_br_3286,89380-000,89399-999
zip_range_3151,city_br_3287,17960-000,17969-999
zip_range_3152,city_br_3288,59217-000,59217-999
zip_range_3153,city_br_3289,77585-000,77589-999
zip_range_3154,city_br_3290,39893-000,39894-999
zip_range_3155,city_br_3291,58950-000,58954-999
zip_range_3156,city_br_3292,13190-000,13199-999
zip_range_3157,city_br_3293,76888-000,76888-999
zip_range_3158,city_br_3294,48800-000,48829-999
zip_range_3159,city_br_3295,37968-000,37969-999
zip_range_3160,city_br_3296,77673-000,77674-999
zip_range_3161,city_br_3297,37580-000,37581-999
zip_range_3162,city_br_3298,58500-000,58509-999
zip_range_3163,city_br_3299,12250-000,12259-999
zip_range_3164,city_br_3300,57440-000,57441-999
zip_range_3165,city_br_3301,95780-000,95782-999
zip_range_3166,city_br_3302,65936-000,65936-999
zip_range_3167,city_br_058,39400-001,39429-999
zip_range_3168,city_br_3303,76255-000,76259-999
zip_range_3169,city_br_3304,39547-000,39549-999
zip_range_3170,city_br_3305,75915-000,75919-999
zip_range_3171,city_br_3306,76465-000,76469-999
zip_range_3172,city_br_3307,62940-000,62954-999
zip_range_3173,city_br_3308,35628-000,35639-999
zip_range_3174,city_br_3309,62480-000,62499-999
zip_range_3175,city_br_3310,56150-000,56159-999
zip_range_3176,city_br_3311,87370-000,87379-999
zip_range_3177,city_br_3312,54800-000,54999-999
zip_range_3178,city_br_3313,99315-000,99319-999
zip_range_3179,city_br_3314,47580-000,47589-999
zip_range_3180,city_br_3315,83350-000,83369-999
zip_range_3181,city_br_3316,62550-000,62559-999
zip_range_3182,city_br_3317,75650-000,75659-999
zip_range_3183,city_br_3318,95577-000,95579-999
zip_range_3184,city_br_3319,14640-000,14659-999
zip_range_3185,city_br_3320,76355-000,76359-999
zip_range_3186,city_br_3321,64968-000,64969-999
zip_range_3187,city_br_3322,88830-000,88839-999
zip_range_3188,city_br_3323,39248-000,39249-999
zip_range_3189,city_br_3324,44850-000,44879-999
zip_range_3190,city_br_3325,64178-000,64179-999
zip_range_3191,city_br_3326,35875-000,35877-999
zip_range_3192,city_br_3327,88925-000,88929-999
zip_range_3193,city_br_3328,96150-000,96154-999
zip_range_3194,city_br_3329,93990-000,93994-999
zip_range_3195,city_br_3330,65160-000,65164-999
zip_range_3196,city_br_3331,46290-000,46299-999
zip_range_3197,city_br_3332,13260-000,13269-999
zip_range_3198,city_br_3333,76150-000,76151-999
zip_range_3199,city_br_108,59600-001,59649-999
zip_range_3200,city_br_3334,96270-000,96289-999
zip_range_3201,city_br_3335,14835-000,14839-999
zip_range_3202,city_br_3336,76700-000,76709-999
zip_range_3203,city_br_3337,68825-000,68829-999
