id,code,type,description,supplementary_unit,start_date,expiry_date
"commodity_code_2018_61012010","61012010","commodity","Men's or boys' overcoats, car coats, capes, cloaks and similar articles of cotton, knitted or crocheted","p/st","",""
"commodity_code_2018_61012090","61012090","commodity","Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles of cotton, knitted or crocheted (excl. suits, ensembles, jackets, blazers, bib and brace overalls and trousers)","p/st","",""
"commodity_code_2018_61013010","61013010","commodity","Men's or boys' overcoats, car coats, capes, cloaks and similar articles of man-made fibres, knitted or crocheted","p/st","",""
"commodity_code_2018_61013090","61013090","commodity","Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles of man-made fibres, knitted or crocheted (excl. suits, ensembles, jackets, blazers, bib and brace overalls and trousers)","p/st","",""
"commodity_code_2018_61019020","61019020","commodity","Men's or boys' overcoats, car coats, capes, cloaks and similar articles of textile materials, knitted or crocheted (excl. of cotton or man-made fibres)","p/st","",""
"commodity_code_2018_61019080","61019080","commodity","Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles of textile materials, knitted or crocheted (excl. of cotton and man-made fibres, suits, ensembles, jackets, blazers, bib and brace overalls and trousers)","p/st","",""
"commodity_code_2018_61021010","61021010","commodity","Women's or girls' overcoats, car coats, capes, cloaks and similar articles of wool or fine animal hair, knitted or crocheted","p/st","",""
"commodity_code_2018_61021090","61021090","commodity","Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, of wool or fine animal hair, knitted or crocheted (excl. suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls)","p/st","",""
"commodity_code_2018_61022010","61022010","commodity","Women's or girls' overcoats, car coats, capes, cloaks and similar articles of cotton, knitted or crocheted","p/st","",""
"commodity_code_2018_61022090","61022090","commodity","Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, of cotton, knitted or crocheted (excl. suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls)","p/st","",""
"commodity_code_2018_61023010","61023010","commodity","Women's or girls' overcoats, car coats, capes, cloaks and similar articles of man-made fibres, knitted or crocheted","p/st","",""
"commodity_code_2018_61023090","61023090","commodity","Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, of man-made fibres, knitted or crocheted (excl. suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls)","p/st","",""
"commodity_code_2018_61029010","61029010","commodity","Women's or girls' overcoats, car coats, capes, cloaks and similar articles, of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton and man-made fibres)","p/st","",""
"commodity_code_2018_61029090","61029090","commodity","Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton and man-made fibres, suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls)","p/st","",""
"commodity_code_2018_61031010","61031010","commodity","Men's or boys' suits of textile materials, knitted or crocheted, of wool or fine animal hair (excl. tracksuits, ski suits and swimwear)","p/st","",""
"commodity_code_2018_61031090","61031090","commodity","Men's or boys' suits of textile materials, knitted or crocheted (excl. of wool or fine animal hair, tracksuits, ski suits and swimwear)","p/st","",""
"commodity_code_2018_61032200","61032200","commodity","Men's or boys' ensembles of cotton, knitted or crocheted (excl. ski ensembles and swimwear)","p/st","",""
"commodity_code_2018_61032300","61032300","commodity","Men's or boys' ensembles of synthetic fibres, knitted or crocheted (excl. ski ensembles and swimwear)","p/st","",""
"commodity_code_2018_61032900","61032900","commodity","Men's or boys' ensembles of textile materials (excl. wool, fine animal hair, cotton or synthetic fibres, ski ensembles and swimwear)","p/st","",""
"commodity_code_2018_61033100","61033100","commodity","Men's or boys' jackets and blazers of wool or fine animal hair, knitted or crocheted (excl. wind-jackets and similar articles)","p/st","",""
"commodity_code_2018_61033200","61033200","commodity","Men's or boys' jackets and blazers of cotton, knitted or crocheted (excl. wind-jackets and similar articles)","p/st","",""
"commodity_code_2018_61033300","61033300","commodity","Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excl. wind-jackets and similar articles)","p/st","",""
"commodity_code_2018_61033900","61033900","commodity","Men's or boys' jackets and blazers of textile materials (excl. of wool, fine animal hair, cotton or synthetic fibres, wind-jackets and similar articles)","p/st","",""
"commodity_code_2018_61034100","61034100","commodity","Men's or boys' trousers, bib and brace overalls, breeches and shorts of wool or fine animal hair, knitted or crocheted (excl. swimwear and underpants)","p/st","",""
"commodity_code_2018_61034200","61034200","commodity","Men's or boys' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or crocheted (excl. swimwear and underpants)","p/st","",""
"commodity_code_2018_61034300","61034300","commodity","Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted or crocheted (excl. swimwear and underpants)","p/st","",""
"commodity_code_2018_61034900","61034900","commodity","Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, swimwear and underpants)","p/st","",""
"commodity_code_2018_61041300","61041300","commodity","Women's or girls' suits of synthetic fibres, knitted or crocheted (excl. ski overalls and swimwear)","p/st","",""
"commodity_code_2018_61041920","61041920","commodity","Women's or girls' suits of textile materials, knitted or crocheted, of cotton (excl. ski overalls and swimwear)","p/st","",""
"commodity_code_2018_61041990","61041990","commodity","Women's or girls' suits of textile materials, knitted or crocheted (excl. of synthetic fibres or of cotton, and ski overalls and swimwear)","p/st","",""
"commodity_code_2018_61042200","61042200","commodity","Women's or girls' ensembles of cotton, knitted or crocheted (excl. ski ensembles and swimwear)","p/st","",""
"commodity_code_2018_61042300","61042300","commodity","Women's or girls' ensembles of synthetic fibres, knitted or crocheted (excl. ski ensembles and swimwear)","p/st","",""
"commodity_code_2018_61042910","61042910","commodity","Women's or girls' ensembles of textile materials (excl. of cotton or synthetic fibres, ski ensembles and swimwear) Of wool or fine animal hair","p/st","",""
"commodity_code_2018_61042990","61042990","commodity","Women's or girls' ensembles of textile materials (excl. of cotton or synthetic fibres, ski ensembles and swimwear) Other","p/st","",""
"commodity_code_2018_61043100","61043100","commodity","Women's or girls' jackets and blazers of wool or fine animal hair, knitted or crocheted (excl. wind-jackets and similar articles)","p/st","",""
"commodity_code_2018_61043200","61043200","commodity","Women's or girls' jackets and blazers of cotton, knitted or crocheted (excl. wind-jackets and similar articles)","p/st","",""
"commodity_code_2018_61043300","61043300","commodity","Women's or girls' jackets and blazers of synthetic fibres, knitted or crocheted (excl. wind-jackets and similar articles)","p/st","",""
"commodity_code_2018_61043900","61043900","commodity","Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, wind-jackets and similar articles)","p/st","",""
"commodity_code_2018_61044100","61044100","commodity","Women's or girls' dresses of wool or fine animal hair, knitted or crocheted (excl. petticoats)","p/st","",""
"commodity_code_2018_61044200","61044200","commodity","Women's or girls' dresses of cotton, knitted or crocheted (excl. petticoats)","p/st","",""
"commodity_code_2018_61044300","61044300","commodity","Women's or girls' dresses of synthetic fibres, knitted or crocheted (excl. petticoats)","p/st","",""
"commodity_code_2018_61044400","61044400","commodity","Women's or girls' dresses of artificial fibres, knitted or crocheted (excl. petticoats)","p/st","",""
"commodity_code_2018_61044900","61044900","commodity","Women's or girls' dresses of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton, man-made fibres and petticoats)","p/st","",""
"commodity_code_2018_61045100","61045100","commodity","Women's or girls' skirts and divided skirts of wool or fine animal hair, knitted or crocheted (excl. petticoats)","p/st","",""
"commodity_code_2018_61045200","61045200","commodity","Women's or girls' skirts and divided skirts of cotton, knitted or crocheted (excl. petticoats)","p/st","",""
"commodity_code_2018_61045300","61045300","commodity","Women's or girls' skirts and divided skirts of synthetic fibres, knitted or crocheted (excl. petticoats)","p/st","",""
"commodity_code_2018_61045900","61045900","commodity","Women's or girls' skirts and divided skirts of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, and petticoats)","p/st","",""
"commodity_code_2018_61046100","61046100","commodity","Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal hair, knitted or crocheted (excl. panties and swimwear)","p/st","",""
"commodity_code_2018_61046200","61046200","commodity","Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or crocheted (excl. panties and swimwear)","p/st","",""
"commodity_code_2018_61046300","61046300","commodity","Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted or crocheted (excl. panties and swimwear)","p/st","",""
"commodity_code_2018_61046900","61046900","commodity","Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, panties and swimwear)","p/st","",""
"commodity_code_2018_61051000","61051000","commodity","Men's or boys' shirts of cotton, knitted or crocheted (excl. nightshirts, T-shirts, singlets and other vests)","p/st","",""
"commodity_code_2018_61052010","61052010","commodity","Men's or boys' shirts of synthetic fibres, knitted or crocheted (excl. nightshirts, T-shirts, singlets and other vests)","p/st","",""
"commodity_code_2018_61052090","61052090","commodity","Men's or boys' shirts of artificial fibres, knitted or crocheted (excl. nightshirts, T-shirts, singlets and other vests)","p/st","",""
"commodity_code_2018_61059010","61059010","commodity","Men's or boys' shirts of wool or fine animal hair, knitted or crocheted (excl. nightshirts, T-shirts, singlets and other vests)","p/st","",""
"commodity_code_2018_61059090","61059090","commodity","Men's or boys' shirts of textile materials, knitted or crocheted (excl. of cotton, man-made fibres, wool or fine animal hair, nightshirts, T-shirts, singlets and other vests)","p/st","",""
"commodity_code_2018_61061000","61061000","commodity","Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excl. T-shirts and vests)","p/st","",""
"commodity_code_2018_61062000","61062000","commodity","Women's or girls' blouses, shirts and shirt-blouses of man-made fibres, knitted or crocheted (excl. T-shirts and vests)","p/st","",""
"commodity_code_2018_61069010","61069010","commodity","Women's or girls' blouses, shirts and shirt-blouses of wool or fine animal hair, knitted or crocheted (excl. T-shirts and vests)","p/st","",""
"commodity_code_2018_61069030","61069030","commodity","Women's or girls' blouses, shirts and shirt-blouses of silk or silk waste, knitted or crocheted (excl. T-shirts and vests)","p/st","",""
"commodity_code_2018_61069050","61069050","commodity","Women's or girls' blouses, shirts and shirt-blouses of flax or ramie, knitted or crocheted (excl. T-shirts and vests)","p/st","",""
"commodity_code_2018_61069090","61069090","commodity","Women's or girls' blouses, shirts and shirt-blouses of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or man-made fibres, silk or silk waste, flax or ramie, T-shirts and vests)","p/st","",""
"commodity_code_2018_61071100","61071100","commodity","Men's or boys' underpants and briefs of cotton, knitted or crocheted","p/st","",""
"commodity_code_2018_61071200","61071200","commodity","Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted","p/st","",""
"commodity_code_2018_61071900","61071900","commodity","Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excl. of cotton or man-made fibres)","p/st","",""
"commodity_code_2018_61072100","61072100","commodity","Men's or boys' nightshirts and pyjamas of cotton, knitted or crocheted (excl. vests and singlets)","p/st","",""
"commodity_code_2018_61072200","61072200","commodity","Men's or boys' nightshirts and pyjamas of man-made fibres, knitted or crocheted (excl. vests and singlets)","p/st","",""
"commodity_code_2018_61072900","61072900","commodity","Men's or boys' nightshirts and pyjamas of textile materials, knitted or crocheted (excl. of cotton or man-made fibres, and vests and singlets)","p/st","",""
"commodity_code_2018_61079100","61079100","commodity","Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted","p/st","",""
"commodity_code_2018_61079900","61079900","commodity","Men's or boys' bathrobes, dressing gowns and similar articles of textile materials, knitted or crocheted (excl. of cotton)","p/st","",""
"commodity_code_2018_61081100","61081100","commodity","Women's or girls' slips and petticoats of man-made fibres, knitted or crocheted (excl. T-shirts and vests)","p/st","",""
"commodity_code_2018_61081900","61081900","commodity","Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excl. man-made fibres, T-shirts and vests)","p/st","",""
"commodity_code_2018_61082100","61082100","commodity","Women's or girls' briefs and panties of cotton, knitted or crocheted","p/st","",""
"commodity_code_2018_61082200","61082200","commodity","Women's or girls' briefs and panties of man-made fibres, knitted or crocheted","p/st","",""
"commodity_code_2018_61082900","61082900","commodity","Women's or girls' briefs and panties of textile materials, knitted or crocheted (excl. cotton or man-made fibres)","p/st","",""
"commodity_code_2018_61083100","61083100","commodity","Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excl. T-shirts, vests and négligés)","p/st","",""
"commodity_code_2018_61083200","61083200","commodity","Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excl. T-shirts, vests and négligés)","p/st","",""
"commodity_code_2018_61083900","61083900","commodity","Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excl. of cotton and man-made fibres, T-shirts, vests and négligés)","p/st","",""
"commodity_code_2018_61089100","61089100","commodity","Women's or girls' négligés, bathrobes, dressing gowns, housejackets and similar articles of cotton, knitted or crocheted (excl. vests, slips, petticoats, briefs and panties, nightdresses, pyjamas, brassiéres, girdles, corsets and similar articles)","p/st","",""
"commodity_code_2018_61089200","61089200","commodity","Women's or girls' négligés, bathrobes, dressing gowns, housejackets and similar articles of man-made fibres, knitted or crocheted (excl. vests, slips, petticoats, briefs and panties, nightdresses, pyjamas, brassiéres, girdles, corsets and similar articles)","p/st","",""
"commodity_code_2018_61089900","61089900","commodity","Women's or girls' négligés, bathrobes, dressing gowns, housejackets and similar articles of textile materials, knitted or crocheted (excl. of cotton or man-made fibres, vests, slips, petticoats, briefs and panties, nightdresses, pyjamas, brassiéres, girdles, corsets and similar articles)","p/st","",""
"commodity_code_2018_61091000","61091000","commodity","T-shirts, singlets and other vests of cotton, knitted or crocheted","p/st","",""
"commodity_code_2018_61099020","61099020","commodity","T-shirts, singlets and other vests of wool or fine animal hair or man-made fibres, knitted or crocheted","p/st","",""
"commodity_code_2018_61099090","61099090","commodity","T-shirts, singlets and other vests of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or man-made fibres)","p/st","",""
"commodity_code_2018_61101110","61101110","commodity","Jerseys and pullovers containing >= 50% by weight of wool and weighing >= 600 g/article, knitted or crocheted","p/st","",""
"commodity_code_2018_61101130","61101130","commodity","Men's or boys' jerseys, pullovers, cardigans, waistcoats and similar articles, of wool, knitted or crocheted (excl. jerseys and pullovers containing >= 50% by weight of wool and weighing >= 600 g/article, and wadded waistcoats)","p/st","",""
"commodity_code_2018_61101190","61101190","commodity","Women's or girls' jerseys, pullovers, cardigans, waistcoats and similar articles, of wool, knitted or crocheted (excl. jerseys and pullovers containing >= 50% by weight of wool and weighing >= 600 g/article, and wadded waistcoats)","p/st","",""
"commodity_code_2018_61101210","61101210","commodity","Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir ""cashmere"" goats, knitted or crocheted, for men or boys (excl. quilted articles)","p/st","",""
"commodity_code_2018_61101290","61101290","commodity","Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir ""cashmere"" goats, knitted or crocheted, for women or girls (excl. quilted articles)","p/st","",""
"commodity_code_2018_61101910","61101910","commodity","Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted or crocheted, for men or boys (excl. from hair of Kashmir ""cashmere"" goats and quilted articles)","p/st","",""
"commodity_code_2018_61101990","61101990","commodity","Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted or crocheted, for women or girls (excl. from hair of Kashmir ""cashmere"" goats and quilted articles)","p/st","",""
"commodity_code_2018_61102010","61102010","commodity","Lightweight fine knit roll, polo or turtleneck jumpers and pullovers of cotton, knitted or crocheted","p/st","",""
"commodity_code_2018_61102091","61102091","commodity","Men's or boys' jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted (excl. lightweight fine knit roll, polo or turtleneck jumpers and pullovers and wadded waistcoats)","p/st","",""
"commodity_code_2018_61102099","61102099","commodity","Women's or girls' jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted (excl. lightweight fine knit roll, polo or turtleneck jumpers and pullovers and wadded waistcoats)","p/st","",""
"commodity_code_2018_61103010","61103010","commodity","Lightweight fine knit roll, polo or turtleneck jumpers and pullovers of man-made fibres, knitted or crocheted","p/st","",""
"commodity_code_2018_61103091","61103091","commodity","Men's or boys' jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted or crocheted (excl. lightweight fine knit roll, polo or turtleneck jumpers and pullovers and wadded waistcoats)","p/st","",""
"commodity_code_2018_61103099","61103099","commodity","Women's or girls' jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted or crocheted (excl. lightweight fine knit roll, polo or turtleneck jumpers and pullovers and wadded waistcoats)","p/st","",""
"commodity_code_2018_61109010","61109010","commodity","Jerseys, pullovers, cardigans, waistcoats and similar articles, of flax or ramie, knitted or crocheted (excl. wadded waistcoats)","p/st","",""
"commodity_code_2018_61109090","61109090","commodity","Jerseys, pullovers, cardigans, waistcoats and similar articles, of textile materials, knitted or crocheted (excl. of man-made fibres, wool, fine animal hair, cotton, flax or ramie, and wadded waistcoats)","p/st","",""
"commodity_code_2018_61112010","61112010","commodity","Babies' gloves, mittens and mitts, of cotton, knitted or crocheted","pa","",""
"commodity_code_2018_61112090","61112090","commodity","Babies' garments and clothing accessories, of cotton, knitted or crocheted (excl. gloves, mittens, mitts and hats)","","",""
"commodity_code_2018_61113010","61113010","commodity","Babies' gloves, mittens and mitts for babies, of synthetic fibres, knitted or crocheted","pa","",""
"commodity_code_2018_61113090","61113090","commodity","Babies' garments and clothing accessories, of synthetic fibres, knitted or crocheted (excl. gloves, mittens, mitts and hats)","","",""
"commodity_code_2018_61119011","61119011","commodity","Babies' gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted","pa","",""
"commodity_code_2018_61119019","61119019","commodity","Babies' garments and clothing accessories, of wool or fine animal hair, knitted or crocheted (excl. gloves, mittens, mitts and hats)","","",""
"commodity_code_2018_61119090","61119090","commodity","Babies' garments and clothing accessories of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, and hats)","","",""
"commodity_code_2018_61121100","61121100","commodity","Track-suits of cotton, knitted or crocheted","p/st","",""
"commodity_code_2018_61121200","61121200","commodity","Track-suits of synthetic fibres, knitted or crocheted","p/st","",""
"commodity_code_2018_61121900","61121900","commodity","Track-suits of textile materials, knitted or crocheted (excl. cotton or synthetic fibres)","p/st","",""
"commodity_code_2018_61122000","61122000","commodity","Ski-suits, knitted or crocheted","","",""
"commodity_code_2018_61123110","61123110","commodity","Men's or boys' swimwear of synthetic fibres, knitted or crocheted, containing >= 5% by weight of rubber thread","p/st","",""
"commodity_code_2018_61123190","61123190","commodity","Men's or boys' swimwear of synthetic fibres, knitted or crocheted (excl. containing >= 5% by weight of rubber thread)","p/st","",""
"commodity_code_2018_61123910","61123910","commodity","Men's or boys' swimwear of textile materials, knitted or crocheted, containing >= 5% by weight of rubber thread (excl. synthetic fibres)","p/st","",""
"commodity_code_2018_61123990","61123990","commodity","Men's or boys' swimwear of textile materials, knitted or crocheted (excl. synthetic fibres and containing >= 5% by weight of rubber thread)","p/st","",""
"commodity_code_2018_61124110","61124110","commodity","Women's or girls' swimwear of synthetic fibres, knitted or crocheted, containing >= 5% by weight of rubber thread","p/st","",""
"commodity_code_2018_61124190","61124190","commodity","Women's or girls' swimwear of synthetic fibres, knitted or crocheted (excl. containing >= 5% by weight of rubber thread)","p/st","",""
"commodity_code_2018_61124910","61124910","commodity","Women's or girls' swimwear of textile materials, knitted or crocheted, containing >= 5% by weight of rubber thread (excl. synthetic fibres)","p/st","",""
"commodity_code_2018_61124990","61124990","commodity","Women's or girls' swimwear of textile materials, knitted or crocheted (excl. synthetic fibres and containing >= 5% by weight of rubber thread)","p/st","",""
"commodity_code_2018_61130010","61130010","commodity","Garments, knitted or crocheted, rubberised (excl. babies' garments and clothing accessories)","","",""
"commodity_code_2018_61130090","61130090","commodity","Garments, knitted or crocheted, impregnated, coated or covered with plastics or other materials (excl. rubberised and babies' garments and clothing accessories)","","",""
"commodity_code_2018_61142000","61142000","commodity","Special garments for professional, sporting or other purposes, n.e.s., of cotton, knitted or crocheted","","",""
"commodity_code_2018_61143000","61143000","commodity","Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, knitted or crocheted","","",""
"commodity_code_2018_61149000","61149000","commodity","Special garments for professional, sporting or other purposes, n.e.s., of textile materials, knitted or crocheted (excl. of cotton and man-made fibres)","","",""
"commodity_code_2018_61151010","61151010","commodity","Stockings for varicose veins of synthetic fibres, knitted or crocheted","pa","",""
"commodity_code_2018_61151090","61151090","commodity","Graduated compression hosiery of textile materials, knitted or crocheted (excl. stockings for varicose veins of synthetic fibres and hosiery for babies)","","",""
"commodity_code_2018_61152100","61152100","commodity","Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < 67 decitex (excl. graduated compression hosiery)","p/st","",""
"commodity_code_2018_61152200","61152200","commodity","Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn >= 67 decitex (excl. graduated compression hosiery)","p/st","",""
"commodity_code_2018_61152900","61152900","commodity","Pantyhose and tights of textile materials, knitted or crocheted (excl. graduated compression hosiery, those of synthetic fibres and hosiery for babies)","p/st","",""
"commodity_code_2018_61153011","61153011","commodity","Women's knee-length stockings of synthetic fibres, knitted or crocheted, measuring per single yarn < 67 decitex (excl. graduated compression hosiery)","pa","",""
"commodity_code_2018_61153019","61153019","commodity","Women's full-length hosiery of synthetic fibres, knitted or crocheted, measuring per single yarn < 67 decitex (excl. graduated compression hosiery, pantyhose and tights and knee length stockings)","pa","",""
"commodity_code_2018_61153090","61153090","commodity","Women's full-length and knee-length hosiery, knitted or crocheted, measuring per single yarn < 67 decitex (excl. graduated compression hosiery, those of synthetic fibres and pantyhose and tights)","pa","",""
"commodity_code_2018_61159400","61159400","commodity","Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of wool or fine animal hair, knitted or crocheted (excl. graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)","pa","",""
"commodity_code_2018_61159500","61159500","commodity","Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of cotton, knitted or crocheted (excl. graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)","pa","",""
"commodity_code_2018_61159610","61159610","commodity","Knee-length stockings of synthetic fibres, knitted or crocheted (excl. graduated compression hosiery, women's full-length stockings measuring per single yarn < 67 decitex, and hosiery for babies)","pa","",""
"commodity_code_2018_61159691","61159691","commodity","Women's stockings of synthetic fibres, knitted or crocheted (excl. graduated compression hosiery, pantyhose and tights, women's full-length stockings measuring per single yarn < 67 decitex and knee-length stockings)","pa","",""
"commodity_code_2018_61159699","61159699","commodity","Full-length stockings, socks and other hosiery, incl. footwear without applied soles, of synthetic fibres, knitted or crocheted (excl. graduated compression hosiery, women's pantyhose and tights, full-length or knee-length stockings, and hosiery for babies)","pa","",""
"commodity_code_2018_61159900","61159900","commodity","Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)","pa","",""
"commodity_code_2018_61161020","61161020","commodity","Gloves, impregnated, coated, covered or laminated with rubber, knitted or crocheted","pa","",""
"commodity_code_2018_61161080","61161080","commodity","Mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, knitted or crocheted, and gloves, impregnated, coated, covered or laminated with plastics, knitted or crocheted","pa","",""
"commodity_code_2018_61169100","61169100","commodity","Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. impregnated, coated, covered or laminated with plastics or rubber, and for babies)","pa","",""
"commodity_code_2018_61169200","61169200","commodity","Gloves, mittens and mitts, of cotton, knitted or crocheted (excl. impregnated, coated, covered or laminated with plastics or rubber, and for babies)","pa","",""
"commodity_code_2018_61169300","61169300","commodity","Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, covered or laminated with plastics or rubber, and for babies)","pa","",""
"commodity_code_2018_61169900","61169900","commodity","Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, impregnated, coated, covered or laminated with plastics or rubber, and for babies)","pa","",""
"commodity_code_2018_61171000","61171000","commodity","Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted","","",""
"commodity_code_2018_61178010","61178010","commodity","Made-up clothing accessories, knitted or crocheted, elasticated or rubberised, n.e.s.","","",""
"commodity_code_2018_61178080","61178080","commodity","Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. (excl. elasticated or rubberised, shawls, scarves, mufflers, mantillas, veils and the like)","","",""
"commodity_code_2018_61179000","61179000","commodity","Parts of garments or clothing accessories, knitted or crocheted, n.e.s.","","",""
"commodity_code_2018_62011100","62011100","commodity","Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool or fine animal hair (excl. knitted or crocheted)","","","2022-01-01"
"commodity_code_2018_62011210","62011210","commodity","Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton, of a weight per garment of <= 1 kg (excl. knitted or crocheted)","","","2022-01-01"
"commodity_code_2018_62011290","62011290","commodity","Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton, of a weight per garment of > 1 kg (excl. knitted or crocheted)","","","2022-01-01"
"commodity_code_2018_62011310","62011310","commodity","Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made fibres, of a weight per garment of <= 1 kg (excl. knitted or crocheted)","","","2022-01-01"
"commodity_code_2018_62011390","62011390","commodity","Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made fibres, of a weight per garment of > 1 kg (excl. knitted or crocheted)","","","2022-01-01"
"commodity_code_2018_62011900","62011900","commodity","Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile materials (excl. of wool or fine animal hair, cotton or man-made fibres, knitted or crocheted)","","","2022-01-01"
"commodity_code_2018_62019100","62019100","commodity","Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, of wool or fine animal hair (excl. knitted or crocheted, suits, ensembles, jackets, blazers and trousers)","","","2022-01-01"
"commodity_code_2018_62019200","62019200","commodity","Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted or crocheted and excl. suits, ensembles, jackets, blazers, trousers and tops of ski suits)","","","2022-01-01"
"commodity_code_2018_62019300","62019300","commodity","Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres (not knitted or crocheted and excl. suits, ensembles, jackets, blazers, trousers and tops of ski suits)","","","2022-01-01"
"commodity_code_2018_62019900","62019900","commodity","Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, suits, ensembles, jackets, blazers and trousers)","","","2022-01-01"
"commodity_code_2018_62021100","62021100","commodity","Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool or fine animal hair (excl. knitted or crocheted)","","","2022-01-01"
"commodity_code_2018_62021210","62021210","commodity","Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton, of a weight per garment of <= 1 kg (excl. knitted or crocheted)","","","2022-01-01"
