"id","name","code","account_type","reconcile","non_trade","name@sk","description","description@sk","tax_ids","depreciation_model_id"
"chart_sk_451200","Statutory reserves (Long-term)","451200","equity","False","False","Zákonné rezervy (dlhodobé)","Long-term portion of legal provisions required by law.","Dlhodobá časť zákonných rezerv vyžadovaných zákonom.","",""
"chart_sk_459000","Other reserves","459000","equity","False","False","Ostatné rezervy","Other short-term provisions created at management's discretion for anticipated risks.","Ostatné krátkodobé rezervy vytvorené podľa uváženia manažmentu na predpokladané riziká.","",""
"chart_sk_459200","Other reserves (Long-term)","459200","equity","False","False","Ostatné rezervy (dlhodobé)","Long-term portion of other provisions created at management's discretion.","Dlhodobá časť ostatných rezerv vytvorených podľa uváženia manažmentu.","",""
"chart_sk_461000","Bank loans","461000","equity","False","False","Bankové úvery","Bank loans drawn by the company to finance its operations or investments.","Bankové úvery čerpané spoločnosťou na financovanie prevádzky alebo investícií.","",""
"chart_sk_461100","Bank loans (Long-term Principal)","461100","liability_non_current","False","False","Bankové úvery (dlhodobá istina)","Principal amount of long-term bank loans due beyond one year.","Istina dlhodobých bankových úverov splatná po viac ako jednom roku.","",""
"chart_sk_461200","Bank loans (Current Portion)","461200","liability_current","True","False","Bankové úvery (bežná časť)","Portion of bank loans, including long-term ones, due for repayment within the next year.","Časť bankových úverov, vrátane dlhodobých, splatná v priebehu nasledujúceho roka.","",""
"chart_sk_471000","Non-current liabilities to related entities and participating entities","471000","liability_non_current","False","False","Dlhodobé záväzky voči prepojeným účtovným jednotkám a účtovným jednotkám v rámci podielovej účasti","Long-term liabilities owed to related entities and entities under participating interest.","Dlhodobé záväzky voči prepojeným účtovným jednotkám a jednotkám s podielovou účasťou.","",""
"chart_sk_471100","Long-term loans from Group (interco)","471100","liability_non_current","False","False","Dlhodobé úvery od skupiny (vzájomné)","Long-term loans received from other companies within the group.","Dlhodobé úvery prijaté od ostatných spoločností v rámci skupiny.","",""
"chart_sk_471200","Long-term loans from Associates","471200","liability_non_current","False","False","Dlhodobé úvery od pridružených spoločností","Long-term loans received from associated companies.","Dlhodobé úvery prijaté od pridružených spoločností.","",""
"chart_sk_472000","Liabilities from the Social Fund","472000","liability_current","False","False","Záväzky zo sociálneho fondu","Liabilities owed to employees arising from the company's statutory social fund.","Záväzky voči zamestnancom vyplývajúce zo sociálneho fondu spoločnosti.","",""
"chart_sk_473000","Bonds issued","473000","liability_non_current","False","False","Vydané dlhopisy","Bonds issued by the company as a long-term source of financing.","Dlhopisy vydané spoločnosťou ako dlhodobý zdroj financovania.","",""
"chart_sk_473100","Issued bonds (Long-term)","473100","liability_non_current","False","False","Vydané dlhopisy (dlhodobé)","Long-term portion of bonds issued by the company.","Dlhodobá časť dlhopisov vydaných spoločnosťou.","",""
"chart_sk_474000","Lease commitments","474000","liability_current","False","False","Záväzky z nájmu","Liabilities owed by the company under lease agreements.","Záväzky spoločnosti vyplývajúce z nájomných zmlúv.","",""
"chart_sk_474100","Leasing (Current portion)","474100","liability_current","False","False","Lízing (bežná časť)","Portion of lease liabilities due for payment within the next year.","Časť nájomných záväzkov splatná v priebehu nasledujúceho roka.","",""
"chart_sk_475000","Long-term advances received","475000","liability_non_current","False","False","Dlhodobé prijaté preddavky","Advance payments received from customers with settlement due beyond one year.","Preddavky prijaté od odberateľov so splatnosťou dlhšou ako jeden rok.","",""
"chart_sk_475200","Advances Received (External - LT)","475200","liability_non_current","False","False","Prijaté zálohy (externé - dlhodobé)","Long-term advances received from external (non-group) customers.","Dlhodobé preddavky prijaté od externých (mimoskupinových) odberateľov.","",""
"chart_sk_475300","LT Advances received (Interco)","475300","liability_non_current","False","False","Dlhodobé zálohy prijaté (medzipodnikové)","Long-term advances received from intercompany customers.","Dlhodobé preddavky prijaté od odberateľov v rámci skupiny.","",""
"chart_sk_475600","Advances Received (interco - LT)","475600","liability_non_current","False","False","Prijaté zálohy (interco - dlhodobé)","Long-term advances received from intercompany customers, recorded separately from account 475300.","Dlhodobé preddavky prijaté od odberateľov v rámci skupiny, evidované oddelene od účtu 475300.","",""
"chart_sk_476000","Long-term trade payables ","476000","liability_non_current","False","False","Dlhodobé nevyfakturované dodávky","Long-term liabilities for goods or services received but not yet formally invoiced.","Dlhodobé záväzky za prijatý tovar alebo služby, ktoré ešte neboli formálne vyfakturované.","",""
"chart_sk_476100","LT Trade Payables (Interco) ","476100","liability_non_current","False","False","Dlhodobé záväzky z obchodného styku (medzipodnikové)","Long-term uninvoiced trade payables owed to intercompany suppliers.","Dlhodobé nevyfakturované záväzky voči dodávateľom v rámci skupiny.","",""
"chart_sk_476200","LT Trade Payables (Assoc.)","476200","liability_non_current","False","False","Dlhodobé záväzky z obchodného styku (pridružené spoločnosti)","Long-term uninvoiced trade payables owed to associated companies.","Dlhodobé nevyfakturované záväzky voči pridruženým spoločnostiam.","",""
"chart_sk_478000","Long-term notes for payment","478000","liability_non_current","False","False","Dlhodobé zmenky na úhradu","Long-term bills of exchange issued by the company that are payable to suppliers.","Dlhodobé zmenky vystavené spoločnosťou, ktoré sú splatné dodávateľom.","",""
"chart_sk_479000","Other non-current liabilities","479000","liability_non_current","False","False","Ostatné dlhodobé záväzky","Other long-term liabilities not classified under the standard non-current payable categories.","Ostatné dlhodobé záväzky nezaradené v štandardných kategóriách dlhodobých záväzkov.","",""
"chart_sk_479100","Other long-term liabilities","479100","liability_non_current","False","False","Ostatné dlhodobé záväzky","Other long-term liabilities recorded separately from account 479000.","Ostatné dlhodobé záväzky evidované oddelene od účtu 479000.","",""
"chart_sk_481000","Deferred tax liability and deferred tax asset","481000","liability_non_current","False","False","Odložený daňový záväzok a odložená daňová pohľadávka","Net deferred tax position representing temporary differences between accounting and tax values.","Čistá pozícia odloženej dane predstavujúca dočasné rozdiely medzi účtovnou a daňovou hodnotou.","",""
"chart_sk_491000","Equity of a natural person - entrepreneur","491000","equity","False","False","Vlastné imanie fyzickej osoby - podnikateľa","Owner's equity of a self-employed natural person operating as an entrepreneur.","Vlastné imanie fyzickej osoby podnikajúcej ako živnostník.","",""
"chart_sk_501000","Material consumption","501000","expense","False","False","Spotreba materiálu","Direct operational cost of raw materials and supplies consumed in the business.","Priame prevádzkové náklady na materiál a suroviny spotrebované v podniku.","",""
"chart_sk_502000","Energy consumption","502000","expense","False","False","Spotreba energie","Cost of electricity, gas, water, and other energy sources consumed by the business.","Náklady na elektrinu, plyn, vodu a ostatné energie spotrebované podnikom.","",""
"chart_sk_503000","Consumption of other non-stackable supplies","503000","expense","False","False","Spotreba ostatných neskladovateľných dodávok","Cost of consumed supplies that cannot be held in inventory, such as utilities metered by usage.","Náklady na spotrebu dodávok, ktoré nemožno skladovať, napríklad médiá merané podľa spotreby.","",""
"chart_sk_504000","Goods sold","504000","expense","False","False","Predaný tovar","Cost of goods that have been sold to customers.","Náklady na tovar predaný odberateľom.","",""
"chart_sk_505000","Establishment and settlement of inventory valuation allowances","505000","expense","False","False","Tvorba a zúčtovanie opravných položiek k zásobám","Cost of creating and releasing impairment allowances against inventory.","Náklady na tvorbu a zúčtovanie opravných položiek k zásobám.","",""
"chart_sk_507000","Sold property","507000","expense","False","False","Predaná nehnuteľnosť","Book value of real estate property sold by the company.","Účtovná hodnota nehnuteľnosti predanej spoločnosťou.","",""
"chart_sk_511000","Repair and maintenance","511000","expense","False","False","Opravy a udržiavanie","Cost of repairing and maintaining company assets in operating condition.","Náklady na opravu a udržiavanie majetku spoločnosti v prevádzkyschopnom stave.","",""
"chart_sk_512000","Travel","512000","expense","False","False","Cestovné","Cost of employee travel undertaken for business purposes.","Náklady na pracovné cesty zamestnancov.","",""
"chart_sk_513000","Representation costs","513000","expense","False","False","Náklady na reprezentáciu","Cost of client entertainment and business representation activities.","Náklady na reprezentáciu a pohostenie klientov.","",""
"chart_sk_518000","Other services","518000","expense","False","False","Ostatné služby","Cost of miscellaneous purchased services not classified under a more specific category.","Náklady na rôzne nakúpené služby nezaradené do konkrétnejšej kategórie.","",""
"chart_sk_521000","Labour costs","521000","expense","False","False","Mzdové náklady","Gross wage and salary costs owed to employees for work performed.","Hrubé mzdové náklady dlžné zamestnancom za vykonanú prácu.","",""
"chart_sk_522000","Income of associates and members from dependent activities","522000","expense","False","False","Príjmy spoločníkov a členov zo závislej činnosti","Income paid to associates and members for work performed in a dependent (employment-like) capacity.","Príjmy vyplatené spoločníkom a členom za prácu vykonanú v rámci závislej činnosti.","",""
"chart_sk_523000","Remuneration to members of company and cooperative bodies","523000","expense","False","False","Odmeny členom orgánov spoločnosti a družstva","Remuneration paid to members of the company's or cooperative's statutory bodies.","Odmeny vyplatené členom štatutárnych orgánov spoločnosti alebo družstva.","",""
"chart_sk_524000","Statutory social insurance","524000","expense","False","False","Zákonné sociálne poistenie","Employer's statutory social and health insurance contributions on employee wages.","Zákonné odvody zamestnávateľa na sociálne a zdravotné poistenie z miezd zamestnancov.","",""
"chart_sk_525000","Other social security","525000","expense","False","False","Ostatné sociálne zabezpečenie","Other social security contributions not classified as statutory insurance.","Ostatné odvody na sociálne zabezpečenie nezaradené ako zákonné poistenie.","",""
"chart_sk_526000","Social costs of a natural person - entrepreneur","526000","expense","False","False","Sociálne náklady fyzickej osoby - podnikateľa","Social costs borne by a self-employed natural person operating as an entrepreneur.","Sociálne náklady fyzickej osoby podnikajúcej ako živnostník.","",""
"chart_sk_527000","Statutory social costs","527000","expense","False","False","Zákonné sociálne náklady","Social costs the company is legally required to provide to employees, such as meal contributions.","Sociálne náklady, ktoré je spoločnosť zo zákona povinná poskytovať zamestnancom, napríklad príspevok na stravu.","",""
"chart_sk_528000","Other social costs","528000","expense","False","False","Ostatné sociálne náklady","Other voluntary social costs provided to employees beyond statutory requirements.","Ostatné dobrovoľné sociálne náklady poskytované zamestnancom nad rámec zákonných povinností.","",""
"chart_sk_531000","Motor vehicle tax","531000","expense","False","False","Daň z motorových vozidiel","Motor vehicle tax owed on company-owned or leased vehicles.","Daň z motorových vozidiel vo vlastníctve alebo nájme spoločnosti.","",""
"chart_sk_532000","Real estate tax","532000","expense","False","False","Daň z nehnuteľností","Real estate tax owed on land and buildings owned by the company.","Daň z nehnuteľností vo vlastníctve spoločnosti.","",""
"chart_sk_538000","Other taxes and charges","538000","expense","False","False","Ostatné dane a poplatky","Other taxes and administrative charges classified as an operating expense.","Ostatné dane a poplatky klasifikované ako prevádzkový náklad.","",""
"chart_sk_541000","Residual value of intangible fixed assets and tangible fixed assets sold","541000","expense","False","False","Zostatková cena predaného dlhodobého nehmotného majetku a dlhodobého hmotného majetku","Net book value of intangible and tangible fixed assets that have been sold.","Zostatková cena predaného dlhodobého nehmotného a hmotného majetku.","",""
"chart_sk_542000","Material sold","542000","expense","False","False","Predaný materiál","Book value of raw materials that have been sold rather than consumed in production.","Účtovná hodnota materiálu predaného namiesto spotrebovania vo výrobe.","",""
"chart_sk_543000","Donations","543000","expense","False","False","Dary","Value of monetary or in-kind donations made by the company.","Hodnota peňažných alebo vecných darov poskytnutých spoločnosťou.","",""
"chart_sk_544000","Contractual fines, penalties and interest for late payment","544000","expense","False","False","Zmluvné pokuty, penále a úroky z omeškania","Contractual fines, penalties, and late-payment interest owed by the company under agreements.","Zmluvné pokuty, penále a úroky z omeškania, ktoré spoločnosť dlží na základe zmlúv.","",""
"chart_sk_545000","Other fines, penalties and default interest","545000","expense","False","False","Ostatné pokuty, penále a úroky z omeškania","Other fines, penalties, and default interest owed that are not contractually agreed.","Ostatné pokuty, penále a úroky z omeškania, ktoré nie sú dohodnuté zmluvne.","",""
"chart_sk_546000","Write-off of receivables","546000","expense","False","False","Odpis pohľadávky","Value of receivables written off as uncollectible.","Hodnota pohľadávok odpísaných ako nevymožiteľné.","",""
"chart_sk_547000","Establishment and settlement of allowances for receivables","547000","expense","False","False","Tvorba a zúčtovanie opravných položiek k pohľadávkam","Cost of creating and releasing impairment allowances against receivables.","Náklady na tvorbu a zúčtovanie opravných položiek k pohľadávkam.","",""
"chart_sk_548000","Other costs of economic activity","548000","expense","False","False","Ostatné náklady na hospodársku činnosť","Other operating costs of the business's economic activity not classified elsewhere.","Ostatné náklady na hospodársku činnosť podniku nezaradené inde.","",""
"chart_sk_549000","Deficits and damages","549000","expense","False","False","Manká a škody","Cost of inventory shortages and damages identified during operations.","Náklady na manká a škody zistené počas prevádzky.","",""
"chart_sk_551000","Depreciation of intangible fixed assets and tangible fixed assets","551000","expense_depreciation","False","False","Odpisy dlhodobého mehmotného majetku a dlhodobého hmotného majetku","Periodic depreciation and amortization expense for intangible and tangible fixed assets.","Pravidelné odpisy dlhodobého nehmotného a hmotného majetku.","",""
"chart_sk_553000","Formation and settlement of valuation allowances on fixed assets","553000","expense_depreciation","False","False","Tvorba a zúčtovanie opravných položiek k dlhodobému majetku","Cost of creating and releasing impairment allowances against fixed assets.","Náklady na tvorbu a zúčtovanie opravných položiek k dlhodobému majetku.","",""
"chart_sk_555000","Accounting for complex deferred charges","555000","expense","False","False","Zúčtovanie komplexných nákladov budúcich období","Amortization expense recognized on comprehensive deferred charges.","Náklady na zúčtovanie komplexných nákladov budúcich období.","",""
"chart_sk_557000","Recognition of an adjustment to the valuation allowance on acquired assets","557000","expense","False","False","Zúčtovanie oprávky k opravnej položke k nadobudnutému majetku","Amortization expense recognized on the valuation difference of acquired assets.","Náklady na zúčtovanie oprávky k oceňovaciemu rozdielu k nadobudnutému majetku.","",""
"chart_sk_561000","Securities and shares sold","561000","expense","False","False","Predané cenné papiere a podiely","Book value of securities and equity interests that have been sold.","Účtovná hodnota predaných cenných papierov a podielov.","",""
"chart_sk_562000","Interest","562000","expense","False","False","Úroky","Interest expense incurred on loans, bonds, and other borrowings.","Úrokové náklady vzniknuté z úverov, dlhopisov a iných pôžičiek.","",""
"chart_sk_563000","Exchange rate losses","563000","expense","False","False","Kurzové straty","Losses arising from foreign currency exchange rate movements.","Straty vzniknuté z pohybu kurzov cudzích mien.","",""
"chart_sk_564000","Securities revaluation costs","564000","expense","False","False","Náklady na precenenie cenných papierov","Costs arising from the revaluation of securities to fair value.","Náklady vzniknuté z precenenia cenných papierov na reálnu hodnotu.","",""
"chart_sk_565000","Establishment and settlement of valuation allowances on financial assets","565000","expense","False","False","Tvorba a zúčtovanie opravných položiek k finančnému majetku","Cost of creating and releasing impairment allowances against financial assets.","Náklady na tvorbu a zúčtovanie opravných položiek k finančnému majetku.","",""
"chart_sk_566000","Cost of short-term financial assets","566000","expense","False","False","Náklady na krátkodobý finančný majetok","Costs directly attributable to holding or trading short-term financial assets.","Náklady priamo súvisiace s držaním alebo obchodovaním krátkodobého finančného majetku.","",""
"chart_sk_567000","Cost of derivative operations","567000","expense","False","False","Náklady na derivátové operácie","Costs directly attributable to derivative financial operations.","Náklady priamo súvisiace s derivátovými operáciami.","",""
"chart_sk_568000","Other financial costs","568000","expense","False","False","Ostatné finančné náklady","Other financial costs not classified under interest, exchange losses, or securities costs.","Ostatné finančné náklady nezaradené medzi úroky, kurzové straty alebo náklady na cenné papiere.","",""
"chart_sk_569000","Losses and damage to financial assets","569000","expense","False","False","Manká a škody na finančnom majetku","Losses and damages relating to financial assets held by the company.","Manká a škody na finančnom majetku spoločnosti.","",""
"chart_sk_591000","Income tax payable","591000","expense","False","False","Splatná daň z príjmov","Current corporate income tax expense payable for the period.","Náklad na splatnú daň z príjmov za bežné obdobie.","",""
"chart_sk_592000","Deferred income tax","592000","expense","False","False","Odložená daň z príjmov","Deferred income tax expense arising from temporary accounting/tax differences.","Náklad na odloženú daň z príjmov vyplývajúci z dočasných rozdielov.","",""
"chart_sk_595000","Additional income tax levies","595000","expense","False","False","Dodatočné odvody dane z príjmov","Additional income tax assessments or levies charged for prior periods.","Dodatočné odvody dane z príjmov za predchádzajúce obdobia.","",""
"chart_sk_596000","Transfer of shares in profit or loss to shareholders","596000","expense","False","False","Prevod podielov na výsledku hospodárenia spoločníkom","Portion of the profit or loss transferred to shareholders under a profit-transfer agreement.","Časť výsledku hospodárenia prevedená spoločníkom na základe zmluvy o prevode zisku.","",""
"chart_sk_601000","Sales of own products","601000","income","False","False","Tržby za vlastné výrobky","Revenue earned from the sale of the company's own manufactured products.","Tržby z predaja vlastných výrobkov spoločnosti.","",""
"chart_sk_602000","Revenue from the sale of services","602000","income","False","False","Tržby z predaja služieb","Revenue earned from providing services to customers.","Tržby z predaja služieb odberateľom.","",""
"chart_sk_604000","Sales of goods","604000","income","False","False","Tržby za tovar","Revenue earned from the sale of purchased goods for resale.","Tržby z predaja nakúpeného tovaru.","",""
"chart_sk_606000","Income from contracts","606000","income","False","False","Výnosy za zákazky","Revenue recognized on long-term contracts as work is performed.","Výnosy z dlhodobých zákaziek uznávané podľa postupu prác.","",""
"chart_sk_607000","Income from non-real estate for sale","607000","income","False","False","Výnosy z nehnuťelnosti na predaj","Revenue earned from the sale of real estate held for resale.","Výnosy z predaja nehnuteľností určených na predaj.","",""
"chart_sk_611000","Change in work in progress","611000","income","False","False","Zmena stavu nedokončenej výroby","Change in the value of work in progress between accounting periods.","Zmena hodnoty nedokončenej výroby medzi účtovnými obdobiami.","",""
"chart_sk_612000","Change in condition of semi-finished products","612000","income","False","False","Zmena stavu polotovarov","Change in the value of semi-finished goods between accounting periods.","Zmena hodnoty polotovarov medzi účtovnými obdobiami.","",""
"chart_sk_613000","Change in product status","613000","income","False","False","Zmena stavu výrobkov","Change in the value of finished products between accounting periods.","Zmena hodnoty výrobkov medzi účtovnými obdobiami.","",""
"chart_sk_614000","Change in animal status","614000","income","False","False","Zmena stavu zvierat","Change in the value of animals held as current assets between accounting periods.","Zmena hodnoty zvierat evidovaných v obežnom majetku medzi účtovnými obdobiami.","",""
"chart_sk_621000","Activation of materials and goods","621000","income","False","False","Aktivácia materiálu a tovaru","Value of internally produced materials and goods capitalized for own use.","Hodnota interne vyrobeného materiálu a tovaru aktivovaného na vlastnú spotrebu.","",""
"chart_sk_622000","Activation of intra-organisational services","622000","income","False","False","Aktivácia vnútroorganizačných služieb","Value of services provided internally between departments and capitalized as own output.","Hodnota služieb poskytnutých interne medzi útvarmi a aktivovaných ako vlastný výkon.","",""
"chart_sk_623000","Activation of intangible fixed assets","623000","income","False","False","Aktivácia dlhodobého nehmotného majetku","Value of internally developed intangible fixed assets capitalized by the company.","Hodnota interne vyvinutého dlhodobého nehmotného majetku aktivovaného spoločnosťou.","",""
"chart_sk_624000","Activation of tangible fixed assets","624000","income","False","False","Aktivácia dlhodobého hmotného majetku","Value of internally constructed tangible fixed assets capitalized by the company.","Hodnota interne vytvoreného dlhodobého hmotného majetku aktivovaného spoločnosťou.","",""
"chart_sk_641000","Proceeds from the sale of intangible fixed assets and tangible fixed assets","641000","income","False","False","Tržby z predaja dlhodobého nehmotného majetku a dlhodobého hmotného majetku","Revenue earned from the sale of intangible and tangible fixed assets.","Tržby z predaja dlhodobého nehmotného a hmotného majetku.","",""
"chart_sk_642000","Revenue from the sale of materials","642000","income","False","False","Tržby z predaja materiálu","Revenue earned from the sale of raw materials rather than consuming them in production.","Tržby z predaja materiálu namiesto jeho spotrebovania vo výrobe.","",""
"chart_sk_644000","Contractual fines, penalties and interest for late payment","644000","income_other","False","False","Zmluvné pokuty, penále a úroky z omeškania","Contractual fines, penalties, and late-payment interest earned by the company under agreements.","Zmluvné pokuty, penále a úroky z omeškania, ktoré spoločnosť inkasuje na základe zmlúv.","",""
"chart_sk_645000","Other fines, penalties and default interest","645000","income_other","False","False","Ostatné pokuty, penále a úroky z omeškania","Other fines, penalties, and default interest earned that are not contractually agreed.","Ostatné pokuty, penále a úroky z omeškania, ktoré nie sú dohodnuté zmluvne.","",""
"chart_sk_646000","Proceeds from written-off receivables","646000","income_other","False","False","Výnosy z odpísaných pohľadávok","Recovery of amounts previously written off as uncollectible receivables.","Výnosy z pohľadávok, ktoré boli predtým odpísané ako nevymožiteľné.","",""
"chart_sk_648000","Other income from economic activities","648000","income_other","False","False","Ostatné výnosy z hospodárskej činnosti","Other income earned from the company's economic activities not classified elsewhere.","Ostatné výnosy z hospodárskej činnosti spoločnosti nezaradené inde.","",""
"chart_sk_655000","Accounting for complex deferred charges","655000","income_other","False","False","Zúčtovanie komplexných nákladov budúcich období","Income recognized from the release of comprehensive deferred charges.","Výnosy zo zúčtovania komplexných nákladov budúcich období.","",""
"chart_sk_657000","Recognition of a valuation allowance against an acquired asset","657000","income_other","False","False","Zúčtovanie oprávky opravnej položke k nadobudnutému majetku","Income recognized from the release of the valuation allowance on an acquired asset.","Výnosy zo zúčtovania opravnej položky k nadobudnutému majetku.","",""
"chart_sk_661000","Proceeds from the sale of securities and shares","661000","income","False","False","Tržby z predaja cenných papierov a podielov","Revenue earned from the sale of securities and equity interests.","Tržby z predaja cenných papierov a podielov.","",""
"chart_sk_662000","Interest","662000","income_other","False","False","Úroky","Interest income earned on loans, deposits, and other financial assets.","Úrokové výnosy z úverov, vkladov a iného finančného majetku.","",""
"chart_sk_663000","Exchange rate gains","663000","income_other","False","False","Kurzové zisky","Gains arising from foreign currency exchange rate movements.","Zisky vzniknuté z pohybu kurzov cudzích mien.","",""
"chart_sk_664000","Gains on revaluation of securities","664000","income_other","False","False","Výnosy z precenenia cenných papierov","Gains arising from the revaluation of securities to fair value.","Zisky vzniknuté z precenenia cenných papierov na reálnu hodnotu.","",""
"chart_sk_665000","Income from non-current financial assets","665000","income_other","False","False","Výnosy z dlhodobého finančného majetku","Income earned on non-current financial assets, such as dividends.","Výnosy z dlhodobého finančného majetku, napríklad dividendy.","",""
"chart_sk_666000","Proceeds from short-term financial assets","666000","income_other","False","False","Výnosy z krátkodobého finančného majetku","Income earned on short-term financial assets held for trading.","Výnosy z krátkodobého finančného majetku držaného na obchodovanie.","",""
"chart_sk_667000","Proceeds from derivative transactions","667000","income_other","False","False","Výnosy z derivátových operácií","Income earned from derivative financial operations.","Výnosy z derivátových operácií.","",""
"chart_sk_668000","Other financial income","668000","income_other","False","False","Ostatné finančné výnosy","Other financial income not classified under interest, exchange gains, or securities income.","Ostatné finančné výnosy nezaradené medzi úroky, kurzové zisky alebo výnosy z cenných papierov.","",""
"chart_sk_701000","Opening balance sheet account","701000","off_balance","False","False","Začiatočný účet súvahový","Off-balance-sheet account used to record the opening balance sheet position for the period.","Podsúvahový účet slúžiaci na zaznamenanie začiatočnej súvahovej pozície za obdobie.","",""
"chart_sk_702000","Final balance sheet account","702000","off_balance","False","False","Konečný účet súvahový","Off-balance-sheet account used to record the closing balance sheet position for the period.","Podsúvahový účet slúžiaci na zaznamenanie konečnej súvahovej pozície za obdobie.","",""
"chart_sk_710000","Profit and loss account","710000","off_balance","False","False","Účet ziskov a strát","Off-balance-sheet account summarizing the profit and loss result for the period.","Podsúvahový účet sumarizujúci výsledok hospodárenia za obdobie.","",""
"chart_sk_711000","Opening cost and revenue account","711000","off_balance","False","False","Začiatočný účet nákladov a výnosov","Off-balance-sheet account used to record the opening position of cost and revenue accounts.","Podsúvahový účet slúžiaci na zaznamenanie začiatočnej pozície nákladových a výnosových účtov.","",""
"chart_sk_022100","Technology","022100","asset_fixed","False","False","Technológie","High-value IT infrastructure, servers, networking hardware, and computer systems used in operations.","Drahá IT infraštruktúra, servery, sieťový hardvér a počítačové systémy využívané v prevádzke.","vs_tuz_23","asset_4_year_linear"
"chart_sk_022200","Installations","022200","asset_fixed","False","False","Inštalácie","Long-term building installations such as HVAC systems, solar panels, and fixed security systems.","Dlhodobé inštalácie v budovách, ako sú klimatizačné systémy, solárne panely a pevné bezpečnostné systémy.","vs_tuz_23","asset_12_year_linear"
"chart_sk_022300","Machines & tools","022300","asset_fixed","False","False","Stroje a nástroje","Industrial equipment, production machines, forklifts, and heavy tools used directly in operations.","Priemyselné zariadenia, výrobné stroje, vysokozdvižné vozíky a ťažké nástroje priamo súvisiace s prevádzkou.","vs_tuz_23","asset_6_year_linear"
"chart_sk_022400","Furniture & material","022400","asset_fixed","False","False","Nábytok a vybavenie","Office desks, chairs, conference tables, and other long-term workplace furnishings.","Kancelárske stoly, stoličky, konferenčné stoly a ďalšie dlhodobé vybavenie pracoviska.","vs_tuz_23","asset_6_year_linear"
"chart_sk_022500","Vehicle","022500","asset_fixed","False","False","Vozidlo","Acquisition value of company cars, vans, and trucks used for business travel or delivery.","Obstarávacia hodnota firemných osobných automobilov, dodávok a nákladných vozidiel na pracovné cesty alebo rozvoz.","vs_tuz_23","asset_6_year_linear"
"chart_sk_022510","Vehicle accessories","022510","asset_fixed","False","False","Príslušenstvo k vozidlám","High-value aftermarket vehicle additions such as roof racks, tow bars, or custom fittings.","Drahé doplnky k vozidlám, napríklad strešné nosiče, ťažné zariadenia alebo zákazkové úpravy.","vs_tuz_23","asset_4_year_linear"
"chart_sk_022900","Other property","022900","asset_fixed","False","False","Ostatný majetok","Long-term physical assets used in operations that do not fit another tangible asset category.","Dlhodobý hmotný majetok využívaný v prevádzke, ktorý nepatrí do inej kategórie hmotného majetku.","vs_tuz_23","asset_6_year_linear"
"chart_sk_082100","Accumulated depreciation - Technology","082100","asset_non_current","False","False","Oprávky - Technológie","Contra-asset account tracking cumulative depreciation of technology fixed assets.","Účet oprávok sledujúci kumulované odpisy technologického majetku.","",""
"chart_sk_082200","Accumulated depreciation - Installations","082200","asset_non_current","False","False","Oprávky - Inštalácie","Contra-asset account tracking cumulative depreciation of building installations.","Účet oprávok sledujúci kumulované odpisy inštalácií v budovách.","",""
"chart_sk_082300","Accumulated depreciation - Machines & tools","082300","asset_non_current","False","False","Oprávky - Stroje a nástroje","Contra-asset account tracking cumulative depreciation of machines and tools.","Účet oprávok sledujúci kumulované odpisy strojov a nástrojov.","",""
"chart_sk_082400","Accumulated depreciation - Furniture & material","082400","asset_non_current","False","False","Oprávky - Nábytok a vybavenie","Contra-asset account tracking cumulative depreciation of furniture and workplace equipment.","Účet oprávok sledujúci kumulované odpisy nábytku a vybavenia pracoviska.","",""
"chart_sk_082500","Accumulated depreciation - Vehicle","082500","asset_non_current","False","False","Oprávky - Vozidlo","Contra-asset account tracking cumulative depreciation of company vehicles.","Účet oprávok sledujúci kumulované odpisy firemných vozidiel.","",""
"chart_sk_082510","Accumulated depreciation - Vehicle accessories","082510","asset_non_current","False","False","Oprávky - Príslušenstvo k vozidlám","Contra-asset account tracking cumulative depreciation of vehicle accessories.","Účet oprávok sledujúci kumulované odpisy príslušenstva k vozidlám.","",""
"chart_sk_082900","Accumulated depreciation - Other property","082900","asset_non_current","False","False","Oprávky - Ostatný majetok","Contra-asset account tracking cumulative depreciation of other tangible fixed assets.","Účet oprávok sledujúci kumulované odpisy ostatného hmotného majetku.","",""
"chart_sk_501100","Raw materials","501100","expense","False","False","Suroviny","Direct raw materials and components purchased to be manufactured or transformed into finished products.","Priame suroviny a komponenty nakúpené na výrobu alebo spracovanie na hotové výrobky.","vs_tuz_23",""
"chart_sk_501200","Consumables","501200","expense","False","False","Spotrebný materiál","Packaging, safety equipment, small tools, and disposable items consumed during standard operations.","Obaly, ochranné pomôcky, drobné náradie a jednorazové predmety spotrebované pri bežnej prevádzke.","vs_tuz_23",""
"chart_sk_501300","Office supplies","501300","expense","False","False","Kancelárske potreby","Everyday workplace supplies such as printer ink, paper, pens, and small desk accessories.","Každodenné kancelárske potreby, napríklad náplne do tlačiarne, papier, perá a drobné doplnky.","vs_tuz_23",""
"chart_sk_501400","Fuel","501400","expense","False","False","Pohonné hmoty","Gasoline, diesel, and electric charging costs for company-owned or leased vehicles.","Náklady na benzín, naftu a nabíjanie firemných alebo prenajatých vozidiel.","vs_tuz_23",""
"chart_sk_511100","Office Maintenance","511100","expense","False","False","Údržba kancelárie","Cleaning services, minor repairs, and general upkeep of the company's office premises.","Upratovacie služby, drobné opravy a bežná údržba kancelárskych priestorov spoločnosti.","vs_tuz_23",""
