code,description,long_description,type,category,fs_mapping,parent_code,normal_balance,tags,default_vendors,regulatory_mapping,start_date,end_date,notes,subcategory,cash_flow_classification,cost_center,GAAP_classification,detailed_description
50227,Cost of goods sold:Cost of labor - COGS,"This account captures cost of goods sold:cost of labor - cogs representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"debit, direct, operating-activities, cost of goods sold, labor",,IAS 2 - Inventories; ASC 330 - Inventory,,,,COGS - Direct Labor,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Cost of goods sold:Cost of labor - COGS - This account is used to record Costs of outside labor to make a product.

Purpose: This account tracks cost of goods sold items specifically related to cost of goods sold:cost of labor - cogs. It is classified under COGS - Direct Labor in accordance with US-GAAP standards.

Transaction Examples:
- Recording of cost of goods sold:cost of labor - cogs transactions
- Adjustments related to cost of goods sold:cost of labor - cogs
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the COGS - Direct Labor classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 8 legacy account(s) across 4 company/companies, indicating high standardization importance."
50454,Legal & accounting services:Accounting fees,"This account captures legal & accounting services:accounting fees representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"general, operating-activities, cost of goods sold, debit","Law Firms, Accounting Firms, Consultants",IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Legal & accounting services:Accounting fees - This account is used to record Costs of accountants, tax advice, and tax forms.

Purpose: This account tracks cost of goods sold items specifically related to legal & accounting services:accounting fees. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of legal & accounting services:accounting fees transactions
- Adjustments related to legal & accounting services:accounting fees
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 7 legacy account(s) across 4 company/companies, indicating high standardization importance."
50681,Advertising & marketing,"This account captures advertising & marketing representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"debit, advertising, promotion, general, operating-activities, cost of goods sold, branding","Google Ads, Facebook Ads, LinkedIn Ads, Twitter Ads",IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Advertising & marketing - This account is used to record Costs to promote products and services.

Purpose: This account tracks cost of goods sold items specifically related to advertising & marketing. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of advertising & marketing transactions
- Adjustments related to advertising & marketing
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 13 legacy account(s) across 4 company/companies, indicating high standardization importance."
50908,Travel:Airfare,"This account captures travel:airfare representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"general, operating-activities, cost of goods sold, debit","United Airlines, Delta, American Airlines, Expedia, Hotels.com",IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Travel:Airfare - This account is used to record Costs of airfare.

Purpose: This account tracks cost of goods sold items specifically related to travel:airfare. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of travel:airfare transactions
- Adjustments related to travel:airfare
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."
51135,Insurance,"This account captures insurance representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"premium, debit, risk, general, operating-activities, cost of goods sold, coverage","State Farm, Geico, Progressive, Allstate",IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Insurance - This account is used to record Costs of premiums for business insurance.

Purpose: This account tracks cost of goods sold items specifically related to insurance. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of insurance transactions
- Adjustments related to insurance
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 8 legacy account(s) across 4 company/companies, indicating high standardization importance."
51362,Business licenses,"This account captures business licenses representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"general, operating-activities, cost of goods sold, debit",,IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Business licenses - This account is used to record Costs of business licenses and permits that are considered expenses.

Purpose: This account tracks cost of goods sold items specifically related to business licenses. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of business licenses transactions
- Adjustments related to business licenses
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."
51589,General business expenses:Continuing education,"This account captures general business expenses:continuing education representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"general, operating-activities, cost of goods sold, debit",,IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"General business expenses:Continuing education - This account is used to record Costs of education related to your industry.

Purpose: This account tracks cost of goods sold items specifically related to general business expenses:continuing education. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of general business expenses:continuing education transactions
- Adjustments related to general business expenses:continuing education
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."
51816,Utilities:Disposal & waste fees,"This account captures utilities:disposal & waste fees representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"debit, water, gas, general, operating-activities, cost of goods sold, energy, electric","Local Electric Company, Water Authority, Gas Company",IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Utilities:Disposal & waste fees - This account is used to record Costs to dispose of waste.

Purpose: This account tracks cost of goods sold items specifically related to utilities:disposal & waste fees. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of utilities:disposal & waste fees transactions
- Adjustments related to utilities:disposal & waste fees
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."
52043,Utilities:Electricity,"This account captures utilities:electricity representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"debit, water, gas, general, operating-activities, cost of goods sold, energy, electric","Local Electric Company, Water Authority, Gas Company",IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Utilities:Electricity - This account is used to record Costs of electricity service.

Purpose: This account tracks cost of goods sold items specifically related to utilities:electricity. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of utilities:electricity transactions
- Adjustments related to utilities:electricity
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."
52270,Employee benefits,"This account captures employee benefits representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"general, operating-activities, cost of goods sold, debit",,IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Employee benefits - This account is used to record Costs of employee benefit programs.

Purpose: This account tracks cost of goods sold items specifically related to employee benefits. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of employee benefits transactions
- Adjustments related to employee benefits
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 17 legacy account(s) across 4 company/companies, indicating high standardization importance."
52497,Entertainment,"This account captures entertainment representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"general, operating-activities, cost of goods sold, debit",,IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Entertainment - This account is used to record Costs of entertainment, like movies or sporting events.

Purpose: This account tracks cost of goods sold items specifically related to entertainment. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of entertainment transactions
- Adjustments related to entertainment
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."
52724,Employee benefits:Group term life insurance,"This account captures employee benefits:group term life insurance representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"premium, debit, risk, general, operating-activities, cost of goods sold, coverage","State Farm, Geico, Progressive, Allstate",IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Employee benefits:Group term life insurance - This account is used to record Costs of group term life insurance coverage.

Purpose: This account tracks cost of goods sold items specifically related to employee benefits:group term life insurance. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of employee benefits:group term life insurance transactions
- Adjustments related to employee benefits:group term life insurance
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 5 legacy account(s) across 4 company/companies, indicating high standardization importance."
52951,Health insurance & accident plans,"This account captures health insurance & accident plans representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"premium, debit, risk, general, operating-activities, cost of goods sold, coverage","State Farm, Geico, Progressive, Allstate",IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Health insurance & accident plans - This account is used to record Costs of employee health care and accident plans.

Purpose: This account tracks cost of goods sold items specifically related to health insurance & accident plans. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of health insurance & accident plans transactions
- Adjustments related to health insurance & accident plans
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
53178,Utilities:Heating & cooling,"This account captures utilities:heating & cooling representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"debit, water, gas, general, operating-activities, cost of goods sold, energy, electric","Local Electric Company, Water Authority, Gas Company",IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Utilities:Heating & cooling - This account is used to record Costs of heating and cooling services.

Purpose: This account tracks cost of goods sold items specifically related to utilities:heating & cooling. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of utilities:heating & cooling transactions
- Adjustments related to utilities:heating & cooling
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."
53405,Travel:Hotels,"This account captures travel:hotels representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"general, operating-activities, cost of goods sold, debit","United Airlines, Delta, American Airlines, Expedia, Hotels.com",IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Travel:Hotels - This account is used to record Costs of hotel and lodging.

Purpose: This account tracks cost of goods sold items specifically related to travel:hotels. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of travel:hotels transactions
- Adjustments related to travel:hotels
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."
53632,Utilities:Internet & TV services,"This account captures utilities:internet & tv services representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"debit, water, gas, general, operating-activities, cost of goods sold, energy, electric","Local Electric Company, Water Authority, Gas Company",IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Utilities:Internet & TV services - This account is used to record Costs of internet and television service.

Purpose: This account tracks cost of goods sold items specifically related to utilities:internet & tv services. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of utilities:internet & tv services transactions
- Adjustments related to utilities:internet & tv services
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."
53859,Legal & accounting services,"This account captures legal & accounting services representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"general, operating-activities, cost of goods sold, debit","Law Firms, Accounting Firms, Consultants",IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Legal & accounting services - This account is used to record The costs of accountants and attorneys to help run your business.

Purpose: This account tracks cost of goods sold items specifically related to legal & accounting services. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of legal & accounting services transactions
- Adjustments related to legal & accounting services
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 5 legacy account(s) across 4 company/companies, indicating high standardization importance."
54086,Listing fees,"This account captures listing fees representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"general, operating-activities, cost of goods sold, debit",,IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Listing fees - This account is used to record Costs to list products and services on third-party websites.

Purpose: This account tracks cost of goods sold items specifically related to listing fees. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of listing fees transactions
- Adjustments related to listing fees
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
54313,Meals,"This account captures meals representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"general, operating-activities, cost of goods sold, debit","Uber Eats, DoorDash, Grubhub, Local Restaurants",IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Meals - This account is used to record Costs of meals for workers.

Purpose: This account tracks cost of goods sold items specifically related to meals. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of meals transactions
- Adjustments related to meals
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 12 legacy account(s) across 4 company/companies, indicating high standardization importance."
54540,General business expenses:Memberships & subscriptions,"This account captures general business expenses:memberships & subscriptions representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"general, operating-activities, cost of goods sold, debit",,IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"General business expenses:Memberships & subscriptions - This account is used to record Costs of memberships and subscriptions related to your industry.

Purpose: This account tracks cost of goods sold items specifically related to general business expenses:memberships & subscriptions. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of general business expenses:memberships & subscriptions transactions
- Adjustments related to general business expenses:memberships & subscriptions
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."
54767,Office expenses:Merchant account fees,"This account captures office expenses:merchant account fees representing direct costs attributable to the production of goods sold or services delivered. COGS includes materials, labor, and overhead directly traceable to revenue-generating activities. Accurate COGS measurement is essential for gross profit calculation and operational performance assessment under both IFRS and US-GAAP frameworks.",Detail,Cost of Goods Sold,Income Statement,50000,Debit,"general, operating-activities, cost of goods sold, debit",,IAS 2 - Inventories; ASC 330 - Inventory,,,,Cost of Goods Sold - General,Operating Activities,CC-2000,US-GAAP Cost of Goods Sold,"Office expenses:Merchant account fees - This account is used to record Costs to process transactions and have a merchant account.

Purpose: This account tracks cost of goods sold items specifically related to office expenses:merchant account fees. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of office expenses:merchant account fees transactions
- Adjustments related to office expenses:merchant account fees
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."
