id,name,sector,description
"KPD325030","32.50.30","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Medicinski, kirurški, stomatološki i veterinarski namještaj; brijačke i slične stolice te njihovi dijelovi"
"KPD325041","32.50.41","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kontaktne leće; leće za naočale od svih vrsta materijala"
"KPD325042","32.50.42","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Naočale i slični proizvodi, korektivni, zaštitni i drugi"
"KPD325043","32.50.43","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Okviri za naočale i slične proizvode"
"KPD325044","32.50.44","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Dijelovi okvira za naočale i slične proizvode"
"KPD325050","32.50.50","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostali proizvodi za medicinsku i kiruršku uporabu"
"KPD325099","32.50.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje medicinskih i stomatoloških instrumenata i pribora"
"KPD329111","32.91.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Metle i četke za čišćenje u kućanstvu"
"KPD329112","32.91.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Četkice za zube, četke za kosu i druge toaletne četke za osobnu uporabu; slikarske i pisaće četkice i kistovi, četkice i kistovi za kozmetiku"
"KPD329119","32.91.19","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostale četke, d. n."
"KPD329199","32.91.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje metli i četki"
"KPD329911","32.99.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Zaštitna pokrivala za glavu i ostala zaštitna oprema"
"KPD329912","32.99.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kemijske olovke; flomasteri i markeri s vrhom od pusta (filca) ili drugoga poroznog materijala; tehničke olovke"
"KPD329913","32.99.13","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Pera za kopiranje crteža; nalivpera, stilograf-pera i ostala pera"
"KPD329914","32.99.14","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Setovi za pisaći pribor, držala za olovke i kemijske olovke i slična držala; njihovi dijelovi"
"KPD329915","32.99.15","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Olovke, krejoni, mine za olovke, pastele, ugljen za crtanje, krede za pisanje ili crtanje i krojačke krede"
"KPD329916","32.99.16","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Pločice i ploče za pisanje i crtanje; datumari, žigovi, numeratori i slično; vrpce za pisaće strojeve i slične vrpce; jastučići za žigove na tintu"
"KPD329921","32.99.21","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kišobrani i suncobrani; štapovi za hodanje, štapovi za sjedenje i slično"
"KPD329922","32.99.22","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Dijelovi, ukrasi i pribor za kišobrane, suncobrane, štapove za hodanje, štapove za sjedenje i slično"
"KPD329923","32.99.23","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Kopče, gumbi koje se kopča utiskivanjem i slično te njihovi dijelovi; gumbi; patentni zatvarači"
"KPD329924","32.99.24","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Presvučeni gumbi i ostali dijelovi gumba; nedovršeni gumbi; dijelovi patentnih zatvarača"
"KPD329930","32.99.30","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Proizvodi od ljudske i životinjske dlake; slični proizvodi od tekstilnih materijala"
"KPD329941","32.99.41","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Upaljači za cigarete i drugi upaljači; lule i držala cigara i cigareta te njihovi dijelovi"
"KPD329942","32.99.42","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Dijelovi upaljača; piroforne legure; proizvodi od zapaljivih materijala"
"KPD329943","32.99.43","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Tekuća i ukapljena plinovita goriva za upaljače, u spremnicima obujma ≤ 300 cm³"
"KPD329951","32.99.51","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Praznički, karnevalski ili drugi proizvodi za razonodu"
"KPD329952","32.99.52","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Prskalice za mirise, njihova kućišta i glave"
"KPD329953","32.99.53","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Instrumenti, aparati i modeli za prezentacijsku uporabu"
"KPD329954","32.99.54","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Svijeće, svjećice i slično"
"KPD329955","32.99.55","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Umjetno cvijeće, lišće i voće te njihovi dijelovi"
"KPD329959","32.99.59","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Ostali raznovrsni proizvodi, d. n."
"KPD329960","32.99.60","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge prepariranja"
"KPD329999","32.99.99","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Podugovarateljski poslovi kao dio proizvodnje ostale proizvedene robe, d. n."
"KPD331101","33.11.01","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja građevinskih metalnih proizvoda"
"KPD331102","33.11.02","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja cisterni, rezervoara i spremnika od metala"
"KPD331103","33.11.03","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja parnih kotlova, osim kotlova za centralno grijanje toplom vodom"
"KPD331104","33.11.04","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja oružja i streljiva"
"KPD331105","33.11.05","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja ostalih metalnih proizvoda"
"KPD331211","33.12.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja motora i turbina, osim motora za zrakoplove i motorna vozila"
"KPD331212","33.12.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja hidrauličnih pogonskih uređaja, ostalih crpki, kompresora, slavina i ventila"
"KPD331213","33.12.13","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja ležajeva, prijenosnika, prijenosnih i pogonskih elemenata"
"KPD331214","33.12.14","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja peći i plamenika"
"KPD331215","33.12.15","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja strojeva za dizanje i prenošenje"
"KPD331216","33.12.16","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja uredskih strojeva i opreme, osim računala i periferne opreme"
"KPD331217","33.12.17","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja mehaniziranog ručnog alata"
"KPD331218","33.12.18","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja rashladne i ventilacijske opreme, osim za kućanstvo"
"KPD331219","33.12.19","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja ostalih strojeva za opće namjene, d. n."
"KPD331221","33.12.21","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja strojeva za poljoprivredu i šumarstvo"
"KPD331222","33.12.22","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja strojeva za obradu metala i alatnih strojeva"
"KPD331223","33.12.23","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja strojeva za metalurgiju"
"KPD331224","33.12.24","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja strojeva za rudnike, kamenolome i građevinarstvo"
"KPD331225","33.12.25","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja strojeva za industriju hrane, pića i duhana"
"KPD331226","33.12.26","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja strojeva za industriju tekstila, odjeće i kože"
"KPD331227","33.12.27","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja strojeva za industriju papira i kartona"
"KPD331228","33.12.28","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja strojeva za industriju plastike i gume"
"KPD331229","33.12.29","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja ostalih strojeva za posebne namjene"
"KPD331301","33.13.01","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja instrumenata i aparata za mjerenje, ispitivanje i navigaciju"
"KPD331302","33.13.02","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja opreme za zračenje, elektromedicinske i elektroterapeutske opreme"
"KPD331303","33.13.03","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja profesionalnih optičkih instrumenata i fotografske opreme"
"KPD331304","33.13.04","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja ostale profesionalne elektroničke opreme"
"KPD331401","33.14.01","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja elektromotora, generatora, transformatora i opreme za distribuciju i kontrolu električne energije"
"KPD331402","33.14.02","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja ostale profesionalne električne opreme"
"KPD331500","33.15.00","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja civilnih brodova i čamaca"
"KPD331601","33.16.01","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja civilnih zrakoplova"
"KPD331602","33.16.02","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja civilnih svemirskih letjelica"
"KPD331701","33.17.01","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja željezničkih lokomotiva i tračničkih vozila"
"KPD331709","33.17.09","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja ostalih civilnih prijevoznih sredstava, d. n."
"KPD331801","33.18.01","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja vojnih zrakoplova"
"KPD331802","33.18.02","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja vojnih svemirskih letjelica"
"KPD331803","33.18.03","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja vojnih borbenih vozila"
"KPD331804","33.18.04","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja vojnih brodova i plovila"
"KPD331900","33.19.00","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge popravka i održavanja ostale opreme"
"KPD332011","33.20.11","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja parnih kotlova, osim kotlova za centralno grijanje toplom vodom, uključujući usluge instaliranja cijevnih sustava u industrijskim pogonima"
"KPD332012","33.20.12","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja ostalih proizvoda od metala, osim strojeva i opreme"
"KPD332021","33.20.21","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja uredskih i računovodstvenih strojeva"
"KPD332029","33.20.29","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja ostalih strojeva za opće namjene, d. n."
"KPD332031","33.20.31","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja industrijskih strojeva i opreme za poljoprivredu"
"KPD332032","33.20.32","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja strojeva za obradu metala"
"KPD332033","33.20.33","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja industrijskih strojeva i opreme za metalurgiju"
"KPD332034","33.20.34","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja industrijskih strojeva i opreme za rudnike"
"KPD332035","33.20.35","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja industrijskih strojeva i opreme za industriju hrane, pića i duhana"
"KPD332036","33.20.36","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja industrijskih strojeva i opreme za industriju tekstila, odjeće i kože"
"KPD332037","33.20.37","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja industrijskih strojeva i opreme za industriju papira i kartona"
"KPD332038","33.20.38","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja industrijskih strojeva i opreme za industriju plastike i gume"
"KPD332039","33.20.39","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja ostalih strojeva za posebne namjene"
"KPD332041","33.20.41","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja profesionalnih medicinskih strojeva i preciznih optičkih instrumenata"
"KPD332042","33.20.42","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja profesionalne elektroničke opreme"
"KPD332050","33.20.50","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja električne opreme"
"KPD332060","33.20.60","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja automatskih sustava za kontrolu industrijskih procesa"
"KPD332070","33.20.70","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja plastičnih cijevnih sustava u industrijskim pogonima"
"KPD332090","33.20.90","[C] PROIZVODI PRERAÐIVAČKE INDUSTRIJE","Usluge instaliranja ostalih proizvoda, d. n."
"KPD351100","35.11.00","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Električna energija iz neobnovljivih izvora"
"KPD351200","35.12.00","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Električna energija iz obnovljivih izvora"
"KPD351300","35.13.00","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Usluge prijenosa električne energije"
"KPD351400","35.14.00","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Usluge distribucije električne energije"
"KPD351501","35.15.01","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Usluge trgovine električnom energijom za električnu mobilnost"
"KPD351502","35.15.02","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Usluge trgovine električnom energijom, osim za električnu mobilnost"
"KPD351600","35.16.00","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Usluge skladištenja električne energije"
"KPD352101","35.21.01","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Plin dobiven iz konvencionalnih izvora, za opskrbu energijom"
"KPD352102","35.21.02","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Plin dobiven iz obnovljivih izvora, za opskrbu energijom"
"KPD352103","35.21.03","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Oporabljeni plin, za opskrbu energijom"
"KPD352200","35.22.00","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Usluge distribucije plinovitih goriva distribucijskom mrežom"
"KPD352300","35.23.00","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Usluge trgovine plinom distribucijskom mrežom"
"KPD352400","35.24.00","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Usluge skladištenja plina kao dio usluge opskrbe putem mreže"
"KPD353011","35.30.11","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Para i topla voda"
"KPD353012","35.30.12","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Usluge opskrbe parom i toplom vodom distribucijskom mrežom"
"KPD353020","35.30.20","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Usluge klimatizacije"
"KPD353031","35.30.31","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Led, uključujući led za hlađenje (tj. ne za prehranu)"
"KPD353032","35.30.32","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Usluge opskrbe hladnim zrakom i hladnom vodom"
"KPD354000","35.40.00","[D] OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA","Usluge brokera i agenata za električnu energiju i plin"
"KPD360011","36.00.11","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Pitka voda"
"KPD360012","36.00.12","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Voda za druge svrhe"
"KPD360021","36.00.21","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge pročišćavanja i distribucije vode distribucijskom mrežom"
"KPD360022","36.00.22","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge pročišćavanja i distribucije vode za navodnavanje"
"KPD360023","36.00.23","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge pročišćavanja i distribucije vode za druge svrhe"
"KPD360030","36.00.30","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge trgovine vodom distribucijskom mrežom"
"KPD370011","37.00.11","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge uklanjanja i pročišćavanja otpadnih voda"
"KPD370012","37.00.12","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge pražnjenja i čišćenja septičkih i sabirnih jama"
"KPD370020","37.00.20","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Kanalizacijski mulj"
"KPD381111","38.11.11","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge skupljanja neopasnog oporabljivog komunalnog otpada"
"KPD381119","38.11.19","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge skupljanja neopasnog oporabljivog otpada, d. n."
"KPD381121","38.11.21","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge skupljanja neopasnog neoporabljivog komunalnog otpada"
"KPD381129","38.11.29","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge skupljanja neopasnog neoporabljivog otpada, d. n."
"KPD381131","38.11.31","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Neoporabljivi neopasni komunalni otpad"
"KPD381139","38.11.39","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Prikupljeni neoporabljivi neopasni otpad, d. n."
"KPD381141","38.11.41","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Brodovi i ostali ploveći objekti, za rezanje"
"KPD381142","38.11.42","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Rabljeni automobili, računala, televizori i druga oprema za demontiranje"
"KPD381151","38.11.51","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Stakleni otpad"
"KPD381152","38.11.52","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Papirni i kartonski otpad"
"KPD381153","38.11.53","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Rabljene pneumatske gume"
"KPD381154","38.11.54","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Ostali gumeni otpad"
"KPD381155","38.11.55","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Plastični otpad"
"KPD381156","38.11.56","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Tekstilni otpad"
"KPD381157","38.11.57","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Kožni otpad"
"KPD381158","38.11.58","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Neopasni metalni otpad"
"KPD381159","38.11.59","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Ostali prikupljeni oporabljivi neopasni otpad, d. n."
"KPD381160","38.11.60","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Rabljena odjeća i ostali rabljeni tekstilni proizvodi"
"KPD381171","38.11.71","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge upravljanja objektima za odvoz neopasnog oporabljivog otpada"
"KPD381179","38.11.79","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge upravljanja objektima za odvoz neopasnog otpada, d. n."
"KPD381211","38.12.11","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge skupljanja opasnog medicinskog i ostalog biološki opasnog otpada"
"KPD381212","38.12.12","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge skupljanja visoko radioaktivnog otpada"
"KPD381213","38.12.13","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge skupljanja ostalog opasnog industrijskog otpada"
"KPD381214","38.12.14","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge skupljanja opasnog komunalnog otpada"
"KPD381221","38.12.21","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Iskorišteni (ozračeni) gorivni elementi nuklearnih reaktora"
"KPD381222","38.12.22","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Farmaceutski otpad"
"KPD381223","38.12.23","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Ostali opasni medicinski otpad"
"KPD381224","38.12.24","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Opasni kemijski otpad"
"KPD381225","38.12.25","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Otpadna ulja"
"KPD381226","38.12.26","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Opasni metalni otpad"
"KPD381227","38.12.27","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Otpaci i ostaci od primarnih stanica, primarnih baterija i električnih akumulatora"
"KPD381228","38.12.28","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Ostali opasni otpad"
"KPD381230","38.12.30","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge upravljanja objektima za odvoz opasnog otpada"
"KPD382111","38.21.11","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge oporabe metalnih materijala"
"KPD382112","38.21.12","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Usluge oporabe ostalih materijala"
"KPD382113","38.21.13","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Briketi proizvedeni od nekoliko različitih vrsta industrijskih otpada itd."
"KPD382121","38.21.21","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Sekundarne sirovine od plemenitih metala"
"KPD382122","38.21.22","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Sekundarne sirovine od željeza i čelika"
"KPD382123","38.21.23","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Sekundarne sirovine od bakra"
"KPD382124","38.21.24","[E] OPSKRBA VODOM; USLUGE UKLANJANJA OTPADNIH VODA, GOSPODARENJA OTPADOM I SANACIJE OKOLIŠA","Sekundarne sirovine od nikla"
