"id","name","type_tax_use","amount_type","sequence","amount","description","l10n_ec_code_base","l10n_ec_code_applied","tax_group_id","l10n_ec_code_ats","repartition_line_ids/factor_percent","repartition_line_ids/repartition_type","repartition_line_ids/document_type","repartition_line_ids/tag_ids","repartition_line_ids/account_id","name@es","description@es","invoice_label@es","invoice_label","active"
"","","","","","","","","","","","","tax","refund","-364 (Reporte 103)","ret_ir_8x100","","","","",""
"tax_withhold_profit_314D","8% 314d","none","percent","70","-8","314d 8% Royalties, Copyrights, Trademarks, Patents and Similar Under Intellectual Property law - Payment to Companies","314","364","tax_group_withhold_income_purchase","314D","","base","invoice","+314 (Reporte 103)","","314D 8% Derechos Sociedades","314D 8% Casales, Derechos de Autor, Marcas, Patentes y Similares de Acuerdo a Ley de Propiedad Intelectual – Pago a Sociedades","314","8% 314d","False"
"","","","","","","","","","","","","tax","invoice","+364 (Reporte 103)","ret_ir_8x100","","","","",""
"","","","","","","","","","","","","base","refund","-314 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-364 (Reporte 103)","ret_ir_8x100","","","","",""
"tax_withhold_profit_319","1.75% 319","none","percent","70","-1.75","319 1.75% Lease Payments (Provided by Companies), Including the Option to Purchase","319","369","tax_group_withhold_income_purchase","319","","base","invoice","+319 (Reporte 103)","","319 1.75% Cuotas Arrendamiento","319 1.75% Cuotas de Arrendamiento Mercantil (Prestado por Sociedades), Inclusive la de Opción de Compra","319","1.75% 319","False"
"","","","","","","","","","","","","tax","invoice","+369 (Reporte 103)","ret_ir_1_75x100","","","","",""
"","","","","","","","","","","","","base","refund","-319 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-369 (Reporte 103)","ret_ir_1_75x100","","","","",""
"tax_withhold_profit_319_2","2% 319","none","percent","70","-2","319 2% Commercial Lease Fees (Loaned by Companies), Including the Purchase Option","319","369","tax_group_withhold_income_purchase","319","","base","invoice","+319 (Reporte 103)","","319 2% Cuotas de Arrendamiento Mercantil","319 2% Cuotas de Arrendamiento Mercantil (Prestado por Sociedades), Inclusive la de Opción de Compra","319","2% 319","True"
"","","","","","","","","","","","","tax","invoice","+369 (Reporte 103)","ret_ir_2x100","","","","",""
"","","","","","","","","","","","","base","refund","-319 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-369 (Reporte 103)","ret_ir_2x100","","","","",""
"tax_withhold_profit_320","8% 320","none","percent","70","-8","320 8% For Lease of Real Estate","320","370","tax_group_withhold_income_purchase","320","","base","invoice","+320 (Reporte 103)","","320 8% Arrendamiento Inmuebles","320 8% Por Arrendamiento Bienes Inmuebles","320","8% 320","False"
"","","","","","","","","","","","","tax","invoice","+370 (Reporte 103)","ret_ir_8x100","","","","",""
"","","","","","","","","","","","","base","refund","-320 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-370 (Reporte 103)","ret_ir_8x100","","","","",""
"tax_withhold_profit_322","1.75% 322","none","percent","70","-1.75","322 1.75% Insurance and Reinsurance (Premiums and Cessions)","322","372","tax_group_withhold_income_purchase","322","","base","invoice","+322 (Reporte 103)","","322 1.75% Seguros","322 1.75% Seguros y Reaseguros (Primas y Cesiones) 1.75%","322","1.75% 322","False"
"","","","","","","","","","","","","tax","invoice","+372 (Reporte 103)","ret_ir_1_75x100","","","","",""
"","","","","","","","","","","","","base","refund","-322 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-372 (Reporte 103)","ret_ir_1_75x100","","","","",""
"tax_withhold_profit_332","0% 332","none","percent","70","0","332 0% Other Purchases of Goods and Services not Subject to Withholding Tax","332","","tax_group_withhold_income_purchase","332","","base","invoice","+332 (Reporte 103)","","332 0% Otras Compras","332 0% Otras Compras de Bienes y Servicios No Sujetas a Retencion","332","0% 332","True"
"","","","","","","","","","","","","tax","invoice","","ret_ir_others","","","","",""
"","","","","","","","","","","","","base","refund","-332 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","","ret_ir_others","","","","",""
"tax_withhold_profit_332A","0% 332a","none","percent","70","0","332a 0% Disposal of Rights Representing Capital and Other Exempted Rights (may 2016)","332","","tax_group_withhold_income_purchase","332A","","base","invoice","+332 (Reporte 103)","","332A 0% Enajenacion","332A 0% Enajenacion de Derechos Representativos de Capital y Otros Derechos Exentos (mayo 2016)","332","0% 332a","True"
"","","","","","","","","","","","","tax","invoice","","ret_ir_others","","","","",""
"","","","","","","","","","","","","base","refund","-332 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","","ret_ir_others","","","","",""
"tax_withhold_profit_332B","0% 332b","none","percent","70","0","332b 0% Purchase of Real Estate","332","","tax_group_withhold_income_purchase","332B","","base","invoice","+332 (Reporte 103)","","332B 0% Compra Inmuebles","332B 0% Compra de Bienes Inmuebles","332","0% 332b","True"
"","","","","","","","","","","","","tax","invoice","","ret_ir_others","","","","",""
"","","","","","","","","","","","","base","refund","-332 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","","ret_ir_others","","","","",""
"tax_withhold_profit_332C","0% 332c","none","percent","70","0","332c 0% Public Passenger Transportation","332","","tax_group_withhold_income_purchase","332C","","base","invoice","+332 (Reporte 103)","","332C 0% Transporte Pasajeros","332C 0% Transporte Publico de Pasajeros","332","0% 332c","True"
"","","","","","","","","","","","","tax","invoice","","ret_ir_others","","","","",""
"","","","","","","","","","","","","base","refund","-332 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","","ret_ir_others","","","","",""
"tax_withhold_profit_332D","0% 332d","none","percent","70","0","332d 0% Payments in the Country for the Transportation of Passengers or International Transportation of Cargo, to National or Foreign Aviation or Maritime Companies","332","","tax_group_withhold_income_purchase","332D","","base","invoice","+332 (Reporte 103)","","332D 0% Pagos Transporte","332D 0% Pagos en el Pais por Transporte de Pasajeros o Transporte Internacional de Carga, a Compañias Nacionales o Extranjeras de Aviacion o Maritimas","332","0% 332d","True"
"","","","","","","","","","","","","tax","invoice","","ret_ir_others","","","","",""
"","","","","","","","","","","","","base","refund","-332 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","","ret_ir_others","","","","",""
"tax_withhold_profit_332G","0% 332g","none","percent","70","0","332g 0% Credit Card Payments","332","","tax_group_withhold_income_purchase","332G","","base","invoice","+332 (Reporte 103)","","332G 0% Pagos Tarjeta","332G 0% Pagos con Tarjeta de Credito","332","0% 332g","True"
"","","","","","","","","","","","","tax","invoice","","ret_ir_others","","","","",""
"","","","","","","","","","","","","base","refund","-332 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","","ret_ir_others","","","","",""
"tax_withhold_profit_332I","0% 332i","none","percent","70","0","332i 0% Payments Through Debit Agreements (ifi`s Customers)","332","","tax_group_withhold_income_purchase","332I","","base","invoice","+332 (Reporte 103)","","332I 0% Pagos Débito","332I 0% Pagos a Través de Convenios de Débito (clientes ifi`s)","332","0% 332i","True"
"","","","","","","","","","","","","tax","invoice","","ret_ir_others","","","","",""
"","","","","","","","","","","","","base","refund","-332 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","","ret_ir_others","","","","",""
"tax_withhold_profit_343","1% 343","none","percent","70","-1","343 1% Other Applicable Withholdings 1% (Includes RIMPE regimen)","343","393","tax_group_withhold_income_purchase","343","100","base","invoice","+343 (Reporte 103)","","343 1% Otras Retenciones","343 1% Otras Retenciones Aplicables el 1% (Incluye régimen RIMPE)","Otras 1%","1% 343","True"
"","","","","","","","","","","","100","tax","invoice","+393 (Reporte 103)","ret_ir_1x100","","","","",""
"","","","","","","","","","","","100","base","refund","-343 (Reporte 103)","","","","","",""
"","","","","","","","","","","","100","tax","refund","-393 (Reporte 103)","ret_ir_1x100","","","","",""
"tax_withhold_profit_343A","1% 343a","none","percent","70","-1","343a 1% for electric energy","343","393","tax_group_withhold_income_purchase","343A","","base","invoice","+343 (Reporte 103)","","343A 1% Energia Electrica","343A 1% Por Energia Electrica","343","1% 343a","True"
"","","","","","","","","","","","","tax","invoice","+393 (Reporte 103)","ret_ir_1x100","","","","",""
"","","","","","","","","","","","","base","refund","-343 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-393 (Reporte 103)","ret_ir_1x100","","","","",""
"tax_withhold_profit_343B","1% 343b","none","percent","70","-1","343b 1% For Construction Activities of Real Estate"," Urbanization"," Land Development or Similar Activities","tax_group_withhold_income_purchase","343B","","base","invoice","+343 (Reporte 103)","","343B 1%,"True" Construccion","343B 1% Por Actividades de Construccion de Obra Material Inmueble, Urbanizacion, Lotizacion o Actividades Similares","343","1% 343b"
"","","","","","","","","","","","","tax","invoice","+393 (Reporte 103)","ret_ir_1x100","","","","",""
"","","","","","","","","","","","","base","refund","-343 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-393 (Reporte 103)","ret_ir_1x100","","","","",""
"tax_withhold_profit_3440","2.75% 3440","none","percent","70","-2.75","3440-344 2.75% Other Withholdings 2.75% Applicable","3440","3940","tax_group_withhold_income_purchase","3440","","base","invoice","+3440 (Reporte 103)","","3440-344 2.75% Otras Retenciones","3440-344 2.75% Otras Retenciones Aplicables el 2,75%","3440","2.75% 3440","True"
"","","","","","","","","","","","","tax","invoice","+3940 (Reporte 103)","ret_ir_2_75x100","","","","",""
"","","","","","","","","","","","","base","refund","-3440 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-3940 (Reporte 103)","ret_ir_2_75x100","","","","",""
"tax_withhold_profit_346","1.75% 346","none","percent","70","-1.75","346 1.75% Microenterprises (Other Withholdings Applicable to Other Percentages)","346","396","tax_group_withhold_income_purchase","346","","base","invoice","+346 (Reporte 103)","","346 1.75% Microempresas","346 1.75% Microempresas (Otras retenciones aplicables a otros porcentajes)","346","1.75% 346","True"
"","","","","","","","","","","","","tax","invoice","+396 (Reporte 103)","ret_ir_1_75x100","","","","",""
"","","","","","","","","","","","","base","refund","-346 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-396 (Reporte 103)","ret_ir_1_75x100","","","","",""
"tax_withhold_profit_347_346","2% 347-346","none","percent","70","-2","347-346 2% Cash Donations - Donation Tax","346","396","tax_group_withhold_income_purchase","347","","base","invoice","+346 (Reporte 103)","","347-346 2% Donaciones","347-346 2% Donaciones en Dinero -Impuesto a las Donaciones","347","2% 347-346","True"
"","","","","","","","","","","","","tax","invoice","+396 (Reporte 103)","ret_ir_2x100","","","","",""
"","","","","","","","","","","","","base","refund","-346 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-396 (Reporte 103)","ret_ir_2x100","","","","",""
"tax_withhold_profit_501_411","22% 501-411","none","percent","70","-22","501-411 22% Payment Abroad - Corporate Profits (With Double Taxation Agreement)","411","461","tax_group_withhold_income_purchase","501","","base","invoice","+411 (Reporte 103)","","501-411 22% Pago al Ext. Benef. Emp. (C/ Conv. D. T.)","501-411 22% Pago al Exterior - Beneficios Empresariales (Con Convenio de Doble Tributación)","411","22% 501-411","True"
"","","","","","","","","","","","","tax","invoice","+461 (Reporte 103)","ret_ir_22x100","","","","",""
"","","","","","","","","","","","","base","refund","-411 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-461 (Reporte 103)","ret_ir_22x100","","","","",""
"tax_withhold_profit_501_422","22% 501-422","none","percent","70","-22","501-422 22% Payment Abroad - Corporate Profits (Without Double Taxation Agreement)","422","472","tax_group_withhold_income_purchase","501","","base","invoice","+422 (Reporte 103)","","501-422 22% Pago al Ext. Benef. Emp. (S/ Conv. D. T.)","501-422 22% Pago al Exterior - Beneficios Empresariales (Sin Convenio de Doble Tributación)","422","22% 501-422","True"
"","","","","","","","","","","","","tax","invoice","+472 (Reporte 103)","ret_ir_22x100","","","","",""
"","","","","","","","","","","","","base","refund","-422 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-472 (Reporte 103)","ret_ir_22x100","","","","",""
"tax_withhold_profit_502_411","22% 502-411","none","percent","70","-22","502-411 22% Payment Abroad - Business Services (Under Double Taxation Agreement)","411","461","tax_group_withhold_income_purchase","502","","base","invoice","+411 (Reporte 103)","","502-411 22% Pago al Ext. Serv. Emp. (C/ Conv. D. T.)","502-411 22% Pago al Exterior - Servicios Empresariales (Con Convenio de Doble Tributación)","411","22% 502-411","True"
"","","","","","","","","","","","","tax","invoice","+461 (Reporte 103)","ret_ir_22x100","","","","",""
"","","","","","","","","","","","","base","refund","-411 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-461 (Reporte 103)","ret_ir_22x100","","","","",""
"tax_withhold_profit_502_422","22% 502-422","none","percent","70","-22","502-422 22% Payment Abroad - Business Services (No Double Taxation Agreement)","422","472","tax_group_withhold_income_purchase","502","","base","invoice","+422 (Reporte 103)","","502-422 22% Pago al Ext. Serv. Emp. (S/ Conv. D. T.)","502-422 22% Pago al Exterior - Servicios Empresariales (Sin Convenio de Doble Tributación)","422","22% 502-422","True"
"","","","","","","","","","","","","tax","invoice","+472 (Reporte 103)","ret_ir_22x100","","","","",""
"","","","","","","","","","","","","base","refund","-422 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-472 (Reporte 103)","ret_ir_22x100","","","","",""
"tax_withhold_profit_509_411","22% 509-411","none","percent","70","-22","509-411 22% Payment Abroad - Royalties, Copyrights, Trademarks, Patents and the Like (With Double Taxation Agreement)","411","461","tax_group_withhold_income_purchase","509","","base","invoice","+411 (Reporte 103)","","509-411 22% Pago al Ext. Casales (C/ Conv. D. T.)","509-411 22% Pago al Exterior - Casales, Derechos de Autor, Marcas, Patentes y Similares (Con Convenio de Doble Tributación)","411","22% 509-411","True"
"","","","","","","","","","","","","tax","invoice","+461 (Reporte 103)","ret_ir_22x100","","","","",""
"","","","","","","","","","","","","base","refund","-411 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-461 (Reporte 103)","ret_ir_22x100","","","","",""
"tax_withhold_profit_509_422","22% 509-422","none","percent","70","-22","509-422 Payment Abroad - Royalties, Copyrights, Trademarks, Patents and Similar (Without Double Taxation Agreement)","422","472","tax_group_withhold_income_purchase","509","","base","invoice","+422 (Reporte 103)","","509-422 Pago al Ext. Casales (S/ Conv. D. T.)","509-422 Pago al Exterior - Casales, Derechos de Autor, Marcas, Patentes y Similares (Sin Convenio de Doble Tributación)","422","22% 509-422","True"
"","","","","","","","","","","","","tax","invoice","+472 (Reporte 103)","ret_ir_22x100","","","","",""
"","","","","","","","","","","","","base","refund","-422 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-472 (Reporte 103)","ret_ir_22x100","","","","",""
"tax_withhold_profit_511_411","22% 511-411","none","percent","70","-22","511-411 22% Payment Abroad - Independent Professional Services (With Double Taxation Agreement)","411","461","tax_group_withhold_income_purchase","511","","base","invoice","+411 (Reporte 103)","","511-411 22% Pago al Ext. Serv. Prof. Ind. (C/ Conv. D. T.)","511-411 22% Pago al Exterior - Servicios Profesionales Independientes (Con Convenio de Doble Tributación)","411","22% 511-411","True"
"","","","","","","","","","","","","tax","invoice","+461 (Reporte 103)","ret_ir_22x100","","","","",""
"","","","","","","","","","","","","base","refund","-411 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-461 (Reporte 103)","ret_ir_22x100","","","","",""
"tax_withhold_profit_512_411","22% 512-411","none","percent","70","-22","512-411 22% Payment Abroad - Dependent Professional Services (With Double Taxation Agreement)","411","461","tax_group_withhold_income_purchase","512","","base","invoice","+411 (Reporte 103)","","512-411 22% Pago al Ext. Serv. Prof. Dep. (C/ Conv. D. T.)","512-411 22% Pago al Exterior - Servicios Profesionales Dependientes (Con Convenio de Doble Tributación)","411","22% 512-411","True"
"","","","","","","","","","","","","tax","invoice","+461 (Reporte 103)","ret_ir_22x100","","","","",""
"","","","","","","","","","","","","base","refund","-411 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-461 (Reporte 103)","ret_ir_22x100","","","","",""
"tax_withhold_profit_517_411","22% 517-411","none","percent","70","-22","517-411 22% Payment Abroad - Reimbursement of Expenses (With Double Taxation Agreement)","411","461","tax_group_withhold_income_purchase","517","","base","invoice","+411 (Reporte 103)","","517-411 22% Pago al Ext. Reem. Gastos (C/ Conv. D. T.)","517-411 22% Pago al Exterior - Reembolso de Gastos (Con Convenio de Doble Tributación)","411","22% 517-411","True"
"","","","","","","","","","","","","tax","invoice","+461 (Reporte 103)","ret_ir_22x100","","","","",""
"","","","","","","","","","","","","base","refund","-411 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-461 (Reporte 103)","ret_ir_22x100","","","","",""
"tax_withhold_profit_520D_411","22% 520d-411","none","percent","70","-22","520d-411 22% Payment Abroad - Commissions on Exports and Inbound Tourism Promotion (With Double Taxation Agreement)","411","461","tax_group_withhold_income_purchase","520D","","base","invoice","+411 (Reporte 103)","","520D-411 22% Pago al Ext. Comis. Export. y Promoc. Tur. Rec. (C/ Conv. D. T.)","520D-411 22% Pago al Exterior - Comisiones por Exportaciones y Por Promocion de Turismo Receptivo (Con Convenio de Doble Tributación)","411","22% 520d-411","True"
"","","","","","","","","","","","","tax","invoice","+461 (Reporte 103)","ret_ir_22x100","","","","",""
"","","","","","","","","","","","","base","refund","-411 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-461 (Reporte 103)","ret_ir_22x100","","","","",""
"tax_withhold_profit_522A_410","22% 522a-410","none","percent","70","-22","522a-410 22% Foreign Payment - Technical, Administrative or Consulting Services and Royalties with Double Taxation Agreement (With Double Taxation Agreement)","410","460","tax_group_withhold_income_purchase","522A","","base","invoice","+410 (Reporte 103)","","522A-410 22% Pago al Ext. Serv. Téc., Admin. o Consult. y Regalias (C/ Conv. D. T.)","522A-410 22% Pago al Exterior - Servicios Tecnicos, Administrativos o de Consultoria y Regalias (Con Convenio de Doble Tributación)","410","22% 522a-410","True"
"","","","","","","","","","","","","tax","invoice","+460 (Reporte 103)","ret_ir_22x100","","","","",""
"","","","","","","","","","","","","base","refund","-410 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-460 (Reporte 103)","ret_ir_22x100","","","","",""
"income_tax_withholding_302","22% 302 WTH","none","percent","70","-22","302 In a Dependency Relationship that Exceeds or Not the Deductible Base","302","352","tax_group_withhold_income_purchase","352","100","base","invoice","+302 (Reporte 103)","","302 En rel. de Dep. que Supera o no la Base Desg.","302 En relación de Dependencia que Supera o no la Base Desgravada","302","22% 302 WTH","True"
"","","","","","","","","","","","100","tax","invoice","+352 (Reporte 103)","ec21070101","","","","",""
"","","","","","","","","","","","100","base","refund","-302 (Reporte 103)","","","","","",""
"","","","","","","","","","","","100","tax","refund","-352 (Reporte 103)","ec21070101","","","","",""
"tax_withhold_profit_304_10","10% 304","none","percent","70","-10","304 10% Services Predominantly Intellectual Services not Related to Professional Degree","304","354","tax_group_withhold_income_purchase","304","","base","invoice","+304 (Reporte 103)","","304 10% Servicios Predomina el Intelecto No Relacionados con el Titulo Profesional","304 10% Servicios Predomina el Intelecto No Relacionados con el Titulo Profesional","304","10% 304","True"
"","","","","","","","","","","","","tax","invoice","+354 (Reporte 103)","ret_ir_10x100","","","","",""
"","","","","","","","","","","","","base","refund","-304 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-354 (Reporte 103)","ret_ir_10x100","","","","",""
"tax_withhold_profit_304A_10","10% 304a","none","percent","70","-10","304a 10% Commissions and Other Payments for Services Predominantly Intellectually Unrelated to Professional Title","304","354","tax_group_withhold_income_purchase","304A","","base","invoice","+304 (Reporte 103)","","304A 10% Comisiones y Demas Pagos por Servicios Predomina Intelecto No Relacionados con el Titulo Profesional","304A 10% Comisiones y Demas Pagos por Servicios Predomina Intelecto No Relacionados con el Titulo Profesional","304","10% 304a","True"
"","","","","","","","","","","","","tax","invoice","+354 (Reporte 103)","ret_ir_10x100","","","","",""
"","","","","","","","","","","","","base","refund","-304 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-354 (Reporte 103)","ret_ir_10x100","","","","",""
"tax_withhold_profit_304B_10","10% 304b","none","percent","70","-10","304b 10% Payments to Notaries and Property and Commercial Registrars for their Activities as Such","304","354","tax_group_withhold_income_purchase","304B","","base","invoice","+304 (Reporte 103)","","304B 10% Pagos a Notarios y Registradores de la Propiedad y Mercantil por sus Actividades Ejercidas Como Tales","304B 10% Pagos a Notarios y Registradores de la Propiedad y Mercantil por sus Actividades Ejercidas Como Tales","304","10% 304b","True"
"","","","","","","","","","","","","tax","invoice","+354 (Reporte 103)","ret_ir_10x100","","","","",""
"","","","","","","","","","","","","base","refund","-304 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-354 (Reporte 103)","ret_ir_10x100","","","","",""
"tax_withhold_profit_304E_10","10% 304e","none","percent","70","-10","304e 10% Fees and Other Payments for Teaching Services","304","354","tax_group_withhold_income_purchase","304E","","base","invoice","+304 (Reporte 103)","","304E 10% Honorarios y Demas Pagos por Servicios de Docencia","304E 10% Honorarios y Demas Pagos por Servicios de Docencia","304","10% 304e","False"
"","","","","","","","","","","","","tax","invoice","+354 (Reporte 103)","ret_ir_10x100","","","","",""
"","","","","","","","","","","","","base","refund","-304 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-354 (Reporte 103)","ret_ir_10x100","","","","",""
"tax_withhold_profit_309_2_75","2.75% 309","none","percent","70",-2.75,"309 2.75% Services Rendered by Media and Advertising Agencies","309","359","tax_group_withhold_income_purchase","309","","base","invoice","+309 (Reporte 103)","","309 2.75% Servicios Prestados por Medios de Comunicación y Agencias de Publicidad","309 2.75% Servicios Prestados por Medios de Comunicación y Agencias de Publicidad","309","2.75% 309","True"
"","","","","","","","","","","","","tax","invoice","+359 (Reporte 103)","ret_ir_2_75x100","","","","",""
"","","","","","","","","","","","","base","refund","-309 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-359 (Reporte 103)","ret_ir_2_75x100","","","","",""
"tax_withhold_profit_303A","3% 303a","none","percent","70","-3","303a 3% Professional Services Provided by Resident Companies","3030","3530","tax_group_withhold_income_purchase","303A","","base","invoice","+3030 (Reporte 103)","","303A 3% Servicios Profesionales Prestados por Sociedades Residentes","303A 3% Servicios Profesionales Prestados por Sociedades Residentes","3030","3% 303a","True"
"","","","","","","","","","","","","tax","invoice","+3530 (Reporte 103)","ret_ir_3x100","","","","",""
"","","","","","","","","","","","","base","refund","-3030 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-3530 (Reporte 103)","ret_ir_3x100","","","","",""
"tax_withhold_profit_312C","1.75% 312c","none","percent","70","-1.75","312c 1.75% Purchases from the Marketer: of Goods of Bio-aquatic, Forest and those described in Art.27.1 of LRTI","3121","3621","tax_group_withhold_income_purchase","312C","","base","invoice","+3121 (Reporte 103)","","312C 1.75% Compras al Comercializador: de Bienes de Origen Bioacuático, Forestal y los Descritos el Art.27.1 de LRTI","312C 1.75% Compras al Comercializador: de Bienes de Origen Bioacuático, Forestal y los Descritos el Art.27.1 de LRTI","3121","1.75% 312c","True"
"","","","","","","","","","","","","tax","invoice","+3621 (Reporte 103)","ret_ir_1_75x100","","","","",""
"","","","","","","","","","","","","base","refund","-3121 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-3621 (Reporte 103)","ret_ir_1_75x100","","","","",""
"tax_withhold_profit_3482","3% 3482","none","percent","70","-3.0","3482 3% Comisiones a sociedades, nacionales o extranjeras residentes y establecimientos permanentes domiciliados en el país","3140","3640","tax_group_withhold_income_purchase","3482","","base","invoice","+3140 (Reporte 103)","","3482 3% Comisiones a sociedades, nacionales o extranjeras residentes y establecimientos permanentes domiciliados en el país","3482 3% Comisiones a sociedades, nacionales o extranjeras residentes y establecimientos permanentes domiciliados en el país","3140","3% 3482","True"
"","","","","","","","","","","","","tax","invoice","+3640 (Reporte 103)","ret_ir_3x100","","","","",""
"","","","","","","","","","","","","base","refund","-3140 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-3640 (Reporte 103)","ret_ir_3x100","","","","",""

"tax_withhold_profit_314A_10","10% 314a","none","percent","70","-10","314a 10% Royalties for Franchises under the INGENIOS Code (COESCCI) - Payment to Natural Persons","314","364","tax_group_withhold_income_purchase","314A","","base","invoice","+314 (Reporte 103)","","314A 10% Regalías por Concepto de Franquicias de Acuerdo al Código INGENIOS (COESCCI) - Pago a Personas Naturales","314A 10% Regalías por Concepto de Franquicias de Acuerdo al Código INGENIOS (COESCCI) - Pago a Personas Naturales","314","10% 314a","True"
"","","","","","","","","","","","","tax","invoice","+364 (Reporte 103)","ret_ir_10x100","","","","",""
"","","","","","","","","","","","","base","refund","-314 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-364 (Reporte 103)","ret_ir_10x100","","","","",""
"tax_withhold_profit_314B_10","10% 314b","none","percent","70","-10","314b 10% Royalties, Copyrights, Brands, Patents and Similar according to the INGENIOS Code (COESCCI) - Payment to Natural Persons","314","364","tax_group_withhold_income_purchase","314B","","base","invoice","+314 (Reporte 103)","","314B 10% Cánones, Derechos de Autor, Marcas, Patentes y Similares de Acuerdo al Código INGENIOS (COESCCI) – Pago a Personas Naturales","314B 10% Cánones, Derechos de Autor, Marcas, Patentes y Similares de Acuerdo al Código INGENIOS (COESCCI) – Pago a Personas Naturales","314","10% 314b","True"
"","","","","","","","","","","","","tax","invoice","+364 (Reporte 103)","ret_ir_10x100","","","","",""
"","","","","","","","","","","","","base","refund","-314 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-364 (Reporte 103)","ret_ir_10x100","","","","",""
"tax_withhold_profit_314C_10","10% 314c","none","percent","70","-10","314c 10% Royalties on account of Franchises under the INGENIOS Code (COESCCI) - Payment to Companies","314","364","tax_group_withhold_income_purchase",314C,"","base","invoice","+314 (Reporte 103)","","314C 10% Regalias por Concepto de Franquicias de Acuerdo al Código INGENIOS (COESCCI) - Pago a Sociedades","314C 10% Regalias por Concepto de Franquicias de Acuerdo al Código INGENIOS (COESCCI) - Pago a Sociedades","314","10% 314c","True"
"","","","","","","","","","","","","tax","invoice","+364 (Reporte 103)","ret_ir_10x100","","","","",""
"","","","","","","","","","","","","base","refund","-314 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-364 (Reporte 103)","ret_ir_10x100","","","","",""
"tax_withhold_profit_314D_10","10% 314d","none","percent","70","-10","314d 10% Royalties, Copyrights, Trademarks, Patents and Similar according to the INGENIOS Code (COESCCI)","314","364","tax_group_withhold_income_purchase",314D,"","base","invoice","+314 (Reporte 103)","","314D 10% Cánones, Derechos de Autor, Marcas, Patentes y Similares de Acuerdo al Código INGENIOS (COESCCI)","314D 10% Cánones, Derechos de Autor, Marcas, Patentes y Similares de Acuerdo al Código INGENIOS (COESCCI)","314","10% 314d","True"
"","","","","","","","","","","","","tax","invoice","+364 (Reporte 103)","ret_ir_10x100","","","","",""
"","","","","","","","","","","","","base","refund","-314 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-364 (Reporte 103)","ret_ir_10x100","","","","",""
"tax_withhold_profit_320_10","10% 320","none","percent","70","-10","320 10% For Lease of Real Estate","320","370","tax_group_withhold_income_purchase","320","","base","invoice","+320 (Reporte 103)","","320 10% Por Arrendamiento Bienes Inmuebles","320 10% Por Arrendamiento Bienes Inmuebles","320","10% 320","True"
"","","","","","","","","","","","","tax","invoice","+370 (Reporte 103)","ret_ir_10x100","","","","",""
"","","","","","","","","","","","","base","refund","-320 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-370 (Reporte 103)","ret_ir_10x100","","","","",""
