"id","parent_id","active","code","name","reconcile","non_trade","account_type","name@es","description","description@es_419","tax_ids","depreciation_model_id"
"ec520114","ec5201","True","520114","Insurance and reinsurance (premiums and cessions)","False","","expense","Seguros y reaseguros (primas y cesiones)","Insurance premiums related to employees or business operations.","Primas de seguros relacionadas con empleados u operaciones del negocio.","tax_vat_15_512_sup_04",""
"ec520115","ec5201","True","520115","Transportation","False","","expense","Transporte","Travel, lodging, and transportation expenses for employees or operations.","Gastos de viaje, alojamiento y transporte del personal u operaciones.","",""
"ec520116","ec5201","True","520116","Operating expenses (entertainment for shareholders, employees and customers)","False","","expense","Gastos de gestion (agasajos a accionistas, trabajadores y clientes)","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","",""
"ec520117","ec5201","True","520117","Travel expenses","False","","expense","Gastos de viaje","Travel, lodging, and transportation expenses for employees or operations.","Gastos de viaje, alojamiento y transporte del personal u operaciones.","tax_vat_15_512_sup_04",""
"ec52011801","ec520118","True","52011801","Drinking water","False","","expense","Agua potable","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_05",""
"ec52011802","ec520118","True","52011802","Electric energy","False","","expense","Energia electrica","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52011803","ec520118","True","52011803","Fixed telephony","False","","expense","Telefonia fija","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52011804","ec520118","True","52011804","Mobile Telephony","False","","expense","Telefonia movil","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52011805","ec520118","True","52011805","Credit card fees","False","","expense","Comisiones de tarjetas de crédito","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520119","ec5201","True","520119","Notaries and registrars of property or mercantile registries","False","","expense","Notarios y registradores de la propiedad o mercantiles","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520120","ec5201","True","520120","Taxes, contributions and other","False","","expense","Impuestos, contribuciones y otros","Employer contributions to social security and other mandatory funds.","Aportes patronales al seguro social y otros fondos obligatorios.","tax_vat_15_512_sup_04",""
"ec5201210101","ec52012101","True","5201210101","Buildings","False","","expense_depreciation","Edificios","","","",""
"ec5201210102","ec52012101","True","5201210102","Construction in progress","False","","expense_depreciation","Contrucciones en curso","","","",""
"ec5201210103","ec52012101","True","5201210103","Facilities","False","","expense_depreciation","Instalaciones","","","",""
"ec5201210104","ec52012101","True","5201210104","Furniture and fixtures","False","","expense_depreciation","Muebles y enseres","","","",""
"ec5201210105","ec52012101","True","5201210105","Machinery and equipment","False","","expense_depreciation","Maquinaria y equipo","","","",""
"ec5201210106","ec52012101","True","5201210106","Vessels, aircraft, barges and similar","False","","expense_depreciation","Naves, aeronaves, barcazas y similares","","","",""
"ec5201210107","ec52012101","True","5201210107","Computer equipment","False","","expense_depreciation","Equipo de computacion","","","",""
"ec5201210108","ec52012101","True","5201210108","Vehicles, transport equipment and mobile road equipment","False","","expense_depreciation","Vehiculos, equipos de transporte y equipo caminero movil","","","",""
"ec5201210109","ec52012101","True","5201210109","Other property, plant and equipment","False","","expense_depreciation","Otros propiedades, planta y equipo","","","",""
"ec5201210110","ec52012101","True","5201210110","Spare parts and tools","False","","expense_depreciation","Repuestos y herramientas","","","",""
"ec52012102","ec520121","True","52012102","Investment properties","False","","expense_depreciation","Propiedades de inversion","","","",""
"ec52012201","ec520122","True","52012201","Intangibles","False","","expense","Intangibles","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","",""
"ec52012202","ec520122","True","52012202","Other assets","False","","expense","Otros activos","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5201230101","ec52012301","True","5201230101","Buildings","False","","expense","Edificios","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5201230102","ec52012301","True","5201230102","Construction in progress","False","","expense","Contrucciones en curso","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5201230103","ec52012301","True","5201230103","Facilities","False","","expense","Instalaciones","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5201230104","ec52012301","True","5201230104","Furniture and fixtures","False","","expense","Muebles y enseres","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5201230105","ec52012301","True","5201230105","Machinery and equipment","False","","expense","Maquinaria y equipo","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5201230106","ec52012301","True","5201230106","Vessels, aircraft, barges and similar","False","","expense","Naves, aeronaves, barcazas y similares","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5201230107","ec52012301","True","5201230107","Computer equipment","False","","expense","Equipo de computacion","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5201230108","ec52012301","True","5201230108","Vehicles, transport equipment and mobile road equipment","False","","expense","Vehiculos, equipos de transporte y equipo caminero movil","Travel, lodging, and transportation expenses for employees or operations.","Gastos de viaje, alojamiento y transporte del personal u operaciones.","tax_vat_15_512_sup_04",""
"ec5201230109","ec52012301","True","5201230109","Other property, plant and equipment","False","","expense","Otros propiedades, planta y equipo","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","",""
"ec5201230110","ec52012301","True","5201230110","Spare parts and tools","False","","expense","Repuestos y herramientas","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012302","ec520123","True","52012302","Financial instruments","False","","expense","Instrumentos financieros","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012303","ec520123","True","52012303","Intangibles","False","","expense","Intangibles","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012304","ec520123","True","52012304","Accounts receivable","False","","expense","Cuentas por cobrar","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012305","ec520123","True","52012305","Other assets","False","","expense","Otros activos","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520124","ec5201","True","520124","Expenses for abnormal amounts of utilization in the production process","False","","expense","Gastos por cantidades anormales de utilización en el proceso de producción","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520125","ec5201","True","520125","Restructuring expense","False","","expense","Gasto por reestructuracion","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520126","ec5201","True","520126","Net realizable value of inventories","False","","expense","Valor neto de realizacion de inventarios","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012701","ec520127","True","52012701","Printing service","False","","expense","Servicio de imprenta","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012702","ec520127","True","52012702","Office supplies","False","","expense","Suministros de oficina","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012703","ec520127","True","52012703","Cleaning and janitorial supplies and supplies","False","","expense","Suministros y articulos de aseo y limpieza","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012704","ec520127","True","52012704","Assessments and condominium","False","","expense","Alícuotas y condominio","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012705","ec520127","True","52012705","Guides, couriers, couriers","False","","expense","Guias, couriers, correos","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012706","ec520127","True","52012706","Tolls, parking and others","False","","expense","Peajes, parqueaderos y otros","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012707","ec520127","True","52012707","Training, courses and seminars","False","","expense","Capacitación, cursos y seminarios","Employee training and professional development programs.","Programas de capacitación y desarrollo profesional del personal.","tax_vat_15_512_sup_04",""
"ec52012708","ec520127","True","52012708","Food and refreshments","False","","expense","Alimentación y refrigerios","Meal or food expenses provided to employees.","Gastos por alimentación o comidas proporcionadas al personal.","",""
"ec52012709","ec520127","True","52012709","Security and surveillance","False","","expense","Seguridad y vigilancia","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","",""
"ec52012710","ec520127","True","52012710","Cleaning services","False","","expense","Servicios de limpieza","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012711","ec520127","True","52012711","Other taxes","False","","expense","Mantenimiento equipo computo","Government taxes, fees, or penalties not related to VAT or income tax.","Impuestos, tasas o sanciones gubernamentales no relacionadas con IVA o Impuesto a la Renta.","",""
"ec52012712","ec520127","True","52012712","Maintenance of computer equipment","False","","expense","Mantenimiento equipo computo","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012713","ec520127","True","52012713","Legal expenses","False","","expense","Gastos legales","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012714","ec520127","True","52012714","Services contracted to third parties","False","","expense","Servicios contratados a terceros","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52012715","ec520127","True","52012715","Other expenses","False","","expense","Otros gastos","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52020101","ec520201","True","52020101","Wages, salaries and other remuneration","False","","expense","Sueldos, salarios y demas remuneraciones","Employee salaries and wages recognized as payroll expenses.","Sueldos y salarios reconocidos como gastos de nómina.","",""
"ec52020102","ec520201","True","52020102","Overtime","False","","expense","Horas extra","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52020103","ec520201","True","52020103","Performance bonuses","False","","expense","Bonificaciones por desempeño","Performance or statutory bonuses paid to employees.","Bonificaciones de desempeño u obligatorias pagadas a los empleados.","",""
"ec52020201","ec520202","True","52020201","Employer's contribution","False","","expense","Aporte patronal","Employer contributions to social security and other mandatory funds.","Aportes patronales al seguro social y otros fondos obligatorios.","",""
"ec52020202","ec520202","True","52020202","Reserve funds","False","","expense","Fondos de reserva","Legal or reserve fund allocations related to labor obligations.","Asignaciones legales o de reserva relacionadas con obligaciones laborales.","",""
"ec52020301","ec520203","True","52020301","Thirteenth salary","False","","expense","Decimo tercer sueldo","Employee salaries and wages recognized as payroll expenses.","Sueldos y salarios reconocidos como gastos de nómina.","",""
"ec52020302","ec520203","True","52020302","Fourteenth salary","False","","expense","Decimo cuarto sueldo","Employee salaries and wages recognized as payroll expenses.","Sueldos y salarios reconocidos como gastos de nómina.","",""
"ec52020303","ec520203","True","52020303","Vacations","False","","expense","Vacaciones","Accrued or paid vacation expenses for employees.","Gastos por vacaciones devengadas o pagadas al personal.","",""
"ec52020304","ec520203","True","52020304","Untimely dismissal","False","","expense","Despido intempestivo","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52020305","ec520203","True","52020305","Eviction","False","","expense","Desahucio","Government taxes, fees, or penalties not related to VAT or income tax.","Impuestos, tasas o sanciones gubernamentales no relacionadas con IVA o Impuesto a la Renta.","tax_vat_15_512_sup_04",""
"ec52020306","ec520203","True","52020306","Other benefits and indemnities","False","","expense","Otros beneficios e indemnizaciones","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","",""
"ec52020401","ec520204","True","52020401","Medical insurance","False","","expense","Seguro medico","Insurance premiums related to employees or business operations.","Primas de seguros relacionadas con empleados u operaciones del negocio.","",""
"ec52020402","ec520204","True","52020402","Training","False","","expense","Capacitacion","Employee training and professional development programs.","Programas de capacitación y desarrollo profesional del personal.","",""
"ec52020403","ec520204","True","52020403","Uniforms","False","","expense","Uniformes","Purchase of uniforms and workwear for employees.","Compra de uniformes y ropa de trabajo para los empleados.","tax_vat_15_512_sup_04",""
"ec52020404","ec520204","True","52020404","Food","False","","expense","Alimentacion","Meal or food expenses provided to employees.","Gastos por alimentación o comidas proporcionadas al personal.","",""
"ec52020405","ec520204","True","52020405","Transportation (when it does not generate social benefits)","False","","expense","Transporte (cuando no genera beneficios sociales)","","","",""
"ec52020406","ec520204","True","52020406","Employee income tax borne by the company","False","","expense","Impuesto a la renta de empleados asumido por la empresa","","","",""
"ec52020407","ec520204","True","52020407","IESS personal contribution assumed by the company","False","","expense","Aporte personal IESS asumido por la empresa","","","",""
"ec52020408","ec520204","True","52020408","Other employee benefits","False","","expense","Otros beneficios a empleados","","","",""
"ec520205","ec5202","True","520205","Fees, commissions and per diems to natural persons","False","","expense","Honorarios, comisiones y dietas a personas naturales","Travel, lodging, and transportation expenses for employees or operations.","Gastos de viaje, alojamiento y transporte del personal u operaciones.","tax_vat_15_512_sup_05",""
"ec520206","ec5202","True","520206","Remuneration to other self-employed workers","False","","expense","Remuneraciones a otros trabajadores autonomos","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520207","ec5202","True","520207","Fees to foreigners for occasional services","False","","expense","Honorarios a extranjeros por servicios ocasionales","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520208","ec5202","True","520208","Maintenance and repairs","False","","expense","Mantenimiento y reparaciones","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520209","ec5202","True","520209","Operating leases","False","","expense","Arrendamiento operativo","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520210","ec5202","True","520210","Commissions","False","","expense","Comisiones","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520211","ec5202","True","520211","Promotion and advertising","False","","expense","Promocion y publicidad","Advertising, marketing, and promotional expenses.","Gastos de publicidad, marketing y promoción de la empresa.","tax_vat_15_512_sup_04",""
"ec520212","ec5202","True","520212","Fuels","False","","expense","Combustibles","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520213","ec5202","True","520213","Lubricants","False","","expense","Lubricantes","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520214","ec5202","True","520214","Insurance and reinsurance (premiums and cessions)","False","","expense","Seguros y reaseguros (primas y cesiones)","Insurance premiums related to employees or business operations.","Primas de seguros relacionadas con empleados u operaciones del negocio.","",""
"ec520215","ec5202","True","520215","Transportation","False","","expense","Transporte","Travel, lodging, and transportation expenses for employees or operations.","Gastos de viaje, alojamiento y transporte del personal u operaciones.","",""
"ec520216","ec5202","True","520216","Operating expenses (entertainment for shareholders, employees and customers)","False","","expense","Gastos de gestion (agasajos a accionistas, trabajadores y clientes)","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520217","ec5202","True","520217","Travel expenses","False","","expense","Gastos de viaje","Travel, lodging, and transportation expenses for employees or operations.","Gastos de viaje, alojamiento y transporte del personal u operaciones.","tax_vat_15_512_sup_05",""
"ec52021801","ec520218","True","52021801","Drinking water","False","","expense","Agua potable","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52021802","ec520218","True","52021802","Electric energy","False","","expense","Energia electrica","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52021803","ec520218","True","52021803","Fixed telephony","False","","expense","Telefonia fija","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52021804","ec520218","True","52021804","Mobile Telephony","False","","expense","Telefonia movil","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520219","ec5202","True","520219","Notaries and registrars of property or mercantile records","False","","expense","Notarios y registradores de la propiedad o mercantiles","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022001","ec520220","True","52022001","Municipal license","False","","expense","Patente municipal","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022002","ec520220","True","52022002","1.5x thousand total assets","False","","expense","1.5x mil activos totales","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022003","ec520220","True","52022003","Contributions","False","","expense","Contribuciones super cias","Employer contributions to social security and other mandatory funds.","Aportes patronales al seguro social y otros fondos obligatorios.","",""
"ec52022004","ec520220","True","52022004","Chamber of Commerce","False","","expense","Camara de comercio","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022005","ec520220","True","52022005","Currency Outflow Tax (ISD)","False","","expense","Impuesto Salida de Divisas (ISD)","Government taxes, fees, or penalties not related to VAT or income tax.","Impuestos, tasas o sanciones gubernamentales no relacionadas con IVA o Impuesto a la Renta.","",""
"ec52022006","ec520220","True","52022006","Other taxes","False","","expense","Otros impuestos","Government taxes, fees, or penalties not related to VAT or income tax.","Impuestos, tasas o sanciones gubernamentales no relacionadas con IVA o Impuesto a la Renta.","",""
"ec5202210101","ec52022101","True","5202210101","Buildings","False","","expense_depreciation","Edificios","","","",""
"ec5202210102","ec52022101","True","5202210102","Construction in progress","False","","expense_depreciation","Contrucciones en curso","","","",""
"ec5202210103","ec52022101","True","5202210103","Facilities","False","","expense_depreciation","Instalaciones","","","",""
"ec5202210104","ec52022101","True","5202210104","Furniture and fixtures","False","","expense_depreciation","Muebles y enseres","","","",""
"ec5202210105","ec52022101","True","5202210105","Machinery and equipment","False","","expense_depreciation","Maquinaria y equipo","","","",""
"ec5202210106","ec52022101","True","5202210106","Vessels, aircraft, barges and similar","False","","expense_depreciation","Naves, aeronaves, barcazas y similares","","","",""
"ec5202210107","ec52022101","True","5202210107","Computer equipment","False","","expense_depreciation","Equipo de computacion","","","",""
"ec5202210108","ec52022101","True","5202210108","Vehicles, transport equipment and mobile road equipment","False","","expense_depreciation","Vehiculos, equipos de transporte y equipo caminero movil","","","",""
"ec5202210109","ec52022101","True","5202210109","Other property, plant and equipment","False","","expense_depreciation","Otros propiedades, planta y equipo","","","",""
"ec5202210110","ec52022101","True","5202210110","Spare parts and tools","False","","expense_depreciation","Repuestos y herramientas","","","",""
"ec52022102","ec520221","True","52022102","Investment properties","False","","expense_depreciation","Propiedades de inversion","","","",""
"ec52022201","ec520222","True","52022201","Intangibles","False","","expense","Intangibles","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022202","ec520222","True","52022202","Other assets","False","","expense","Otros activos","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202230101","ec52022301","True","5202230101","Buildings","False","","expense","Edificios","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202230102","ec52022301","True","5202230102","Construction in progress","False","","expense","Contrucciones en curso","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202230103","ec52022301","True","5202230103","Facilities","False","","expense","Instalaciones","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202230104","ec52022301","True","5202230104","Furniture and fixtures","False","","expense","Muebles y enseres","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202230105","ec52022301","True","5202230105","Machinery and equipment","False","","expense","Maquinaria y equipo","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202230106","ec52022301","True","5202230106","Vessels, aircraft, barges and similar","False","","expense","Naves, aeronaves, barcazas y similares","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202230107","ec52022301","True","5202230107","Computer equipment","False","","expense","Equipo de computacion","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202230108","ec52022301","True","5202230108","Vehicles, transport equipment and mobile road equipment","False","","expense","Vehiculos, equipos de transporte y equipo caminero movil","Travel, lodging, and transportation expenses for employees or operations.","Gastos de viaje, alojamiento y transporte del personal u operaciones.","",""
"ec5202230109","ec52022301","True","5202230109","Other property, plant and equipment","False","","expense","Otros propiedades, planta y equipo","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202230110","ec52022301","True","5202230110","Spare parts and tools","False","","expense","Repuestos y herramientas","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022302","ec520223","True","52022302","Inventories","False","","expense","Inventarios","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022303","ec520223","True","52022303","Financial instruments","False","","expense","Instrumentos financieros","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022304","ec520223","True","52022304","Intangibles","False","","expense","Intangibles","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022305","ec520223","True","52022305","Accounts receivable","False","","expense","Cuentas por cobrar","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022306","ec520223","True","52022306","Other assets","False","","expense","Otros activos","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520224","ec5202","True","520224","Expenses for abnormal amounts of utilization in the production process","False","","expense","Gastos por cantidades anormales de utilización en el proceso de producción","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520225","ec5202","True","520225","Restructuring expense","False","","expense","Gasto por reestructuracion","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520226","ec5202","True","520226","Net realizable value of inventories","False","","expense","Valor neto de realizacion de inventarios","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520227","ec5202","True","520227","Income tax expense (deferred income tax assets and liabilities)","False","","expense","Gasto impuesto a la renta (activos y pasivos diferidos)","Government taxes, fees, or penalties not related to VAT or income tax.","Impuestos, tasas o sanciones gubernamentales no relacionadas con IVA o Impuesto a la Renta.","",""
"ec52022801","ec520228","True","52022801","Office supplies","False","","expense","Suministros de oficina","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022802","ec520228","True","52022802","Cleaning and sanitation supplies and supplies","False","","expense","Suministros y artículos de aseo y limpieza","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022803","ec520228","True","52022803","Assessments and condominium","False","","expense","Alícuotas y condominio","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022804","ec520228","True","52022804","Guides, couriers, couriers","False","","expense","Guias, couriers, correos","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022805","ec520228","True","52022805","Tolls, parking and others","False","","expense","Peajes, parqueaderos y otros","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022806","ec520228","True","52022806","Training, courses and seminars","False","","expense","Capacitación, cursos y seminarios","Employee training and professional development programs.","Programas de capacitación y desarrollo profesional del personal.","",""
"ec52022807","ec520228","True","52022807","Food and refreshments","False","","expense","Alimentación y refrigerios","Meal or food expenses provided to employees.","Gastos por alimentación o comidas proporcionadas al personal.","",""
"ec52022808","ec520228","True","52022808","Security and surveillance","False","","expense","Seguridad y vigilancia","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022809","ec520228","True","52022809","Cleaning services","False","","expense","Servicios de limpieza","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022810","ec520228","True","52022810","Other taxes","False","","expense","Mantenimiento equipo computo","Government taxes, fees, or penalties not related to VAT or income tax.","Impuestos, tasas o sanciones gubernamentales no relacionadas con IVA o Impuesto a la Renta.","",""
"ec52022811","ec520228","True","52022811","Other taxes","False","","expense","Mantenimiento equipo computo","Government taxes, fees, or penalties not related to VAT or income tax.","Impuestos, tasas o sanciones gubernamentales no relacionadas con IVA o Impuesto a la Renta.","",""
"ec52022812","ec520228","True","52022812","Osteosynthesis material","False","","expense","Material de osteosintesis","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022813","ec520228","True","52022813","Construction costs","False","","expense","Gastos de construcción","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022814","ec520228","True","52022814","Legal expenses","False","","expense","Gastos legales","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022815","ec520228","True","52022815","Services contracted to third parties","False","","expense","Servicios contratados a terceros","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec52022816","ec520228","True","52022816","Other expenses","False","","expense","Otros gastos","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
