id,code,description
PH150135,PH150135,"Sunglass frames with rx sold by opticians "
PH150136,PH150136,"Sunglass frames without rx sold by opticians "
PH150137,PH150137,"Rx lens package sold by opticians"
PH150138,PH150138,"Non-rx lens package sold by opticians"
PH150141,PH150141,"Corrective eyeglasses without a prescription sold by oculists"
PH150142,PH150142,"Corrective eyeglasses with a prescription sold by oculists"
PH150143,PH150143,"Sunglasses with rx (corrective) sold by oculists"
PH150144,PH150144,"Sunglasses without rx (non-corrective) sold by oculists "
PH150145,PH150145,"Sunglass frames with rx sold by oculists "
PH150146,PH150146,"Sunglass frames without rx sold by oculists "
PH150147,PH150147,"Rx lens package sold by oculists"
PH150148,PH150148,"Non-rx lens package sold by oculists"
PH400004,PH400004,"Denture adhesives and cushions"
PH400005,PH400005,"Denture repair / temporary fillings /  tooth and crown repair"
PH400007,PH400007,"Miscellaneous medical consumable items - ortho wax"
PH400008,PH400008,"Medical equipment:  therometer replacement tips"
PH400009,PH400009,"Miscellaneous medical durable items - items used directly on the body"
PH400014,PH400014,"Syringes - not diabetic supply - sold to medical facility"
PH400031,PH400031,"Respiratory aids - sold to medical facility"
PH400033,PH400033,"Diabetic supplies - sold on prescription"
PH400034,PH400034,"Diabetic supplies - sold at retail"
PH400035,PH400035,"Braces and supports / sold on prescription"
PH400036,PH400036,"Braces and supports / sold at retail"
PH400038,PH400038,"Antibacterial hand wipes"
PH400044,PH400044,"Thermometer / disposable / home use"
PH400063,PH400063,"Hypodermic syringes - insulin -  1.0 ml or smaller"
PH400167,PH400167,"Medicated douches"
PH400652,PH400652,"Contact lens cleaner"
PH400653,PH400653,"Contact lens rewetting solutions / contact lens lubricants"
PH400656,PH400656,"Medicinal remedies / no active ingredient or drug"
PH400778,PH400778,"Dental hygiene products: breath spray"
PH400787,PH400787,"Dental hygiene products: antiseptic mouth wash"
PH400788,PH400788,"Dental hygiene products: non-medicated mouth rinse"
PH400789,PH400789,"Dental hygiene products: mouth wash w/ drug facts panel"
PH400826,PH400826,"Antibacterial soap with drug facts panel"
PH400827,PH400827,"Cosmetic astringents (does not include any product w/ acne indications)"
PH400834,PH400834,"Bath products"
PH400842,PH400842,"Blotting paper"
PH400850,PH400850,"Bug repellant"
PH400874,PH400874,"Cosmetics - medicated"
PH400882,PH400882,"Cosmetics - non-medicated (with sunscreen)"
PH400898,PH400898,"Deodorants"
PH400899,PH400899,"Antiperspirants"
PH400906,PH400906,"Exfoliation tools"
PH400914,PH400914,"Foot care supplies - medicated"
PH400922,PH400922,"Foot care supplies - non-medicated"
PH400923,PH400923,"Lambs wool pads"
PH400924,PH400924,"Epsom salts"
PH400930,PH400930,"Fragrance"
PH400938,PH400938,"Hair removal products"
PH400946,PH400946,"Hair spray & hair gels"
PH400954,PH400954,"Hair treatment products - non medicated"
PH400955,PH400955,"Dandruff preparations and shampoos"
PH400956,PH400956,"Hair restoration products - medicated - bearing a drug facts panel"
PH400957,PH400957,"Hair care / lice treatment / over-the-counter"
PH400958,PH400958,"Lice treatment: combination products with treatments and combs / lice combs only / lice bedding & furniture sprays"
PH400962,PH400962,"Lip balm (with sunscreen)"
PH400963,PH400963,"Non-medicated lip balms / contains sunscreen - less than 2 spf / drug facts panel"
PH400970,PH400970,"Lip balm (without sunscreen)"
PH400972,PH400972,"Lip balm /no color or tint / no drug facts panel or active ingredients"
PH400986,PH400986,"Lotions - non-medicated (with sunscreen)"
PH400994,PH400994,"Lotions - non-medicated (without sunscreen)"
PH401002,PH401002,"Shampoos & conditioners - non-medicated"
PH401010,PH401010,"Skin care kits"
PH401011,PH401011,"First aid / styptics / sold at retail"
PH401018,PH401018,"Sunscreen with less than spf 8"
PH401019,PH401019,"Sun blocks and sun screens"
PH401020,PH401020,"Feminine hygiene products"
PH401021,PH401021,"Non-medicated cosmetic feminine hygiene items / feminine wipes"
PH401022,PH401022,"Skin care products / acne blackhead and pimple treatments lotion and cream only / sold on prescription"
PH401023,PH401023,"Skin care products / acne blackhead and pimple preventative lotions, creams, cleansers, soap bars, and scrubs / sold at retail"
PH401024,PH401024,"Feminine hygiene products / sanitary towels, pads, and napkins"
PH401025,PH401025,"Feminine hygiene products / tampons"
PH401026,PH401026,"Feminine hygiene products / menstrual cups"
PH401027,PH401027,"Feminine hygiene products / other"
PH402810,PH402810,"Apparel - patient - sold to medical facility"
PH402818,PH402818,"Medical facility supplies / apparel / staff"
PH402826,PH402826,"Blankets - sold to medical facility"
PH402834,PH402834,"Blankets - fld - sold to medical facility"
PH402842,PH402842,"Covers - sold to medical facility"
PH402850,PH402850,"Diapers - childrens"
PH402858,PH402858,"Eyewear - protective - sold to medical facility"
PH402874,PH402874,"Diapers - adult - sold at retail"
PH402882,PH402882,"Incontinent liners - sold at retail"
PH402891,PH402891,"Home care: invalid rings and cushions"
PH402898,PH402898,"Face mask / cloth or reusable / sold at retail"
PH402899,PH402899,"Face mask / disposable / sold at retail"
PH402906,PH402906,"Pads - decubitus - sold to medical facility"
PH402914,PH402914,"Paper - exam table - sold to medical facility"
PH402922,PH402922,"Pillows - orthopedic support - sold to medical facility"
PH402923,PH402923,"Home care: cervical pillows / foam wedges"
PH402930,PH402930,"Safety supplies - sold to medical facility"
PH402938,PH402938,"Sheets/drapes - cloth or reusable - sold to medical facility"
PH402946,PH402946,"Sheets/drapes - disposable - sold to medical facility"
PH402954,PH402954,"Sleeves - sold to medical facility"
PH402962,PH402962,"Towels - cloth - sold to medical facility"
PH402970,PH402970,"Towels - disposable - sold to medical facility"
PH402978,PH402978,"Towels - operating room - sold to medical facility"
PH402986,PH402986,"Underpads - sold to medical facility"
PH402994,PH402994,"Bed accessories / sold to medical facility"
PH403002,PH403002,"Bed and spare parts / sold to medical facility"
PH403003,PH403003,"Home care: bed rails - must be a medical company or in a medical department - sold to medical facility"
PH403004,PH403004,"Home care: over bed table or tray - sold to medical facility"
PH403010,PH403010,"Hospital furniture"
PH403018,PH403018,"Iv stands/poles - sold to medical facility"
PH403026,PH403026,"Mattress - sold to medical facility"
PH403034,PH403034,"Positioners/rolls - sold to medical facility"
PH403042,PH403042,"Restraints - safety - sold to medical facility"
PH403050,PH403050,"Restraints - vests - sold to medical facility"
PH403058,PH403058,"Blood collection sets - sold to medical facility"
PH403066,PH403066,"Blood lancet"
PH403067,PH403067,"Diabetic equipment:  reusable lancet devices - sold on prescription"
PH403068,PH403068,"Diabetic equipment: reusable lancet devices - sold at retail"
PH403074,PH403074,"Human tissue - cosmetic surgery - sold to medical facility"
PH403082,PH403082,"Human tissue - dental/periodontal - sold to medical facility"
PH403090,PH403090,"Human tissue - reconstructive surgery - sold to medical facility"
PH403098,PH403098,"Porcine (pig) tissue - cosmetic surgery - sold to medical facility"
PH403106,PH403106,"Porcine (pig) tissue - dental/periodontal - sold to medical facility"
PH403114,PH403114,"Porcine (pig) tissue - reconstructive surgery - sold to medical facility"
PH403122,PH403122,"Skin substitutes - synthetic or xenograft - sold to medical facility"
PH403130,PH403130,"Tubes - hematology - sold to medical facility"
PH403138,PH403138,"Cast materials - sold to medical facility"
PH403210,PH403210,"Dental equipment - treatment - sold to dental facility"
PH403215,PH403215,"Dental / general dentistry / free samples given to dentists"
PH403218,PH403218,"Dental instrument - treatment - sold to dental facility"
PH403220,PH403220,"Dental / restorative procedures / composite and amalgam filling materials / sold to dental facility"
PH403221,PH403221,"Dental / restorative procedures / single use materials used in teeth restoration / sold to dental facility"
PH403222,PH403222,"Dental / restorative procedures / temporary crown and bridge materials / sold to dental facility"
PH403230,PH403230,"Dental / restorative procedures / disposable supplies not used directly on patient / sold to dental facility"
PH403231,PH403231,"Dental / restorative procedures / reusable supplies not used directly on patient / sold to dental facility"
PH403232,PH403232,"Dental / restorative procedures / disposable supplies used directly on patient / sold to dental facility"
PH403234,PH403234,"Dental supplies - sold to dental facility"
PH403242,PH403242,"Betadine - sold to medical facility"
PH403250,PH403250,"Deionized water / sold to medical facility"
PH403274,PH403274,"Drug - prescription diabetic"
PH403282,PH403282,"Drug - radiology - sold to medical facility"
PH403290,PH403290,"Drug - vaccines - sold to medical facility"
PH403297,PH403297,"Gel - sold at retail"
PH403298,PH403298,"Gel - sold on prescription"
PH403306,PH403306,"Injectables - sold to medical facility"
PH403314,PH403314,"Iodine - sold on prescription"
PH403315,PH403315,"Iodine - sold at retail"
PH403322,PH403322,"Irrigation solution - sold to medical facility"
PH403330,PH403330,"Iv solution - sold to medical facility"
PH403338,PH403338,"Oxygen supplies - sold to medical facility"
PH403346,PH403346,"Oxygen supplies - fld - sold to medical facility"
PH403362,PH403362,"Saline - sold to medical facility"
PH403365,PH403365,"Saline - sold at retail"
PH403370,PH403370,"Viscosupplements - sold to medical facility"
PH403378,PH403378,"Water - sterile - sold on prescription"
PH403379,PH403379,"Water - sterile - sold at retail"
PH403386,PH403386,"Food - dietary supplies"
PH403394,PH403394,"Food - nutrients - sold to medical facility"
PH403402,PH403402,"Food product supplies"
PH403410,PH403410,"Food substitutes - sold to medical facility"
PH403418,PH403418,"Food supplements - sold to medical facility"
PH403426,PH403426,"Utensils & amenities - reusable"
PH403434,PH403434,"Utensils and amenities - disposable"
PH403442,PH403442,"Blood flow imaging kit - fld - sold to medical facility"
PH403450,PH403450,"Dressing change trays - sold to medical facility"
PH403458,PH403458,"Kits - amenities - sold to medical facility"
PH403466,PH403466,"Kits - anesthesia - sold to medical facility"
PH403474,PH403474,"Kits - custom procedure tray - sold to medical facility"
PH403482,PH403482,"Kits - custom procedure tray - fld - sold to medical facility"
PH403490,PH403490,"Kits - disposable wound drain - sold to medical facility"
PH403498,PH403498,"Kits - eye - fld - sold to medical facility"
PH403506,PH403506,"Kits - feeding - sold to medical facility"
PH403522,PH403522,"Kits - gastrostomy - sold to medical facility"
PH403530,PH403530,"Kits - holter - fld - sold to medical facility"
PH403538,PH403538,"Kits - infusion - sold to medical facility"
PH403546,PH403546,"Kits - irrigation - sold to medical facility"
PH403554,PH403554,"Kits - iv - sold to medical facility"
PH403562,PH403562,"Kits - lab - sold to medical facility"
PH403570,PH403570,"Kits - medical procedure (nonsurgical) - sold to medical facility"
PH403578,PH403578,"Kits - pregnancy testing - sold to medical facility"
PH403586,PH403586,"Kits - surgical - sold to medical facility"
PH403594,PH403594,"Kits - surgical disposable - sold to medical facility"
PH403602,PH403602,"Kits - testing - sold to medical facility"
PH403610,PH403610,"Kits - trach. care - sold to medical facility"
PH403618,PH403618,"Kits - wound care - sold to medical facility"
PH403626,PH403626,"Blood flow imaging equipment - fld - sold to medical facility"
PH403642,PH403642,"Blood pressure machine - spare parts - sold to medical facility"
PH403643,PH403643,"Breast pump collection and storage supplies, not for home use, without a prescription"
PH403644,PH403644,"Breast pump collection and storage supplies, not for home use, with a prescription"
PH403645,PH403645,"Breast pump collection and storage supplies, not for home use, with a prescription paid for by medicare"
PH403646,PH403646,"Breast pump collection and storage supplies, not for home use, with a prescription reimbursed by medicare"
PH403647,PH403647,"Breast pump collection and storage supplies, not for home use, with a prescription paid for by medicaid"
PH403648,PH403648,"Breast pump collection and storage supplies, not for home use, with a prescription reimbursed by medicaid"
PH403649,PH403649,"Breast pump collection and storage supplies for home use with a prescription"
PH403650,PH403650,"Ecg monitor - implanted - sold to medical facility"
PH403658,PH403658,"Ecg/ekg accessories - sold to medical facility"
PH403666,PH403666,"Ecg/ekgs - sold to medical facility"
PH403667,PH403667,"Breast pump, not for home use, without a prescription"
PH403668,PH403668,"Breast pump, not for home use, with a prescription"
PH403669,PH403669,"Breast pump, not for home use, with a prescription paid by medicare"
PH403670,PH403670,"Breast pump, not for home use, with a prescription reimbursed by medicare"
PH403671,PH403671,"Breast pump, not for home use, with a prescription paid by medicaid"
PH403672,PH403672,"Breast pump, not for home use, with a prescription reimbursed by medicaid"
PH403674,PH403674,"Holter accessories - sold to medical facility"
PH403682,PH403682,"Holters - sold to medical facility"
PH403683,PH403683,"Equipment:  humidifier / dehumidifier"
PH403684,PH403684,"Equipment:  humidifier / dehumidifier replacement parts"
PH403690,PH403690,"Batteries - hearing aid"
PH403691,PH403691,"Hearing aid accessories"
PH403692,PH403692,"Breast pump for home use with a prescription"
PH403693,PH403693,"Breast pump for home use with a prescription paid for by medicare"
PH403694,PH403694,"Breast pump for home use with a prescription reimbursed by medicare"
PH403695,PH403695,"Breast pump for home use with a prescription paid for by medicaid"
PH403696,PH403696,"Breast pump for home use with a prescription reimbursed by medicaid"
PH403697,PH403697,"Repair and replacement parts for breast pump which are for single patient use"
PH403698,PH403698,"Breast pump for home use without a prescription"
PH403699,PH403699,"Breast feeding:  breast milk storage bags / breast cream (lanolin) / softcup feeders / finger feeders / haberman feeders / supplemental nursing systems / periodontal syringes"
PH403700,PH403700,"Breast pump collection and storage supplies for home use without a prescription"
PH403701,PH403701,"Breast feeding: breast milk storage bags"
PH403702,PH403702,"Breast pump collection and storage supplies for home use with a prescription paid for by medicare"
PH403703,PH403703,"Breast pump collection and storage supplies for home use with a prescription reimbursed by medicare"
PH403704,PH403704,"Breast pump collection and storage supplies for home use with a prescription paid for by medicaid"
PH403705,PH403705,"Breast pump collection and storage supplies for home use with a prescription reimbursed by medicaid"
PH403706,PH403706,"Camera and accessories"
PH403707,PH403707,"Breast pump kit, not for home use, without a prescription"
PH403708,PH403708,"Breast pump kit, not for home use, with a prescription"
PH403709,PH403709,"Breast pump kit, not for home use, with a prescription paid for by medicare"
PH403710,PH403710,"Breast pump kit, not for home use, with a prescription reimbursed by medicare"
PH403711,PH403711,"Breast pump kit, not for home use, with a prescription paid for by medicaid"
PH403712,PH403712,"Breast pump kit, not for home use, with a prescription reimbursed by medicaid"
PH403714,PH403714,"Circuits - anesthesia - sold to medical facility"
PH403722,PH403722,"Circuits - ventilator - sold to medical facility"
PH403723,PH403723,"Breast pump kit for home use without a prescription"
PH403724,PH403724,"Breast pump kit for home use with a prescription"
PH403725,PH403725,"Breast pump kit for home use with a prescription paid for by medicare"
PH403726,PH403726,"Breast pump kit for home use with a prescription reimbursed by medicare"
PH403727,PH403727,"Breast pump kit for home use with a prescription paid for by medicaid"
PH403728,PH403728,"Breast pump kit for home use with a prescription reimbursed by medicaid"
PH403729,PH403729,"Repair and replacement parts for breast pump kit which are for single patient use"
PH403730,PH403730,"Defibrillator - sold to medical facility"
PH403738,PH403738,"Defibrillator accessories - sold to medical facility"
PH403746,PH403746,"Equipment - exercise/physical therapy - sold to medical facility"
PH403754,PH403754,"Equipment - medical - sold to medical facility"
PH403762,PH403762,"Equipment - medical - fld - sold to medical facility"
PH403770,PH403770,"Equipment - medical spare parts - sold to medical facility"
PH403778,PH403778,"Equipment - medical spare parts - fld - sold to medical facility"
PH403786,PH403786,"Hardware - sold to medical facility"
PH403794,PH403794,"Hardware - electrical - sold to medical facility"
PH403802,PH403802,"Hardware - fld - sold to medical facility"
PH403810,PH403810,"Infusor - sold to medical facility"
PH403818,PH403818,"Nebulizer - sold to medical facility"
PH403826,PH403826,"Oxygen tank - sold to medical facility"
PH403834,PH403834,"Oxygen tank - fld - sold to medical facility"
PH403842,PH403842,"Respiratory - accessory - sold to medical facility"
PH403850,PH403850,"Resuscitator - sold to medical facility"
PH403858,PH403858,"Resuscitator - fld - sold to medical facility"
PH403866,PH403866,"Scopes - spare parts - sold to medical facility"
PH403867,PH403867,"Equipment:  stethoscope - sold to medical facility"
PH403874,PH403874,"Sensors and accessories - sold to medical facility"
PH403882,PH403882,"Sensors and accessories - fld - sold to medical facility"
PH403883,PH403883,"Home care: sitz baths (wi)"
PH403890,PH403890,"Targeted temperature management equipment - sold to medical facility"
PH403898,PH403898,"Thermometer / reusable / home use"
PH403906,PH403906,"Thermometer probe / sheath"
PH403914,PH403914,"Transducer and accessories - sold to medical facility"
PH403915,PH403915,"Home care: utensils / shampoo basins and bathtubs / zipper pulls / shoe horns / sock pulls / miscellaneous items / other"
PH403916,PH403916,"Equipment:  vaporizer - sold to medical facility"
PH403917,PH403917,"Equipment:  vaporizer replacement parts - sold to medical facility"
PH403922,PH403922,"X-ray screen - sold to medical facility"
PH403930,PH403930,"Durable medical equipment / commode and spare parts / sold on prescription"
PH403938,PH403938,"Crutches - accessories"
PH403939,PH403939,"Ambulatory:  canes"
PH403940,PH403940,"Ambulatory:  quad canes"
PH403946,PH403946,"Scooters"
PH403954,PH403954,"Walker"
PH403962,PH403962,"Walker - accessories"
PH403970,PH403970,"Wheelchair"
PH403978,PH403978,"Wheelchair - spare parts"
PH403979,PH403979,"Home care:  bath or shower chairs and stools / bath bench"
PH403980,PH403980,"Home care: other / transfer chairs  boards  bench and belts / reaching aids /  wheelchair cushions"
PH403981,PH403981,"Home care: hand rails and grab bars"
PH403982,PH403982,"Home care: recliner lift chairs / lift cushions (must push the person up)"
PH403986,PH403986,"Catheter - accessories - sold to medical facility"
PH403994,PH403994,"Catheter - angioplasty - sold to medical facility"
PH404002,PH404002,"Catheter - balloon - sold to medical facility"
PH404018,PH404018,"Catheter - coronary/heart tray - sold to medical facility"
PH404026,PH404026,"Catheter - gastrostomy - sold to medical facility"
PH404027,PH404027,"Catheter - gastrostomy - sold at retail"
PH404034,PH404034,"Catheter - iv - sold to medical facility"
PH404042,PH404042,"Catheter - iv kit - sold to medical facility"
PH404050,PH404050,"Catheter - other (uncategorized) - sold to medical facility"
PH404058,PH404058,"Catheter - pressure monitoring - sold to medical facility"
PH404066,PH404066,"Catheter - suction - sold to medical facility"
PH404074,PH404074,"Catheter - suction kit - sold to medical facility"
PH404080,PH404080,"Ostomy appliances and related supplies - sold at retail"
PH404082,PH404082,"Catheter / urinary / disposable / sold to medical facility"
PH404090,PH404090,"Catheter - urinary kit - sold to medical facility"
PH404098,PH404098,"Catheter - wound drain/thoracic - sold to medical facility"
PH404106,PH404106,"Peripherally inserted central catheter (picc) - sold to medical facility"
PH404114,PH404114,"Diabetic testing / blood glucose monitor / sold at retail / without a prescription"
PH404115,PH404115,"Equipment:  blood testing calibration solutions"
PH404121,PH404121,"Syringes - insulin - reusable - sold at retail"
PH404122,PH404122,"Syringes - insulin - reusable - sold on prescription"
PH404123,PH404123,"Diabetic supplies:  replacement needles / disposable syringes - sold on prescription"
PH404124,PH404124,"Glucose tablets:  nutrition label /  snap eligible"
PH404125,PH404125,"Diabetic supplies: replacement needles / disposable syringes - sold at retail"
PH404130,PH404130,"Test strips used in diabetes treatment - sold at retail"
PH404131,PH404131,"Diabetic travel case"
PH404138,PH404138,"Dialyzer - sold to medical facility"
PH404146,PH404146,"Bedpans - sold to medical facility"
PH404154,PH404154,"Medical supplies - general: cannula - sold to medical facility"
PH404162,PH404162,"Chest drain - sold to medical facility"
PH404170,PH404170,"Cleanser - medicated - sold on prescription"
PH404171,PH404171,"Cleanser - medicated - sold at retail"
PH404178,PH404178,"Medical supplies - general: cleanser - non-medicated - sold to medical facility"
PH404186,PH404186,"Medical supplies / cold therapy packs / reusable / sold at retail"
PH404187,PH404187,"Medical supplies / general / disposable items / patches and pads"
PH404188,PH404188,"Reusable therapy products - sold to medical facility"
PH404194,PH404194,"Colostomy/ileostomy - appliance - sold on prescription"
PH404202,PH404202,"Medical supplies - general: container - medical - sold to medical facility"
PH404210,PH404210,"Medical supplies - general: container - medical - fld - sold to medical facility"
PH404218,PH404218,"Medical supplies - general: container - nonmedical - sold to medical facility"
PH404225,PH404225,"Contraceptive devices - sold at retail"
PH404226,PH404226,"Contraceptive devices / sold to medical facility"
PH404227,PH404227,"Condoms / foams / jellies containing spermicide"
PH404228,PH404228,"Medical supplies - general: condoms (includes flavored but not edible) and female barriers without spermicide"
PH404234,PH404234,"Medical supplies - general: depressors - tongue - sold to medical facility"
PH404242,PH404242,"Medical supplies - general: electrodes - sold to medical facility"
PH404250,PH404250,"Medical supplies - general: electrodes - accessories - sold to medical facility"
PH404258,PH404258,"Medical supplies - general: electrodes - accessories - fld - sold to medical facility"
PH404266,PH404266,"Medical supplies - general: electrodes - fld - sold to medical facility"
PH404274,PH404274,"Medical supplies - general: enema - accessories - sold to medical facility"
PH404282,PH404282,"Enema - prefilled - sold on prescription"
PH404283,PH404283,"Enema - prefilled - sold at retail"
PH404290,PH404290,"Medical supplies - general: eyecare supplies - sold to medical facility"
PH404298,PH404298,"Medical supplies - general: film - sold to medical facility"
PH404306,PH404306,"Medical supplies - general: film - x-ray - sold to medical facility"
PH404314,PH404314,"Medical supplies - general: film supplies - sold to medical facility"
PH404322,PH404322,"Medical supplies - general: filters - sold to medical facility"
PH404330,PH404330,"Medical supplies - general: filters - fld - sold to medical facility"
PH404338,PH404338,"Gloves - other"
PH404346,PH404346,"Medical supplies - general: gloves - surgical, exam and chemical - sold to medical facility"
PH404354,PH404354,"Heat pack"
PH404362,PH404362,"Medical supplies - general: irrigation - accessories - sold to medical facility"
PH404370,PH404370,"Medical supplies - general: irrigation - accessories - fld - sold to medical facility"
PH404378,PH404378,"Medical supplies - general: irrigation supplies - sold to medical facility"
PH404386,PH404386,"Medical supplies - general: lab chemical supplies - sold to medical facility"
PH404394,PH404394,"Medical supplies - general: lab chemical supplies - fld - sold to medical facility"
PH404402,PH404402,"Medical supplies - general: lab supplies - sold to medical facility"
PH404410,PH404410,"Medical supplies - general: lab supplies - fld - sold to medical facility"
PH404418,PH404418,"Mask - inhalant/drug delivery - sold to medical facility"
PH404426,PH404426,"Mask - inhalant/drug delivery - fld - sold to medical facility"
PH404434,PH404434,"Mask - oxygen fld - sold to medical facility"
PH404442,PH404442,"Medical supplies - general: measuring devices - sold to medical facility"
PH404450,PH404450,"Medical supplies - general: measuring devices - fld - sold to medical facility"
PH404458,PH404458,"Mouthpiece - sold to medical facility"
PH404466,PH404466,"Oxygen tent - sold to medical facility"
PH404474,PH404474,"Medical supplies - general: pads - defibrillator - sold to medical facility"
PH404482,PH404482,"Medical supplies - general: pads - grounding - fld - sold to medical facility"
PH404490,PH404490,"Medical supplies - general: salem sump tube - fld - sold to medical facility"
PH404498,PH404498,"Scrub brushes - medicated - sold to medical facility"
PH404506,PH404506,"Medical supplies - general: scrub brushes - non-medicated - sold to medical facility"
PH404514,PH404514,"Medical supplies - general: sets - administrative & iv supplies - sold to medical facility"
PH404522,PH404522,"Medical supplies - general: skin marker - disposable - sold to medical facility"
PH404530,PH404530,"Medical supplies - general: specimen collection - sold to medical facility"
PH404538,PH404538,"Medical supplies - general: specimen collection - fld - sold to medical facility"
PH404546,PH404546,"Stents and accessories - sold to medical facility"
PH404554,PH404554,"Medical supplies - general: stopcock - fld - sold to medical facility"
PH404562,PH404562,"Medical supplies - general: supplies - adhesive - sold to medical facility"
PH404570,PH404570,"Medical supplies - general: supplies - instrument cleaning - sold to medical facility"
PH404578,PH404578,"Medical supplies - general: supplies - medical disposable - sold to medical facility"
PH404586,PH404586,"Medical supplies - general: supplies - sterilization - sold to medical facility"
PH404594,PH404594,"Medical supplies - general: supplies - suction - sold to medical facility"
PH404602,PH404602,"Medical supplies - general: tape - misc. - sold to medical facility"
PH404610,PH404610,"Medical supplies - general: targeted temperature management supplies - sold to medical facility"
PH404618,PH404618,"Medical supplies - general: test - strep - sold to medical facility"
PH404626,PH404626,"Trach care supplies - sold on prescription"
PH404627,PH404627,"Trach care supplies - sold at retail"
PH404634,PH404634,"Medical supplies - general: tubes - gas - sold to medical facility"
PH404642,PH404642,"Medical supplies - general: tubes - gas - fld - sold to medical facility"
PH404650,PH404650,"Medical supplies - general: tubes - rectal - sold to medical facility"
PH404658,PH404658,"Tubes - respiratory prosthetic - sold to medical facility"
PH404666,PH404666,"Medical supplies - general - tubing - sold to medical facility"
PH404674,PH404674,"Medical supplies - general: tubing - fld - sold to medical facility"
PH404682,PH404682,"Medical supplies - general: urinal - disposable - sold to medical facility"
PH404688,PH404688,"Urinal bag - sold at retail"
PH404690,PH404690,"Urinal bag - sold on prescription"
PH404698,PH404698,"Medical supplies - general: valve - lopez - sold to medical facility"
PH404706,PH404706,"Medical supplies - general: wire - sold to medical facility"
PH404714,PH404714,"Medical supplies - general: wire - fld - sold to medical facility"
PH404722,PH404722,"Wound care drain - sold to medical facility"
PH404730,PH404730,"Needles - accessories - sold to medical facility"
PH404738,PH404738,"Needles - accessories - fld - sold to medical facility"
PH404746,PH404746,"Needles - disposable - sold to medical facility"
PH404754,PH404754,"Needles - hypodermic disposable - sold to medical facility"
PH404762,PH404762,"Needles - hypodermic reusable - sold to medical facility"
PH404770,PH404770,"Needles - other disposable not hypo - sold to medical facility"
PH404778,PH404778,"Needles - reusable - sold to medical facility"
PH404786,PH404786,"Needles - spinal - sold to medical facility"
PH404802,PH404802,"Syringes - ear - sold to medical facility"
PH404810,PH404810,"Syringes - hypodermic disposable - sold to medical facility"
PH404818,PH404818,"Syringes - hypodermic reusable - sold to medical facility"
PH404826,PH404826,"Syringes - irrigation - sold to medical facility"
PH404834,PH404834,"Syringes - other (temporary category only) - sold to medical facility"
PH404842,PH404842,"Syringes - reusable - sold to medical facility"
PH404850,PH404850,"Cannula - nasal - sold to medical facility"
PH404858,PH404858,"Filters - ventilator - sold to medical facility"
PH404866,PH404866,"Staplers - skin internal and external - sold to medical facility"
PH404874,PH404874,"Staples  ligatures  clips - sold to medical facility"
PH404882,PH404882,"Suture substitutes - sold to medical facility"
PH404883,PH404883,"Suture substitutes - sold at retail"
PH404890,PH404890,"Sutures - sold to medical facility"
PH404891,PH404891,"Sutures - sold at retail"
PH404898,PH404898,"Tape - adhesive - sold to medical facility"
PH404906,PH404906,"Bone cement - sold to medical facility"
PH404914,PH404914,"Implantable hardware - permanent - sold to medical facility"
PH404922,PH404922,"Mesh and internal repair material - sold to medical facility"
PH404930,PH404930,"Ports - nonpermanent - fld - sold to medical facility"
PH404938,PH404938,"Ports - permanent - sold to medical facility"
PH404946,PH404946,"Skin graft products - sold to medical facility"
PH404954,PH404954,"Abdominal belts - sold on prescription"
PH404962,PH404962,"Antiembolism stocking/supports/compression garments - sold on prescription"
PH404970,PH404970,"Belts, binders, and straps / sold to medical facility"
PH404978,PH404978,"Boards - arm - sold to medical facility"
PH404986,PH404986,"Boards - back - sold to medical facility"
PH404994,PH404994,"Cast boots/shoes - sold to medical facility"
PH405002,PH405002,"Collar - cervical - sold on prescription"
PH405010,PH405010,"Cushions"
PH405018,PH405018,"Donuts"
PH405026,PH405026,"Immobilizer - sold on prescription"
PH405034,PH405034,"Knee immobilizers - sold on prescription"
PH405042,PH405042,"Mastectomy bra/supplies - sold on prescription"
PH405043,PH405043,"Mastectomy bra/supplies - sold at retail"
PH405050,PH405050,"Orthopedic appliance - sold to medical facility"
PH405051,PH405051,"Arch supports / ball cushions / heel cups / heel supports (if it says support it is a support) (if it says cushion it is clin)"
PH405057,PH405057,"Orthopedic supplies - sold at retail"
PH405058,PH405058,"Orthopedic supplies - sold on prescription"
PH405059,PH405059,"Non medicated breathe right strips"
PH405066,PH405066,"Orthotic supplies - sold on prescription"
PH405082,PH405082,"Splint - sold on prescription"
PH405090,PH405090,"Stabilizers - sold on prescription"
PH405098,PH405098,"Supports - sold on prescription"
PH405099,PH405099,"Orthotic supplies - sold at retail"
PH405106,PH405106,"Supports - ankle - sold on prescription"
PH405114,PH405114,"Supports - back - sold on prescription"
PH405122,PH405122,"Supports - elastic - sold on prescription"
PH405123,PH405123,"Antiembolism stocking/supports/compression garments - sold at retail"
PH405130,PH405130,"Suspense category - sold to medical facility"
PH405138,PH405138,"Suspense category - fld - sold to medical facility"
PH405146,PH405146,"Traction devices - sold to medical facility"
PH405154,PH405154,"Traction supplies - sold to medical facility"
PH405170,PH405170,"Alcohol & alcohol preps - sold on prescription"
PH405171,PH405171,"Alcohol & alcohol preps - sold at retail"
PH405178,PH405178,"Feminine care supplies"
PH405179,PH405179,"Skin care / personal lubricants"
PH405186,PH405186,"Incontinence cream / sold on prescription"
PH405187,PH405187,"Incontinence cream - sold at retail"
