"id","code","account_type","name","reconcile","non_trade","name@sl"
"gd_acc_743000","743000","expense_direct_cost","Expenditure on other financial liabilities","False","","Odhodki iz drugih finančnih obveznosti"
"gd_acc_744000","744000","expense_direct_cost","Expenditure on payables to group organisations","False","","Odhodki iz poslovnih obveznosti do organizacij v skupini"
"gd_acc_745000","745000","expense_direct_cost","Expenditure on trade payables and bills of exchange","False","","Odhodki iz obveznosti do dobaviteljev in meničnih obveznosti"
"gd_acc_745100","745100","expense_direct_cost","Interest on late payment of payables to suppliers","False","","Zamudne obresti iz zamudnega plačila obveznosti do dobaviteljev"
"gd_acc_746000","746000","expense_direct_cost","Expenditure on other payables, including interest expense on recalculated retirement benefits","False","","Odhodki iz drugih poslovnih obveznosti, vključno za stroške obresti iz naslova preračunanih odpravnin ob upokojitvi"
"gd_acc_746100","746100","expense_direct_cost","Interest on late payment of liabilities to the State (taxes and contributions)","False","","Zamudne obresti iz zamudnega plačila obveznosti do države (davki in prispevki)"
"gd_acc_746200","746200","expense","Negative exchange differences","False","","Negativne tečajne razlike"
"gd_acc_747000","747000","expense_direct_cost","Expenditure on assets designated at fair value through profit or loss and expenditure on the valuation of investment property at fair value through profit or loss","False","","Odhodki iz sredstev, razporejenih po pošteni vrednosti prek poslovnega izida in odhodki iz vrednotenja naložbenih nepremičnin po poštevni vrednosti"
"gd_acc_748000","748000","expense_direct_cost","Impairment losses on financial investments","False","","Odhodki iz oslabitve finančnih naložb"
"gd_acc_749000","749000","expense_direct_cost","Derecognition expense on investments and investment property measured at fair value","False","","Odhodki iz odprave pripoznanja finančnih naložb in naložbenih nepremičnin, izmerjenih po pošteni vrednosti"
"gd_acc_752000","752000","expense_direct_cost","Penalties not related to operating effects","False","","Denarne kazni, ki niso povezane s poslovnimi učinki"
"gd_acc_753000","753000","expense_direct_cost","Compensation not related to operating effects","False","","Odškodnine, ki niso povezane s poslovnimi učinki"
"gd_acc_754000","754000","expense_direct_cost","Donations","False","","Donacije"
"gd_acc_755000","755000","expense_direct_cost","Subsidies, grants and similar non-operating expenditure","False","","Subvencije, dotacije in podobni odhodki, ki niso povezani s poslovnimi učinki"
"gd_acc_758000","758000","expense_direct_cost","Negative euro offsets","False","","Negativne evrske izravnave"
"gd_acc_759000","759000","expense_direct_cost","Other non-operating expenses","False","","Ostali odhodki, ki niso povezani s poslovnimi učinki"
"gd_acc_760000","760000","income","Revenue from the sale of products and services on the domestic market","False","","Prihodki od prodaje proizvodov in storitev na domačem trgu"
"gd_acc_761000","761000","income","Revenue from the sale of products and services on foreign markets - EU","False","","Prihodki od prodaje proizvodov in storitev na tujem trgu - EU"
"gd_acc_761200","761200","income","Revenue from the sale of products and services on foreign markets - 3rd World","False","","Prihodki od prodaje proizvodov in storitev na tujem trgu - 3. svet"
"gd_acc_762000","762000","income","Revenue from the sale of merchandise and supplies on the domestic market","False","","Prihodki od prodaje trgovskega blaga in materiala na domačem trgu"
"gd_acc_763000","763000","income","Revenue from the sale of merchandise and supplies on foreign markets - EU","False","","Prihodki od prodaje trgovskega blaga in materiala na tujem trgu - EU"
"gd_acc_763200","763200","income","Revenue from the sale of merchandise and supplies on foreign markets - 3rd World","False","","Prihodki od prodaje trgovskega blaga in materiala na tujem trgu - 3. svet"
"gd_acc_764000","764000","income","Revenue from the valuation of biological products and the harvesting of agricultural crops","False","","Prihodki iz vrednotenja bioloških sredstev in pospravitve kmetijskih pridelkov"
"gd_acc_765000","765000","income","Rental income","False","","Prihodki od najemnin"
"gd_acc_766000","766000","income","Proceeds from the reversal of provisions and accrued charges or expenses","False","","Prihodki od odprave rezervacij in PČR na račun vnaprej vračunanih stroškov oziroma odhodkov"
"gd_acc_767000","767000","income","Gains on business combinations (revaluation surplus - bad name)","False","","Prihodki od poslovnih združitev (presežek iz prevrednotenja   slabo ime)"
"gd_acc_768000","768000","income","Other income related to operating effects (subsidies, grants, recourses, offsets, premiums, etc.)","False","","Drugi prihodki, povezani s poslovnimi učinki (subvencije, dotacije, regresi, kompenzacije, premije ...)"
"gd_acc_769000","769000","income","Revaluation operating income","False","","Prevrednotovalni poslovni prihodki"
"gd_acc_770000","770000","income_other","Financial income from interests in group organisations","False","","Finančni prihodki iz deležev v organizacij v skupini"
"gd_acc_771000","771000","income_other","Financial income from interests in associates and jointly controlled entities","False","","Finančni prihodki iz deležev v pridruženih organizacij in skupaj obvladovanih organizacij"
"gd_acc_772000","772000","income_other","Financial income from shareholdings in other organisations","False","","Finančni prihodki iz deležev v drugih organizacij"
"gd_acc_773000","773000","income_other","Financial income from other investments","False","","Finančni prihodki iz drugih naložb"
"gd_acc_774000","774000","income_other","Financial income from loans granted to group organisations","False","","Finančni prihodki iz posojil, danih organizacij v skupini"
"gd_acc_775000","775000","income_other","Financial income from loans to others (including deposits)","False","","Finančni prihodki iz posojil danih drugim( tudi od depozitov)"
"gd_acc_776000","776000","income_other","Financial income from trade receivables from group organisations","False","","Finančni prihodki iz poslovnih terjatev do organizacij v skupini"
"gd_acc_777000","777000","income_other","Financial income from trade receivables due from others","False","","Finančni prihodki iz poslovnih terjatev do drugih"
"gd_acc_777100","777100","income_other","Interest on creditors' claims","False","","Zamudne obresti iz terjatev upnikov"
"gd_acc_777200","777200","income_other","Positive exchange rate differences","False","","Pozitivne tečajne razlike"
"gd_acc_778000","778000","income_other","Financial income from financial assets designated at fair value through profit or loss","False","","Finančni prihodki iz finančnih sredstev, razporejenih po pošteni vrednosti prek poslovnega izida"
"gd_acc_779000","779000","income_other","Financial income from the valuation of investment property at fair value and income from the disposal of investment property at fair value","False","","Finančni prihodki iz vredotenja naložbenih nepremičnin po poštevi vrednosti in prihodki od odtujitve naložbenih nepremičnin po pošteni vrednosti"
"gd_acc_784000","784000","income_other","Donations","False","","Donacije"
"gd_acc_785000","785000","income_other","Subsidies, grants and similar non-operating income","False","","Subvencije, dotacije in podobni prihodki, ki niso povezani s poslovnimi učinki"
"gd_acc_786000","786000","income_other","Compensation not related to operating effects","False","","Odškodnine, ki niso povezane s poslovnimi učinki"
"gd_acc_787000","787000","income_other","Penalties not related to business effects","False","","Kazni, ki niso povezane s poslovnimi učinki"
"gd_acc_788000","788000","income_other","Positive euro offsets","False","","Pozitivne evrske izravnave"
"gd_acc_789000","789000","income_other","Other non-operating income","False","","Ostali prihodki, ki niso povezani s poslovnimi učinki"
"gd_acc_790000","790000","income","Capitalised own products and own services","False","","Usredstveni lastni proizvodi in lastne storitve"
"gd_acc_794000","794000","income","Inventory surpluses","False","","Inventurni presežki"
"gd_acc_800000","800000","equity_unaffected","Profit or loss before tax or surplus on income or surplus on expenses","False","","Dobiček ali izguba pred obdavčitvijo oziroma presežek prihodkov ali presežek odhodkov"
"gd_acc_801000","801000","off_balance","Establishing and transferring s.p. income","False","","Ugotovitev in prenos dohodka s.p."
"gd_acc_803000","803000","off_balance","Identification and transfer of a negative profit or loss","False","","Ugotovitev in prenos negativnega poslovnega izida"
"gd_acc_804000","804000","off_balance","Surplus revenue from previous years to cover the surplus of the period's revenue","False","","Presežek prihodkov iz prejšnjih let, namenjen pokrivanju presežka odgodkov obračunskega obdobja"
"gd_acc_805000","805000","off_balance","Surplus expenditure from previous years to be charged to the revenue surplus of the accounting period","False","","Presežek odhodkov iz prejšnjih let, ki se pokriva iz presežka prihodkov obračunskega obdobja"
"gd_acc_806000","806000","off_balance","Total revenue surplus or total expenditure surplus","False","","Celoten presežek prihodkov ali celotni presežek odhodkov"
"gd_acc_810000","810000","off_balance","Corporate income tax V.I.T.T.","False","","Davek od dohodkov pravnih oseb DDPO"
"gd_acc_812000","812000","off_balance","Other taxes not shown under other headings","False","","Drugi davki, ki niso izkazani v drugih postavkah"
"gd_acc_813000","813000","off_balance","Deferred tax income (expense)","False","","Prihodki (odhodki) iz naslova odloženega davka"
"gd_acc_815000","815000","off_balance","Net profit for the year or net revenue surplus","False","","Čisti dobiček poslovnega leta oziroma čisti presežek prihodkov"
"gd_acc_820000","820000","off_balance","Net profit to cover losses carried forward","False","","Čisti dobiček za kritje prenesenih izgub"
"gd_acc_821000","821000","off_balance","Net profit for legal reserve formation","False","","Čisti dobiček za oblikovanje zakonskih rezerv"
"gd_acc_822000","822000","off_balance","Net profit for the creation of reserves for own shares or participating interests","False","","Čisti dobiček za oblikovanje rezerv za lastne delnice oziroma deleže"
"gd_acc_823000","823000","off_balance","Net profit for building up statutory reserves","False","","Čisti dobiček za oblikovanje statutarnih rezerv"
"gd_acc_824000","824000","off_balance","Net profit for other profit reserves","False","","Čisti dobiček za druge rezerve iz dobička"
"gd_acc_825000","825000","off_balance","Net revenue surplus earmarked for a specific purpose (fund)","False","","Čisti presežek prihodkov za določen namen (sklad)"
"gd_acc_829000","829000","off_balance","Carry forward of unused part of net profit or net revenue surplus for the financial year","False","","Prenos neuporabljenega dela čistega dobička oziroma čistega presežka prihodkov poslovnega leta"
"gd_acc_890000","890000","off_balance","Net loss for the year or net excess of expenses","False","","Čista izguba tekočega leta oziroma čisti presežek odhodkov"
"gd_acc_899000","899000","off_balance","Carry-forward of current year losses or carry-forward of net excess expenditure","False","","Prenosčiste  izgube tekočega leta oziroma prenos čistega presežka odhodkov"
"gd_acc_900000","900000","equity","Basic share capital - shares","False","","Osnovni delniški kapital  - delnice"
"gd_acc_901000","901000","equity","Share capital - capital shares or capital contribution","False","","Osnovni kapital - kapitalski deleži ali kapitalska vloga"
"gd_acc_902000","902000","equity","Start-up capital for s.p.","False","","Začetni kapital s.p."
"gd_acc_905000","905000","equity","Incompatible cooperative capital","False","","Nerazdružljivi zadružni kapital"
"gd_acc_906000","906000","equity","Cooperative members' shares","False","","Deleži članov zadruge"
"gd_acc_907000","907000","equity","Ustanovitvena in kasnejše vloge","False","","Ustanovitvena in kasnejše vloge"
"gd_acc_909000","909000","equity","Uncalled capital (deductible item)","False","","Nevpoklicani kapital (odbitna postavka)"
"gd_acc_910000","910000","equity","Contributions in excess of the minimum issue amounts of shares (paid-in capital surplus)","False","","Vplačila nad najmanjšimi emisijskimi zneski delnic oziroma deležev (vplačani presežek kapitala)"
"gd_acc_911000","911000","equity","Payments in excess of the carrying amount on disposal of temporarily redeemed own shares or interests","False","","Vplačila nad knjigovodsko vrednostjo pri odtujitvi začasno odkupljenih lastnih delnic oziroma deležev"
"gd_acc_912000","912000","equity","Contributions in excess of the minimum issued amount of capital raised through the issue of convertible bonds or bonds with a share purchase option","False","","Vplačila nad najmanjšim emisijskim zneskom kapitala, pridobljena z izdajo zamenljivih obveznic ali obveznic z delniško nakupno opcijo"
"gd_acc_913000","913000","equity","Contributions to acquire additional rights attached to shares or interests","False","","Vplačila za pridobitev dodatnih pravic iz delnic oziroma deležev"
"gd_acc_914000","914000","equity","Other contributions of capital under the Statutes","False","","Druga vplačila kapitala na podlagi statuta"
"gd_acc_915000","915000","equity","Amounts arising from simplified reduction of share capital by withdrawal of shares or interests","False","","Zneski iz poenostavljenega zmanjšanja osnovnega kapitala z umikom delnic oziroma deležev"
"gd_acc_916000","916000","equity","General capital revaluation adjustment and amounts transferred from the revaluation reserve","False","","Splošni prevrednotovalni popravek kapitala in zneski, preneseni iz revalorizacijske rezerve"
"gd_acc_917000","917000","equity","Amounts arising from the effects of a confirmed compulsory arrangement","False","","Zneski iz učinkov potrjene prisilne poravnave"
"gd_acc_918000","918000","equity","Transfers of immovable property in the course of business","False","","Prenosi stvarnega premoženja med opravljanjem dejavnosti"
"gd_acc_919000","919000","equity","Inflows and outflows between business and household","False","","Pritoki in odtoki med podjetjem in gospodinjstvom"
"gd_acc_920000","920000","equity","Legal reserves","False","","Zakonske rezerve"
"gd_acc_921000","921000","equity","Reserves for own shares or own interests","False","","Rezerve za lastne delnice oziroma lastne poslovne deleže"
"gd_acc_922000","922000","equity","Statutory reserves","False","","Statutarne rezerve"
"gd_acc_923000","923000","equity","Other profit reserves","False","","Druge rezerve iz dobička"
"gd_acc_924000","924000","equity","Voluntary cooperative reserves","False","","Prostovoljne zadružne rezerve"
"gd_acc_925000","925000","equity","Voluntary cooperative funds","False","","Prostovoljne zadružni skladi"
"gd_acc_926000","926000","equity","Part of net revenue surplus earmarked for a specific purpose (fund)","False","","Del čistega presežka prihodkov za določen namen (sklad)"
"gd_acc_929000","929000","equity","Own shares or own shares acquired (deductible item)","False","","Pridobljene lastne delnice oziroma lastni poslovni deleži (odbitna postavka)"
"gd_acc_930000","930000","equity","Net profit carried forward from previous years","False","","Preneseni čisti dobiček iz prejšnjih let"
"gd_acc_931000","931000","equity","Net loss carried forward from previous years","False","","Prenesena čista izguba iz prejšnjih let"
"gd_acc_932000","932000","equity","Unused part of net profit for the year or unallocated net revenue surplus","False","","Neuporabljeni del čistega dobička poslovnega leta oziroma nerazporejeni čisti presežek prihodkov"
"gd_acc_933000","933000","equity","Net loss for the year or net excess of expenses","False","","Čista izguba poslovnega leta oziroma čisti presežek odhodkov"
"gd_acc_935000","935000","equity","Income s.p.","False","","Dohodek s.p."
"gd_acc_937000","937000","equity","Negative profit/loss of s.p.","False","","Negativni poslovni izid s.p."
"gd_acc_940000","940000","equity","Land revaluation reserve","False","","Revalorizacijske rezerve iz prevrednotovanja zemljišč"
"gd_acc_941000","941000","equity","Revaluation reserves on revaluation of buildings","False","","Revalorizacijske rezerve iz prevrednotovanja zgradb"
"gd_acc_949000","949000","equity","Adjustment to the revaluation reserve for deferred tax liabilities","False","","Popravek vrednosti revaloriziacijskih rezerv za odložene obveznosri za davek"
"gd_acc_954000","954000","equity","Reserves arising from the valuation of long-term investments at fair value","False","","Rezerve, nastale zaradi vrednotenja dolgoročnih finančnih naložb po pošteni vrednosti"
"gd_acc_955000","955000","equity","Reserves arising from the valuation of short-term investments at fair value","False","","Rezerve, nastale zaradi vrednotenja kratkoročnih finančnih naložb po pošteni vrednosti"
"gd_acc_956000","956000","equity","Amounts of the demonstrated gain or demonstrated loss from a change in the fair value of available-for-sale financial assets that is not part of a hedging relationship","False","","Zneski dokazanega dobička ali dokazane izgube iz spremembe poštene vrednosti finančnih sredstev, razpoložljivih za prodajo, ki ni del razmerja pri varovanju vrednosti"
"gd_acc_957000","957000","equity","Actuarial gains or losses on defined benefits","False","","Aktuarski dobički ali izgube od določenih zaslužkov"
"gd_acc_959000","959000","equity","Fair value reserve valuation allowance for deferred tax liabilities","False","","Popravek vrednosti rezerv, nastalih zaradi vrednotenja po pošteni vrednosti za odložene obveznosti za davek"
"gd_acc_960000","960000","equity","Provisions for reorganisation costs","False","","Rezervacije za stroške reorganizacije organizacije"
"gd_acc_961000","961000","equity","Provisions for future costs or expenses arising from decommissioning, restoration and other similar provisions","False","","Rezervacije za pokrivanje prihodnjih stroškov oziroma odhodkov zaradi razgradnje, ponovne vzpostavitve prvotnega stanja in druge podobne rezervacije"
"gd_acc_962000","962000","equity","Provisions for onerous contracts","False","","Rezervacije za kočljive pogodbe"
"gd_acc_963000","963000","equity","Provisions for pensions, gratuities and retirement benefits","False","","Rezervacije za pokojnine, jubilejne nagrade in odpravnine ob upokojitvi"
"gd_acc_964000","964000","equity","Provisions for guarantees given","False","","Rezervacije za dana jamstva"
"gd_acc_965000","965000","equity","Other provisions for long-term accrued charges","False","","Druge rezervacije iz naslova dolgoročno vnaprej vračunanih stroškov"
"gd_acc_966000","966000","income","State aid received","False","","Prejete državne podpore"
"gd_acc_967000","967000","income","Donations received","False","","Prejete donacije"
"gd_acc_968000","968000","income","Other non-current accrued liabilities","False","","Druge dolgoročne pasivne časovne razmejitve"
"gd_acc_970000","970000","liability_non_current","Long-term loans obtained from group organisations","False","","Dolgoročna posojila, dobljena pri organizacije v skupini"
"gd_acc_971000","971000","liability_non_current","Long-term loans obtained from associates","False","","Dolgoročna posojila, dobljena pri pridruženih organizacije"
"gd_acc_972000","972000","liability_non_current","Long-term loans obtained from banks and organisations in the country - without analytics","False","","Dolgoročna posojila, dobljena pri bankah in organizacijah v državi - brez analitike"
"gd_acc_972100","972100","liability_non_current","Long-term loans obtained from banks in the country","False","","Dolgoročna posojila, dobljena pri bankah v državi"
"gd_acc_972200","972200","liability_non_current","Long-term loans obtained from state-owned companies","False","","Dolgoročna posojila, dobljena pri družbah v državi"
"gd_acc_973000","973000","liability_non_current","Long-term loans obtained from banks and organisations abroad - without analytics","False","","Dolgoročna posojila, dobljena pri bankah in organizacije v tujini - brez analitike"
"gd_acc_973100","973100","liability_non_current","Long-term loans from banks abroad","False","","Dolgoročna posojila, dobljena pri bankah v tujini"
"gd_acc_973200","973200","liability_non_current","Long-term loans from companies abroad","False","","Dolgoročna posojila, dobljena pri družbah v tujini"
"gd_acc_974000","974000","liability_non_current","Long-term financial liabilities related to bonds and notes","False","","Dolgoročne finančne obveznosti v zvezi z obveznicami in menicami"
"gd_acc_975000","975000","liability_non_current","Long-term lease debts","False","","Dolgoročni dolgovi iz najema (leasing)"
"gd_acc_975100","975100","liability_non_current","Interest from rent (leasing)","False","","Obresti iz najema (leasing)"
"gd_acc_976000","976000","liability_non_current","Long-term financial liabilities to natural persons","False","","Dolgoročne finančne obveznosti do fizičnih oseb"
"gd_acc_979000","979000","liability_non_current","Other long-term financial liabilities","False","","Druge dolgoročne finančne obveznosti"
"gd_acc_980000","980000","liability_non_current","Long-term loans obtained under credit agreements from group organisations","False","","Dolgoročni krediti, dobljeni na podlagi kreditnih pogodb od organizacij v skupini"
"gd_acc_981000","981000","liability_non_current","Long-term loans obtained under credit agreements from associates and jointly controlled entities","False","","Dolgoročni krediti, dobljeni na podlagi kreditnih pogodb od pridruženih organizacij in skupaj obvladovanih organizacij"
"gd_acc_982000","982000","liability_non_current","Long-term credits obtained from other domestic suppliers","False","","Dolgoročni krediti, dobljeni od drugih domačih dobaviteljev"
"gd_acc_983000","983000","liability_non_current","Long-term credits obtained from other foreign suppliers","False","","Dolgoročni krediti, dobljeni od drugih tujih dobaviteljev"
"gd_acc_985000","985000","liability_non_current","Long-term promissory note liabilities","False","","Dolgoročne menične obveznosti"
"gd_acc_986000","986000","liability_non_current","Long-term advances and securities received - without analytics","False","","Dolgoročni dobljeni predujmi in varščine - brez analitike"
"gd_acc_986100","986100","liability_non_current","Long-term advances received","False","","Dolgoročni prejeti predujmi"
"gd_acc_986200","986200","liability_non_current","Long-term securities received","False","","Dolgoročne prejete varščine"
"gd_acc_988000","988000","liability_non_current","Deferred tax liabilities","False","","Odložene obveznosti za davek"
"gd_acc_989000","989000","liability_non_current","Other non-current payables","False","","Druge dolgoročne poslovne obveznosti"
"gd_acc_990000","990000","off_balance","Leased, borrowed and rented (foreign) assets","False","","Najeta, izposojena in zakupljena (tuja) sredstva"
"gd_acc_991000","991000","off_balance","Bills of exchange and other securities received as security for payments","False","","Menice in drugi vrednostni papirji, prejeti za zavarovanje plačil"
"gd_acc_992000","992000","off_balance","Goods received for consignment and consignment sale","False","","Blago, prejeto v komisijsko in konsignacijsko prodajo"
"gd_acc_993000","993000","off_balance","Valuation vouchers issued for inter-organisational accounting","False","","Vrednotnice, izdane za obračunavanje znotraj organizacije"
"gd_acc_994000","994000","off_balance","Other active off-balance sheet accounts","False","","Drugi aktivni zunajbilančni konti"
"gd_acc_995000","995000","off_balance","Owners of leased, borrowed and rented assets","False","","Lastniki najetih, izposojenih in zakupljenih sredstev"
"gd_acc_996000","996000","off_balance","Debtors who have secured payments with bills of exchange and other securities","False","","Dolžniki, ki so zavarovali plačila z menicami in drugimi vrednostnimi papirji"
"gd_acc_997000","997000","off_balance","Liabilities arising from goods received for consignment and consignment sale","False","","Obveznosti iz blaga, prejetega v komisijsko in konsignacijsko prodajo"
"gd_acc_998000","998000","off_balance","Nominal value of notes issued for intra-organisation accounting","False","","Nominalna vrednost vrednotnic, izdanih za obračunavanje znotraj organizacije"
"gd_acc_999000","999000","off_balance","Other off-balance sheet passive accounts","False","","Drugi pasivni zunajbilančni konti"
"gd_acc_999001","999001","off_balance","Cash Difference Loss","False","","Cash Difference Loss"
"gd_acc_999002","999002","off_balance","Cash Difference Gain","False","","Cash Difference Gain"
"gd_acc_999003","999003","income_other","Cash Difference Gain","False","","Cash Difference Gain"
"gd_acc_999004","999004","expense","Cash Difference Loss","False","","Cash Difference Loss"
"gd_acc_999900","999900","off_balance","Not defined","False","","Nedefiniran"
"gd_acc_999999","999999","off_balance","Undistributed Profits/Losses","False","","Undistributed Profits/Losses"
