"id","code_prefix_start","code_prefix_end","name","name@de","name@fr"
"account_group_6133","6133","","Banking and similar services","Bank- und ähnliche Dienstleistungen","Services bancaires et similaires"
"account_group_61332","61332","","Loans' issuance expenses","Emissionskosten von Anleihen","Frais sur émission d'emprunts"
"account_group_61333","61333","","Bank account charges and bank commissions (included custody fees on securities)","Kontogebühren und Bankkommissionen (Verwahrungsrechte von Wertpapieren inbegriffen)","Frais de comptes et commissions bancaires (y compris droits de garde sur titres)"
"account_group_61334","61334","","Charges for electronic means of paiment","Entgelte für elektronische Zahlungsmittel","Frais pour les moyens électroniques de paiement"
"account_group_61336","61336","","Factoring services","Factoringgebühren","Rémunérations d'affacturage"
"account_group_61338","61338","","Other banking and similar services (except interest and similar expenses)","Sonstige Bankdienstleistungen (außer Zinsen und vergleichbare Kosten)","Autres services bancaires et assimilés (hors intérêts et frais assimilés)"
"account_group_6134","6134","","Professional fees","Honorare","Honoraires professionnels"
"account_group_61341","61341","","Legal, litigation and similar fees","Rechts- und Prozesskosten und ähnliche","Honoraires juridiques, de contentieux et assimilés"
"account_group_61342","61342","","Accounting, tax consulting, auditing and similar fees","Buchführungs-, Steuerberatungs- und Prüfungskosten und ähnliche","Honoraires comptables, fiscaux, d'audit et assimilés"
"account_group_61348","61348","","Other professional fees","Sonstige Honorare","Autres honoraires"
"account_group_6135","6135","","Notarial and similar fees","Notarielle Beurkundungskosten und ähnliche","Frais d'actes notariés et assimilés"
"account_group_6138","6138","","Other remuneration of intermediaries and professional fees","Sonstige Vermittlervergütungen und Honorare","Autres rémunérations d'intermédiaires et honoraires"
"account_group_614","614","","Insurance premiums","Versicherungsprämien","Primes d'assurance"
"account_group_6141","6141","","Insurance for assets","Versicherung für Vermögenswerte","Assurance des actifs"
"account_group_61411","61411","","Buildings","Bauten/Gebäude","Constructions / Bâtiments"
"account_group_61412","61412","","Rolling stock","Fuhrpark","Matériel roulant"
"account_group_61418","61418","","Other","Sonstige","Autres"
"account_group_6142","6142","","Insurance on rented assets","Versicherung für gemietete Vermögensgegenstände","Assurance sur biens pris en location"
"account_group_6143","6143","","Transport insurance","Transportversicherung","Assurance-transport"
"account_group_6144","6144","","Business risk insurance","Versicherung für betriebliche Risiken","Assurance risque d'exploitation"
"account_group_6145","6145","","Customers credit insurance","Forderungsausfallversicherung","Assurance insolvabilité clients"
"account_group_6146","6146","","Third-party insurance","Haftpflichtversicherung","Assurance responsabilité civile"
"account_group_6148","6148","","Other insurances","Sonstige Versicherungen","Autres assurances"
"account_group_615","615","","Marketing and communication costs","Marketing- und Kommunikationskosten","Frais de marketing et de communication"
"account_group_6151","6151","","Marketing and advertising costs","Marketing- und Werbekosten","Frais de marketing et de publicité"
"account_group_61511","61511","","Press advertising","Annoncen und Inserate","Annonces et insertions"
"account_group_61512","61512","","Samples","Muster","Echantillons"
"account_group_61513","61513","","Fairs and exhibitions","Messen und Ausstellungen","Foires et expositions"
"account_group_61514","61514","","Gifts to customers","Geschenke für Kunden","Cadeaux à la clientèle"
"account_group_61515","61515","","Catalogues, printed materials and publications","Kataloge, Drucksachen und Veröffentlichungen","Catalogues et imprimés et publications"
"account_group_61516","61516","","Donations","Spenden","Dons courants"
"account_group_61517","61517","","Sponsorship","Sponsoring","Sponsoring"
"account_group_61518","61518","","Other purchases of advertising services","Sonstige Werbung","Autres achats de services publicitaires"
"account_group_6152","6152","","Travel and entertainment expenses","Reise- und Bewirtungskosten","Frais de voyage et de représentation"
"account_group_61521","61521","","Travel expenses","Reisekosten","Frais de voyage"
"account_group_615211","615211","","Management (if appropriate owner and partner)","Management (ggf. Eigentümer und Partner)","Direction (le cas échéant, propriétaire et partenaire)"
"account_group_615212","615212","","Staff","Personal","Personnel"
"account_group_61522","61522","","Relocation expenses","Umzugskosten des Unternehmens","Frais de déménagement de l'entreprise"
"account_group_61523","61523","","Business assignments","Dienstreisen","Missions"
"account_group_61524","61524","","Receptions and entertainment costs","Bewirtungs- und Repräsentationskosten","Réceptions et frais de représentation"
"account_group_6153","6153","","Postal charges and telecommunication costs","Postgebühren und Telekommunikationskosten","Frais postaux et de télécommunication"
"account_group_61531","61531","","Postal charges","Postgebühren","Frais postaux"
"account_group_61532","61532","","Telecommunication costs","Sonstige Telekommunikationskosten","Frais de télécommunication"
"account_group_616","616","","Transportation of goods and collective staff transportation","Transport von Gütern und Sammeltransport von Personal","Transport de marchandises et transport collectif de personnel"
"account_group_6161","6161","","Transportation of purchased goods","Transporte von Einkäufen","Transports sur achats"
"account_group_6162","6162","","Transportation of sold goods","Transporte von Verkäufen","Transports sur ventes"
"account_group_6165","6165","","Collective staff transportation","Beförderungen von Personal","Transports collectifs du personnel"
"account_group_6168","6168","","Other transportation","Sonstige Transporte","Autres transports"
"account_group_617","617","","External staff of the company","Externes Personal des Unternehmens","Personnel externe de l'entreprise"
"account_group_6171","6171","","Temporary staff","Aushilfskräfte","Personnel intérimaire"
"account_group_6172","6172","","External staff on secondment","Ausgeliehenes Personal","Personnel prêté à l'entreprise"
"account_group_618","618","","Miscellaneous external charges","Verschiedene externe Kosten","Diverses charges externes"
"account_group_6181","6181","","Documentation","Dokumentation",""
"account_group_6182","6182","","Costs of training, symposiums, seminars, conferences","Kosten von Weiterbildungen, Kolloquien, Seminaren, Konferenzen","Frais de formation, colloques, séminaires, conférences"
"account_group_6183","6183","","Industrial and non-industrial waste treatment","Abfallbeseitigung von Industrieabfällen und sonstigen Abfällen","Elimination des déchets industriels et non industriels"
"account_group_6184","6184","","Fuels, gas, water and electricity (not included in the production of goods and services)","Brennstoffe, Gas, Wasser und Strom (nicht in der Produktion von Waren und Dienstleistungen enthalten)","Combustibles, gaz, eau et électricité (non inclus dans la production de biens et services)"
"account_group_61841","61841","","Solid fuels","Feste Brennstoffe","Combustibles solides"
"account_group_61842","61842","","Liquid fuels (oil, motor fuel, etc.)","Flüssige Brennsoffe","Combustibles liquides (mazout, carburants, etc.)"
"account_group_61843","61843","","Gas","Gas","Gaz"
"account_group_61844","61844","","Water and waste water","Wasserversorgung und Abwasserbeseitigung","Eau et eaux usées"
"account_group_61845","61845","","Electricity","Strom","Electricité"
"account_group_6185","6185","","Supplies and small equipment","Verbrauchsmaterial und Kleingeräte","Fournitures et petit matériel"
"account_group_61851","61851","","Office supplies","Büromaterial","Fournitures administratives et de bureau"
"account_group_61852","61852","","Small equipment","Kleines Werkzeug","Petit équipement"
"account_group_61853","61853","","Work clothes","Berufsbekleidung","Vêtements professionnels"
"account_group_61854","61854","","Maintenance supplies","Pflegemittel","Produits d'entretien"
"account_group_61858","61858","","Other","Sonstige","Autres"
"account_group_6186","6186","","Surveillance and security charges","Wach- und Sicherheitsdienste","Frais de surveillance et de gardiennage"
"account_group_6187","6187","","Contributions to professional associations","Beiträge für Berufsverbände","Cotisations aux associations professionnelles"
"account_group_6188","6188","","Other miscellaneous external charges","Andere sonstige externe Aufwendungen","Autres charges externes diverses"
"account_group_619","619","","Rebates, discounts and refunds received on other external charges","Erhaltene Rabatte, Preisnachlässe und Rückvergütungen auf sonstige externe Aufwendungen","Rabais, remises et ristournes (RRR) obtenus et non directement déduits des autres charges externes"
"account_group_62","62","","Staff expenses","Personalausgaben","Dépenses de personnel"
"account_group_621","621","","Staff remuneration","Vergütung des Personals","Rémunération du personnel"
"account_group_6211","6211","","Gross wages","Bruttolöhne","Salaires bruts"
"account_group_62111","62111","","Base wages","Grundlöhne","Salaires de base"
"account_group_62112","62112","","Wage supplements","Lohnzuschläge","Compléments de salaire"
"account_group_621121","621121","","Sunday","Sonntagsarbeit","Dimanche"
"account_group_621122","621122","","Public holidays","Feiertagsarbeit","Jours fériés légaux"
"account_group_621123","621123","","Overtime","Überstunden","Heures supplémentaires"
"account_group_621128","621128","","Other supplements","Sonstige Zuschläge","Autres suppléments"
"account_group_62114","62114","","Incentives, bonuses and commissions","Gratifikationen, Prämien und Provisionen","Gratifications, primes et commissions"
"account_group_62115","62115","","Benefits in kind","Sachleistungen","Avantages en nature"
"account_group_62116","62116","","Severance pay","Abfindungen","Indemnités de licenciement"
"account_group_62117","62117","","Survivor's pay","Hinterbliebenenzuschuss","Trimestre de faveur"
"account_group_6218","6218","","Other benefits","Sonstige Zulagen","Autres avantages"
"account_group_6219","6219","","Refunds on wages paid","Erstattungen von gezahlten Löhnen","Remboursements sur salaires"
"account_group_622","622","","Other staff remuneration","Sonstige Bezüge des Personals","Autres rémunérations du personnel"
"account_group_6221","6221","","Students","Studentische Aushilfskräfte","Etudiants"
"account_group_6222","6222","","Casual workers","Gelegenheitsarbeitskräfte","Salaires occasionnels"
"account_group_6228","6228","","Other","Sonstige","Autres"
"account_group_623","623","","Social security costs (employer's share)","Sozialversicherungskosten (Arbeitgeberanteil)","Coûts de la sécurité sociale (part de l'employeur)"
"account_group_6231","6231","","Social security on pensions","Soziale Aufwendungen für Renten","Charges sociales couvrant les pensions"
"account_group_6232","6232","","Other social security costs (including illness, accidents, a.s.o.)","Sonstige soziale Aufwendungen (einschließlich für Krankheits- und Arbeitsunfallversicherung)","Autres charges sociales (y inclus maladie, accident, etc.)"
"account_group_624","624","","Other staff expenses","Sonstige Personalausgaben","Autres dépenses de personnel"
"account_group_6241","6241","","Complementary pensions","Komplementäre Renten","Pensions complémentaires"
"account_group_62411","62411","","Premiums for external pensions funds","Beiträge für externe Rentenfonds","Primes à des fonds de pensions extérieurs"
"account_group_62412","62412","","Changes to provisions for complementary pensions","Zuführung zu Rückstellungen für Zusatzrenten","Variations sur provisions pour pensions complémentaires"
"account_group_62413","62413","","Withholding tax on complementary pensions","Einbehaltene Steuer auf Zusatzrenten","Retenue d'impôt sur pension complémentaire"
"account_group_62414","62414","","Insolvency insurance premiums","Beiträge zur Insolvenzversicherung","Prime d'assurance insolvabilité"
"account_group_62415","62415","","Complementary pensions paid by the employer","Ausgezahlte betriebliche Zusatzrente","Pensions complémentaires versées par l'employeur"
"account_group_6248","6248","","Other staff expenses not mentioned above","Sonstige nicht oben aufgeführte Personalaufwendungen","Autres frais de personnel non visés ci-dessus"
"account_group_63","63","","Allocations to value adjustments (AVA) and fair value adjustments (FVA) on formation expenses, intangible, tangible and current assets (except transferable securities)","Zuweisungen zu Wertberichtigungen (AVA) und Fair-Value-Anpassungen (FVA) auf Gründungskosten, immaterielle Vermögenswerte, Sachanlagen und Umlaufvermögen (außer Wertpapieren)","Allocations aux corrections de valeur (AVA) et aux corrections de juste valeur (FVA) sur les frais d'établissement, les immobilisations incorporelles, corporelles et les actifs circulants (à l'exception des valeurs mobilières)"
"account_group_631","631","","AVA on formation expenses and similar expenses","ZWb auf Gründungskosten und ähnliche Kosten","DCV sur frais d'établissement et frais assimilés"
"account_group_6311","6311","","AVA on set-up and start-up costs","ZWb von Gründungs- und Errichtungskosten (Rechts- und Beratungskosten)","DCV sur frais de constitution et de premier établissement"
"account_group_6313","6313","","AVA on expenses for capital increases and various operations (mergers, demergers, changes of legal form)","ZWb von Kosten für Kapitalerhöhung und anderen Vorgängen (Verschmelzungen, Spaltungen und Umwandlungen)","DCV sur frais d'augmentation de capital et d'opérations diverses (fusions, scissions, transformations)"
"account_group_6314","6314","","AVA on loan-issuance expenses","ZWb von Emissionskosten von Anleihen","DCV sur frais d'émission d'emprunts"
"account_group_6318","6318","","AVA on other similar expenses","ZWb von sonstigen vergleichbaren Kosten","DCV sur autres frais assimilés"
"account_group_632","632","","AVA on intangible fixed assets","ZWb auf immaterielle Anlagewerte","DCV sur immobilisations incorporelles"
"account_group_6321","6321","","AVA on development costs","ZWb von Entwicklungskosten","DCV sur frais de développement"
"account_group_6322","6322","","AVA on concessions, patents, licences, trademarks and similar rights and assets","ZWb von Konzessionen, Patenten, Lizenzen, Warenzeichen und vergleichbaren Rechten und Werten","DCV sur concessions, brevets, licences, marques ainsi que droits et valeurs similaires"
"account_group_6323","6323","","AVA on goodwill acquired for consideration","ZWb vom Geschäfts- oder Firmenwert, soweit er entgeltlich erworben wurde","DCV sur fonds de commerce dans la mesure où il a été acquis à titre onéreux"
"account_group_6324","6324","","AVA on down payments and intangible fixed assets under development","ZWb von geleisteten Anzahlungen und immateriellen Vermögensgegenständen in Entwicklung","DCV sur acomptes versés et immobilisations incorporelles en cours"
"account_group_633","633","","AVA on tangible fixed assets and fair value adjustments (FVA) on investment properties","ZWb auf Sachanlagen und Fair-Value-Anpassungen (FVA) auf als Finanzinvestition gehaltene Immobilien","DCV sur immobilisations corporelles et aux corrections de juste valeur (FVA) sur immeubles de placement"
"account_group_6331","6331","","AVA on land, fittings-out and buildings and FVA on investment properties","ZWb auf Grundstücke, Ausstattungen und Gebäude und FVA auf Anlageimmobilien","DCV sur terrains, aménagements et constructions et FVA sur immeubles de placement"
"account_group_63311","63311","","AVA on land","ZWb von Grundstücken","DCV sur terrains"
"account_group_63312","63312","","AVA on fixtures and fittings-out of land","ZWb von Erschließungen von Grundstücken","DCV sur agencements et aménagements de terrains"
"account_group_63313","63313","","AVA on buildings","ZWb von Bauten / Gebäuden","DCV sur constructions / bâtiments"
"account_group_63314","63314","","AVA on fixtures and fittings-out of buildings","ZWb von Einrichtungen von Bauten/Gebäuden","DCV sur agencements et aménagements de constructions / bâtiments"
"account_group_63315","63315","","FVA on investment properties","AFV von Anlageimmobilien","AJV sur immeubles de placement"
"account_group_6332","6332","","AVA on plant and machinery","ZWb von technischen Anlagen und Maschinen","DCV sur installations techniques et machines"
"account_group_6333","6333","","AVA on other fixtures and fittings, tools and equipment (including rolling stock)","ZWb von anderen Anlagen, Betriebs- und Geschäftsausstattung und Fuhrpark","DCV sur autres installations, outillage et mobilier (y compris matériel roulant)"
"account_group_6334","6334","","AVA on down payments and tangible fixed assets under development","ZWb von geleisteten Anzahlungen und Anlagen im Bau","DCV sur acomptes versés et immobilisations corporelles en cours"
"account_group_634","634","","AVA on inventories","ZWb auf Vorräte","DCV sur les stocks"
"account_group_6341","6341","","AVA on inventories of raw materials and consumables","ZWb von Roh-, Hilfs- und Betriebsstoffen","DCV sur stocks de matières premières et consommables"
"account_group_6342","6342","","AVA on inventories of work and contracts in progress","ZWb von unfertigen Erzeugnissen und in Arbeit befindlichen Aufträgen","DCV sur stocks de produits en cours de fabrication et commandes en cours"
"account_group_6343","6343","","AVA on inventories of goods","ZWb von Erzeugnissen","DCV sur stocks de produits"
"account_group_6344","6344","","AVA on inventories of merchandise and other goods for resale","ZWb von Waren und zum Verkauf bestimmten Gütern/Vermögensgegenständen","DCV sur stocks de marchandises et d'autres biens destinés à la revente"
"account_group_6345","6345","","AVA on down payments on inventories","ZWb von geleisteten Anzahlungen auf Vorräte","DCV sur acomptes versés sur stocks"
"account_group_635","635","","AVA and FVA on receivables from current assets","ZWb und FVA auf Forderungen aus dem Umlaufvermögen","Dotations aux corrections de valeur sur créances de l'actif circulant"
"account_group_6351","6351","","AVA on trade receivables","ZWb von Forderungen aus Lieferungen und Leistungen","DCV sur créances résultant de ventes et prestations de services"
"account_group_6352","6352","","AVA on amounts owed by affiliated undertakings and undertakings with which the undertaking is linked by virtue of participating interests","ZWb von Forderungen gegen verbundene Unternehmen und Unternehmen, mit denen ein Beteiligungsverhältnis besteht","DCV sur créances sur des entreprises liées et sur des entreprises avec lesquelles l'entreprise a un lien de participation"
"account_group_6353","6353","","AVA on other receivables","ZWb von sonstigen Forderungen","DCV sur autres créances"
"account_group_6354","6354","","FVA on receivables from current assets","AFV von Forderungen des Umlaufvermögens","AJV sur créances de l'actif circulant"
"account_group_64","64","","Other operating charges","Sonstige betriebliche Aufwendungen","Autres charges d'exploitation"
"account_group_641","641","","Fees and royalties for concessions, patents, licences, trademarks and similar rights and assets","Gebühren und Entgelte für Konzessionen, Patente, Lizenzen, Warenzeichen und ähnliche Rechte und Werte","Redevances pour concessions, brevets, licences, marques, droits et valeurs similaires"
"account_group_6411","6411","","Concessions","Konzessionen",""
"account_group_6412","6412","","Patents","Patente","Brevets"
"account_group_6413","6413","","Software licences","Software- und Softwarepaketlizenzen","Licences informatiques"
"account_group_6414","6414","","Trademarks and franchise","Warenzeichen und Franchising (Verkaufskonzession/Alleinverkaufsrecht)","Marques et franchises"
"account_group_6415","6415","","Similar rights and assets","Ähnliche Rechte und Werte","Droits et valeurs similaires"
"account_group_64151","64151","","Copyrights and reproduction rights","Urheber- und Reproduktionsrechte","Droits d'auteur et de reproduction"
"account_group_64158","64158","","Other similar rights and assets","Sonstige vergleichbare Rechte und Werte","Autres droits et valeurs similaires"
"account_group_642","642","","Indemnities, damages and interest","Entschädigungen, Schadensersatz und Zinsen","Indemnités, dommages et intérêts"
"account_group_643","643","","Attendance fees, director's fees and similar remuneration","Sitzungsgelder, Verwaltungsratshonorare und ähnliche Vergütungen","Jetons de présence, tantièmes et autres rémunérations similaires"
"account_group_6431","6431","","Attendance fees","Sitzungsgeld","Jetons de présence"
"account_group_6432","6432","","Director's fees","Tantiemen","Tantièmes"
"account_group_6438","6438","","Other similar remuneration","Sonstige ähnliche Vergütungen","Autres rémunérations assimilées"
"account_group_644","644","","Loss on disposal of intangible and tangible fixed assets","Verlust aus dem Abgang von immateriellen Vermögensgegenständen und Sachanlagen","Perte sur la cession d'immobilisations incorporelles et corporelles"
"account_group_6441","6441","","Loss on disposal of intangible fixed assets","Verlust aus dem Abgang von immateriellen Anlagegütern","Perte sur la cession d'immobilisations incorporelles"
"account_group_64411","64411","","Book value of yielded intangible fixed assets","Buchwert der verkauften immateriellen Anlagewerte","Valeur comptable d'immobilisations incorporelles cédées"
"account_group_64412","64412","","Disposal proceeds of intangible fixed assets","Verkaufserlös von immateriellen Anlagewerten","Produits de cession d'immobilisations incorporelles"
"account_group_6442","6442","","Loss on disposal of tangible fixed assets","Verlust aus dem Abgang von Sachanlagen","Perte sur la cession d'immobilisations corporelles"
"account_group_64421","64421","","Book value of yielded tangible fixed assets","Buchwert der verkauften materiellen Anlagewerte","Valeur comptable d'immobilisations corporelles cédées"
"account_group_64422","64422","","Disposal proceeds of tangible fixed assets","Verkaufserlös von materiellen Anlagewerten","Produits de cession d'immobilisations corporelles"
"account_group_645","645","","Losses on bad debts","Verluste aus Forderungsausfällen","Pertes sur créances irrécouvrables"
"account_group_6451","6451","","Trade receivables","Verkäufe und Dienstleistungen","Ventes et prestations de services"
"account_group_6452","6452","","Amounts owed by affiliated undertakings","Forderungen gegen verbundene Unternehmen","Créances sur des entreprises liées"
"account_group_6453","6453","","Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests","Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Créances sur des entreprises avec lesquelles l'entreprise a un lien de participation"
"account_group_6454","6454","","Other receivables","Sonstige Forderungen","Autres créances"
"account_group_646","646","","Taxes, duties and similar expenses","Steuern, Abgaben und ähnliche Kosten","Impôts, taxes et versements assimilés"
"account_group_6461","6461","","Real property tax","Grundsteuer","Impôt foncier"
"account_group_6462","6462","","Non-refundable VAT","Nicht erstattungsfähige Mehrwertsteuer (MwSt)","TVA non récupérable"
"account_group_6463","6463","","Duties on imported merchandise","Zölle und Einfuhrabgaben","Droits sur les marchandises en provenance de l'étranger"
"account_group_6464","6464","","Excise duties on production and tax on consumption","Verbrauchsabgaben aus der Produktion und Verbrauchssteuer","Droits d'accises à la production et taxe de consommation"
"account_group_6465","6465","","Registration fees, stamp duties and mortgage duties","Eintragungsgebühren, Stempelgebühren und Hypothekengebühren","Droits d'enregistrement et de timbre, droits d'hypothèques"
"account_group_64651","64651","","Registration fees","Eintragungsgebühren","Droits d'enregistrement"
"account_group_64658","64658","","Other registration fees, stamp duties and mortgage duties","Sonstige Eintragungs- und Stempelgebühren und Hypothekensteuern","Autres droits d'enregistrement et de timbre, droits d'hypothèques"
"account_group_6466","6466","","Motor-vehicle taxes","Kfz-Steuern","Taxes sur les véhicules"
"account_group_6467","6467","","Bar licence tax","Getränkesteuer","Taxe de cabaretage"
"account_group_6468","6468","","Other duties and taxes","Sonstige Gebühren und Steuern","Autres droits et taxes"
"account_group_647","647","","Allocations to tax-exempt capital gains","Zuführungen zu Sonderposten mit Rücklageanteil","Dotations aux plus-values immunisées"
"account_group_648","648","","Other miscellaneous operating charges","Sonstige sonstige betriebliche Aufwendungen","Autres charges d'exploitation diverses"
"account_group_6481","6481","","Fines, sanctions and penalties","Steuer- und strafrechtliche Bußgelder","Amendes, sanctions et pénalités"
"account_group_6488","6488","","Miscellaneous operating charges","Sonstige betriebliche Aufwendungen","Charges d'exploitation diverses"
"account_group_649","649","","Allocations to provisions","Zuführungen zu Rückstellungen","Dotations aux provisions d'exploitation"
"account_group_6491","6491","","Allocations to tax provisions","Zuführungen zu Steuerrückstellungen","Dotations aux provisions pour impôts"
"account_group_6492","6492","","Allocations to operating provisions","Zuführungen zu betrieblichen Rückstellungen","Dotations aux provisions d'exploitation"
"account_group_65","65","","Financial charges","Finanzielle Belastungen","Charges financières"
"account_group_651","651","","Allocations to value adjustments (AVA) and fair-value adjustments (FVA) of financial fixed assets","Zuweisungen zu Wertberichtigungen und Anpassungen des beizulegenden Zeitwerts von Finanzanlagen","Dotations aux corrections de valeur et ajustements pour juste valeur sur immobilisations financières"
"account_group_6511","6511","","AVA on financial fixed assets","Zuführungen zu Wertberichtigungen auf Finanzanlagen","Dotations aux corrections de valeur sur immobilisations financières"
"account_group_65111","65111","","AVA on shares in affiliated undertakings","ZWb von Anteilen an verbundenen Unternehmen","DCV sur parts dans des entreprises liées"
"account_group_65112","65112","","AVA on amounts owed by affiliated undertakings","ZWb von Forderungen gegen verbundene Unternehmen","DCV sur créances sur des entreprises liées"
"account_group_65113","65113","","AVA on participating interests","ZWb von Anteilen","DCV sur participations"
"account_group_65114","65114","","AVA on amounts owed by undertakings with which the undertaking is linked by virtue of participating interests","ZWb von Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","DCV sur créances sur des entreprises avec lesquelles l'entreprise a un lien de participation"
"account_group_65115","65115","","AVA on securities held as fixed assets","ZWb von Wertpapieren des Anlagevermögens","DCV sur titres ayant le caractère d'immobilisations"
"account_group_65116","65116","","AVA on loans, deposits and claims held as fixed assets","ZWb von Ausleihungen, geleisteten Hinterlegungen und Forderungen des Anlagevermögens","DCV sur prêts, dépôts et créances immobilisés"
"account_group_6512","6512","","FVA on financial fixed assets","AFV der Finanzanlagen","AJV sur immobilisations financières"
"account_group_652","652","","Charges and loss of disposal of financial fixed assets","Aufwendungen und Verluste aus der Veräußerung von Finanzanlagen","Charges et pertes de cession d'immobilisations financières"
"account_group_6521","6521","","Charges of financial fixed assets","Belastungen von Finanzanlagen","Charges des immobilisations financières"
"account_group_65211","65211","","Shares in affiliated undertakings","Anteile an verbundenen Unternehmen","Parts dans des entreprises liées"
"account_group_65212","65212","","Amounts owed by affiliated undertakings","Forderungen gegen verbundene Unternehmen","Créances sur des entreprises liées"
"account_group_65213","65213","","Participating interests","Anteile","Participations"
"account_group_65214","65214","","Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests","Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Créances sur des entreprises avec lesquelles l'entreprise a un lien de participation"
"account_group_65215","65215","","Securities held as fixed assets","Wertpapiere des Anlagevermögens","Titres ayant le caractère d'immobilisations"
"account_group_65216","65216","","Loans, deposits and claims held as fixed assets","Ausleihungen, geleistete Hinterlegungen und Forderungen (Anlagevermögen)","Prêts, dépôts et créances immobilisés"
"account_group_6522","6522","","Loss on disposal of financial fixed assets","Verlust aus der Veräußerung von Finanzanlagen","Perte sur la cession d'immobilisations financières"
"account_group_65221","65221","","Loss on disposal of shares in affiliated undertakings","Verlust aus der Veräußerung von Anteilen an verbundenen Unternehmen","Perte sur la cession de parts dans des entreprises liées"
"account_group_652211","652211","","Book value of yielded shares in affiliated undertakings","Buchwert der verkauften Beteiligungen an verbundenen Unternehmen","Valeur comptable de parts cédées dans des entreprises liées"
"account_group_652212","652212","","Disposal proceeds of shares in affiliated undertakings","Veräußerungswert der Anteile an verbundenen Unternehmen","Produits de cession de parts dans des entreprises liées"
"account_group_65222","65222","","Loss on disposal of amounts owed by affiliated undertakings","Verlust aus dem Abgang von Forderungen gegenüber verbundenen Unternehmen","Perte sur la cession de créances sur des entreprises liées"
"account_group_652221","652221","","Book value of yielded amounts owed by affiliated undertakings","Buchwert der verkauften Forderungen gegen verbundene Unternehmen","Valeur comptable de créances cédées sur des entreprises liées"
"account_group_652222","652222","","Disposal proceeds of amounts owed by affiliated undertakings","Veräußerungswert der Forderungen gegen verbundene Unternehmen","Produits de cession de créances sur des entreprises liées"
"account_group_65223","65223","","Loss on disposal of participating interests","Verlust aus der Veräußerung von Beteiligungen","Perte sur la cession de participations"
"account_group_652231","652231","","Book value of yielded participating interests","Buchwert der verkauften Anteile","Valeur comptable de participations cédées"
"account_group_652232","652232","","Disposal proceeds of participating interests","Veräußerungswert der Anteile","Produits de cession de participations"
"account_group_65224","65224","","Loss on disposal of amounts owed by undertakings with which the undertaking is linked by virtue of participating interests","Verlust aus dem Abgang von Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Perte sur la cession de créances sur des entreprises avec lesquelles l'entreprise est liée par des participations"
"account_group_652241","652241","","Book value of yielded amounts owed by undertakings with which the undertaking is linked by virtue of participating interests","Buchwert der verkauften Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Valeur comptable de créances cédées sur participations"
"account_group_652242","652242","","Disposal proceeds of amounts owed by undertakings with which the undertaking is linked by virtue of participating interests","Veräußerungswert der Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Produits de cession de créances sur participations"
"account_group_65225","65225","","Loss on disposal of securities held as fixed assets","Verlust aus der Veräußerung von Wertpapieren des Anlagevermögens","Perte sur la cession de titres détenus en tant qu'actifs immobilisés"
"account_group_652251","652251","","Book value of yielded securities held as fixed assets","Buchwert der verkauften Wertpapiere des Anlagevermögens","Valeur comptable de titres cédés ayant le caractère d'immobilisations"
"account_group_652252","652252","","Disposal proceeds of securities held as fixed assets","Veräußerungswert der Wertpapiere des Anlagevermögens","Produits de cession de titres ayant le caractère d'immobilisations"
"account_group_65226","65226","","Loss on disposal of loans, deposits and claims held as fixed assets","Verlust aus der Veräußerung von Krediten, Einlagen und Forderungen des Anlagevermögens","Perte sur la cession de prêts, dépôts et créances détenus en tant qu'actifs immobilisés"
"account_group_652261","652261","","Book value of yielded loans, deposits and claims held as fixed assets","Buchwert der verkauften Ausleihungen, geleistete Hinterlegungen und Forderungen des Umlaufvermögens","Valeur comptable de prêts, dépôts et créances immobilisés cédés"
"account_group_652262","652262","","Disposal proceeds of loans, deposits and claims held as fixed assets","Veräußerungswert der Ausleihungen, geleistete Hinterlegungen und Forderungen des Umlaufvermögens","Produits de cession de prêts, dépôts et créances immobilisés"
"account_group_653","653","","Allocations to value adjustment (AVA) and fair-value adjustments (FVA) on transferable securities","Zuweisungen zu Wertberichtigungen und Anpassungen des beizulegenden Zeitwerts für übertragbare Wertpapiere","Dotations aux corrections de valeur et ajustements pour juste valeur sur éléments financiers de l'actif circulant"
"account_group_6531","6531","","AVA on transferable securities","Zuweisungen zu Wertberichtigungen auf übertragbare Wertpapiere","Dotations aux corrections de valeur sur valeurs mobilières"
"account_group_65311","65311","","AVA on shares in affiliated undertakings","ZWb von Anteilen an verbundenen Unternehmen","DCV sur parts dans des entreprises liées"
"account_group_65312","65312","","AVA on own shares or own corporate units","ZWb von eigenen Aktien oder Anteilen","DCV sur actions propres ou parts propres"
"account_group_65313","65313","","AVA on shares in undertakings with which the undertaking is linked by virtue of participating interests","ZWb von Anteilen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht","DCV sur parts dans des entreprises avec lesquelles l'entreprise a un lien de participation"
