type,name,res_id,src,value
model,"ir.ui.menu,name",225,Draft Internal Picking lists,Borrador Lista Interna Picking
model,"ir.ui.menu,name",226,Move,Movimiento
model,"ir.ui.menu,name",227,Move Orders to process,Movimiento Ordenes
model,"ir.ui.menu,name",228,Low Level,
model,"ir.ui.menu,name",229,Moves,Movimientos
model,"ir.ui.menu,name",230,Draft Moves,Borrador Movimientos
model,"ir.ui.menu,name",231,Inventory Control,Control Inventario
model,"ir.ui.menu,name",232,Moves,Movimientos
model,"ir.ui.menu,name",233,Assigned Moves,Movimientos Asignados
model,"ir.ui.menu,name",234,Incoterms,Incoterms
model,"ir.ui.menu,name",235,Purchase Management,Gestion de Compras
model,"ir.ui.menu,name",236,Purchase Order,Orden de Compra
model,"ir.ui.menu,name",237,Draft Purchase Order (RFQ),
model,"ir.ui.menu,name",238,Purchase Order waiting Approval,Orden de Compra en Espera Aprobacion
model,"ir.ui.menu,name",239,Running Purchase Order,Orden de Compra en Proceso
model,"ir.ui.menu,name",240,Production,Produccion
model,"ir.ui.menu,name",241,Configuration,
model,"ir.ui.menu,name",242,Properties,Propiedades
model,"ir.ui.menu,name",243,Property Groups,Propiedades de Grupos
model,"ir.ui.menu,name",244,Properties,Propiedades
model,"ir.ui.menu,name",245,Workcenters,Centros de Trabajo
model,"ir.ui.menu,name",246,Routings,Rutas
model,"ir.ui.menu,name",247,Bill of Materials,Lista de Materiales
model,"ir.ui.menu,name",248,BoMs Structure,
model,"ir.ui.menu,name",249,BoMs Components,
model,"ir.ui.menu,name",250,Production Orders,Ordenes de Produccion
model,"ir.ui.menu,name",251,Production Orders to start,Ordenes de Produccion para Empezar
model,"ir.ui.menu,name",252,Production Orders in progress,Ordenes de Produccion en Proceso
model,"ir.ui.menu,name",253,Production Orders waiting Goods,
model,"ir.ui.menu,name",254,Procurement Orders,Procurement Orders
model,"ir.ui.menu,name",255,Draft Procurements, Procurements Borrador
model,"ir.ui.menu,name",256,Unschedulled Procurements,Obtenciones No programadas
model,"ir.ui.menu,name",257,All exceptions,
model,"ir.ui.menu,name",258,Exceptions to fix,
model,"ir.ui.menu,name",260,Order Point,Punto de Pedido
model,"ir.ui.menu,name",261,Start all schedulers,Empezar todas tareas programadas
model,"ir.ui.menu,name",262,Start Procurement Scheduling,Comenzar Procurement Scheduling
model,"ir.ui.menu,name",263,Start Order Point Scheduling,Empezar Programacion Punto de Pedido
model,"ir.ui.menu,name",264,Sales Management,Gestion de Ventas
model,"ir.ui.menu,name",266,Shop,Tienda
model,"ir.ui.menu,name",267,Sales Order,Ordenes de Venta
model,"ir.ui.menu,name",268,Your Sales Order,Tus ordenes de Venta
model,"ir.ui.menu,name",269,Sales Order in Shipping Exception,Ordenes de Venta en Espera Envio
model,"ir.ui.menu,name",270,Sales Order waiting Invoice,Ordenes de Venta En espera de factura
model,"ir.ui.menu,name",271,Sales Order in Progress,Ordenes de Venta En progreso
model,"ir.ui.menu,name",272,Requests For Quotation,
model,"ir.ui.menu,name",273,Sales Order in Invoice Exception,Ordenes de Venta a la Espera de facrura
model,"ir.ui.menu,name",274,Sales Order in Shipping Exception,Ordenes de Venta en Espera Envio
model,"ir.ui.menu,name",275,Sales Order waiting Invoice,Ordenes de Venta En espera de factura
model,"ir.ui.menu,name",276,Sales Order in Progress,Ordenes de Venta En progreso
model,"ir.ui.menu,name",277,Your Requests For Quotation,
model,"ir.ui.menu,name",278,Sales Order Lines,
model,"ir.ui.menu,name",279,Uninvoiced lines,
model,"ir.ui.menu,name",280,Uninvoiced lines done,
model,"ir.ui.menu,name",79,Currencies,
model,"ir.ui.menu,name",142,Taxes,
model,"ir.ui.menu,name",143,Tax Codes,
model,"ir.ui.menu,name",145,Tax Code Structure,
model,"ir.ui.menu,name",3,Administration,Administrador
model,"ir.ui.menu,name",117,End of year treatments,
field",ir.ui.menu,sequence",0,Sequence,Secuencia
field",ir.ui.menu,parent_id",0,Parent Menu,Menu Padre
field",ir.ui.menu,complete_name",0,Complete Name,Nombre Completo
field",ir.ui.menu,child_id",0,Child ids,Hijo ids
field",ir.ui.menu,icon",0,Icon,Icono
field",ir.ui.view,inherit_id",0,Inherited View,Vistas No heredadas
field",ir.ui.view,name",0,View Name,Nombre Vista
field",ir.ui.view,type",0,View Type,Tipo Vista
field",ir.ui.view,priority",0,Priority,Prioridad
field",ir.ui.view,model",0,Model,Modelo
field",ir.ui.view,arch",0,View Architecture,Arquitectura Vista
field",ir.ui.view,field_parent",0,Childs Field,Campos hijos
field",ir.ui.view_sc,resource",0,Resource Name,Nombre Recurso
field",ir.ui.view_sc,user_id",0,User Ref.,Usuario Ref.
field",ir.ui.view_sc,res_id",0,Resource Ref.,Ref.Recurso
field",ir.ui.view_sc,name",0,Shortcut Name,Nombre de Acceso Rapido
field",ir.ui.view_sc,sequence",0,Sequence,Secuencia
field",ir.values,user_id",0,User,Usuario 
field",ir.values,name",0,Name,Nombre Recurso
field",ir.values,key2",0,Value,Valor
field",ir.values,object",0,Is Object,Es Objeto
field",ir.values,value",0,Value,Valor
field",ir.values,meta",0,Meta Datas,Meta Datas
field",ir.values,key",0,Name,Nombre Recurso
field",ir.values,model",0,Name,Nombre
field",ir.values,res_id",0,Resource ID,Recurso ID
field",res.company,rml_footer1",0,Report Footer 1,
field",res.company,rml_footer2",0,Report Footer 2,
field",res.company,name",0,Company Name,
field",res.company,child_ids",0,Childs Company,
field",res.company,currency_id",0,Currency,
field",res.company,parent_id",0,Parent Company,
field",res.company,rml_header1",0,Report Header,
field",res.company,partner_id",0,Partner,
field",res.country,code",0,Country Code,Codigo Pais
field",res.country,name",0,Country Name,Nombre Pais
field",res.country.state,code",0,State Code,Codigo Provincia
field",res.country.state,country_id",0,Country,Pais
field",res.country.state,name",0,State Name,Nombre Provincia
field",res.currency,code",0,Code,
field",res.currency,name",0,Currency,
field",res.currency,rounding",0,Rounding factor,
field",res.currency,active",0,Active,
field",res.currency,rate",0,Relative Change rate,
field",res.currency,date",0,Last rate update,
field",res.currency,accuracy",0,Computational Accuracy,
field",res.groups,name",0,Group Name,Nombre Grupo
field",res.lang,active",0,Active,Activo
field",res.lang,code",0,Code,Codigo
field",res.lang,name",0,Name,Nombre
field",res.lang,translatable",0,Translatable,Traducible
field",res.partner,website",0,Website,Website
field",res.partner,comment",0,Notes,Notas
field",res.partner,bank_ids",0,Banks,
field",res.partner,ean13",0,EAN13,
field",res.partner,child_ids",0,Partner Ref.,Empresa Ref.
field",res.partner,property_stock_supplier",0,Supplier Location,
field",res.partner,active",0,Active,Activo
field",res.partner,address",0,Contacts,Contactos
field",res.partner,property_stock_customer",0,Customer Location,
field",res.partner,events",0,events,Eventos
field",res.partner,property_product_pricelist",0,Sale Pricelist,
field",res.partner,lang",0,Language,Idioma
field",res.partner,credit_limit",0,Credit Limit,Limite Credito
field",res.partner,user_id",0,Salesman,Usuarios
field",res.partner,name",0,Name,Nombre
field",res.partner,property_product_pricelist_purchase",0,Purchase Pricelist,
field",res.partner,title",0,Title,Titulo
field",res.partner,debit_limit",0,Debit Limit,Limite Credito
field",res.partner,responsible",0,Users,Usuarios
field",res.partner,property_account_receivable",0,Account Receivable,
field",res.partner,property_account_payable",0,Account Payable,
field",res.partner,credit",0,Receivable,Credito
field",res.partner,parent_id",0,Main Company,Empresa Principal
field",res.partner,debit",0,Payable,Debito
field",res.partner,property_payment_term",0,Payment Term,
field",res.partner,property_account_tax",0,Default Tax,
field",res.partner,category_id",0,Categories,Categorias
field",res.partner,ref",0,Code,Empresa ID
field",res.partner,date",0,Date,
field",res.partner,vat",0,VAT,VAT
field",res.partner.address,function",0,Function,Funciones
field",res.partner.address,city",0,City,Ciudad
field",res.partner.address,fax",0,Fax,Fax
field",res.partner.address,name",0,Contact Name,Nombre Contacto
field",res.partner.address,zip",0,Zip,C.P.
field",res.partner.address,title",0,Title,Titulo
field",res.partner.address,mobile",0,Mobile,Movil
field",res.partner.address,partner_id",0,Partner,Empresa
field",res.partner.address,street2",0,Street2,Calle3
field",res.partner.address,country_id",0,Country,Pais
field",res.partner.address,birthdate",0,Birthdate,CumpleaÃ±os
field",res.partner.address,phone",0,Phone,Telefono
field",res.partner.address,street",0,Street,Calle3
field",res.partner.address,active",0,Active,
field",res.partner.address,state_id",0,State,Provincia
field",res.partner.address,type",0,Address Type,Tipo Direccion
field",res.partner.address,email",0,E-Mail,E-Mail
field",res.partner.bank,bank_name",0,Bank Name,
field",res.partner.bank,name",0,Account Name,
field",res.partner.bank,sequence",0,Sequence,
field",res.partner.bank,partner_id",0,Partner,
field",res.partner.bank,active",0,Active,
field",res.partner.bank,iban",0,Account number,
field",res.partner.bank,bank_guichet",0,Branch,
field",res.partner.bank,swift",0,Swift,
field",res.partner.canal,active",0,Active,Activo
field",res.partner.canal,name",0,Channel Name,Nombre Canal
field",res.partner.category,name",0,Category Name,Nombre Categoria
field",res.partner.category,type_id",0,Category Type,Tipo Categoria
field",res.partner.category,child_ids",0,Childs Category,Categoria Hijo
field",res.partner.category,parent_id",0,Parent Category,Categoria Padre
field",res.partner.category,complete_name",0,Name,Nombre
field",res.partner.category,active",0,Active,Activo
field",res.partner.category.type,name",0,Category Name,Nombre Categoria
field",res.partner.event,user_id",0,User,Usuario
field",res.partner.event,name",0,Events,Eventos
field",res.partner.event,probability",0,Probability (0.50),Probabilidad(0.50)
field",res.partner.event,canal_id",0,Channel,Canal
field",res.partner.event,partner_id",0,Partner,Empresa
field",res.partner.event,planned_cost",0,Planned Cost,Costes Planeados
field",res.partner.event,som",0,State of Mind,Estado Satisfaccion
field",res.partner.event,partner_type",0,Partner Relation,Relacion Empresa
field",res.partner.event,type",0,Type of Event,Tipo de Evento
field",res.partner.event,date",0,Date,Fecha Actual
field",res.partner.event,document",0,Document,Documento
field",res.partner.event,planned_revenue",0,Planned Revenue,Ventas Planeadas
field",res.partner.event,event_ical_id",0,iCal id,
field",res.partner.event,description",0,Description,Descripcion
field",res.partner.event.type,active",0,Active,Activo
field",res.partner.event.type,name",0,Event Type,Tipo Evento
field",res.partner.event.type,key",0,Key,Llave
field",res.partner.function,code",0,Code,Codigo
field",res.partner.function,name",0,Name,Nombre
field",res.partner.som,name",0,State of Mind,Estado de Satisfaccion
field",res.partner.som,factor",0,Factor,Factor
field",res.partner.title,domain",0,Domain,Dominio
field",res.partner.title,name",0,Title,Titulo
model,"res.partner.title,name",1,Madam,Señora
model,"res.partner.title,name",2,Miss,Señorita
model,"res.partner.title,name",3,Sir,Señora
field",res.partner.title,shortcut",0,Shortcut,Acceso rapido
field",res.payterm,name",0,Payment term (short name),Forma de Pago (nombre corto)
field",res.request,body",0,Request,Solicitud
field",res.request,create_date",0,Created date,
field",res.request,name",0,Subject,Sujeto
field",res.request,ref_doc1",0,Document Ref 1,Documento Rf2
field",res.request,state",0,State,Estado
field",res.request,priority",0,Priority,Prioridad
field",res.request,date_sent",0,Date,Fecha 
field",res.request,ref_doc2",0,Document Ref 2,Documento Ref 3
field",res.request,act_from",0,From,Descripcion
field",res.request,ref_partner_id",0,Partner Ref.,Ref.Empresa
field",res.request,active",0,Active,Activo
field",res.request,trigger_date",0,Trigger Date,Dia Alarma
field",res.request,act_to",0,To,A Espera de Envio
field",res.request,history",0,History,Historico
field",res.request.history,body",0,Body,Cuerpo
field",res.request.history,name",0,Summary,Resumen
field",res.request.history,act_from",0,From,De
field",res.request.history,req_id",0,Request,Solicitud
field",res.request.history,date_sent",0,Date sent,Fecha Envio
field",res.request.history,act_to",0,To,A Espera de Envio
field",res.request.link,priority",0,Priority,Prioridad
field",res.request.link,object",0,Object,Objecto Link
field",res.request.link,name",0,Name,Nombre
model,"res.request.link,name",1,Product,
model,"res.request.link,name",2,Invoice,
model,"res.request.link,name",3,Production Lot,
model,"res.request.link,name",4,Purchase Order,
model,"res.request.link,name",5,Sale Order,
field",res.roles,parent_id",0,Parent,Padre
field",res.roles,child_id",0,Childs,Hijos
field",res.roles,name",0,Role Name,Role Nombre
field",res.users,groups_id",0,groups,Grupos
field",res.users,address_id",0,Address,Direccion
field",res.users,name",0,Name,Nombre
field",res.users,roles_id",0,Roles,Roles
field",res.users,company_id",0,Company,
field",res.users,signature",0,Signature,Firmas
field",res.users,active",0,Active,
field",res.users,login",0,Login,Login
field",res.users,password",0,Password,ContraseÃ±a
field",res.users,action_id",0,Action,Accion
field",workflow,activities",0,Activities,
field",workflow,on_create",0,On Create,En Creacion
field",workflow,name",0,Name,Nomnre
field",workflow,osv",0,Resource Model,Modelo Recurso
field",workflow.activity,kind",0,Kind,Tipos de Gastos
field",workflow.activity,name",0,Name,Nombre
field",workflow.activity,join_mode",0,Join Mode,Modo Union
field",workflow.activity,wkf_id",0,Workflow,Workflow
field",workflow.activity,flow_stop",0,Flow Stop,Flow Stop
field",workflow.activity,subflow_id",0,Subflow,Subflow
field",workflow.activity,split_mode",0,Split Mode,Modo Division
field",workflow.activity,action",0,Action,Accion Ventana
field",workflow.activity,signal_send",0,Signal (subflow.*),Signal (subflow.*)
field",workflow.activity,out_transitions",0,Outgoing transitions,
field",workflow.activity,in_transitions",0,Incoming transitions,
field",workflow.activity,flow_start",0,Flow Start,Comienzo Flujo
field",workflow.instance,res_type",0,Resource Model,Resource Model
field",workflow.instance,wkf_id",0,Workflow,Workflow
field",workflow.instance,res_id",0,Resource ID,Recurso ID
field",workflow.instance,uid",0,User ID,Usuario ID
field",workflow.instance,state",0,State,Estado
field",workflow.transition,trigger_model",0,Trigger Type,Tipo Alarma
field",workflow.transition,signal",0,Signal (button Name),Nombre Boton valor
field",workflow.transition,role_id",0,Role Required,Role Requerido
field",workflow.transition,act_from",0,Source Activity,Actividad Fuente
field",workflow.transition,act_to",0,Destination Activity,Actividad Destino
field",workflow.transition,trigger_expr_id",0,Trigger Expr ID,Alarma Expr ID
field",workflow.transition,condition",0,Condition,Condicion
field",workflow.triggers,instance_id",0,Destination Instance,Instancia Destino
field",workflow.triggers,workitem_id",0,Workitem,
field",workflow.triggers,model",0,Model,Modelo Recurso
field",workflow.triggers,res_id",0,Resource ID,Recurso ID
field",workflow.workitem,subflow_id",0,Subflow,
field",workflow.workitem,act_id",0,Activity,
field",workflow.workitem,state",0,State,
field",workflow.workitem,inst_id",0,Instance,
code,/usr/lib/python2.5/site-packages/tinyerp-server/service/security.py,0,Bad username or password,
code,/usr/lib/python2.5/site-packages/tinyerp-server/service/security.py,0,Bad username or password,
selection,"ir.actions.act_window,view_type",0,Tree,Arbol
selection,"ir.actions.act_window,view_type",0,Form,Tipo 
selection,"ir.actions.act_window,view_mode",0,Form - List,
selection,"ir.actions.act_window,view_mode",0,List - Form,
selection,"ir.cron,interval_type",0,Minutes,Minutos
selection,"ir.cron,interval_type",0,Hours,Horas
selection,"ir.cron,interval_type",0,Days,Dias
selection,"ir.cron,interval_type",0,Weeks,Semanas
selection,"ir.cron,interval_type",0,Months,Meses
selection,"ir.module.module,state",0,Uninstallable,
selection,"ir.module.module,state",0,Not Installed,
selection,"ir.module.module,state",0,Installed,Instalado
selection,"ir.module.module,state",0,To be upgraded,
selection,"ir.module.module,state",0,To be removed,
selection,"ir.module.module,state",0,To be installed,
selection,"ir.report.custom,print_format",0,a4,A4
selection,"ir.report.custom,print_format",0,a5,A5
selection,"ir.report.custom,state",0,Unsubscribed,No Subscrito
selection,"ir.report.custom,state",0,Subscribed,Subscrito
selection,"ir.report.custom,frequency",0,Yearly,Anual
selection,"ir.report.custom,frequency",0,Monthly,Mensual
selection,"ir.report.custom,frequency",0,Daily,Diario
selection,"ir.report.custom,print_orientation",0,Landscape,Paisaje
selection,"ir.report.custom,print_orientation",0,Portrait,Retrato
selection,"ir.report.custom,type",0,Tabular,Tabular
selection,"ir.report.custom,type",0,Pie Chart,Pie Carta
selection,"ir.report.custom,type",0,Bar Chart,Barra Carta
selection,"ir.report.custom,type",0,Line Plot,Parte Linea
selection,"ir.report.custom.fields,fc2_op",0,>,>
selection,"ir.report.custom.fields,fc2_op",0,<,<
selection,"ir.report.custom.fields,fc2_op",0,=,=
selection,"ir.report.custom.fields,fc2_op",0,in,En
selection,"ir.report.custom.fields,fc2_op",0,(year)=,(año)=
selection,"ir.report.custom.fields,operation",0,None,Ninguno
selection,"ir.report.custom.fields,operation",0,Calculate Sum,Calcular suma
selection,"ir.report.custom.fields,operation",0,Calculate Average,Calcular resultado
selection,"ir.report.custom.fields,operation",0,Calculate Count,Calcular cuenta
selection,"ir.report.custom.fields,operation",0,Get Max,Conseguir maximo
selection,"ir.report.custom.fields,fc1_op",0,>,>
selection,"ir.report.custom.fields,fc1_op",0,<,<
selection,"ir.report.custom.fields,fc1_op",0,=,=
selection,"ir.report.custom.fields,fc1_op",0,in,En
selection,"ir.report.custom.fields,fc1_op",0,(year)=,(año)=
selection,"ir.report.custom.fields,alignment",0,left,Izquierda
selection,"ir.report.custom.fields,alignment",0,right,Derecha
selection,"ir.report.custom.fields,alignment",0,center,Centro
selection,"ir.report.custom.fields,fc0_op",0,>,>
selection,"ir.report.custom.fields,fc0_op",0,<,<
selection,"ir.report.custom.fields,fc0_op",0,=,=
selection,"ir.report.custom.fields,fc0_op",0,in,En
selection,"ir.report.custom.fields,fc0_op",0,(year)=,(año)=
selection,"ir.report.custom.fields,fc3_op",0,>,>
selection,"ir.report.custom.fields,fc3_op",0,<,<
selection,"ir.report.custom.fields,fc3_op",0,=,=
selection,"ir.report.custom.fields,fc3_op",0,in,En
selection,"ir.report.custom.fields,fc3_op",0,(year)=,(año)=
selection,"ir.ui.view,type",0,Tree,Arbol 
selection,"ir.ui.view,type",0,Form,Forma
selection,"res.partner.address,type",0,Default,Por Defecto
selection,"res.partner.address,type",0,Invoice,Factura
selection,"res.partner.address,type",0,Delivery,Envio 
selection,"res.partner.address,type",0,Contact,Contacto
selection,"res.partner.address,type",0,Other,Otros
selection,"res.partner.event,partner_type",0,Customer,Clientes
selection,"res.partner.event,partner_type",0,Retailer,Retailer
selection,"res.partner.event,partner_type",0,Commercial Prospect,Prospecciones Comerciales
selection,"res.partner.event,type",0,Sale Opportunity,
selection,"res.partner.event,type",0,Purchase Offer,Oferta Compra
selection,"res.partner.event,type",0,Prospect Contact,Contacto Prospeccion
selection,"res.partner.title,domain",0,Partner,Empresa
selection,"res.partner.title,domain",0,Contact,Contacto 
selection,"res.request,state",0,draft,Borrador
selection,"res.request,state",0,waiting,En Espera
selection,"res.request,state",0,active,Activo
selection,"res.request,state",0,closed,Cerrado
selection,"res.request,priority",0,Low,Baja
selection,"res.request,priority",0,Normal,Normal
selection,"res.request,priority",0,High,Alta
selection,"workflow.activity,kind",0,Dummy,
selection,"workflow.activity,kind",0,Function,
selection,"workflow.activity,kind",0,Subflow,
selection,"workflow.activity,kind",0,Stop All,
selection,"workflow.activity,join_mode",0,Xor,
selection,"workflow.activity,join_mode",0,And,
selection,"workflow.activity,split_mode",0,Xor,
selection,"workflow.activity,split_mode",0,Or,
selection,"workflow.activity,split_mode",0,And,
rml,ir.module.reference,0,Reference Guide,
rml,ir.module.reference,0,Introspection report on objects,
rml,ir.module.reference,0,Printed:,
rml,ir.module.reference,0,Module:,
rml,ir.module.reference,0,Name:,
rml,ir.module.reference,0,Version:,
rml,ir.module.reference,0,Directory:,
rml,ir.module.reference,0,Web:,
rml,ir.module.reference,0,Object:,
rml,ir.module.reference,0,",",
rml,account.grand.livre.tiers,0,Third party ledger,
rml,account.grand.livre.tiers,0,From,
rml,account.grand.livre.tiers,0,to,
rml,account.grand.livre.tiers,0,Complete,
rml,account.grand.livre.tiers,0,Currency:,
rml,account.grand.livre.tiers,0,Printing date:,
rml,account.grand.livre.tiers,0,at,
rml,account.grand.livre.tiers,0,Date,
rml,account.grand.livre.tiers,0,J. code,
rml,account.grand.livre.tiers,0,Voucher Nb,
rml,account.grand.livre.tiers,0,Entry label,
rml,account.grand.livre.tiers,0,Debit,
rml,account.grand.livre.tiers,0,Credit,
rml,account.grand.livre.tiers,0,Progressive balance,
rml,account.grand.livre.tiers,0,Total for,
rml,account.grand.livre.tiers,0,Balance brought forward,
rml,account.rappel,0,VAT:,
rml,account.rappel,0,Customer account statement,
rml,account.rappel,0,Document,
rml,account.rappel,0,:,
rml,account.rappel,0,Date:,
rml,account.rappel,0,Customer Ref:,
rml,account.rappel,0,"Dear Sir/Madam,",
rml,account.rappel,0,"Exception made if there was a mistake of ours, it seems that the following bills staid unpaid. Please, take appropriate measures in order to carry out this payment in the next 8 days.",
rml,account.rappel,0,"Would your payment have been carried out after this mail was sent, please consider the present one as void. Do not hesitate to contact our accounting departement at (+32).10.68.94.39.",
rml,account.rappel,0,Best regards.,
rml,account.rappel,0,Date,
rml,account.rappel,0,Description,
rml,account.rappel,0,Ref,
rml,account.rappel,0,Maturity date,
rml,account.rappel,0,Due,
rml,account.rappel,0,Paid,
rml,account.rappel,0,Maturity,
rml,account.rappel,0,Li.,
rml,account.rappel,0,Sub-Total:,
rml,account.rappel,0,Balance:,
rml,account.rappel,0,Total amount due:,
rml,account.rappel,0,.,
view,res.partner.category,0,Partner Categories,Categorias de Empresa
view,res.users,0,Users,Usuarios
view,ir.ui.menu,0,Menu,Menu
view,res.partner.address,0,Partner Contacts,Contactos dentro Empresa
view,res.partner,0,Partners,Empresas(Socios)
view,res.users,0,Users,Usuarios
view,res.users,0,Please note that you will have to logout and relog if you change your password.,
view,ir.ui.menu,0,Menu,Menu
view,res.groups,0,Groups,Grupos
view,res.lang,0,Language,Idioma
view,res.users,0,Users,Usuarios
view,res.users,0,Users,Usuarios
view,res.company,0,Company,
view,res.company,0,Companies,
view,ir.sequence,0,Sequences,Secuencias
view,ir.sequence,0,Configuration,
view,ir.sequence,0,"Legend (for prefix, suffix)",
view,ir.sequence,0,Year: %(year)s,
view,ir.sequence,0,Month: %(month)s,
view,ir.sequence,0,Day: %(day)s,
view,ir.sequence.type,0,Sequence Type,
view,ir.actions.act_window,0,Window Action,Accion Ventana
view,ir.actions.act_window,0,Open a Window,Abrir Ventana
view,res.roles,0,Role,
view,res.roles,0,Roles,Roles
view,ir.ui.view,0,User Interface - Views,Interface usuario- Vistas
view,ir.attachment,0,Attachments,Documentos Adjuntos
view,ir.report.custom.fields,0,Report Fields,Campos Reporte
view,res.partner.event,0,Partner Events,Eventos Cliente
view,ir.property,0,Properties,
view,ir.property,0,Property,
view,ir.report.custom.fields,0,Report Fields,Campos Reporte
view,ir.report.custom,0,Custom Report,Reporte Cliente
view,ir.report.custom,0,Subscribe Report,Subscribir Reporte
view,ir.report.custom,0,Unsubscribe Report,Reportes No subscritos
view,ir.model,0,Model Description,Descripcion Modelo
view,ir.model,0,Fields,
view,ir.model,0,Model Description,Descripcion Modelo
view,ir.model.fields,0,Fields Description,Descripcion Campos
view,ir.model.fields,0,Fields Description,Descripcion Campos
view,ir.translation,0,Translations,Traducciones
view,ir.translation,0,Translations,Traducciones
view,ir.ui.menu,0,Menu,Menu
view,ir.cron,0,Scheduled Actions,Acciones Programadas
view,ir.cron,0,Scheduled Actions,Acciones Programadas
view,ir.cron,0,Action to trigger,Accion de Alarma
view,ir.model.access,0,Access Controls,Controles Acceso
view,ir.model.access,0,Access Controls,Controles Acceso
view,workflow,0,Workflow,
view,workflow,0,Activities,
view,workflow.activity,0,Activity,
view,workflow.activity,0,Outgoing transitions,
view,workflow.activity,0,Transitions,
view,workflow.activity,0,Incoming transitions,
view,workflow.activity,0,Transitions,
view,workflow.transition,0,Transition,
view,workflow.transition,0,Transition,
view,workflow.instance,0,Workflow Instances,
view,workflow.workitem,0,Workflow Workitems,
view,ir.module.category,0,Module Category,Categoria Modulo
view,ir.module.category,0,Module Category,Categoria Modulo
view,ir.module.module,0,Module,Modulo
view,ir.module.module,0,Module,Modulo
view,ir.module.module,0,Update Infos,Actualizar Infos
view,ir.module.module,0,Cancel Install,Cancelar Instalacion
view,ir.module.module,0,Install,Instalar
view,ir.module.module,0,Upgrade,Actualizar
view,ir.module.module,0,Dependencies,Dependencias
view,ir.module.module,0,Dependencies,Dependencias
view,ir.module.module,0,Module list,Lista Modulo
view,ir.module.repository,0,Repository,Almacenes
view,ir.module.repository,0,Repository list,Lista Almacenes
view,res.request,0,Requests,Solicitudes
view,res.request,0,Requests,Solicitudes
view,res.request,0,Request,Solicitud
view,res.request,0,Description,Descripcion
view,res.request,0,Send,Enviar
view,res.request,0,Reply,Responder
view,res.request,0,References,Referencias
view,res.request,0,Status,Status
view,res.request,0,End of Request,
view,res.request,0,History,Historico
view,res.request.link,0,Request Link,Enlace Solicitudes
view,res.request.history,0,Request History,Historico Solicitudes
view,res.request.history,0,Request History,Historico Solicitudes
view,res.partner.function,0,Partner Functions,Funciones Empresa
view,res.country,0,Country,Pais
view,res.country,0,Country,Pais
view,res.country.state,0,State,Estado
view,res.country.state,0,State,Estado
view,res.partner.address,0,Partner Contacts,Contactos dentro Empresa
view,res.partner.address,0,Contacts,Contactos
view,res.partner.title,0,Partners Titles,Titulos de Empresas
view,res.partner,0,Partners,Empresas(Socios)
view,res.partner,0,General,General
view,res.partner,0,General Information,Informacion General
view,res.partner,0,Partner Contacts,
view,res.partner,0,Categories,Categorias
view,res.partner,0,Extra Info,Informacion Extra
view,res.partner,0,Notes,Notas
view,res.partner,0,Event History,Historico Eventos
view,res.partner,0,Properties,
view,res.payterm,0,Payment term,Formas de Pago
view,res.partner.bank,0,Bank Details,
view,res.partner.bank,0,Bank Details,
view,res.partner,0,Partners,Empresas(Socios)
view,res.partner.category,0,Partner Categories,Categorias de Empresa
view,res.partner.category,0,Partner Categories,Categorias de Empresa
view,res.partner.category.type,0,Partner Type of Categories,Categorias del Tipo de Empresas
view,res.currency,0,Currencies,
view,res.currency,0,Currency,
view,res.partner.canal,0,Channel,
view,res.partner.event.type,0,Event Type,Tipo Evento
view,res.partner.som,0,Partner State of Mind,Estado de Satisfaccion Empresa
view,res.partner.som,0,Partner State of Mind,Estado de Satisfaccion Empresa
view,res.partner.event,0,Partner Events,Eventos Cliente
view,res.partner.event,0,General Description,Descripcion General
view,res.partner.event,0,Description,Decripcion
view,res.partner.event,0,Document Link,Enlace Documento
wizard_view,"base_setup.base_setup,finish",0,Setup,
wizard_view,"base_setup.base_setup,finish",0,Installation done,
wizard_view,"base_setup.base_setup,finish",0,Your new database is now fully installed.,
wizard_view,"base_setup.base_setup,finish",0,You can start using the system or continue the configuration using the menu Administration\Configuration,
wizard_button,"base_setup.base_setup,finish,menu",0,Ok,
wizard_field",base_setup.base_setup,company,profile",0,Profile,
wizard_field",base_setup.base_setup,company,city",0,City,
wizard_field",base_setup.base_setup,company,rml_footer2",0,Report Footer 2,
wizard_field",base_setup.base_setup,company,name",0,Company Name,
wizard_field",base_setup.base_setup,company,zip",0,Zip,
wizard_field",base_setup.base_setup,company,rml_footer1",0,Report Footer 1,
wizard_field",base_setup.base_setup,company,street2",0,Street2,
wizard_field",base_setup.base_setup,company,country_id",0,Country,
wizard_field",base_setup.base_setup,company,charts",0,Chart of accounts,
wizard_field",base_setup.base_setup,company,phone",0,Phone,
wizard_field",base_setup.base_setup,company,street",0,Street,
wizard_field",base_setup.base_setup,company,rml_header1",0,Report Header,
wizard_field",base_setup.base_setup,company,state_id",0,State,
wizard_field",base_setup.base_setup,company,email",0,E-mail,
wizard_view,"base_setup.base_setup,company",0,Setup,
wizard_view,"base_setup.base_setup,company",0,Define main company,
wizard_view,"base_setup.base_setup,company",0,Report header,
wizard_button,"base_setup.base_setup,company,previous",0,Previous,
wizard_button,"base_setup.base_setup,company,update",0,Next,
wizard_field",base_setup.base_setup,update,profile",0,Profile,
wizard_field",base_setup.base_setup,update,city",0,City,
wizard_field",base_setup.base_setup,update,rml_footer2",0,Report Footer 2,
wizard_field",base_setup.base_setup,update,name",0,Company Name,
