JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
ACH	ACHATS	ACH000103	20190121	62560000	MISSIONS			x	20190121	BQ RESTAURANT	14,70	0,00			20190725		
ACH	ACHATS	ACH000103	20190121	46700000	CARTE BLEUE			x	20190121	BQ RESTAURANT	0,00	14,70			20190725		
ACH	ACHATS	ACH000104	20190121	62510000	VOYAGES ET DEPLACEMENT			x	20190121	EINSTEIN	32,26	0,00			20190725		
ACH	ACHATS	ACH000104	20190121	46700000	CARTE BLEUE			x	20190121	EINSTEIN	0,00	32,26			20190725		
BQ	BQ 552	BQ000045	20190122	62510000	VOYAGES ET DEPLACEMENT			x	20190122	PRST AUTOROUTES	148,00	0,00			20190725		
BQ	BQ 552	BQ000045	20190122	51200000	BANQUE 124			x	20190122	PRST AUTOROUTES	0,00	148,00			20190725		
ACH	ACHATS	ACH000105	20190123	62560000	MISSIONS			x	20190123	LITL	2,95	0,00			20190725		
ACH	ACHATS	ACH000105	20190123	46700000	CARTE BLEUE			x	20190123	LITL	0,00	2,95			20190725		
ACH	ACHATS	ACH000106	20190124	62560000	MISSIONS			x	20190124	LITL	3,65	0,00			20190725		
ACH	ACHATS	ACH000106	20190124	46700000	CARTE BLEUE			x	20190124	LITL	0,00	3,65			20190725		
ACH	ACHATS	ACH000107	20190124	62560000	MISSIONS			x	20190124	EGGTALE	21,45	0,00			20190725		
ACH	ACHATS	ACH000107	20190124	46700000	CARTE BLEUE			x	20190124	EGGTALE	0,00	21,45			20190725		
BQ	BQ 552	BQ000046	20190124	46700000	CARTE BLEUE			x	20190124	PRST SFR	46,00	0,00			20190725		
BQ	BQ 552	BQ000046	20190124	51200000	BANQUE 124			x	20190124	PRST SFR	0,00	46,00			20190725		
ACH	ACHATS	ACH000108	20190125	62560000	MISSIONS			x	20190125	BAR SNACK	6,00	0,00			20190725		
ACH	ACHATS	ACH000108	20190125	46700000	CARTE BLEUE			x	20190125	BAR SNACK	0,00	6,00			20190725		
ACH	ACHATS	ACH000109	20190125	62560000	MISSIONS			x	20190125	RESTAURANT	13,60	0,00			20190725		
ACH	ACHATS	ACH000109	20190125	46700000	CARTE BLEUE			x	20190125	RESTAURANT	0,00	13,60			20190725		
ACH	ACHATS	ACH000110	20190125	60610100	GAZOIL			x	20190125	GAZOLE	87,42	0,00			20190725		
ACH	ACHATS	ACH000110	20190125	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190125	GAZOLE	17,48	0,00			20190725		
ACH	ACHATS	ACH000110	20190125	46700000	CARTE BLEUE			x	20190125	GAZOLE	0,00	104,90			20190725		
ACH	ACHATS	ACH000111	20190128	62560000	MISSIONS			x	20190128	LE CASH REPAS	15,10	0,00			20190725		
ACH	ACHATS	ACH000111	20190128	46700000	CARTE BLEUE			x	20190128	LE CASH REPAS	0,00	15,10			20190725		
ACH	ACHATS	ACH000112	20190129	62560000	MISSIONS			x	20190129	RESTAURANT	36,00	0,00			20190725		
ACH	ACHATS	ACH000112	20190129	46700000	CARTE BLEUE			x	20190129	RESTAURANT	0,00	36,00			20190725		
ACH	ACHATS	ACH000113	20190129	60610100	GAZOIL			x	20190129	GAZOLE	110,18	0,00			20190725		
ACH	ACHATS	ACH000113	20190129	46700000	CARTE BLEUE			x	20190129	GAZOLE	0,00	110,18			20190725		
ACH	ACHATS	ACH000114	20190129	62510000	VOYAGES ET DEPLACEMENT			x	20190129	AXEHOTEL	68,50	0,00			20190725		
ACH	ACHATS	ACH000114	20190129	46700000	CARTE BLEUE			x	20190129	AXEHOTEL	0,00	68,50			20190725		
SA	SALAIRES	SA000006	20190130	64110000	SALAIRES APOINTEMENTS			x	20190130	SALAIRE 0119	5602,46	0,00			20190725		
SA	SALAIRES	SA000006	20190130	64510000	COTISATIONS URSAAF			x	20190130	COTISATION BEARAF 0119	1763,65	0,00			20190725		
SA	SALAIRES	SA000006	20190130	64530000	CAISSE DE RETRAITES			x	20190130	RETRAITE 0119	540,98	0,00			20190725		
SA	SALAIRES	SA000006	20190130	64550000	PREVOYANCES			x	20190130	PREVOYANCE 0119	72,80	0,00			20190725		
SA	SALAIRES	SA000006	20190130	64520000	MUTUELLES			x	20190130	MUTUELLES	35,63	0,00			20190725		
SA	SALAIRES	SA000006	20190130	43100000	SECURITE SOCIAL			x	20190130	BEARAF 0119	0,00	2563,51			20190725		
SA	SALAIRES	SA000006	20190130	43700000	AUTRES ORGANISMES SOCIAUX			x	20190130	HUMANIS AGIRC/ARRCO 0119	0,00	901,90	AA		20190725		
SA	SALAIRES	SA000006	20190130	43700000	AUTRES ORGANISMES SOCIAUX			x	20190130	CALVIN PREVOYANCE 0119	0,00	94,94	AA		20190725		
SA	SALAIRES	SA000006	20190130	43700000	AUTRES ORGANISMES SOCIAUX			x	20190130	MUTUELLES 0119	0,00	71,26	AA		20190725		
SA	SALAIRES	SA000006	20190130	42100000	PERSONNEL REMUNERATION DUES			x	20190130	REMUNERATION DUES 0119	0,00	3464,95			20190725		
SA	SALAIRES	SA000006	20190130	79100000	TRANSFERT DE CHARGES			x	20190130	AVANTAGE EN NATURE 0119	0,00	185,79			20190725		
SA	SALAIRES	SA000006	20190130	44210000	PLVT A LA SOURCE			x	20190130	PAS 0119	0,00	733,17			20190725		
ACH	ACHATS	ACH000115	20190131	62560000	MISSIONS			x	20190131	FAT DO	13,00	0,00			20190725		
ACH	ACHATS	ACH000115	20190131	46700000	CARTE BLEUE			x	20190131	FAT DO	0,00	13,00			20190725		
ACH	ACHATS	ACH000116	20190131	62560000	MISSIONS			x	20190131	THE MILL POUPAILLON	9,80	0,00			20190725		
ACH	ACHATS	ACH000116	20190131	46700000	CARTE BLEUE			x	20190131	THE MILL POUPAILLON	0,00	9,80			20190725		
ACH	ACHATS	ACH000117	20190131	60630000	FOURNITURES ET PETIT EQUIPEMEN			x	20190131	BOULANGER	82,50	0,00			20190725		
ACH	ACHATS	ACH000117	20190131	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190131	BOULANGER	16,50	0,00			20190725		
ACH	ACHATS	ACH000117	20190131	46700000	CARTE BLEUE			x	20190131	BOULANGER	0,00	99,00			20190725		
ACH	ACHATS	ACH000118	20190201	46700000	CARTE BLEUE			x	20190201	Ajust cb frais de mission	0,00	60,48			20190725		
ACH	ACHATS	ACH000118	20190201	62560000	MISSIONS			x	20190201	Ajust cb frais de mission	60,48	0,00			20190725		
BQ	BQ 552	BQ000047	20190201	46700000	CARTE BLEUE			x	20190201	CB	1213,67	0,00			20190725		
BQ	BQ 552	BQ000047	20190201	51200000	BANQUE 124			x	20190201	CB	0,00	1213,67			20190725		
ACH	ACHATS	ACH000119	20190204	62560000	MISSIONS			x	20190204	SAXOPHONES D'ASIE	15,50	0,00			20190725		
ACH	ACHATS	ACH000119	20190204	46700000	CARTE BLEUE			x	20190204	SAXOPHONES D'ASIE	0,00	15,50			20190725		
BQ	BQ 552	BQ000048	20190204	43700000	AUTRES ORGANISMES SOCIAUX			x	20190204	PRST HUMANIS	3148,37	0,00	AA		20190725		
BQ	BQ 552	BQ000048	20190204	51200000	BANQUE 124			x	20190204	PRST HUMANIS	0,00	3148,37			20190725		
ACH	ACHATS	ACH000120	20190205	62560000	MISSIONS			x	20190205	RESTAURANT CHEZ 521	15,90	0,00			20190725		
ACH	ACHATS	ACH000120	20190205	46700000	CARTE BLEUE			x	20190205	RESTAURANT CHEZ 521	0,00	15,90			20190725		
ACH	ACHATS	ACH000121	20190205	62510000	VOYAGES ET DEPLACEMENT			x	20190205	RESIDENCE HOTELLIA AFFAIRES & BI	1508,40	0,00			20190725		
ACH	ACHATS	ACH000121	20190205	46700000	CARTE BLEUE			x	20190205	RESIDENCE HOTELLIA AFFAIRES & BI	0,00	1508,40			20190725		
ACH	ACHATS	ACH000122	20190206	62560000	MISSIONS			x	20190206	RESTAURANT CHEZ 521	14,50	0,00			20190725		
ACH	ACHATS	ACH000122	20190206	46700000	CARTE BLEUE			x	20190206	RESTAURANT CHEZ 521	0,00	14,50			20190725		
BQ	BQ 552	BQ000049	20190206	42100000	PERSONNEL REMUNERATION DUES			x	20190206	THOMAS 432	3464,95	0,00			20190725		
BQ	BQ 552	BQ000049	20190206	51200000	BANQUE 124			x	20190206	THOMAS 432	0,00	3464,95			20190725		
BQ	BQ 552	BQ000050	20190206	40100000	FOURNISSEURS DIVERS	PAR 01	PARTNER01	x	20190206	PARTNER01	1976,40	0,00	AC		20190725		
BQ	BQ 552	BQ000050	20190206	51200000	BANQUE 124			x	20190206	PARTNER01	0,00	1976,40			20190725		
BQ	BQ 552	BQ000051	20190206	40100000	FOURNISSEURS DIVERS	124SOL	124 SOLUTION	x	20190206	124 SOLUTION	75,60	0,00	AD		20190725		
BQ	BQ 552	BQ000051	20190206	51200000	BANQUE 124			x	20190206	124 SOLUTION	0,00	75,60			20190725		
BQ	BQ 552	BQ000052	20190206	40100000	FOURNISSEURS DIVERS	PAR 01	PARTNER01	x	20190206	PARTNER01	25,03	0,00	AC		20190725		
BQ	BQ 552	BQ000052	20190206	51200000	BANQUE 124			x	20190206	PARTNER01	0,00	25,03			20190725		
ACH	ACHATS	ACH000123	20190207	62560000	MISSIONS			x	20190207	POULAILLON	11,80	0,00			20190725		
ACH	ACHATS	ACH000123	20190207	46700000	CARTE BLEUE			x	20190207	POULAILLON	0,00	11,80			20190725		
ACH	ACHATS	ACH000124	20190208	62560000	MISSIONS			x	20190208	CASA 44	5,50	0,00			20190725		
ACH	ACHATS	ACH000124	20190208	46700000	CARTE BLEUE			x	20190208	CASA 44	0,00	5,50			20190725		
ACH	ACHATS	ACH000125	20190208	60610100	GAZOIL			x	20190208	STATION ETRANGX 1 GAZOIL	84,18	0,00			20190725		
ACH	ACHATS	ACH000125	20190208	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190208	STATION ETRANGX 1 GAZOIL	16,84	0,00			20190725		
ACH	ACHATS	ACH000125	20190208	46700000	CARTE BLEUE			x	20190208	STATION ETRANGX 1 GAZOIL	0,00	101,02			20190725		
ACH	ACHATS	ACH000126	20190208	60630000	FOURNITURES ET PETIT EQUIPEMEN			x	20190208	CDISCOUNT ACHAT TV ET SUPPORT	569,98	0,00			20190725		
ACH	ACHATS	ACH000126	20190208	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190208	CDISCOUNT ACHAT TV ET SUPPORT	114,00	0,00			20190725		
ACH	ACHATS	ACH000126	20190208	46700000	CARTE BLEUE			x	20190208	CDISCOUNT ACHAT TV ET SUPPORT	0,00	683,98			20190725		
BQ	BQ 552	BQ000053	20190209	62700000	SERVICES BANCAIRE ET ASSIMILES			x	20190209	COTIS BANQUE 123	12,00	0,00			20190725		
BQ	BQ 552	BQ000053	20190209	51200000	BANQUE 124			x	20190209	COTIS BANQUE 123	0,00	12,00			20190725		
ACH	ACHATS	ACH000127	20190211	62560000	MISSIONS			x	20190211	BOULANGERIE NERVES AT WORK	14,40	0,00			20190725		
ACH	ACHATS	ACH000127	20190211	46700000	CARTE BLEUE			x	20190211	BOULANGERIE NERVES AT WORK	0,00	14,40			20190725		
BQ	BQ 552	BQ000054	20190211	45500000	CPT COURANTS DE L ASSOCIE			x	20190211	VIRT ESPRIT AUTOMATION	0,00	30000,00			20190725		
BQ	BQ 552	BQ000054	20190211	51200000	BANQUE 124			x	20190211	VIRT ESPRIT AUTOMATION	30000,00	0,00			20190725		
BQ	BQ 552	BQ000055	20190211	61610000	ASSURANCES			x	20190211	PRLV SEPA MAAF ASSURANCES	184,06	0,00			20190725		
BQ	BQ 552	BQ000055	20190211	51200000	BANQUE 124			x	20190211	PRLV SEPA MAAF ASSURANCES	0,00	184,06			20190725		
ACH	ACHATS	ACH000128	20190212	62560000	MISSIONS			x	20190212	RESTAURANT SOUKHOTHAJ	15,80	0,00			20190725		
ACH	ACHATS	ACH000128	20190212	46700000	CARTE BLEUE			x	20190212	RESTAURANT SOUKHOTHAJ	0,00	15,80			20190725		
ACH	ACHATS	ACH000129	20190212	62560000	MISSIONS			x	20190212	RESTAURANT LA BURGLER	34,70	0,00			20190725		
ACH	ACHATS	ACH000129	20190212	46700000	CARTE BLEUE			x	20190212	RESTAURANT LA BURGLER	0,00	34,70			20190725		
ACH	ACHATS	ACH000130	20190212	62510000	VOYAGES ET DEPLACEMENT			x	20190212	BRIT HOTEL BLUE MASS CENTRE	98,00	0,00			20190725		
ACH	ACHATS	ACH000130	20190212	46700000	CARTE BLEUE			x	20190212	BRIT HOTEL BLUE MASS CENTRE	0,00	98,00			20190725		
ACH	ACHATS	ACH000131	20190212	62510000	VOYAGES ET DEPLACEMENT			x	20190212	ITIS PETITE PRESSE	113,90	0,00			20190725		
ACH	ACHATS	ACH000131	20190212	46700000	CARTE BLEUE			x	20190212	ITIS PETITE PRESSE	0,00	113,90			20190725		
ACH	ACHATS	ACH000132	20190212	62510000	VOYAGES ET DEPLACEMENT			x	20190212	ITIS PETITE PRESSE	115,90	0,00			20190725		
ACH	ACHATS	ACH000132	20190212	46700000	CARTE BLEUE			x	20190212	ITIS PETITE PRESSE	0,00	115,90			20190725		
ACH	ACHATS	ACH000133	20190213	62560000	MISSIONS			x	20190213	CASINO SHOP	4,19	0,00			20190725		
ACH	ACHATS	ACH000133	20190213	46700000	CARTE BLEUE			x	20190213	CASINO SHOP	0,00	4,19			20190725		
BQ	BQ 552	BQ000056	20190213	62700000	SERVICES BANCAIRE ET ASSIMILES			x	20190213	FRAIS CREATION EURO PRLV	3,90	0,00			20190725		
BQ	BQ 552	BQ000056	20190213	51200000	BANQUE 124			x	20190213	FRAIS CREATION EURO PRLV	0,00	3,90			20190725		
ACH	ACHATS	ACH000134	20190214	60610100	GAZOIL			x	20190214	STATION ETRANGX 1	83,96	0,00			20190725		
ACH	ACHATS	ACH000134	20190214	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190214	STATION ETRANGX 1	16,79	0,00			20190725		
ACH	ACHATS	ACH000134	20190214	46700000	CARTE BLEUE			x	20190214	STATION ETRANGX 1	0,00	100,75			20190725		
ACH	ACHATS	ACH000135	20190218	62510000	VOYAGES ET DEPLACEMENT			x	20190218	EUROPOP LYON	1226,10	0,00			20190725		
ACH	ACHATS	ACH000135	20190218	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190218	EUROPOP LYON	245,22	0,00			20190725		
ACH	ACHATS	ACH000135	20190218	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20190218	EUROPOP LYON	0,00	1471,32			20190725		
BQ	BQ 552	BQ000057	20190218	45500000	CPT COURANTS DE L ASSOCIE			x	20190218	THOMAS 124 SALAIRE SEPTEMBRE	4402,78	0,00			20190725		
BQ	BQ 552	BQ000057	20190218	51200000	BANQUE 124			x	20190218	THOMAS 124 SALAIRE SEPTEMBRE	0,00	4402,78			20190725		
BQ	BQ 552	BQ000058	20190218	62260000	HONORAIRES			x	20190218	BLEUE PHILIPPE	774,00	0,00			20190725		
BQ	BQ 552	BQ000058	20190218	51200000	BANQUE 124			x	20190218	BLEUE PHILIPPE	0,00	774,00			20190725		
BQ	BQ 552	BQ000059	20190218	45500000	CPT COURANTS DE L ASSOCIE			x	20190218	THOMAS 432 DEPENSES SEPTEMBR	580,67	0,00			20190725		
BQ	BQ 552	BQ000059	20190218	51200000	BANQUE 124			x	20190218	THOMAS 432 DEPENSES SEPTEMBR	0,00	580,67			20190725		
BQ	BQ 552	BQ000060	20190218	43700000	AUTRES ORGANISMES SOCIAUX			x	20190218	PLVT HUMANIS	189,70	0,00			20190725		
BQ	BQ 552	BQ000060	20190218	51200000	BANQUE 124			x	20190218	PLVT HUMANIS	0,00	189,70			20190725		
ACH	ACHATS	ACH000136	20190219	62510000	VOYAGES ET DEPLACEMENT			x	20190219	NEATSTYLE	4155,00	0,00			20190725		
ACH	ACHATS	ACH000136	20190219	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190219	NEATSTYLE	831,00	0,00			20190725		
ACH	ACHATS	ACH000136	20190219	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20190219	NEATSTYLE	0,00	4986,00			20190725		
BQ	BQ 552	BQ000061	20190219	43100000	SECURITE SOCIAL			x	20190219	PRLV SEPA BEARAF 544	2563,00	0,00			20190725		
BQ	BQ 552	BQ000061	20190219	51200000	BANQUE 124			x	20190219	PRLV SEPA BEARAF 544	0,00	2563,00			20190725		
BQ	BQ 552	BQ000062	20190221	62510000	VOYAGES ET DEPLACEMENT			x	20190221	PRLV SEPA AUTOROUTES	150,60	0,00			20190725		
BQ	BQ 552	BQ000062	20190221	51200000	BANQUE 124			x	20190221	PRLV SEPA AUTOROUTES	0,00	150,60			20190725		
BQ	BQ 552	BQ000063	20190222	44210000	PLVT A LA SOURCE			x	20190222	PVSI DGFIP	733,00	0,00			20190725		
BQ	BQ 552	BQ000063	20190222	51200000	BANQUE 124			x	20190222	PVSI DGFIP	0,00	733,00			20190725		
BQ	BQ 552	BQ000064	20190222	62610000	FRAIS TELEPHONE SFR			x	20190222	PRLV SEPA SFR SOC	48,00	0,00			20190725		
BQ	BQ 552	BQ000064	20190222	51200000	BANQUE 124			x	20190222	PRLV SEPA SFR SOC	0,00	48,00			20190725		
BQ	BQ 552	BQ000065	20190222	40100000	FOURNISSEURS DIVERS	08DIVERS	DIVER	x	20190222	EUROPEXPO	1471,32	0,00			20190725		
BQ	BQ 552	BQ000065	20190222	51200000	BANQUE 124			x	20190222	EUROPEXPO	0,00	1471,32			20190725		
BQ	BQ 552	BQ000066	20190227	62510000	VOYAGES ET DEPLACEMENT			x	20190227	SARL NEATSTYLE	4986,00	0,00			20190725		
BQ	BQ 552	BQ000066	20190227	51200000	BANQUE 124			x	20190227	SARL NEATSTYLE	0,00	4986,00			20190725		
ACH	ACHATS	ACH000137	20190228	62510000	VOYAGES ET DEPLACEMENT			x	20190228	PARKING	1,95	0,00			20190725		
ACH	ACHATS	ACH000137	20190228	46700000	CARTE BLEUE			x	20190228	PARKING	0,00	1,95	AN		20190725		
ACH	ACHATS	ACH000138	20190228	62560000	MISSIONS			x	20190228	RESTAURATION PAUL	8,40	0,00			20190725		
ACH	ACHATS	ACH000138	20190228	46700000	CARTE BLEUE			x	20190228	RESTAURATION PAUL	0,00	8,40	AN		20190725		
ACH	ACHATS	ACH000139	20190228	62560000	MISSIONS			x	20190228	RESTO COTE BARTHOLOMEUS	56,44	0,00			20190725		
ACH	ACHATS	ACH000139	20190228	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190228	RESTO COTE BARTHOLOMEUS	6,56	0,00			20190725		
ACH	ACHATS	ACH000139	20190228	46700000	CARTE BLEUE			x	20190228	RESTO COTE BARTHOLOMEUS	0,00	63,00	AN		20190725		
SA	SALAIRES	SA000007	20190228	64110000	SALAIRES APOINTEMENTS			x	20190228	SALAIRE 0219	3386,55	0,00			20190725		
SA	SALAIRES	SA000007	20190228	64510000	COTISATIONS URSAAF			x	20190228	COTISATION BEARAF 0219	1066,86	0,00			20190725		
SA	SALAIRES	SA000007	20190228	64530000	CAISSE DE RETRAITES			x	20190228	RETRAITE 0219	326,26	0,00			20190725		
SA	SALAIRES	SA000007	20190228	64550000	PREVOYANCES			x	20190228	PREVOYANCE 0219	44,05	0,00			20190725		
SA	SALAIRES	SA000007	20190228	64520000	MUTUELLES			x	20190228	MUTUELLES	21,63	0,00			20190725		
SA	SALAIRES	SA000007	20190228	43100000	SECURITE SOCIAL			x	20190228	BEARAF 0219	0,00	1550,99			20190725		
SA	SALAIRES	SA000007	20190228	43700000	AUTRES ORGANISMES SOCIAUX			x	20190228	HUMANIS AGIRC/ARRCO 0219	0,00	543,91			20190725		
SA	SALAIRES	SA000007	20190228	43700000	AUTRES ORGANISMES SOCIAUX			x	20190228	CALVIN PREVOYANCE 0219	0,00	57,35			20190725		
SA	SALAIRES	SA000007	20190228	43700000	AUTRES ORGANISMES SOCIAUX			x	20190228	MUTUELLES 0219	0,00	43,26			20190725		
SA	SALAIRES	SA000007	20190228	42100000	PERSONNEL REMUNERATION DUES			x	20190228	REMUNERATION DUES 0219	0,00	2214,76			20190725		
SA	SALAIRES	SA000007	20190228	79100000	TRANSFERT DE CHARGES			x	20190228	AVANTAGE EN NATURE 0219	0,00	185,79			20190725		
SA	SALAIRES	SA000007	20190228	44210000	PLVT A LA SOURCE			x	20190228	PAS 0319	0,00	249,29			20190725		
ACH	ACHATS	ACH000140	20190301	46700000	CARTE BLEUE			x	20190301	NDF	0,00	2,00			20190725		
ACH	ACHATS	ACH000140	20190301	62560000	MISSIONS			x	20190301	NDF	2,00	0,00			20190725		
ACH	ACHATS	ACH000141	20190301	62560000	MISSIONS			x	20190301	S'APPEL RESTAURATION	19,00	0,00			20190725		
ACH	ACHATS	ACH000141	20190301	46700000	CARTE BLEUE			x	20190301	S'APPEL RESTAURATION	0,00	19,00	AO		20190725		
ACH	ACHATS	ACH000142	20190301	62560000	MISSIONS			x	20190301	RESTAU COTE BARTHOLOMEUS	59,94	0,00			20190725		
ACH	ACHATS	ACH000142	20190301	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190301	RESTAU COTE BARTHOLOMEUS	7,66	0,00			20190725		
ACH	ACHATS	ACH000142	20190301	46700000	CARTE BLEUE			x	20190301	RESTAU COTE BARTHOLOMEUS	0,00	67,60	AT		20190725		
BQ	BQ 552	BQ000067	20190301	46700000	CARTE BLEUE			x	20190301	CB AU 280218	2965,04	0,00			20190725		
BQ	BQ 552	BQ000067	20190301	51200000	BANQUE 124			x	20190301	CB AU 280218	0,00	2965,04			20190725		
ACH	ACHATS	ACH000143	20190302	60610100	GAZOIL			x	20190302	STATION ETRANGX 1  GAZOIL	97,44	0,00			20190725		
ACH	ACHATS	ACH000143	20190302	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190302	STATION ETRANGX 1  GAZOIL	19,49	0,00			20190725		
ACH	ACHATS	ACH000143	20190302	46700000	CARTE BLEUE			x	20190302	STATION ETRANGX 1  GAZOIL	0,00	116,93	AP		20190725		
ACH	ACHATS	ACH000144	20190304	62560000	MISSIONS			x	20190304	RESTAU COTE BARTHOLOMEUS	52,67	0,00			20190725		
ACH	ACHATS	ACH000144	20190304	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190304	RESTAU COTE BARTHOLOMEUS	6,93	0,00			20190725		
ACH	ACHATS	ACH000144	20190304	46700000	CARTE BLEUE			x	20190304	RESTAU COTE BARTHOLOMEUS	0,00	59,60	AQ		20190725		
ACH	ACHATS	ACH000145	20190304	60630000	FOURNITURES ET PETIT EQUIPEMEN			x	20190304	ACHAT MACHINE	145,60	0,00			20190725		
ACH	ACHATS	ACH000145	20190304	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190304	ACHAT MACHINE	29,12	0,00			20190725		
ACH	ACHATS	ACH000145	20190304	46700000	CARTE BLEUE			x	20190304	ACHAT MACHINE	0,00	174,72	AU		20190725		
ACH	ACHATS	ACH000146	20190304	60630000	FOURNITURES ET PETIT EQUIPEMEN			x	20190304	CARTFIVE RAFRAICHISSEMENT	285,42	0,00			20190725		
ACH	ACHATS	ACH000146	20190304	46700000	CARTE BLEUE			x	20190304	CARTFIVE RAFRAICHISSEMENT	0,00	285,42	AR		20190725		
BQ	BQ 552	BQ000068	20190304	42100000	PERSONNEL REMUNERATION DUES			x	20190304	THOMAS 432 SAL FEV19	2214,76	0,00			20190725		
BQ	BQ 552	BQ000068	20190304	51200000	BANQUE 124			x	20190304	THOMAS 432 SAL FEV19	0,00	2214,76			20190725		
ACH	ACHATS	ACH000147	20190305	60630000	FOURNITURES ET PETIT EQUIPEMEN			x	20190305	BOULANGERIE	5,10	0,00			20190725		
ACH	ACHATS	ACH000147	20190305	46700000	CARTE BLEUE			x	20190305	BOULANGERIE	0,00	5,10	AR		20190725		
ACH	ACHATS	ACH000148	20190305	60630000	FOURNITURES ET PETIT EQUIPEMEN			x	20190305	AUCHAN	21,36	0,00			20190725		
ACH	ACHATS	ACH000148	20190305	46700000	CARTE BLEUE			x	20190305	AUCHAN	0,00	21,36	AS		20190725		
ACH	ACHATS	ACH000149	20190307	60630000	FOURNITURES ET PETIT EQUIPEMEN			x	20190307	RESTAU COTE BARTHOLOMEUS	78,99	0,00			20190725		
ACH	ACHATS	ACH000149	20190307	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190307	RESTAU COTE BARTHOLOMEUS	8,82	0,00			20190725		
ACH	ACHATS	ACH000149	20190307	46700000	CARTE BLEUE			x	20190307	RESTAU COTE BARTHOLOMEUS	0,00	87,81	AV		20190725		
ACH	ACHATS	ACH000150	20190308	62560000	MISSIONS			x	20190308	MAISON GODAT	6,20	0,00			20190725		
ACH	ACHATS	ACH000150	20190308	46700000	CARTE BLEUE			x	20190308	MAISON GODAT	0,00	6,20	AS		20190725		
ACH	ACHATS	ACH000151	20190309	62510000	VOYAGES ET DEPLACEMENT			x	20190309	HOTEL HOTELLIA	182,90	0,00			20190725		
ACH	ACHATS	ACH000151	20190309	46700000	CARTE BLEUE			x	20190309	HOTEL HOTELLIA	0,00	182,90	AV		20190725		
BQ	BQ 552	BQ000069	20190309	62700000	SERVICES BANCAIRE ET ASSIMILES			x	20190309	COTIS BANQUE 123	12,00	0,00			20190725		
BQ	BQ 552	BQ000069	20190309	51200000	BANQUE 124			x	20190309	COTIS BANQUE 123	0,00	12,00			20190725		
BQ	BQ 552	BQ000070	20190311	61610000	ASSURANCES			x	20190311	PRLV SEPA MAAF ASSURANCE	184,00	0,00			20190725		
BQ	BQ 552	BQ000070	20190311	51200000	BANQUE 124			x	20190311	PRLV SEPA MAAF ASSURANCE	0,00	184,00			20190725		
BQ	BQ 552	BQ000071	20190313	44567000	CREDIT DE TVA			x	20190313	EVI SIE CENTRAL DIJON NO	0,00	900,00			20190725		
BQ	BQ 552	BQ000071	20190313	51200000	BANQUE 124			x	20190313	EVI SIE CENTRAL DIJON NO	900,00	0,00			20190725		
OD	OPERATIONS DIVERSES	OD 000008	20190313	44567000	CREDIT DE TVA			x	20190313	Diff�rence lettrage	0,00	1,00			20190725		
OD	OPERATIONS DIVERSES	OD 000008	20190313	65800000	CHARGES DIVERSES DE GESTION			x	20190313	Diff�rence lettrage	1,00	0,00			20190725		
ACH	ACHATS	ACH000152	20190314	60610100	GAZOIL			x	20190314	GAZOIL	85,60	0,00			20190725		
ACH	ACHATS	ACH000152	20190314	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190314	GAZOIL	17,12	0,00			20190725		
ACH	ACHATS	ACH000152	20190314	46700000	CARTE BLEUE			x	20190314	GAZOIL	0,00	102,72	AV		20190725		
ACH	ACHATS	ACH000153	20190315	62260000	HONORAIRES			x	20190315	124 SOLUTION (fact f�vrie	63,00	0,00			20190725		
ACH	ACHATS	ACH000153	20190315	44566000	TVA SUR AUTRES BIEN ET SERVICE			x	20190315	124 SOLUTION (fact f�vrie	12,60	0,00			20190725		
ACH	ACHATS	ACH000153	20190315	40100000	FOURNISSEURS DIVERS	124SOL	124 SOLUTION	x	20190315	124 SOLUTION (fact f�vrie	0,00	75,60			20190725		
ACH	ACHATS	ACH000154	20190315	62560000	MISSIONS			x	20190315	SUPER U	21,43	0,00			20190725		
ACH	ACHATS	ACH000154	20190315	46700000	CARTE BLEUE			x	20190315	SUPER U	0,00	21,43	AV		20190725		
BQ	BQ 552	BQ000072	20190319	43100000	SECURITE SOCIAL			x	20190319	PRLV SEPA BEARAF 544	1551,00	0,00			20190725		
BQ	BQ 552	BQ000072	20190319	51200000	BANQUE 124			x	20190319	PRLV SEPA BEARAF 544	0,00	1551,00			20190725		
