"id","code","name","account_type","reconcile","name@hr"
"hr_778000","778000","Financial fees income","income","False","Prihodi od financijskih naknada"
"hr_779000","779000","Other financial income","income","False","Ostali financijski prihodi"
"hr_780000","780000","Income from liability write off and from discounts received","income_other","False","Prihodi od otpisa obveza i popusta"
"hr_781000","781000","Net gain on disposal of assets, surpluses and evaluation","income_other","False","Prihodi od rezidualnih imovinskih stavki, viškova i procjena"
"hr_782000","782000","Income from reversal of value adjustment and provisions and collected receivables written off","income_other","False","Prihodi od ukidanja rezerviranja i naknadno naplaćeni prihodi"
"hr_783000","783000","Income from grants, subsidies and compensations","income_other","False","Prihodi od refundacije, dotacija, subvencija i nadoknada"
"hr_780900","780900","Income from the write-off of liabilities to entrepreneurs within the group","income_other","False","Prihodi od otpisa obveza prema poduzetnicima unutar grupe"
"hr_783900","783900","Income from grants and compensation from entrepreneurs within the group","income_other","False","Prihodi od potpora i naknada od poduzetnika unutar grupe"
"hr_784000","784000","Income from losses and revaluations reversals","income_other","False","Prihodi od ukidanja gubitaka i revalorizacija"
"hr_785000","785000","Other business income","income_other","False","Ostali poslovni prihodi"
"hr_786000","786000","Income from government grants","income_other","False","Prihodi od državnih potpora (HSFI 15 i MRS 20)"
"hr_787000","787000","Gains from biological assets arising from valuation","income_other","False","Dobitci od procjene poljoprivrednih proizvoda i biološke imovine (HSFI 17, t. 17.12 i MRS 41)"
"hr_788000","788000","Revenues from the sale of a significant part of the assets","income_other","False","Prihodi od prodaje značajnog dijela imovine (društva, pogona, gosp. cjeline)"
"hr_789000","789000","Other income (free deliverables, non-operational income)","income_other","False","Ostali prihodi (npr. veliki besplatni primitak, prihod koji nije proizašao iz redovitog poslovanja)"
"hr_803000","803000","Income tax expense","expense","False","Porez na dobitak (gubitak)"
"hr_900000","900000","Issued capital - paid in","equity","False","Upisani temeljni kapital koji je plaćen"
"hr_901000","901000","Issued capital - non controlling interests","equity","False","Upisani temeljni kapital manjinskih članova"
"hr_902000","902000","Issued capital- not paid in","equity","False","Upisani kapital koji nije plaćen"
"hr_903000","903000","Shareholders share in public limited company capital","equity","False","Kapital (ulozi) članova javnog trgovačkog društva"
"hr_904000","904000","Partners business stakes in limited partnership","equity","False","Kapital (ulozi) komanditora komanditnog društva"
"hr_905000","905000","Government capital in company","equity","False","Državni kapital u udjelima"
"hr_906000","906000","Members business stake in cooperative capital","equity","False","Kapital članova zadruge"
"hr_910000","910000","Paid in stake/share above issued share capital","equity","False","Uplaćeni udjeli - dionice iznad svote temeljnog kapitala"
"hr_911000","911000","Capital reserves from additional payments in order to gain special rights in the Company (convertible bonds)","equity","False","Kapitalne pričuve iz dodatnih uplata radi stjecanja posebnih prava u društvu (ili zamjenjivih obveznica)"
"hr_912000","912000","Capital reserves from the additional payments of equity holders","equity","False","Kapitalne pričuve iz uplata dodatnih činidbi"
"hr_913000","913000","Decrease of share capital transferred to capital reserve","equity","False","Kapitalne pričuve iz ostatka pri smanjenju temeljnog kapitala"
"hr_914000","914000","Capital reserves from other sources","equity","False","Kapitalne pričuve iz drugih izvora"
"hr_915000","915000","Capital gain from sale of treasury shares - stakes","equity","False","Kapitalni dobitak iz prodaje vlastitih udjela - dionica"
"hr_916000","916000","Capital gains on the sale of shares issued","equity","False","Kapitalni dobitak na prodane emitirane dionice"
"hr_917000","917000","Investments in silent company transferred to capital reserves","equity","False","Kapitalne pričuve iz ulaganja tajnog člana društva (čl. 148. ZTD-a)"
"hr_918000","918000","Capital loss from sale of treasury shares - stakes","equity","False","Kapitalni gubitci iz vlastitih dionica i udjela"
"hr_919000","919000","Investments of entrepreneur transferred to capital reserves","equity","False","Kapital iz ulaganja obrtnika dobitaša"
"hr_920000","920000","Legal reserves","equity","False","Zakonske pričuve"
"hr_921000","921000","Reserves for treasury shares","equity","False","Pričuve za vlastite dionice i udjele (čl. 233. i 406.a ZTD-a)"
"hr_922000","922000","Treasury shares and stakes","equity","False","Vlastite dionice i udjeli (odbitna- dugovna stavka)"
"hr_923000","923000","Statutory reserves","equity","False","Statutarne pričuve"
"hr_924000","924000","Other reserves","equity","False","Ostale pričuve"
"hr_930000","930000","Revaluation reserves from tangible and intangible assets","equity","False","Revalorizacijske pričuve s osnove revalorizacije dugotrajne materijalne i nematerijalne imovine"
"hr_931000","931000","Fair value of available-for-sale financial assets","equity","False","Fer vrijednost financijske imovine raspoložive za prodaju"
"hr_931200","931200","An effective part of cash flow protection","equity","False","Učinkovit dio zaštite novčanog toka"
"hr_931300","931300","An effective part of the protection of net investment abroad","equity","False","Učinkovit dio zaštite neto ulaganja u inozemstvu"
"hr_932000","932000","Foreign currency from foreign translation","equity","False","Tečajne razlike iz preračuna inozemnog poslovanja"
"hr_933000","933000","Other accumulated comprehensive income / loss","equity","False","Udio u ostaloj sveobuhvatnoj dobiti/gubitku društava povezanih sudjelujućim interesom"
"hr_934000","934000","Actuarial gains/losses based on employment benefits","equity","False","Aktuarski dobici/gubici po planovima definiranih primanja"
"hr_935000","935000","Other changes in capital (minorities)","equity","False","Ostale nevlasničke promjene kapitala"
"hr_940000","940000","Retained earnings","equity","False","Zadržani dobitak (iz prethodnih godina)"
"hr_941000","941000","Accumulated loss","equity","False","Preneseni gubitak (kumuliran u prethodnim godinama - analitika po članovima)"
"hr_960000","960000","Non-controlling interest","equity","False","Manjinski interes"
"hr_990000","990000","Property plant and equipment in use","off_balance","False","Imovina - materijalna u optjecaju"
"hr_991000","991000","Rights and receivables to be used","off_balance","False","Prava i tražbine"
"hr_992000","992000","Securities","off_balance","False","Vrijednosni papiri"
"hr_993000","993000","Securities in circulation","off_balance","False","Vrijednosnice u manipulaciji"
"hr_994000","994000","Calculation of profit from investment in securities","off_balance","False","Obračun dobitka investicijskog pothvata"
"hr_995000","995000","Source of property plant and equipment","off_balance","False","Izvori materijalne imovine"
"hr_996000","996000","Source of rights and obligations","off_balance","False","Izvori prava i obveze"
"hr_997000","997000","Liabilities for securities which are not in circulation","off_balance","False","Obveze za vrijednosne papire koji nisu stavljeni u optjecaj"
"hr_998000","998000","Liabilities for securities in circulation","off_balance","False","Obveze za izdane vrijednosnice u manipulaciji"
"hr_999000","999000","Liabilities due to investment project","off_balance","False","Obveze s osnove investicijskog pothvata"
