"id","code","name","account_type","tag_ids","reconcile","name@sv_SE"
"a5492","5492","Other consumables with a useful life of one year or less","expense","l10n_se.account_tag_32","False","Övriga förbrukningsinventarier med en livslängd på ett år eller mindre"
"a5493","5493","Other consumables","expense","l10n_se.account_tag_32","False","Övrigt förbrukningsmaterial"
"a5510","5510","Repair and maintenance of machinery and equipment","expense","l10n_se.account_tag_32","False","Reparation och underhåll av maskiner och andra tekniska anläggningar"
"a5520","5520","Repair and maintenance of furniture, tools and computers etc.","expense","l10n_se.account_tag_32","False","Reparation och underhåll av inventarier, verktyg och datorer m.m"
"a5530","5530","Repair and maintenance of installations","expense","l10n_se.account_tag_32","False","Reparation och underhåll av installationer"
"a5550","5550","Repair and maintenance of consumable equipment","expense","l10n_se.account_tag_32","False","Reparation och underhåll av förbrukningsinventarier"
"a5580","5580","Maintenance and washing of work clothes","expense","l10n_se.account_tag_32","False","Underhåll och tvätt av arbetskläder"
"a5590","5590","Other repair and maintenance costs","expense","l10n_se.account_tag_32","False","Övriga kostnader för reparation och underhålla"
"a5610","5610","Passenger cars","expense","l10n_se.account_tag_32","False","Personbilar"
"a5616","5616","Congestion tax, deductible","expense","l10n_se.account_tag_32","False","Trängselskatt, avdragsgill"
"a5619","5619","Other passenger car costs","expense","l10n_se.account_tag_32","False","Övriga personbilskostnader"
"a5620","5620","Lorry costs","expense","l10n_se.account_tag_32","False","Lastbilskostnader"
"a5630","5630","Truck costs","expense","l10n_se.account_tag_32","False","Truckkostnader"
"a5640","5640","Working machinery costs","expense","l10n_se.account_tag_32","False","Kostnader för arbetsmaskiner"
"a5650","5650","Tractor costs","expense","l10n_se.account_tag_32","False","Traktorkostnader"
"a5660","5660","Motorbike, moped and scooter costs","expense","l10n_se.account_tag_32","False","Motorcykel-, moped-, och skoterkostnader"
"a5670","5670","Boat, aeroplane and helicopter costs","expense","l10n_se.account_tag_32","False","Båt-, flygplans- och helikopterkostnader"
"a5690","5690","Other transport equipment costs","expense","l10n_se.account_tag_32","False","Övriga kostnader för transportmedel"
"a5710","5710","Freight, transport and insurance for goods distribution","expense","l10n_se.account_tag_32","False","Frakter, transporter och försäkringar vid varudistribution"
"a5720","5720","Customs and freight forwarding costs, etc.","expense","l10n_se.account_tag_32","False","Tull- och speditionskostnader m.m."
"a5730","5730","Transport of labour","expense","l10n_se.account_tag_32","False","Arbetstransporter"
"a5790","5790","Other freight and transport costs","expense","l10n_se.account_tag_32","False","Övriga kostnader för frakter och transporter"
"a5830","5830","Host and accommodation","expense","l10n_se.account_tag_32","False","Host och logi"
"a5890","5890","other travelling expenses","expense","l10n_se.account_tag_32","False","övriga resekostnader"
"a5910","5910","Advertising","expense","l10n_se.account_tag_32","False","Annonsering"
"a5920","5920","Outdoor and traffic advertising","expense","l10n_se.account_tag_32","False","Utomhus- och trafikreklam"
"a5930","5930","Printed advertising material and direct mail","expense","l10n_se.account_tag_32","False","Reklamtrycksaker och direktreklam"
"a5940","5940","Exhibitions and fairs","expense","l10n_se.account_tag_32","False","Utställningar mässor"
"a5950","5950","In-store advertising and retailer advertising","expense","l10n_se.account_tag_32","False","Butiksreklam och återförsäljarreklam"
"a5960","5960","Product samples, promotional gifts, giveaways and competitions","expense","l10n_se.account_tag_32","False","Varuprover, reklamgåvor, presentreklam och tävlingar"
"a5970","5970","Film, radio, television and internet advertising","expense","l10n_se.account_tag_32","False","Film-, radio-, TV- och Internetreklam"
"a5980","5980","Public relations, institutional advertising and sponsorship","expense","l10n_se.account_tag_32","False","PR, institutionell reklam och sponsring"
"a5990","5990","Other advertising and public relations costs","expense","l10n_se.account_tag_32","False","Övriga kostnader for reklam och PR"
"a6000","6000","Other selling expenses","expense","l10n_se.account_tag_32","False","Övriga försäljningskostnader"
"a6010","6010","Catalogues, price lists, etc.","expense","l10n_se.account_tag_32","False","Kataloger, prislistor m. m."
"a6020","6020","Own trade journals","expense","l10n_se.account_tag_32","False","Egna facktidskrifter"
"a6030","6030","Special order costs","expense","l10n_se.account_tag_32","False","Speciella orderkostnader"
"a6040","6040","Credit card charges","expense","l10n_se.account_tag_32","False","Kontokortsavgifter"
"a6050","6050","Sales commissions","expense","l10n_se.account_tag_32","False","Försäljningsprovisioner"
"a6055","6055","Franchise costs, etc.","expense","l10n_se.account_tag_32","False","Franchisekostnader o.dyl."
"a6060","6060","Credit sales costs","expense","l10n_se.account_tag_32","False","Kreditförsäljningskostnader"
"a6061","6061","Credit information","expense","l10n_se.account_tag_32","False","Kreditupplysning"
"a6062","6062","Debt collection and KFM fees","expense","l10n_se.account_tag_32","False","Inkasso och KFM-avgifter"
"a6063","6063","Credit insurance premiums","expense","l10n_se.account_tag_32","False","Kreditförsäkringspremier"
"a6064","6064","Factoring fees","expense","l10n_se.account_tag_32","False","Factoringsavgifter"
"a6069","6069","Other credit sales costs","expense","l10n_se.account_tag_32","False","Övriga kreditförsäljningskostnader"
"a6070","6070","Representation","expense","l10n_se.account_tag_32","False","Representation"
"a6080","6080","Bank guarantees","expense","l10n_se.account_tag_32","False","Bankgarantier"
"a6110","6110","Office supplies","expense","l10n_se.account_tag_32","False","Kontorsmateriel"
"a6150","6150","Printed matter","expense","l10n_se.account_tag_32","False","Trycksaker"
"a6200","6200","Telephone and mail (group account)","expense","l10n_se.account_tag_32","False","Tele och post (gruppkonto)"
"a6211","6211","Fixed telephony","expense","l10n_se.account_tag_32","False","Fast telefoni"
"a6212","6212","Mobile phones","expense","l10n_se.account_tag_32","False","Mobiltelefon"
"a6213","6213","Mobile phone search","expense","l10n_se.account_tag_32","False","Mobilsökning"
"a6214","6214","Fax","expense","l10n_se.account_tag_32","False","Fax"
"a6215","6215","Telex","expense","l10n_se.account_tag_32","False","Telex"
"a6230","6230","Data communication","expense","l10n_se.account_tag_32","False","Datakommunikation"
"a6250","6250","Postal services","expense","l10n_se.account_tag_32","False","Postbefordran"
"a6300","6300","Business insurance and other risk costs (group account)","expense","l10n_se.account_tag_32","False","Företagsförsäkringar och övriga riskkostnader (gruppkonto)"
"a6320","6320","Deductibles in case of damage","expense","l10n_se.account_tag_32","False","Självrisker vid skada"
"a6330","6330","Losses in work in progress","expense","l10n_se.account_tag_32","False","Förluster i pågående arbeten"
"a6340","6340","Damages paid","expense","l10n_se.account_tag_32","False","Lämnade skadestånd"
"a6341","6341","Damages paid, deductible","expense","l10n_se.account_tag_32","False","Lämnade skadestånd, avdragsgilla"
"a6342","6342","Damages paid, non-deductible","expense","l10n_se.account_tag_32","False","Lämnade skadestånd, ej avdragsgilla"
"a6350","6350","Losses on trade receivables","expense","l10n_se.account_tag_32","False","Förluster på kundfordringar"
"a6351","6351","Recognised losses on trade receivables","expense","l10n_se.account_tag_32","False","Konstaterade förluster på kundfordringar"
"a6352","6352","Expected losses on trade receivables","expense","l10n_se.account_tag_32","False","Befarade förluster på kundfordringar"
"a6360","6360","Guarantee costs","expense","l10n_se.account_tag_32","False","Garantikostnader"
"a6361","6361","Change in guarantee provision","expense","l10n_se.account_tag_32","False","Förändring av garantiavsättning"
"a6362","6362","Actual guarantee costs","expense","l10n_se.account_tag_32","False","Faktiska garantikostnader"
"a6370","6370","Guarding and laming costs","expense","l10n_se.account_tag_32","False","Kostnader för bevakning och lam"
"a6380","6380","Losses on other short-term receivables","expense","l10n_se.account_tag_32","False","Förluster på övriga kortfristiga fordringar"
"a6400","6400","Management costs (group account)","expense","l10n_se.account_tag_32","False","Förvaltningskostnader (gruppkonto)"
"a6421","6421","Audit activities","expense","l10n_se.account_tag_32","False","Revision"
"a6422","6422","Audit activities other than auditing","expense","l10n_se.account_tag_32","False","Revisionsverksamhet utöver revision"
"a6423","6423","Tax consultancy - auditor","expense","l10n_se.account_tag_32","False","Skatterådgivning - revisor"
"a6424","6424","Other services - auditor","expense","l10n_se.account_tag_32","False","Övriga tjänster - revisor"
"a6430","6430","Management fees","expense","l10n_se.account_tag_32","False","Management fees"
"a6440","6440","Annual and interim reports","expense","l10n_se.account_tag_32","False","Årsredovisning och delårsrapporter"
"a6450","6450","General meeting of shareholders/annual or association meetings","expense","l10n_se.account_tag_32","False","Bolagsstämma/års- eller föreningsstämma"
"a6490","6490","Other management costs","expense","l10n_se.account_tag_32","False","Övriga förvaltningskostnader"
"a6500","6500","Other external services (group account)","expense","l10n_se.account_tag_32","False","Övriga externa tjänster (gruppkonto)"
"a6510","6510","Measurement costs","expense","l10n_se.account_tag_32","False","Mätningskostnader"
"a6520","6520","Drawing and copying costs","expense","l10n_se.account_tag_32","False","Ritnings-och kopieringskostnader"
"a6810","6810","Hired production staff","expense","l10n_se.account_tag_32","False","Inhyrd produktionspersonal"
"a6820","6820","Hired warehouse staff","expense","l10n_se.account_tag_32","False","Inhyrd lagerpersonal"
"a6830","6830","Hired transport personnel","expense","l10n_se.account_tag_32","False","Inhyrd transportpersonal"
"a6840","6840","Hired office and finance staff","expense","l10n_se.account_tag_32","False","Inhyrd kontors- och ekonomipersonal"
"a6850","6850","Hired IT staff","expense","l10n_se.account_tag_32","False","Inhyrd IT-personal"
"a6860","6860","Hired marketing and sales personnel","expense","l10n_se.account_tag_32","False","Inhyrd marknads- och försäljningspersonal"
"a6870","6870","Hired restaurant and shop staff","expense","l10n_se.account_tag_32","False","Inhyrd restaurang- och butikspersonal"
"a6880","6880","Hired business managers","expense","l10n_se.account_tag_32","False","Inhyrda företagsledare"
"a6890","6890","Other temporary staff","expense","l10n_se.account_tag_32","False","Övriga inhyrd personal"
"a6900","6900","Other external costs (group account)","expense","l10n_se.account_tag_32","False","Övriga externa kostnader (gruppkonto)"
"a6910","6910","Licence fees and royalties)","expense","l10n_se.account_tag_32","False","Licensavgifter och royalties)"
"a6920","6920","Cost of own patents","expense","l10n_se.account_tag_32","False","Kostnader för egna patent"
"a6930","6930","Cost of trade marks, etc.","expense","l10n_se.account_tag_32","False","Kostnader för varumärken m.m."
"a6940","6940","Inspection, testing and stamping fees","expense","l10n_se.account_tag_32","False","Kontroll-, provnings- och stämpelavgifter"
"a6950","6950","Supervision fees of authorities","expense","l10n_se.account_tag_32","False","Tillsynsavgifter myndigheter"
"a6981","6981","Association fees, deductible","expense","l10n_se.account_tag_32","False","Föreningsavgifter, avdragsgilla"
"a6982","6982","Association fees, non-deductible","expense","l10n_se.account_tag_32","False","Föreningsavgifter, ej avdragsgilla"
"a6990","6990","Other external costs","expense","l10n_se.account_tag_32","False","Övriga externa kostnader"
"a6993","6993","Grants and gifts received","expense","l10n_se.account_tag_32","False","Lämnade bidrag och gåvor"
"a6996","6996","Foreign income tax paid","expense","l10n_se.account_tag_32","False","Betald utländsk inkomstskatt"
"a6997","6997","Unpaid foreign income tax","expense","l10n_se.account_tag_32","False","Obetald utländsk inkomstskatt"
"a6998","6998","Foreign VAT","expense","l10n_se.account_tag_32","False","Utländsk moms"
"a6999","6999","Input VAT, mixed activities","expense","l10n_se.account_tag_32","False","Ingående moms, blandad verksamhet"
"a7000","7000","Wages and salaries of employees (group account)","expense","l10n_se.account_tag_32","False","Löner till kollektivanställda (gruppkonto)"
"a7010","7010","Wages and salaries to public sector employees","expense","l10n_se.account_tag_32","False","Löner till kollektivanställda"
"a7011","7011","Wages and salaries to public sector employees","expense","l10n_se.account_tag_32","False","Löner till kollektivanställda"
"a7012","7012","Profit shares to collective employees","expense","l10n_se.account_tag_32","False","Vinstandelar till kollektivanställda"
"a7013","7013","Salary growth support for collective employees 10.21 per cent","expense","l10n_se.account_tag_32","False","Lön växa-stöd kollektivanställda 10.21%"
"a7017","7017","Severance payments to collective employees","expense","l10n_se.account_tag_32","False","Avgångsvederlag till kollektivanställda"
"a7018","7018","Gross salary deductions, public sector employees","expense","l10n_se.account_tag_32","False","Bruttolöneavdrag, kollektivanställda"
"a7019","7019","Accrued wages and salaries and profit shares to collective employees","expense","l10n_se.account_tag_32","False","Upplupna löner och vinstandelar till kollektivanställda"
"a7030","7030","Wages and salaries to collective employees (expatriates)","expense","l10n_se.account_tag_32","False","Löner till kollektivanställda (utlandsanställda)"
"a7031","7031","Wages and salaries to collective employees (expatriates)","expense","l10n_se.account_tag_32","False","Löner till kollektivanställda (utlandsanställda)"
"a7032","7032","Profit shares to collective bargaining employees (expatriates)","expense","l10n_se.account_tag_32","False","Vinstandelar till kollektivanställda (utlandsanställda)"
"a7037","7037","Severance pay for collective workers (expatriates)","expense","l10n_se.account_tag_32","False","Avgångsvederlag till kollektivanställda (utlandsanställda)"
"a7038","7038","Gross salary deductions, collective bargaining employees (expatriates)","expense","l10n_se.account_tag_32","False","Bruttolöneavdrag, kollektivanställda (utlandsanställda)"
"a7039","7039","Accrued wages and salaries and profit shares to collective employees (expatriates)","expense","l10n_se.account_tag_32","False","Upplupna löner och vinstandelar till kollektivanställda (utlandsanställda)"
"a7080","7080","Wages and salaries to public sector employees for time not worked","expense","l10n_se.account_tag_32","False","Löner till kollektivanställda for ej arbetad tid"
"a7081","7081","Sick pay to collective employees","expense","l10n_se.account_tag_32","False","Sjuklöner till kollektivanställda"
"a7082","7082","Holiday pay for public sector employees","expense","l10n_se.account_tag_32","False","Semesterlöner till kollektivanställda"
"a7083","7083","Parental allowances for public sector employees","expense","l10n_se.account_tag_32","False","Föräldraersättning till kollektivanställda"
"a7089","7089","Other wages and salaries of employees in the public sector for non-working time","expense","l10n_se.account_tag_32","False","Övriga löner till kollektivanställda for ej arbetad tid"
"a7200","7200","Salaries of civil servants and company directors (group account)","expense","l10n_se.account_tag_32","False","Löner till tjänstemän och företagsledare (gruppkonto)"
"a7211","7211","Salaries to civil servants","expense","l10n_se.account_tag_32","False","Löner till tjänstemän"
"a7212","7212","Profit shares to civil servants","expense","l10n_se.account_tag_32","False","Vinstandelar till tjänstemän"
"a7213","7213","Salary growth support for officials 10.21","expense","l10n_se.account_tag_32","False","Lön växa-stöd tjänstemän 10.21%"
"a7217","7217","Severance pay to civil servants","expense","l10n_se.account_tag_32","False","Avgångsvederlag till tjänstemän"
"a7218","7218","Gross salary deductions to officials","expense","l10n_se.account_tag_32","False","Bruttolöneavdrag tjänstemän"
"a7219","7219","Accrued salaries and profit shares to civil servants","expense","l10n_se.account_tag_32","False","Upplupna löner och vinstandelar till tjänstemän"
"a7221","7221","Salaries to company directors","expense","l10n_se.account_tag_32","False","Löner till företagsledare"
"a7222","7222","Bonuses to company directors","expense","l10n_se.account_tag_32","False","Tantiem till företagsledare"
"a7227","7227","Severance pay to company directors","expense","l10n_se.account_tag_32","False","Avgångsvederlag till företagsledare"
"a7228","7228","Gross salary deductions, company directors","expense","l10n_se.account_tag_32","False","Bruttolöneavdrag, företagsledare"
"a7229","7229","Accrued wages and salaries and bonuses to company managers","expense","l10n_se.account_tag_32","False","Upplupna löner och tantiem till företagsledare"
"a7230","7230","Wages and salaries of officials and senior managers (expatriates)","expense","l10n_se.account_tag_32","False","Löner till tjänstemän och ftgsledare (utlandsanställda)"
"a7231","7231","Wages and salaries to officials and managers (expatriates)","expense","l10n_se.account_tag_32","False","Löner till tjänstemän och ftgsledare (utlandsanställda)"
"a7232","7232","Profit-sharing to officials and managers (expatriates)","expense","l10n_se.account_tag_32","False","Vinstandelar till tjänstemän och ftgsledare (utlandsanställda)"
"a7237","7237","Severance payments to officials (expatriates)","expense","l10n_se.account_tag_32","False","Avgångsvederlag till tjänstemän (utlandsanställda)"
"a7238","7238","Gross salary deductions, officials and trade union leaders (expatriates)","expense","l10n_se.account_tag_32","False","Bruttolöneavdrag, tjänstemän och ftgsledare (utlandsanställda)"
"a7239","7239","Accrued salaries and profit shares to officials and senior managers (expatriates)","expense","l10n_se.account_tag_32","False","Upplupna löner och vinstandelar till tjänstemän och ftgsledare (utlandsanställda)"
"a7280","7280","Salaries to officials and managers for time not worked","expense","l10n_se.account_tag_32","False","Löner till tjänstemän och företagsledare för ej arbetad tid"
"a7281","7281","Sick pay to officials","expense","l10n_se.account_tag_32","False","Sjuklöner till tjänstemän"
"a7282","7282","Sick pay for company directors","expense","l10n_se.account_tag_32","False","Sjuklöner till företagsledare"
"a7283","7283","Parental allowance for officials","expense","l10n_se.account_tag_32","False","Föräldraersättning till tjänstemän"
"a7284","7284","Parental allowances for company directors","expense","l10n_se.account_tag_32","False","Föräldraersättning till företagsledare"
"a7285","7285","Holiday pay for civil servants","expense","l10n_se.account_tag_32","False","Semesterlöner till tjänstemän"
"a7286","7286","Holiday pay for company directors","expense","l10n_se.account_tag_32","False","Semesterlöner till företagsledare"
"a7288","7288","Other salaries to civil servants for time not worked","expense","l10n_se.account_tag_32","False","Övriga löner till tjänsterumän för ej arbetad tid"
"a7289","7289","Other salaries to company directors for time not worked","expense","l10n_se.account_tag_32","False","Övriga löner till företagsledare för ej arbetad tid"
"a7291","7291","Change in holiday pay liability to salaried employees","expense","l10n_se.account_tag_32","False","Förändring av semesterlöneskuld till tjänstemän"
"a7292","7292","Change in holiday pay liability to company managers","expense","l10n_se.account_tag_32","False","Förändring av semesterlöneskuld till företagsledare"
"a7300","7300","Expenses and benefits (group account)","expense","l10n_se.account_tag_32","False","Kostnadsersättningar och förmåner (gruppkonto)"
"a7311","7311","Allowances for meetings, etc.","expense","l10n_se.account_tag_32","False","Ersättningar för sammanträden m.m."
"a7312","7312","Allowances for suggestions and inventions","expense","l10n_se.account_tag_32","False","Ersättningar för förslagsverksamhet och uppfinningar"
"a7313","7313","Reimbursements/allowances for housing costs","expense","l10n_se.account_tag_32","False","Ersättningar för/bidrag till bostadskostnader"
"a7314","7314","Reimbursement/reimbursement of meal costs","expense","l10n_se.account_tag_32","False","Ersättningar för/bidrag till måltidskostnader"
"a7315","7315","Reimbursements/allowances for travelling to and from the workplace","expense","l10n_se.account_tag_32","False","Ersättningar för/bidrag till resor till och från arbetsplatsen"
"a7316","7316","Reimbursement/reimbursement of work clothes","expense","l10n_se.account_tag_32","False","Ersättningar för/bidrag till arbetskläder"
"a7317","7317","Reimbursement/allowance for work materials and tools","expense","l10n_se.account_tag_32","False","Ersättningar för/bidrag till arbetsmaterial och arbetsverktyg"
"a7318","7318","Miscalculation money","expense","l10n_se.account_tag_32","False","Felräkningspengar"
"a7319","7319","Other additional cash allowances","expense","l10n_se.account_tag_32","False","Övriga kontanta extraersättningar"
"a7320","7320","Travel allowances for business trips","expense","l10n_se.account_tag_32","False","Traktamenten vid tjänsteresa"
"a7330","7330","Car allowances","expense","l10n_se.account_tag_32","False","Bilersättningar"
"a7333","7333","Compensation for congestion tax, tax-free","expense","l10n_se.account_tag_32","False","Ersättning för trängselskatt, skattefri"
"a7350","7350","Reimbursement for prescribed work clothes","expense","l10n_se.account_tag_32","False","Ersättningar för föreskrivna arbetskläder"
"a7370","7370","Hospitality allowances","expense","l10n_se.account_tag_32","False","Representationsersättningar"
"a7381","7381","Cost of free accommodation","expense","l10n_se.account_tag_32","False","Kostnader för fri bostad"
"a7382","7382","Cost of free or subsidised meals","expense","l10n_se.account_tag_32","False","Kostnader för fria eller subventionerade måltider"
"a7383","7383","Cost of free travel to and from the workplace","expense","l10n_se.account_tag_32","False","Kostnader för fria resor till och från arbetsplatsen"
"a7384","7384","Cost of free or subsidised work clothes","expense","l10n_se.account_tag_32","False","Kostnader för fria eller subventionerade arbetskläder"
"a7386","7386","Subsidised interest","expense","l10n_se.account_tag_32","False","Subventionerad ränta"
"a7387","7387","Cost of loaned computers","expense","l10n_se.account_tag_32","False","Kostnader för lånedatorer"
"a7388","7388","Employee compensation for benefits received","expense","l10n_se.account_tag_32","False","Anställdas ersättning för erhållna förmåner"
"a7389","7389","Other benefit costs","expense","l10n_se.account_tag_32","False","Övriga kostnader för förmåner"
"a7391","7391","Cost of wood tax benefit","expense","l10n_se.account_tag_32","False","Kostnad för trängelskatterförmån"
"a7392","7392","Cost of household services benefit","expense","l10n_se.account_tag_32","False","Kostnad för förmån av hushållsnära tjänster"
"a7400","7400","Pension costs (group account)","expense","l10n_se.account_tag_32","False","Pensionskostnader (gruppkonto)"
"a7411","7411","Premiums for collective pension schemes","expense","l10n_se.account_tag_32","False","Premier för kollektiva pensionsförsäkringar"
"a7412","7412","Premiums for individual pension insurance","expense","l10n_se.account_tag_32","False","Premier för individuella pensionsförsäkringar"
"a7418","7418","Refunds from insurance companies","expense","l10n_se.account_tag_32","False","Återbäring från försäkringsföretag"
"a7420","7420","Change in pension liability","expense","l10n_se.account_tag_32","False","Förändring av pensionsskuld"
"a7430","7430","Deduction of interest portion of pension cost","expense","l10n_se.account_tag_32","False","Avdrag för räntedel i pensionskostnad"
"a7440","7440","Change in pension fund","expense","l10n_se.account_tag_32","False","Förändring av pensionsstiftelse"
"a7441","7441","Provision to pension fund","expense","l10n_se.account_tag_32","False","Avsättning till pensionsstiftelse"
"a7448","7448","Compensation from pension fund","expense","l10n_se.account_tag_32","False","Gottgörelse från pensionsstiftelse"
"a7460","7460","Pension payments","expense","l10n_se.account_tag_32","False","Pensionsutbetalningar"
"a7461","7461","Pension payments to former public sector employees","expense","l10n_se.account_tag_32","False","Pensionsutbetalningar till f.d. kollektivanställda"
"a7462","7462","Pension payments to former civil servants","expense","l10n_se.account_tag_32","False","Pensionsutbetalningar till f.d. tjänstemän"
"a7463","7463","Pension payments to former company executives","expense","l10n_se.account_tag_32","False","Pensionsutbetalningar till f.d. företagsledare"
"a7470","7470","Management and credit insurance contribution","expense","l10n_se.account_tag_32","False","Förvaltnings-- och kreditförsäkringsavgift"
"a7500","7500","Social and other contributions according to law and agreements (group account)","expense","l10n_se.account_tag_32","False","Sociala och andra avgifter enlight lag och avtal (gruppkonto)"
"a7510","7510","Employer's contributions 31.42 per cent","expense","l10n_se.account_tag_32","False","Arbetsgivaravgifter 31.42%"
"a7515","7515","Employer's contributions on taxable expense reimbursements","expense","l10n_se.account_tag_32","False","Arbetsgivaravgifter på skattepliktiga kostnadsersättningar"
"a7516","7516","Employer's contributions on fees","expense","l10n_se.account_tag_32","False","Arbetsgivaravgifter på arvoden"
"a7518","7518","Employer's contributions on gross salary deductions","expense","l10n_se.account_tag_32","False","Arbetsgivaravgifter på bruttolöneavdrag"
"a7531","7531","Special payroll tax for certain insurance benefits, etc.","expense","l10n_se.account_tag_32","False","Särskild löneskatt för vissa försäkringsersättningar m.m."
"a7532","7532","Special payroll tax on pension costs, declaration item","expense","l10n_se.account_tag_32","False","Särskild löneskatt pensionskostnader, deklarationspost"
"a7533","7533","Special payroll tax for pension costs","expense","l10n_se.account_tag_32","False","Särskild löneskatt för pensionskostnader"
"a7551","7551","Income tax 15% insurance companies, etc. and allocated to pensions","expense","l10n_se.account_tag_32","False","Avkastningsskatt 15% försäkringsföretag m. lf. samt avsatt till pensioner"
"a7552","7552","Income tax 15% foreign pension insurance companies","expense","l10n_se.account_tag_32","False","Avkastningsskatt 15% utländska pensionsförsäkringar"
"a7553","7553","Withholding tax 30% foreign insurance companies etc.","expense","l10n_se.account_tag_32","False","Avkastningsskatt 30% utländska försäkringsföretag m. fl."
"a7554","7554","Yield tax 30% foreign endowment insurance","expense","l10n_se.account_tag_32","False","Avkastningsskatt 30% utländska kapitalförsäkringar"
"a7571","7571","Labour market insurance","expense","l10n_se.account_tag_32","False","Arbetsmarknadsförsäkringar"
"a7572","7572","Labour market insurance pension insurance premiums, declaration item","expense","l10n_se.account_tag_32","False","Arbetsmarknadsförsäkringar pensionsförsäkringspremier, deklarationspost"
"a7581","7581","Group life insurance premiums","expense","l10n_se.account_tag_32","False","Grupplivförsäkringspremier"
"a7582","7582","Group health insurance premiums","expense","l10n_se.account_tag_32","False","Gruppjukförsäkringspremier"
"a7583","7583","Group accident insurance premiums","expense","l10n_se.account_tag_32","False","Gruppolycksfallsförsäkringspremier"
"a7589","7589","Other group insurance premiums","expense","l10n_se.account_tag_32","False","Övriga gruppförsäkringspremier"
"a7620","7620","Medical and health care","expense","l10n_se.account_tag_32","False","Sjuk- och hälsovård"
"a7623","7623","Health insurance, non-deductible","expense","l10n_se.account_tag_32","False","Sjukvårdsförsäkring, ej avdragsgill"
"a7630","7630","Staff representation","expense","l10n_se.account_tag_32","False","Personalrepresentation"
"a7650","7650","Sick pay insurance","expense","l10n_se.account_tag_32","False","Sjuklöneförsäkring"
"a7670","7670","Change in capital of staff foundation","expense","l10n_se.account_tag_32","False","Förändring av personalstiftelsekapital"
"a7671","7671","Allocation to staff foundation","expense","l10n_se.account_tag_32","False","Avsättning till personalstiftelse"
"a7678","7678","Reimbursement from staff foundation of staff foundation capital","expense","l10n_se.account_tag_32","False","Gottgörelse från personalstiftelse av personalstiftelsekapital"
"a7690","7690","Other staff costs","expense","l10n_se.account_tag_32","False","Övriga personalkostnader"
"a7691","7691","Staff recruitment","expense","l10n_se.account_tag_32","False","Personalrekrytering"
"a7692","7692","Funeral assistance","expense","l10n_se.account_tag_32","False","Begravningshjälp"
"a7693","7693","Leisure activities","expense","l10n_se.account_tag_32","False","Fritidsverksamhet"
"a7699","7699","Other staff costs","expense","l10n_se.account_tag_32","False","Övriga personalkostnader"
"a7710","7710","Impairment of intangible fixed assets","expense","l10n_se.account_tag_32","False","Nedskrivningar av immateriella anläggningstillgångar"
"a7740","7740","Impairment of certain current assets","expense","l10n_se.account_tag_32","False","Nedskrivningar av vissa omsättningstillgångar"
"a7760","7760","Reversal of impairment of intangible fixed assets","expense","l10n_se.account_tag_32","False","Återföring av nedskrivningar av immateriella anläggningstillgångar"
"a7770","7770","Reversal of impairment losses on land and buildings","expense","l10n_se.account_tag_32","False","Återföring av nedskrivningar av byggnader och mark"
"a7780","7780","Reversal of impairment losses on machinery and equipment","expense","l10n_se.account_tag_32","False","Återföring av nedskrivningar av maskiner och inventarier"
"a7790","7790","Reversal of impairment losses on certain current assets","expense","l10n_se.account_tag_32","False","Återföring av nedskrivningar av vissa omsättningstillgångar"
"a7811","7811","Depreciation of capitalised expenditure","expense","l10n_se.account_tag_32","False","Avskrivningar på balanserade utgifter"
"a7812","7812","Amortisation of concessions, etc.","expense","l10n_se.account_tag_32","False","Avskrivningar på koncessioner m.m."
"a7813","7813","Amortisation of patents","expense","l10n_se.account_tag_32","False","Avskrivningar på patent"
"a7814","7814","Amortisation of licences","expense","l10n_se.account_tag_32","False","Avskrivningar på licenser"
"a7815","7815","Amortisation of trademarks","expense","l10n_se.account_tag_32","False","Avskrivningar på varumärken"
"a7816","7816","Amortisation of rental rights","expense","l10n_se.account_tag_32","False","Avskrivningar på hyresrätter"
"a7817","7817","Amortisation of goodwill","expense","l10n_se.account_tag_32","False","Avskrivningar på goodwill"
"a7819","7819","Amortisation of other intangible assets","expense","l10n_se.account_tag_32","False","Avskrivningar på övriga immateriella anläggningstillgångar"
"a7821","7821","Depreciation of buildings","expense","l10n_se.account_tag_32","False","Avskrivningar på byggnader"
"a7824","7824","Depreciation of land improvements","expense","l10n_se.account_tag_32","False","Avskrivningar på markanläggningar"
"a7829","7829","Depreciation of other buildings","expense","l10n_se.account_tag_32","False","Avskrivningar på övriga byggnader"
"a7831","7831","Depreciation of machinery and other technical equipment","expense","l10n_se.account_tag_32","False","Avskrivningar på maskiner och andra tekniska anläggningar"
"a7832","7832","Depreciation of equipment and tools","expense","l10n_se.account_tag_32","False","Avskrivningar på inventarier och verktyg"
"a7833","7833","Depreciation of installations","expense","l10n_se.account_tag_32","False","Avskrivningar på installationer"
"a7834","7834","Depreciation of cars and other transport equipment","expense","l10n_se.account_tag_32","False","Avskrivningar på bilar och nadra transportmedel"
"a7835","7835","Depreciation of computers","expense","l10n_se.account_tag_32","False","Avskrivningar på datorer"
"a7836","7836","Depreciation of leased assets","expense","l10n_se.account_tag_32","False","Avskrivningar på leasade tillgångar"
"a7839","7839","Depreciation of other machinery and equipment","expense","l10n_se.account_tag_32","False","Avskrivningar på övriga maskiner och inventarier"
