"id","code_prefix_start","parent_id/id","name","chart_template_id/id"
"hr_group_9","9",,"EQUITY AND RESERVES AND OF THE BALANCE SHEET ITEMS","l10n_hr.l10n_hr_chart_template"
"hr_group_90","90","hr_group_9","SHARE CAPITAL","l10n_hr.l10n_hr_chart_template"
"hr_group_900","900","hr_group_90","Issued capital - paid in","l10n_hr.l10n_hr_chart_template"
"hr_group_901","901","hr_group_90","Issued capital - non controlling interests","l10n_hr.l10n_hr_chart_template"
"hr_group_902","902","hr_group_90","Issued capital- not paid in","l10n_hr.l10n_hr_chart_template"
"hr_group_903","903","hr_group_90","Shareholders share in public limited company capital","l10n_hr.l10n_hr_chart_template"
"hr_group_904","904","hr_group_90","Partners business stakes in limited partnership","l10n_hr.l10n_hr_chart_template"
"hr_group_905","905","hr_group_90","Government capital in company","l10n_hr.l10n_hr_chart_template"
"hr_group_906","906","hr_group_90","Members business stake in cooperative capital","l10n_hr.l10n_hr_chart_template"
"hr_group_91","91","hr_group_9","CAPITAL RESERVES","l10n_hr.l10n_hr_chart_template"
"hr_group_910","910","hr_group_91","Paid in stake/share above issued share capital","l10n_hr.l10n_hr_chart_template"
"hr_group_911","911","hr_group_91","Capital reserves from additional payments in order to gain special rights in the Company (convertible bonds)","l10n_hr.l10n_hr_chart_template"
"hr_group_912","912","hr_group_91","Capital reserves from the additional payments of equity holders","l10n_hr.l10n_hr_chart_template"
"hr_group_913","913","hr_group_91","Decrease of share capital transferred to capital reserve","l10n_hr.l10n_hr_chart_template"
"hr_group_914","914","hr_group_91","Capital reserves from other sources","l10n_hr.l10n_hr_chart_template"
"hr_group_915","915","hr_group_91","Capital gain from sale of treasury shares - stakes","l10n_hr.l10n_hr_chart_template"
"hr_group_916","916","hr_group_91","Capital gains on the sale of shares issued","l10n_hr.l10n_hr_chart_template"
"hr_group_917","917","hr_group_91","Investments in silent company transferred to capital reserves","l10n_hr.l10n_hr_chart_template"
"hr_group_918","918","hr_group_91","Capital loss from sale of treasury shares - stakes","l10n_hr.l10n_hr_chart_template"
"hr_group_919","919","hr_group_91","Investments of entrepreneur transferred to capital reserves","l10n_hr.l10n_hr_chart_template"
"hr_group_92","92","hr_group_9","RESERVES FROM RETAINED EARNINGS","l10n_hr.l10n_hr_chart_template"
"hr_group_920","920","hr_group_92","Legal reserves","l10n_hr.l10n_hr_chart_template"
"hr_group_921","921","hr_group_92","Reserves for treasury shares","l10n_hr.l10n_hr_chart_template"
"hr_group_922","922","hr_group_92","Treasury shares and stakes","l10n_hr.l10n_hr_chart_template"
"hr_group_923","923","hr_group_92","Statutory reserves","l10n_hr.l10n_hr_chart_template"
"hr_group_924","924","hr_group_92","Other reserves","l10n_hr.l10n_hr_chart_template"
"hr_group_93","93","hr_group_9","REVALUATION RESERVES AND FER VALUE RESERVES ","l10n_hr.l10n_hr_chart_template"
"hr_group_930","930","hr_group_93","Revaluation reserves from tangible and intangible assets","l10n_hr.l10n_hr_chart_template"
"hr_group_931","931","hr_group_93","Fer value revaluation reserves  ","l10n_hr.l10n_hr_chart_template"
"hr_group_932","932","hr_group_93","Foreign currency from foreign translation","l10n_hr.l10n_hr_chart_template"
"hr_group_933","933","hr_group_93","Other accumulated comprehensive income / loss","l10n_hr.l10n_hr_chart_template"
"hr_group_934","934","hr_group_93","Actuarial gains/losess based on employment benefits","l10n_hr.l10n_hr_chart_template"
"hr_group_935","935","hr_group_93","Other changes in capital (minorities) ","l10n_hr.l10n_hr_chart_template"
"hr_group_94","94","hr_group_9","RETAINED EARNINGS OR ACCUMULATED LOSS","l10n_hr.l10n_hr_chart_template"
"hr_group_940","940","hr_group_94","Retained earnings","l10n_hr.l10n_hr_chart_template"
"hr_group_941","941","hr_group_94","Accumulated loss","l10n_hr.l10n_hr_chart_template"
"hr_group_95","95","hr_group_9","PROFIT OR LOSS FOR THE YEAR","l10n_hr.l10n_hr_chart_template"
"hr_group_950","950","hr_group_95","Profit or loss for the year","l10n_hr.l10n_hr_chart_template"
"hr_group_951","951","hr_group_95","Loss for the year","l10n_hr.l10n_hr_chart_template"
"hr_group_96","96","hr_group_9","NON-CONTROLLING INTERESTS","l10n_hr.l10n_hr_chart_template"
"hr_group_960","960","hr_group_96","Non-controlling interests","l10n_hr.l10n_hr_chart_template"
"hr_group_99","99","hr_group_9","OFF- BALANCE SHEET BALANCE","l10n_hr.l10n_hr_chart_template"
"hr_group_990","990","hr_group_99","Property plant and equipment in use","l10n_hr.l10n_hr_chart_template"
"hr_group_991","991","hr_group_99","Rights and receivables to be used","l10n_hr.l10n_hr_chart_template"
"hr_group_992","992","hr_group_99","Securities","l10n_hr.l10n_hr_chart_template"
"hr_group_993","993","hr_group_99","Securities in circulation","l10n_hr.l10n_hr_chart_template"
"hr_group_994","994","hr_group_99","Calculation of profit from investment in securities","l10n_hr.l10n_hr_chart_template"
"hr_group_995","995","hr_group_99","Source of property plant and equipment","l10n_hr.l10n_hr_chart_template"
"hr_group_996","996","hr_group_99","Source of rights and obligarions","l10n_hr.l10n_hr_chart_template"
"hr_group_997","997","hr_group_99","Liabilities for securities which are not in circulation","l10n_hr.l10n_hr_chart_template"
"hr_group_998","998","hr_group_99","Liabilities for securities in circulation","l10n_hr.l10n_hr_chart_template"
"hr_group_999","999","hr_group_99","Liabilities due to investment project","l10n_hr.l10n_hr_chart_template"
