"id","name","code","account_type","reconcile","non_trade","tag_ids","name@el"
"l10n_gr_67_03","Other extraordinary expenses and losses","67.03.00","expense","False","","","Άλλα ασυνήθη έξοδα και ζημίες"
"l10n_gr_67_04","Fines and penalties","67.04.00","expense","False","","","Πρόστιμα, προσαυξήσεις και ποινές"
"l10n_gr_67_05","Extraordinary expenses and losses - Related entities","67.05.00","expense","False","","","Ασυνήθη έξοδα και ζημιές από συνδεδεμένες οντότητες"
"l10n_gr_68_01","Provision-expense for judicial expenses","68.01.00","expense","False","","","Προβλέψεις για εκκρεμοδικίες"
"l10n_gr_68_02","Provision-expense for guarantees granted","68.02.00","expense","False","","","Προβλέψεις για δοσμένες εγγυήσεις"
"l10n_gr_68_03_01","Provision-expense for environmental restoration - Cost of sales","68.03.01","expense","False","","","Προβλέψεις για αποκατάσταση περιβάλλοντος - Κόστος πωλήσεων"
"l10n_gr_68_03_02","Provision-expense for environmental restoration - Other expenses","68.03.02","expense","False","","","Προβλέψεις για αποκατάσταση περιβάλλοντος - Λοιπά έξοδα και ζημιές"
"l10n_gr_68_04_01","Provision-expense for tax audit surcharges, other than income tax - Administrative expenses","68.04.01","expense","False","","","Προβλέψεις για διαφορές φορολογικού ελέγχου πλην φόρου εισοδήματος - Έξοδα διοίκησης"
"l10n_gr_68_04_02","Provision-expense for tax audit surcharges, other than income tax - Other expenses","68.04.02","expense","False","","","Προβλέψεις για διαφορές φορολογικού ελέγχου πλην φόρου εισοδήματος - Λοιπά έξοδα και ζημιές"
"l10n_gr_68_05_01","Other provisions - Cost of sales","68.05.01","expense","False","","","Άλλες προβλέψεις - Κόστος πωλήσεων"
"l10n_gr_68_05_02","Other provisions - Other expenses","68.05.02","expense","False","","","Άλλες προβλέψεις - Λοιπά έξοδα και ζημιές"
"l10n_gr_68_06_01","Provisions for related entities - Cost of sales","68.06.01","expense","False","","","Προβλέψεις για συνδεδεμένες οντότητες - Κόστος πωλήσεων"
"l10n_gr_68_06_02","Provisions for related entities - Administrative expenses","68.06.02","expense","False","","","Προβλέψεις για συνδεδεμένες οντότητες - Έξοδα διοίκησης"
"l10n_gr_68_06_03","Provisions for related entities - Other expenses","68.06.03","expense","False","","","Προβλέψεις για συνδεδεμένες οντότητες - Λοιπά έξοδα και ζημιές"
"l10n_gr_69_01","Current period tax expense","69.01.00","expense","False","","","Τρέχων φόρος (έξοδο) περιόδου"
"l10n_gr_69_02","Deferred tax expense","69.02.00","expense","False","","","Αναβαλλόμενος φόρος (έξοδο) περιόδου"
"l10n_gr_69_03","Provisions for income tax audit surcharges","69.03.00","expense","False","","","Προβλέψεις για διαφορές φορολογικού ελέγχου φόρου εισοδήματος"
"l10n_gr_70_01_01","Gross sales - Non-related entities","70.01.01","income","False","","","Πωλήσεις εμπορευμάτων σε μη συνδεδεμένες οντότητες"
"l10n_gr_70_01_02","Returns - Non-related entities","70.01.02","income","False","","","Επιστροφές πωλήσεων εμπορευμάτων σε μη συνδεδεμένες οντότητες"
"l10n_gr_70_01_03","Discounts and allowances - Non-related entities","70.01.03","income","False","","","Εκπτώσεις πωλήσεων εμπορευμάτων σε μη συνδεδεμένες οντότητες"
"l10n_gr_70_02_01","Gross sales - Related entities","70.02.01","income","False","","","Πωλήσεις εμπορευμάτων σε συνδεδεμένες οντότητες"
"l10n_gr_70_02_02","Returns - Related entities","70.02.02","income","False","","","Επιστροφές πωλήσεων εμπορευμάτων σε συνδεδεμένες οντότητες"
"l10n_gr_70_02_03","Discounts and allowances - Related entities","70.02.03","income","False","","","Εκπτώσεις πωλήσεων εμπορευμάτων σε συνδεδεμένες οντότητες"
"l10n_gr_70_03_01","Sales of finished goods and work in progress - Non-related entities","70.03.01","income","False","","","Πωλήσεις προϊόντων έτοιμων και ημιτελών σε μη συνδεδεμένες οντότητες"
"l10n_gr_70_03_02","Returns - Non-related entities","70.03.02","income","False","","","Επιστροφές πωλήσεων προϊόντων έτοιμων και ημιτελών σε μη συνδεδεμένες οντότητες"
"l10n_gr_70_03_03","Discounts and allowances - Non-related entities","70.03.03","income","False","","","Εκπτώσεις πωλήσεων προϊόντων έτοιμων και ημιτελών σε μη συνδεδεμένες οντότητες"
"l10n_gr_70_04_01","Sales of finished goods and work in progress - Related entities","70.04.01","income","False","","","Πωλήσεις προϊόντων έτοιμων και ημιτελών σε συνδεδεμένες οντότητες"
"l10n_gr_70_04_02","Returns - Related entities","70.04.02","income","False","","","Επιστροφές πωλήσεων προϊόντων έτοιμων και ημιτελών σε συνδεδεμένες οντότητες"
"l10n_gr_70_04_03","Discounts and allowances - Related entities","70.04.03","income","False","","","Εκπτώσεις πωλήσεων προϊόντων έτοιμων και ημιτελών σε συνδεδεμένες οντότητες"
"l10n_gr_70_05_01","Gross sales - Non-related entities","70.05.01","income","False","","","Πωλήσεις λοιπών αποθεμάτων σε μη συνδεδεμένες οντότητες"
"l10n_gr_70_05_02","Returns - Non-related entities","70.05.02","income","False","","","Επιστροφές πωλήσεων λοιπών αποθεμάτων σε μη συνδεδεμένες οντότητες"
"l10n_gr_70_05_03","Discounts and allowances - Non-related entities","70.05.03","income","False","","","Εκπτώσεις πωλήσεων λοιπών αποθεμάτων σε μη συνδεδεμένες οντότητες"
"l10n_gr_70_06_01","Gross sales - Related entities","70.06.01","income","False","","","Πωλήσεις λοιπών αποθεμάτων σε συνδεδεμένες οντότητες"
"l10n_gr_70_06_02","Returns - Related entities","70.06.02","income","False","","","Επιστροφές πωλήσεων λοιπών αποθεμάτων σε συνδεδεμένες οντότητες"
"l10n_gr_70_06_03","Discounts and allowances - Related entities","70.06.03","income","False","","","Εκπτώσεις πωλήσεων λοιπών αποθεμάτων σε συνδεδεμένες οντότητες"
"l10n_gr_70_07_01","Gross sales - Non-related entities","70.07.01","income","False","","","Πωλήσεις υπηρεσιών σε μη συνδεδεμένες οντότητες"
"l10n_gr_70_07_02","Returns - Non-related entities","70.07.02","income","False","","","Επιστροφές πωλήσεων υπηρεσιών σε μη συνδεδεμένες οντότητες"
"l10n_gr_70_07_03","Discounts and allowances - Non-related entities","70.07.03","income","False","","","Εκπτώσεις πωλήσεων υπηρεσιών σε μη συνδεδεμένες οντότητες"
"l10n_gr_70_08_01","Gross sales - Related entities","70.08.01","income","False","","","Πωλήσεις υπηρεσιών σε συνδεδεμένες οντότητες"
"l10n_gr_70_08_02","Returns - Related entities","70.08.02","income","False","","","Επιστροφές πωλήσεων υπηρεσιών σε συνδεδεμένες οντότητες"
"l10n_gr_70_08_03","Discounts and allowances - Related entities","70.08.03","income","False","","","Εκπτώσεις πωλήσεων υπηρεσιών σε συνδεδεμένες οντότητες"
"l10n_gr_71_01","Amortization of government grants for fixed assets","71.01.00","income","False","","","Αποσβέσεις επιχορηγήσεων παγίων στοιχείων"
"l10n_gr_71_02","Government grants for interest expenses","71.02.00","income","False","","","Επιχορηγήσεις τόκων"
"l10n_gr_71_03","Government grants for other expenses","71.03.00","income","False","","","Επιχορηγήσεις λοιπών εξόδων"
"l10n_gr_71_04","Other revenue","71.04.00","income","False","","","Άλλα λειτουργικά έσοδα"
"l10n_gr_71_05","Other revenue from related entities","71.05.00","income","False","","","Άλλα λειτουργικά έσοδα από συνδεδεμένες οντότητες"
"l10n_gr_71_06","cash difference income","71.06","income_other","False","","","εισόδημα από διαφορά μετρητών"
"l10n_gr_72_01","Interest revenue on sales","72.01.00","income","False","","","Πιστωτικοί τόκοι πωλήσεων"
"l10n_gr_72_02","Interest revenue from loans and other receivables","72.02.00","income","False","","","Πιστωτικοί τόκοι δανείων και απαιτήσεων"
"l10n_gr_72_03","Interest revenue from related entities","72.03.00","income","False","","","Πιστωτικοί τόκοι από συνδεδεμένες οντότητες"
"l10n_gr_72_04","Interest revenue from other investments","72.04.00","income","False","","","Πιστωτικοί τόκοι άλλων επενδύσεων"
"l10n_gr_73_01_01","Foreign exchange differences on settlement of trade receivables and payable","73.01.01","income_other","False","","","Πιστωτικές συν/τικές διαφορές διακανονισμού εμπορικών απαιτήσεων και υποχρ/σεων"
"l10n_gr_73_01_02","Foreign exchange differences on settlement of loans","73.01.02","income_other","False","","","Πιστωτικές συν/τικές διαφορές διακανονισμού δανείων"
"l10n_gr_73_01_03","Foreign exchange differences on settlement of other balance sheet items","73.01.03","income_other","False","","","Πιστωτικές συν/τικές διαφορές διακανονισμού λοιπών στοιχείων ισολογισμού"
"l10n_gr_73_02_01","Foreign exchange differences from measurement of trade receivables and payable","73.02.01","income_other","False","","","Πιστωτικές συν/τικές διαφορές επιμέτρησης εμπορικών απαιτήσεων και υποχρεώσεων"
"l10n_gr_73_02_02","Foreign exchange differences measurement of loans","73.02.02","income_other","False","","","Πιστωτικές συν/τικές διαφορές επιμέτρησης δανείων"
"l10n_gr_73_02_03","Foreign exchange differences measurement of other balance sheet items","73.02.03","income_other","False","","","Πιστωτικές συν/τικές διαφορές επιμέτρησης λοιπών στοιχείων ισολογισμού"
"l10n_gr_74_01","Dividends from associates","74.01.00","income","False","","","Μερίσματα από συμμετοχές σε συγγενείς"
"l10n_gr_74_02","Dividends from subsidiaries","74.02.00","income","False","","","Μερίσματα από συμμετοχές σε θυγατρικές"
"l10n_gr_74_03","Dividends from joint ventures","74.03.00","income","False","","","Μερίσματα από συμμετοχές σε κοινοπραξίες"
"l10n_gr_74_04","Dividends from other participating interests","74.04.00","income","False","","","Μερίσματα από λοιπούς συμμετοχικούς τίτλους"
"l10n_gr_75_01","Gains from the disposal of tangible fixed assets","75.01.00","income","False","","","Κέρδη από διάθεση ενσώματων παγίων"
"l10n_gr_75_02","Gains from the disposal of intangible fixed assets","75.02.00","income","False","","","Κέρδη από διάθεση άυλων πάγιων στοιχείων"
"l10n_gr_75_03","Gains from the disposal of financial fixed assets","75.03.00","income","False","","","Κέρδη από διάθεση χρηματοοικονομικών στοιχείων"
"l10n_gr_75_04","Gains from the disposal of financial fixed assets to related entities","75.04.00","income","False","","","Κέρδη από διάθεση μη κυκλοφορούντων περιουσιακών στοιχείων σε συνδεδεμένες οντότητες"
"l10n_gr_76_01","Gains from reversal of provisions for judicial expenses","76.01.00","income","False","","","Κέρδη από αναστροφή προβλέψεων για εκκρεμοδικίες"
"l10n_gr_76_02","Gains from reversal of provisions for guarantees given","76.02.00","income","False","","","Κέρδη από αναστροφή προβλέψεων για δοσμένες εγγυήσεις"
"l10n_gr_76_03_01","Gains from reversal of provisions for environmental restoration - Cost of sales","76.03.01","income","False","","","Κέρδη από αναστροφή προβλέψεων για αποκατάσταση περιβάλλοντος - Κόστος πωλήσεων"
"l10n_gr_76_03_02","Gains from reversal of provisions for environmental restoration - Other gains","76.03.02","income","False","","","Κέρδη από αναστροφή προβλέψεων για αποκατάσταση περιβάλλοντος - άλλα κέρδη"
"l10n_gr_76_04","Gains from reversal of provisions for tax audit surcharges, other than income tax","76.04.00","income","False","","","Κέρδη από αναστροφή προβλέψεων για διαφορές φορολογικού ελέγχου πλην φόρου εισοδήματος"
"l10n_gr_76_05_01","Gains from reversal of provisions for other expenses and risks - Cost of sales","76.05.01","income","False","","","Κέρδη από αναστροφή άλλων προβλέψεων - Κόστος πωλήσεων"
"l10n_gr_76_05_02","Gains from reversal of provisions for other expenses and risks - Administrative expenses","76.05.02","income","False","","","Κέρδη από αναστροφή άλλων προβλέψεων - Έξοδα διοίκησης"
"l10n_gr_76_05_03","Gains from reversal of provisions for other expenses and risks - Other gain","76.05.03","income","False","","","Κέρδη από αναστροφή άλλων προβλέψεων - άλλα κέρδη"
"l10n_gr_76_06","Gains from reversal of impairment - Tangible assets other than biological","76.06.00","income","False","","","Κέρδη από αναστροφή απομείωσης ενσώματων παγίων (πλην βιολογικών)"
"l10n_gr_76_07","Gains from reversal of impairment - Biological assets","76.07.00","income","False","","","Κέρδη από αναστροφή απομείωσης βιολογικών περιουσιακών στοιχείων"
"l10n_gr_76_08","Gains from reversal of impairment - Intangible assets","76.08.00","income","False","","","Κέρδη από αναστροφή απομείωσης άυλων παγίων"
"l10n_gr_76_09","Gains from reversal of impairment - Inventory","76.09.00","income","False","","","Κέρδη από αναστροφή απομείωσης αποθεμάτων"
"l10n_gr_76_10_01","Gains from reversal of impairment - Accounts receivable","76.10.01","income","False","","","Κέρδη από αναστροφή απομείωσης πελατών"
"l10n_gr_76_10_02","Gains from reversal of impairment - Notes receivable","76.10.02","income","False","","","Κέρδη από αναστροφή απομείωσης αξιογράφων εμπορικών απαιτήσεων"
"l10n_gr_76_10_03","Gains from reversal of impairment - Held to maturity investments","76.10.03","income","False","","","Κέρδη από αναστροφή απομείωσης διακρατούμενων μέχρι τη λήξη επενδύσεων"
"l10n_gr_76_10_04","Gains from reversal of impairment - Investments in subsidiaries","76.10.04","income","False","","","Κέρδη από αναστροφή απομείωσης συμμετοχών σε θυγατρικές"
"l10n_gr_76_10_05","Gains from reversal of impairment - Investments in associates","76.10.05","income","False","","","Κέρδη από αναστροφή απομείωσης συμμετοχών σε συγγενείς"
"l10n_gr_76_10_06","Gains from reversal of impairment - Investments in joint ventures","76.10.06","income","False","","","Κέρδη από αναστροφή απομείωσης συμμετοχών σε κοινοπραξίες"
"l10n_gr_76_11","Gains from reversal of impairment - Other assets","76.11.00","income","False","","","Κέρδη από αναστροφή απομείωσης λοιπών περιουσιακών στοιχείων"
"l10n_gr_77_01","Gains from fair value measurement - Tangible assets","77.01.00","income","False","","","Κέρδη εύλογης αξίας ενσώματων πάγιων στοιχείων"
"l10n_gr_77_02","Gains from fair value measurement - Biological assets","77.02.00","income","False","","","Κέρδη εύλογης αξίας βιολογικών περιουσιακών στοιχείων"
"l10n_gr_77_03","Gains from fair value measurement - Financial assets","77.03.00","income","False","","","Κέρδη εύλογης αξίας χρηματοοικονομικών στοιχείων"
"l10n_gr_78_01","Current period tax revenue","78.01.00","income","False","","","Τρέχων φόρος περιόδου έσοδο"
"l10n_gr_78_02","Deferred tax revenue","78.02.00","income","False","","","Αναβαλλόμενος φόρος περιόδου έσοδο"
"l10n_gr_78_03","Gains from the reversal of provisions for income tax audit surcharges","78.03.00","income","False","","","Κέρδη από αναστροφή προβλέψεων για διαφορές φορολογικού ελέγχου φόρου εισοδήματος"
"l10n_gr_79_01","Extraordinary revenue and gains from non-related entities","79.01.00","income","False","","","Ασυνήθη έσοδα και κέρδη από μη συνδεδεμένες οντότητες"
"l10n_gr_79_02","Extraordinary revenue and gains from related entities","79.02.00","income","False","","","Ασυνήθη έσοδα και κέρδη από συνδεδεμένες οντότητες"
"l10n_gr_79_03","Gain from bargain purchase of a business","79.03.00","income","False","","","Κέρδος από αγορά οντότητας σε τιμή ευκαιρίας"
"l10n_gr_80_01","Employee compensation","80.01.00","expense","False","","","Παροχές σε εργαζόμενους σε ιδιοπαραγωγή"
"l10n_gr_80_02","Depreciation","80.02.00","expense_depreciation","False","","","Αποσβέσεις σε ιδιοπαραγωγή"
"l10n_gr_80_03","Other operating expenses","80.03.00","expense","False","","","Άλλα λειτουργικά έξοδα σε ιδιοπαραγωγή"
"l10n_gr_80_04","Financial expenses","80.04.00","expense","False","","","Χρηματοοικονομικά έξοδα σε ιδιοπαραγωγή"
"l10n_gr_80_05","Provisions","80.05.00","expense","False","","","Προβλέψεις σε ιδιοπαραγωγή"
"l10n_gr_81_01","Debit liaison accounts with branches","81.01.00","off_balance","False","","","Χρεωστικοί δοσοληπτικοί λογαριασμοί υποκαταστημάτων / κεντρικού"
"l10n_gr_81_02","Credit liaison accounts with branches","81.02.00","off_balance","False","","","Πιστωτικοί δοσοληπτικοί λογαριασμοί υποκαταστημάτων / κεντρικού"
"l10n_gr_82_01","Accumulation of all revenue, expenses, gains and losses","82.01.00","equity","False","","","Συγκέντρωση αποτελεσματικών λογαριασμών"
"l10n_gr_82_02","Net income after tax for the period","82.02.00","equity","False","","","Καθαρό κέρδος περιόδου (μετά από φόρους)"
"l10n_gr_82_03","Net loss after tax for the period","82.03.00","equity","False","","","Καθαρή ζημία περιόδου (μετά από φόρους)"
