"id","name","code","account_type","reconcile","name@fr"
"pcg_4812","Tangible assets","4812","liability_current","False","Immobilisations corporelles"
"pcg_4813","Outstanding payments on equity securities and non-vested securities","4813","liability_current","False","Paiements en suspens sur les titres de participation et les titres non acquis"
"pcg_48161","Reservation of ownership - intangible assets","48161","liability_current","False","Réserve de propriété - immobilisations incorporelles"
"pcg_48162","Reservation of ownership - property, plant and equipment","48162","liability_current","False","Réserve de propriété - immobilisations corporelles"
"pcg_48171","Holdbacks - intangible assets","48171","liability_current","False","Retenues de garantie - immobilisations incorporelles"
"pcg_48172","Holdbacks - tangible capital assets","48172","liability_current","False","Retenues de garantie - immobilisations corporelles"
"pcg_48181","Unpaid invoices - intangible assets","48181","liability_current","False","Factures impayées - immobilisations incorporelles"
"pcg_48182","Unpaid invoices - property, plant and equipment","48182","liability_current","False","Factures impayées - immobilisations corporelles"
"pcg_4821","Intangible assets","4821","liability_current","False","Immobilisations incorporelles"
"pcg_4822","Tangible assets","4822","liability_current","False","Immobilisations corporelles"
"pcg_484","Other liabilities not related to ordinary activities (o.a.s.)","484","liability_current","False","Autres passifs non liés aux activités ordinaires (h.a.o.)"
"pcg_4851","In account, intangible assets","4851","asset_receivable","True","En compte, immobilisations incorporelles"
"pcg_4852","In account, tangible assets","4852","asset_receivable","True","En compte, les immobilisations corporelles"
"pcg_4853","Notes receivable, intangible assets","4853","asset_receivable","True","Effets à recevoir, actifs incorporels"
"pcg_4854","Notes receivable, tangible assets","4854","asset_receivable","True","Effets à recevoir, immobilisations corporelles"
"pcg_4855","Discounted bills not yet due","4855","asset_receivable","True","Effets escomptés non encore échus"
"pcg_4856","Financial assets","4856","asset_receivable","True","Actifs financiers"
"pcg_4857","Holdbacks","4857","asset_receivable","True","Retenues"
"pcg_4858","Invoices to be issued","4858","asset_receivable","True","Factures à émettre"
"pcg_488","Other receivables not related to ordinary activities (o.a.s.)","488","asset_receivable","True","Autres créances non liées aux activités ordinaires (h.a.o.)"
"pcg_490","Depreciation of accounts payable","490","asset_current","False","Dépréciation des comptes créditeurs"
"pcg_4911","Litigated claims","4911","asset_current","False","Réclamations litigieuses"
"pcg_4912","Doubtful debts","4912","asset_current","False","Créances douteuses"
"pcg_492","Depreciation of personal accounts","492","asset_current","False","Dépréciation des comptes personnels"
"pcg_493","Depreciation of social security accounts","493","asset_current","False","Dépréciation des comptes de la sécurité sociale"
"pcg_494","Depreciation of state and local authority accounts","494","asset_current","False","Dépréciation des comptes de l'état et des collectivités locales"
"pcg_495","Depreciation of international organizations accounts","495","asset_current","False","Dépréciation des comptes des organisations internationales"
"pcg_4962","Associates, current accounts","4962","asset_current","False","Associés, comptes courants"
"pcg_4963","Partners, joint operations and EIG","4963","asset_current","False","Partenaires, opérations conjointes et GIE"
"pcg_4966","Group, current accounts","4966","asset_current","False","Groupe, comptes courants"
"pcg_497","Depreciation of miscellaneous accounts receivable","497","asset_current","False","Dépréciation des comptes débiteurs divers"
"pcg_4985","Receivables on disposal of fixed assets","4985","asset_current","False","Créances sur la cession d'actifs immobilisés"
"pcg_4986","Receivables from sales of investment securities","4986","asset_current","False","Créances sur les ventes de titres de placement"
"pcg_4988","Other receivables O.A.S.","4988","asset_current","False","Autres créances H.A.O."
"pcg_4991","Provisions for short-term risks on operating activities","4991","asset_current","False","Provisions pour risques à court terme sur les activités opérationnelles"
"pcg_4997","Provisions for short-term risks on financial operations","4997","asset_current","False","Provisions pour risques à court terme sur opérations financières"
"pcg_4998","Provisions for short-term risks on O.A.S. operations","4998","asset_current","False","Provisions pour risques à court terme sur les opérations H.A.O."
"pcg_5011","Short-term Treasury securities","5011","asset_current","False","Titres de trésorerie à court terme"
"pcg_5012","Securities of financial institutions","5012","asset_current","False","Titres d'institutions financières"
"pcg_5013","Short-term cash bonds","5013","asset_current","False","Obligations de trésorerie à court terme"
"pcg_5016","Acquisition costs of treasury securities and bills of exchange","5016","asset_current","False","Frais d'acquisition des titres du Trésor et des lettres de change"
"pcg_5021","Own shares or units","5021","asset_current","False","Actions ou parts propres"
"pcg_5022","Listed shares","5022","asset_current","False","Actions cotées"
"pcg_5023","Unlisted shares","5023","asset_current","False","Actions non cotées"
"pcg_5024","Stripped shares (investment certificates; voting rights)","5024","asset_current","False","Actions démembrées (certificats d'investissement ; droits de vote)"
"pcg_5025","Other actions","5025","asset_current","False","Autres actions"
"pcg_5026","Share acquisition costs","5026","asset_current","False","Coûts d'acquisition d'actions"
"pcg_5031","Bonds issued by the entity and redeemed by it","5031","asset_current","False","Obligations émises par l'entité et remboursées par elle"
"pcg_5032","Listed bonds","5032","asset_current","False","Obligations cotées"
"pcg_5033","Unlisted bonds","5033","asset_current","False","Obligations non cotées"
"pcg_5035","Other obligations","5035","asset_current","False","Autres obligations"
"pcg_5036","Bond Acquisition Costs","5036","asset_current","False","Coûts d'acquisition des obligations"
"pcg_5042","Share subscription warrants","5042","asset_current","False","Bons de souscription d'actions"
"pcg_5043","Bond warrants","5043","asset_current","False","Mandats d'obligations"
"pcg_505","Marketable securities outside the region","505","asset_current","False","Titres négociables en dehors de la région"
"pcg_5061","Treasury securities and short-term bills","5061","asset_current","False","Titres du Trésor et bons à court terme"
"pcg_5062","Actions","5062","asset_current","False","Actions"
"pcg_5063","Obligations","5063","asset_current","False","Obligations"
"pcg_508","Other investment securities and similar receivables","508","asset_current","False","Autres titres d'investissement et créances similaires"
"pcg_51","Bank and Cash","51","asset_cash","False","Valeurs à encaisser"
"pcg_531","Postal cheques","531","asset_current","False","Chèques postaux"
"pcg_532","Treasury","532","asset_current","False","Trésorerie"
"pcg_533","Management and intermediation companies (m.i.c.)","533","asset_current","False","Sociétés de gestion et d'intermédiation (s.g.i.)"
"pcg_536","Financial institutions, accrued interest","536","asset_current","False","Institutions financières, intérêts courus"
"pcg_538","Other financial bodies","538","asset_current","False","Autres organismes financiers"
"pcg_541","Interest rate options","541","asset_current","False","Options de taux d'intérêt"
"pcg_542","Exchange rate options","542","asset_current","False","Options sur le taux de change"
"pcg_543","Stock rate options","543","asset_current","False","Options sur taux d'actions"
"pcg_544","Forward market instruments","544","asset_current","False","Instruments du marché à terme"
"pcg_545","Gold and other precious metals holdings","545","asset_current","False","Avoirs en or et autres métaux précieux"
"pcg_551","Electronic money - fuel card","551","asset_current","False","Monnaie électronique - carte de carburant"
"pcg_552","Electronic money - cell phone","552","asset_current","False","Monnaie électronique - téléphone portable"
"pcg_553","Electronic money - peage card","553","asset_current","False","Monnaie électronique - carte peage"
"pcg_554","Electronic purse","554","asset_current","False","Porte-monnaie électronique"
"pcg_558","Other electronic money instruments","558","asset_current","False","Autres instruments de monnaie électronique"
"pcg_561","Cash credits","561","asset_current","False","Crédits d'argent"
"pcg_564","Discounting of campaign credits","564","asset_current","False","Actualisation des crédits de campagne"
"pcg_565","Discounting of campaign credits","565","asset_current","False","Actualisation des crédits de campagne"
"pcg_566","Banks, cash credits, accrued interest","566","asset_current","False","Banques, crédits de trésorerie, intérêts courus"
"pcg_5711","Cash in national currency","5711","asset_current","False","Argent liquide en monnaie nationale"
"pcg_5712","Cash in foreign currencies","5712","asset_current","False","Liquidités en devises étrangères"
"pcg_5721","Branch Fund A in national currency","5721","asset_current","False","Fonds de la branche A en monnaie nationale"
"pcg_5722","Foreign Currency Branch A","5722","asset_current","False","Branche A en monnaie étrangère"
"pcg_5731","Branch office B in national currency","5731","asset_current","False","Succursale B en monnaie nationale"
"pcg_5732","Branch cashier B in foreign currency","5732","asset_current","False","Caissier de la succursale B en monnaie étrangère"
"pcg_581","Imprest accounts","581","asset_current","False","Comptes d'avances"
"pcg_582","Accreditives","582","asset_current","False","Accréditifs"
"pcg_585","Fund transfers","585","asset_current","False","Transferts de fonds"
"pcg_590","Impairment of investment securities","590","asset_current","False","Dépréciation de valeur d'un titre d'investissement"
"pcg_591","Impairment of securities and receivables","591","asset_current","False","Dépréciation des titres et créances"
"pcg_592","Impairment of bank accounts","592","asset_current","False","Dépréciation des comptes bancaires"
"pcg_593","Impairment of financial institutions and similar accounts","593","asset_current","False","Dé perte de valeur d'institutions financières et d'un compte similaire"
"pcg_594","Impairment of cash instrument accounts","594","asset_current","False","Dépréciation des comptes d'instruments de trésorerie"
"pcg_599","Provisions for short-term financial risks","599","asset_current","False","Provisions pour risques financiers à court terme"
"pcg_6011","Purchases of goods in the Region","6011","expense","False","Achats de biens dans la région"
"pcg_6012","Purchases of goods outside the region","6012","expense","False","Achats de biens en dehors de la région"
"pcg_6013","Purchases of goods from Group entities in the Region","6013","expense","False","Achats de biens auprès d'entités du Groupe dans la Région"
"pcg_6014","Purchases of goods from Group entities outside the Region","6014","expense","False","Achats de biens auprès d'entités du Groupe en dehors de la Région"
"pcg_6015","Purchase of goods expenses on purchases","6015","expense","False","Frais d'achat de marchandises sur les achats"
"pcg_6019","Discounts and rebates obtained (not broken down)","6019","expense","False","Rabais et remises obtenus (non ventilés)"
"pcg_6021","Purchases of raw materials and related supplies in the Region","6021","expense","False","Achats de matières premières et de fournitures connexes dans la région"
"pcg_6022","Purchases of raw materials and related supplies outside the Region","6022","expense","False","Achats de matières premières et de fournitures connexes en dehors de la Région"
"pcg_6023","Purchases of raw materials and supplies related to group entities in the Region","6023","expense","False","Achats de matières premières et de fournitures liés aux entités du groupe dans la Région"
"pcg_6024","Purchases of raw materials and supplies related to group entities outside the Region","6024","expense","False","Achats de matières premières et de fournitures liés aux entités du groupe en dehors de la Région"
"pcg_6025","Purchases of raw materials and related supplies expenses on purchases","6025","expense","False","Achats de matières premières et fournitures connexes charges sur achats"
"pcg_6029","Rebates, Rebates and Rebates obtained (not broken down)","6029","expense","False","Rabais, remises et ristournes obtenus (non ventilés)"
"pcg_6031","Changes in merchandise stocks","6031","expense","False","Variation des stocks de marchandises"
"pcg_6032","Changes in inventories of raw materials and related supplies","6032","expense","False","Variation des stocks de matières premières et fournitures connexes"
"pcg_6033","Changes in stocks of other supplies","6033","expense","False","Variation des stocks d'autres fournitures"
"pcg_6041","Consumables","6041","expense","False","Consommables"
"pcg_6042","Combustible materials","6042","expense","False","Matériaux combustibles"
"pcg_6043","Care products","6043","expense","False","Produits de soins"
"pcg_6044","Workshop and factory supplies","6044","expense","False","Fournitures d'atelier et d'usine"
"pcg_6045","Fees on purchases","6045","expense","False","Frais sur les achats"
"pcg_6046","Store supplies","6046","expense","False","Fournitures de magasin"
"pcg_6047","Office supplies","6047","expense","False","Fournitures de bureau"
"pcg_6049","Rebates, Rebates and Rebates obtained (not broken down)","6049","expense","False","Rabais, remises et ristournes obtenus (non ventilés)"
"pcg_6051","Non-storable supplies -Water","6051","expense","False","Fournitures non stockables -Eau"
"pcg_6052","Non-storable supplies - Electricity","6052","expense","False","Fournitures non stockables - Électricité"
"pcg_6053","Non-storable supplies – Other energies","6053","expense","False","Fournitures non stockables - Autres énergies"
"pcg_6054","Non-storable maintenance supplies","6054","expense","False","Fournitures d'entretien non stockables"
"pcg_6055","Non-storable office supplies","6055","expense","False","Fournitures de bureau non stockables"
"pcg_6056","Purchases of small equipment and tools","6056","expense","False","Achats de petits équipements et d'outils"
"pcg_6057","Purchases of studies and provision of services","6057","expense","False","Achats d'études et prestations de services"
"pcg_6058","Purchases of works, materials and equipment","6058","expense","False","Achats de travaux, de matériaux et d'équipements"
"pcg_6059","Rebates, Rebates and Rebates obtained (not broken down)","6059","expense","False","Rabais, remises et ristournes obtenus (non ventilés)"
"pcg_6081","One-way packaging","6081","expense","False","Emballage à sens unique"
"pcg_6082","Unidentifiable returnable packaging","6082","expense","False","Emballage consigné non identifiable"
"pcg_6083","Mixed-use packaging","6083","expense","False","Emballage à usage mixte"
"pcg_6085","Purchase fees","6085","expense","False","Frais d'achat"
"pcg_6089","Rebates, Rebates and Rebates obtained (not broken down)","6089","expense","False","Rabais, remises et ristournes obtenus (non ventilés)"
"pcg_612","Transport on sales","612","expense","False","Transport sur les ventes"
"pcg_613","Transport for third parties","613","expense","False","Transport pour le compte de tiers"
"pcg_614","Staff transport","614","expense","False","Transport du personnel"
"pcg_616","Ply transport","616","expense","False","Transports de plis"
"pcg_6181","Travel and trips","6181","expense","False","Voyages et déplacements"
"pcg_6182","Transport between establishments or worksites","6182","expense","False","Transport entre établissements ou chantiers"
"pcg_6183","Administrative transport","6183","expense","False","Transport administratif"
"pcg_621","General subcontracting","621","expense","False","Sous-traitance générale"
"pcg_6221","Land rentals","6221","expense","False","Location de terrains"
"pcg_6222","Building rentals","6222","expense","False","Location d'immeubles"
"pcg_6223","Rental of equipment and tools","6223","expense","False","Location d'équipements et d'outils"
"pcg_6224","Malus on packaging","6224","expense","False","Malus sur l'emballage"
"pcg_6225","Packaging rentals","6225","expense","False","Location d'emballages"
"pcg_6226","Rents and land rents","6226","expense","False","Loyers et rentes foncières"
"pcg_6228","Miscellaneous rentals and rental charges","6228","expense","False","Loyers divers et charges locatives"
"pcg_6232","Real estate leasing","6232","expense","False","Location de biens immobiliers"
"pcg_6233","Furniture leasing","6233","expense","False","Location de meubles"
"pcg_6234","Rent sale","6234","expense","False","Location vente"
"pcg_6238","Other capital leases","6238","expense","False","Autres contrats de location-acquisition"
"pcg_6241","Property maintenance and repairs","6241","expense","False","Entretien et réparation des propriétés"
"pcg_6242","Maintenance and repairs of movable property","6242","expense","False","Entretien et réparation des biens meubles"
"pcg_6243","Maintenance","6243","expense","False","Entretien"
"pcg_6244","Dismantling and restoration costs","6244","expense","False","Coûts de démantèlement et de restauration"
"pcg_6248","Other maintenance and repairs","6248","expense","False","Autres entretiens et réparations"
"pcg_6251","Multi-risk insurance","6251","expense","False","Assurance multirisque"
"pcg_6252","Transport equipment insurance","6252","expense","False","Assurance du matériel de transport"
"pcg_6253","Operating risk insurance","6253","expense","False","Assurance du risque d'exploitation"
"pcg_6254","Producer liability insurance","6254","expense","False","Assurance responsabilité civile des producteurs"
"pcg_6255","Customer insolvency insurance","6255","expense","False","Assurance contre l'insolvabilité des clients"
"pcg_6257","Transport insurance on sales","6257","expense","False","Assurance transport sur les ventes"
"pcg_6258","Other insurance premiums","6258","expense","False","Autres primes d'assurance"
"pcg_6261","Studies and research","6261","expense","False","Études et recherches"
"pcg_6265","General documentation","6265","expense","False","Documentation générale"
"pcg_6266","Technical documentation","6266","expense","False","Documentation technique"
"pcg_6271","Ads, inserts","6271","expense","False","Annonces, encarts"
"pcg_6272","Catalogs, printed advertising","6272","expense","False","Catalogues, imprimés publicitaires"
"pcg_6273","Samples","6273","expense","False","Échantillons"
"pcg_6274","Fairs and exhibitions","6274","expense","False","Foires et expositions"
"pcg_6275","Publications","6275","expense","False","Publications"
"pcg_6276","Gifts to customers","6276","expense","False","Cadeaux aux clients"
"pcg_6277","Costs of symposia, seminars, conferences","6277","expense","False","Coûts des symposiums, séminaires, conférences"
"pcg_6278","Other advertising and public relations expenses","6278","expense","False","Autres dépenses de publicité et de relations publiques"
"pcg_6281","Telephone charges","6281","expense","False","Frais de téléphone"
"pcg_6282","Telex charges","6282","expense","False","Frais de télex"
"pcg_6283","Fax charges","6283","expense","False","Frais de télécopie"
"pcg_6288","Other telecommunications costs","6288","expense","False","Autres frais de télécommunications"
"pcg_6311","Fees on securities (sale, custody)","6311","expense","False","Frais sur titres (vente, garde)"
"pcg_6312","Bill of exchange fees","6312","expense","False","Frais d'effet de commerce"
"pcg_6313","Rental of safes","6313","expense","False","Location de coffres-forts"
"pcg_6314","Factoring and securitization commissions","6314","expense","False","Commissions d'affacturage et de titrisation"
"pcg_6315","Credit card fees","6315","expense","False","Frais de carte de crédit"
"pcg_6316","Loan issue costs","6316","expense","False","Frais d'émission d'emprunt"
"pcg_6317","Fees on electronic money instruments","6317","expense","False","Taxes sur les instruments de monnaie électronique"
"pcg_6318","Other bank charges","6318","expense","False","Autres frais bancaires"
"pcg_6322","Commissions and brokerage on sales","6322","expense","False","Commissions et courtage sur les ventes"
"pcg_6324","Fees for regulated professions","6324","expense","False","Frais pour les professions réglementées"
"pcg_6325","Legal and litigation costs","6325","expense","False","Frais juridiques et de contentieux"
"pcg_6326","Factoring and securitization fees","6326","expense","False","Commissions d'affacturage et de sécurisation"
"pcg_6327","Remuneration of other service providers","6327","expense","False","Rémunération des autres prestataires de services"
"pcg_6328","Miscellaneous fees","6328","expense","False","Frais divers"
"pcg_633","Staff training costs","633","expense","False","Les coûts de formation du personnel"
"pcg_6342","Royalties for patents, licenses","6342","expense","False","Redevances pour brevets, licences"
"pcg_6343","Software royalties","6343","expense","False","Redevances de logiciels"
"pcg_6344","Trademark royalties","6344","expense","False","Redevances sur les marques"
"pcg_6345","Royalties for websites","6345","expense","False","Redevances pour les sites web"
"pcg_6346","Royalties for concessions, rights and similar values","6346","expense","False","Redevances pour concessions, droits et valeurs similaires"
"pcg_6351","Contributions","6351","expense","False",""
"pcg_6358","Various competitions","6358","expense","False","Diverses compétitions"
"pcg_6371","Temporary staff","6371","expense","False","Agents temporaires"
"pcg_6372","Staff seconded or loaned to the entity","6372","expense","False","Personnel détaché ou prêté à l'entité"
"pcg_6381","Staff recruitment costs","6381","expense","False","Frais de recrutement du personnel"
"pcg_6382","Moving expenses","6382","expense","False","Frais de déménagement"
"pcg_6383","Receptions","6383","expense","False","Receptions"
"pcg_6384","Tasks","6384","expense","False","Tâches"
"pcg_6385","Condominium fees","6385","expense","False","Charges de copropriété"
"pcg_6388","Miscellaneous external loads","6388","expense","False","Charges externes diverses"
"pcg_6411","Property taxes and related taxes","6411","expense","False","Impôts fonciers et taxes connexes"
"pcg_6412","Patents, licenses and related taxes","6412","expense","False","Brevets, licences et taxes connexes"
"pcg_6413","Taxes on salaries and wages","6413","expense","False","Impôts sur les traitements et salaires"
"pcg_6414","Apprenticeship taxes","6414","expense","False","Taxes d'apprentissage"
"pcg_6415","Professional formation continues","6415","expense","False","La formation professionnelle se poursuit"
"pcg_6418","Other direct taxes and duties","6418","expense","False","Autres impôts et taxes directs"
"pcg_645","Indirect taxes and taxes","645","expense","False","Taxes et taxes indirectes"
"pcg_6461","Transfer taxes","6461","expense","False","Droits de mutation"
"pcg_6462","Stamp duties","6462","expense","False","Droits de timbre"
"pcg_6463","Taxes on company vehicles","6463","expense","False","Taxes sur les véhicules de société"
"pcg_6464","Thumbnails","6464","expense","False","Vignettes"
"pcg_6468","Other registration fees","6468","expense","False","Autres frais d'inscription"
"pcg_6471","Base penalties, direct taxes","6471","expense","False","Pénalités de base, impôts directs"
"pcg_6472","Base penalties, indirect taxes","6472","expense","False","Pénalités de base, impôts indirects"
"pcg_6473","Recovery penalties, direct taxes","6473","expense","False","Pénalités de recouvrement, impôts directs"
"pcg_6474","Recovery penalties, indirect taxes","6474","expense","False","Pénalités de recouvrement, impôts indirects"
"pcg_6478","Other tax penalties and fines","6478","expense","False","Autres pénalités et amendes fiscales"
"pcg_648","Other taxes and duties","648","expense","False","Autres taxes et droits"
"pcg_6511","Customer","6511","expense","False","Client"
"pcg_6515","Other debtors","6515","expense","False","Autres débiteurs"
"pcg_6521","Transferred share of profits (manager's accounting)","6521","expense","False","Part des bénéfices transférée (comptabilité du gérant)"
"pcg_6525","Losses imputed by transfer (accounting of non-managing partners)","6525","expense","False","Pertes imputées par cession (comptabilité des associés non gérants)"
"pcg_6541","Intangible assets","6541","expense","False","Immobilisations incorporelles"
"pcg_6542","Tangible assets","6542","expense","False","Immobilisations corporelles"
"pcg_656","Exchange loss on trade receivables and debts","656","expense","False","Perte de change sur les créances et dettes commerciales"
"pcg_657","Penalties and criminal fines","657","expense","False","Pénalités et amendes pénales"
"pcg_6581","Service allowances and other directors' compensation","6581","expense","False","Indemnités de service et autres rémunérations des administrateurs"
"pcg_6582","Donations","6582","expense","False","Dons"
"pcg_6583","Patronage","6583","expense","False","Mécénat"
"pcg_6588","Other miscellaneous charges","6588","expense","False","Autres charges diverses"
"pcg_6591","Impairment charges and provisions for short-term risks","6591","expense","False","Dotations aux dépréciations et provisions pour risques à court terme"
"pcg_6593","Charges for depreciation and provisions for short-term risks on inventories","6593","expense","False","Charges pour dépréciation et provisions pour risques à court terme sur les stocks"
"pcg_6594","Impairment charges and provisions for short-term risks on receivables","6594","expense","False","Dotations aux dépréciations et provisions pour risques à court terme sur créances"
"pcg_6598","Other charges for impairment and provisions for short-term risks","6598","expense","False","Autres charges pour dépréciation et provisions pour risques à court terme"
"pcg_6611","Salaries and commissions","6611","expense","False","Salaires et commissions"
"pcg_6612","Bonuses and gratuities","6612","expense","False","Primes et gratifications"
"pcg_6613","Paid vacation","6613","expense","False","Vacances payées"
"pcg_6614","Compensation for notice, dismissal and search for employment","6614","expense","False","Indemnité de préavis, de licenciement et de recherche d'emploi"
"pcg_6615","Sickness benefits paid to workers","6615","expense","False","Prestations de maladie versées aux travailleurs"
"pcg_6616","Family supplement","6616","expense","False","Supplément familial"
"pcg_6617","Benefits in kind","6617","expense","False","Avantages en nature"
"pcg_6618","Other direct compensation","6618","expense","False","Autre rémunération directe"
"pcg_6621","Salaries and commissions","6621","expense","False","Salaires et commissions"
"pcg_6622","Bonuses and gratuities","6622","expense","False","Primes et gratifications"
"pcg_6623","Paid vacation","6623","expense","False","Vacances payées"
"pcg_6624","Compensation for notice, dismissal and search for employment","6624","expense","False","Indemnité de préavis, de licenciement et de recherche d'emploi"
"pcg_6625","Sickness benefits paid to workers","6625","expense","False","Prestations de maladie versées aux travailleurs"
"pcg_6626","Family supplement","6626","expense","False","Supplément familial"
"pcg_6627","Benefits in kind","6627","expense","False","Avantages en nature"
"pcg_6628","Other direct compensation","6628","expense","False","Autre rémunération directe"
"pcg_6631","Housing allowances","6631","expense","False","Allocations de logement"
"pcg_6632","Representation allowances","6632","expense","False","Indemnités de représentation"
"pcg_6633","Expatriation allowances","6633","expense","False","Indemnités d'expatriation"
"pcg_6634","Transportation allowances","6634","expense","False","Indemnités de transport"
"pcg_6638","Other allowances and miscellaneous benefits","6638","expense","False","Autres indemnités et prestations diverses"
"pcg_6641","Social charges on the remuneration of national staff","6641","expense","False","Charges sociales sur la rémunération du personnel national"
"pcg_6642","Social charges on remuneration of non-national staff","6642","expense","False","Charges sociales sur la rémunération du personnel non national"
"pcg_6661","Remuneration for the operator's work","6661","expense","False","Rémunération du travail de l'opérateur"
"pcg_6662","Social charges","6662","expense","False","Charges sociales"
"pcg_6671","Temporary staff","6671","expense","False","Agents temporaires"
"pcg_6672","Staff seconded or loaned to the entity","6672","expense","False","Personnel détaché ou prêté à l'entité"
"pcg_6681","Payments to trade unions and works and establishment committees","6681","expense","False","Paiements aux syndicats et aux comités d'entreprise et d'établissement"
"pcg_6682","Payments to health and safety committees","6682","expense","False","Paiements aux comités de santé et de sécurité"
"pcg_6683","Payments and contributions to other social works","6683","expense","False","Paiements et contributions à d'autres œuvres sociales"
"pcg_6684","Occupational medicine and pharmacy","6684","expense","False","Médecine et pharmacie du travail"
"pcg_6685","Insurance and health organizations","6685","expense","False","Assurances et organismes de santé"
"pcg_6686","Retirement insurance and pension funds","6686","expense","False","Assurance retraite et fonds de pension"
"pcg_6687","Increases and social penalties","6687","expense","False","Majorations et pénalités sociales"
"pcg_6688","Miscellaneous social charges","6688","expense","False","Charges sociales diverses"
"pcg_6711","Bond issues","6711","expense","False","Emissions d'obligations"
"pcg_6712","Loans from credit institutions","6712","expense","False","Emprunts auprès des établissements de crédit"
"pcg_6713","Debts linked to shareholdings","6713","expense","False","Dettes liées aux participations"
"pcg_6714","Bond redemption premiums","6714","expense","False","Primes de remboursement des obligations"
"pcg_6722","Interest in rents from capital purchases/property leasing","6722","expense","False","Intérêts sur les loyers provenant d'achats d'immobilisations/locations immobilières"
"pcg_6723","Interest in rents from capital leases/equipment leasing","6723","expense","False","Intérêts sur les loyers des contrats de location-acquisition/location d'équipement"
"pcg_6724","Interest in rent-to-own/hire-purchase","6724","expense","False","Intérêt pour la location-achat/location-vente"
"pcg_6728","Interest in rents from other capital leases","6728","expense","False","Intérêts sur les loyers d'autres contrats de location-acquisition"
"pcg_673","Discounts granted","673","expense","False","Escomptes accordés"
"pcg_6741","Advances received and deposits payable","6741","expense","False","Avances reçues et acomptes à payer"
"pcg_6742","Blocked current accounts","6742","expense","False","Comptes courants bloqués"
"pcg_6743","Interest on guaranteed bonds","6743","expense","False","Intérêts sur les obligations garanties"
"pcg_6744","Interest on commercial debts","6744","expense","False","Intérêts sur les dettes commerciales"
"pcg_6745","Bank and financing interest (discount, etc.)","6745","expense","False","Intérêts bancaires et de financement (escompte, etc.)"
"pcg_6748","Interest on miscellaneous debts","6748","expense","False","Intérêts sur dettes diverses"
"pcg_675","Discounts from commercial bills","675","expense","False","Les remises sur les factures commerciales"
"pcg_676","Financial exchange losses","676","expense","False","Pertes de change financières"
"pcg_6771","Losses on sale of investment securities","6771","expense","False","Pertes sur la vente de titres de placement"
"pcg_6772","Losses from the free allocation of shares to salaried staff and managers","6772","expense","False",""
"pcg_6781","Losses and charges on life annuities","6781","expense","False","Pertes et charges sur rentes viagères"
"pcg_6782","Losses and charges on financial transactions","6782","expense","False","Pertes et charges sur transactions financières"
"pcg_6784","Losses and charges on cash instruments","6784","expense","False","Pertes et charges sur instruments de trésorerie"
"pcg_6791","Charge for depreciation and provisions for financial risks","6791","expense","False","Dotation aux amortissements et aux provisions pour risques financiers"
"pcg_6795","Charge for depreciation and provisions on investment securities","6795","expense","False","Dotation aux amortissements et provisions sur titres de placement"
"pcg_6798","Other charges for impairment and provisions for short-term financial risks","6798","expense","False","Autres charges pour dépréciation et provisions pour risques financiers à court terme"
"pcg_6812","Amortization of intangible assets","6812","expense","False","Amortissement des immobilisations incorporelles"
"pcg_6813","Depreciation of property, plant and equipment","6813","expense","False","Amortissement des immobilisations corporelles"
"pcg_6911","Allocations to provisions for risks and charges","6911","expense","False","Dotations aux provisions pour risques et charges"
"pcg_6913","Depreciation of intangible fixed assets","6913","expense","False","Amortissement des immobilisations incorporelles"
"pcg_6914","Depreciation of property, plant and equipment","6914","expense","False","Amortissement des immobilisations corporelles"
"pcg_6971","Allocations to provisions for risks and charges","6971","expense","False","Dotations aux provisions pour risques et charges"
"pcg_6972","Depreciation of financial fixed assets","6972","expense","False","Amortissement des immobilisations financières"
"pcg_7011","Sale of goods in the Region","7011","income","False","Vente de marchandises dans la région"
"pcg_7012","Sale of goods outside the Region","7012","income","False","Vente de marchandises en dehors de la Région"
"pcg_7013","Sale of goods to group entities in the Region","7013","income","False","Vente de biens à des entités du groupe dans la région"
"pcg_7014","Sale of goods to group entities outside the Region","7014","income","False","Vente de biens à des entités du groupe en dehors de la Région"
"pcg_7015","Sale of goods on the internet","7015","income","False","Vente de marchandises sur Internet"
"pcg_7019","Rebates, rebates, rebates granted (not broken down) on the sale of goods","7019","income","False","Rabais, remises, ristournes accordés (non ventilés) sur la vente de marchandises"
"pcg_7021","Sales of finished products in the Region","7021","income","False","Ventes de produits finis dans la région"
"pcg_7022","Sales of finished products outside the Region","7022","income","False","Ventes de produits finis en dehors de la région"
"pcg_7023","Sales of finished products to group entities in the Region","7023","income","False","Ventes de produits finis aux entités du groupe dans la Région"
"pcg_7024","Sales of finished products to group entities outside the Region","7024","income","False","Ventes de produits finis à des entités du groupe en dehors de la Région"
"pcg_7025","Online sales of finished products","7025","income","False","Vente en ligne de produits finis"
"pcg_7029","Rebates, rebates, rebates granted (not broken down) on sales of finished products","7029","income","False","Rabais, remises, ristournes accordés (non ventilés) sur les ventes de produits finis"
"pcg_7031","Sales of intermediate products in the Region","7031","income","False","Ventes de produits intermédiaires dans la région"
"pcg_7032","Sales of intermediate products outside the Region","7032","income","False","Ventes de produits intermédiaires en dehors de la région"
"pcg_7033","Sales of intermediate products to group entities in the Region","7033","income","False","Ventes de produits intermédiaires aux entités du groupe dans la région"
